CountyFIPS,NAICS,Employment
19171,22,0
19171,23,150
19171,31,1134
19171,42,264
19171,44,538
19171,48,63
19171,51,30
19171,52,132
19171,53,10
19171,54,0
19171,55,0
19171,56,81
19171,61,1395
19171,62,0
19171,71,32
19171,72,253
19171,81,60
19171,92,748
19173,11,387
19173,22,0
19173,23,74
19173,31,608
19173,42,0
19173,44,161
19173,48,293
19173,51,0
19173,52,45
19173,53,18
19173,54,24
19173,56,0
19173,61,0
19173,62,276
19173,72,0
19173,81,51
19173,92,176
19175,11,0
19175,21,0
19175,22,128
19175,23,177
19175,31,1278
19175,42,278
19175,44,763
19175,48,229
19175,51,72
19175,52,168
19175,53,18
19175,54,0
19175,55,0
19175,56,333
19175,61,183
19175,62,770
19175,71,56
19175,72,337
19175,81,116
19175,92,216
19177,11,200
19177,21,59
19177,22,0
19177,23,42
19177,31,528
19177,42,84
19177,44,193
19177,48,164
19177,51,0
19177,52,55
19177,53,6
19177,54,30
19177,55,0
19177,56,0
19177,61,555
19177,62,249
19177,71,0
19177,72,0
19177,81,36
19177,92,11
19179,11,0
19179,21,0
19179,22,248
19179,23,502
19179,31,3532
19179,42,315
19179,44,2132
19179,48,1009
19179,51,133
19179,52,384
19179,53,100
19179,54,307
19179,55,113
19179,56,1116
19179,61,5170
19179,62,3294
19179,71,130
19179,72,1220
19179,81,415
19179,92,655
19181,11,187
19181,22,0
19181,23,1184
19181,31,834
19181,42,455
19181,44,1823
19181,48,103
19181,51,395
19181,52,339
19181,53,129
19181,54,315
19181,55,32
19181,56,337
19181,61,1119
19181,62,1887
19181,71,326
19181,72,1071
19181,81,219
19181,92,745
19183,11,0
19183,21,0
19183,22,0
19183,23,844
19183,31,813
19183,42,450
19183,44,1077
19183,48,61
19183,51,69
19183,52,221
19183,53,19
19183,54,175
19183,55,0
19183,56,0
19183,61,141
19183,62,1353
19183,71,52
19183,72,1162
19183,81,261
19183,92,64
19185,11,113
19185,22,0
19185,23,48
19185,31,454
19185,42,93
19185,44,201
19185,48,27
19185,51,11
19185,52,0
19185,53,0
19185,54,41
19185,55,0
19185,56,0
19185,61,0
19185,62,219
19185,71,8
19185,72,60
19185,81,39
19185,92,130
19187,11,0
19187,21,0
19187,22,0
19187,23,1434
19187,31,2536
19187,42,0
19187,44,2335
19187,48,2180
19187,51,331
19187,52,407
19187,53,93
19187,54,287
19187,55,190
19187,56,460
19187,61,5376
19187,62,3581
19187,71,142
19187,72,1472
19187,81,483
19187,92,1186
19189,11,0
19189,21,0
19189,22,25
19189,23,225
19189,31,625
19189,42,248
19189,44,511
19189,48,250
19189,51,78
19189,52,188
19189,53,9
19189,54,126
19189,55,0
19189,56,0
19189,61,1360
19189,62,0
19189,71,95
19189,72,216
19189,81,80
19189,92,285
19191,11,0
19191,21,0
19191,22,0
19191,23,562
19191,31,1489
19191,42,442
19191,44,1136
19191,48,63
19191,51,163
19191,52,302
19191,53,19
19191,54,0
19191,55,0
19191,56,384
19191,61,0
19191,62,0
19191,71,104
19191,72,877
19191,81,278
19191,92,77
19193,11,0
19193,21,0
19193,22,0
19193,23,2948
19193,31,6933
19193,42,2810
19193,44,7180
19193,48,462
19193,51,573
19193,52,1256
19193,53,443
19193,54,1041
19193,55,511
19193,56,3202
19193,61,13246
19193,62,11025
19193,71,468
19193,72,5398
19193,81,1627
19193,92,2528
19195,11,76
19195,21,90
19195,22,0
19195,23,160
19195,31,493
19195,42,161
19195,44,151
19195,48,27
19195,51,20
19195,52,0
19195,53,0
19195,54,0
19195,55,0
19195,56,36
19195,61,519
19195,62,222
19195,71,0
19195,72,0
19195,81,65
19195,92,173
19197,11,0
19197,21,0
19197,22,0
19197,23,206
19197,31,1578
19197,42,359
19197,44,507
19197,48,56
19197,51,116
19197,52,174
19197,53,19
19197,54,110
19197,55,0
19197,56,0
19197,61,1606
19197,62,1305
19197,71,30
19197,72,272
19197,81,122
19197,92,348
20001,11,0
20001,21,0
20001,22,0
20001,23,265
20001,31,1780
20001,42,185
20001,44,613
20001,48,28
20001,51,119
20001,52,125
20001,53,29
20001,54,90
20001,55,0
20001,56,0
20001,61,2149
20001,62,0
20001,71,0
20001,72,0
20001,81,76
20001,92,457
20003,11,48
20003,21,27
20003,22,0
20003,23,133
20003,31,119
20003,42,95
20003,44,378
20003,48,75
20003,51,18
20003,52,0
20003,53,0
20003,54,35
20003,55,0
20003,56,0
20003,61,0
20003,62,460
20003,71,0
20003,72,0
20003,81,53
20003,92,282
20005,11,0
20005,21,0
20005,22,15
20005,23,323
20005,31,971
20005,42,193
20005,44,511
20005,48,30
20005,51,0
20005,52,305
20005,53,28
20005,54,163
20005,55,54
20005,56,135
20005,61,0
20005,62,0
20005,71,39
20005,72,630
20005,81,0
20005,92,484
20007,11,65
20007,21,154
20007,22,0
20007,23,41
20007,31,174
20007,42,68
20007,44,204
20007,48,51
20007,51,20
20007,52,0
20007,53,0
20007,54,35
20007,56,14
20007,61,0
20007,62,0
20007,71,0
20007,72,0
20007,81,0
20007,92,190
20009,11,311
20009,21,616
20009,22,249
20009,23,1074
20009,31,1137
20009,42,559
20009,44,1527
20009,48,381
20009,51,128
20009,52,684
20009,53,125
20009,54,338
20009,55,68
20009,56,328
20009,61,0
20009,62,0
20009,71,86
20009,72,837
20009,81,237
20009,92,511
20011,11,24
20011,21,7
20011,22,0
20011,23,238
20011,31,1550
20011,42,403
20011,44,555
20011,48,43
20011,51,21
20011,52,266
20011,53,26
20011,54,0
20011,55,0
20011,56,244
20011,61,1671
20011,62,1189
20011,71,19
20011,72,475
20011,81,86
20011,92,331
20013,11,0
20013,21,0
20013,22,0
20013,23,73
20013,31,1330
20013,42,429
20013,44,401
20013,48,32
20013,51,94
20013,52,161
20013,53,18
20013,54,122
20013,55,0
20013,56,0
20013,61,918
20013,62,882
20013,71,9
20013,72,206
20013,81,57
20013,92,463
20015,11,186
20015,21,139
20015,22,213
20015,23,1377
20015,31,1969
20015,42,448
20015,44,2039
20015,48,666
20015,51,51
20015,52,469
20015,53,137
20015,54,559
20015,55,54
20015,56,589
20015,61,8226
20015,62,3878
20015,71,195
20015,72,1844
20015,81,402
20015,92,1657
20017,11,0
20017,21,0
20017,23,65
20017,31,226
20017,42,0
20017,44,42
20017,48,4
20017,52,19
20017,53,0
20017,54,0
20017,56,0
20017,61,0
20017,62,0
20017,71,10
20017,72,0
20017,81,18
20017,92,138
20019,11,42
20019,21,37
20019,22,28
20019,23,21
20019,31,78
20019,42,0
20019,44,89
20019,48,17
20019,51,0
20019,52,0
20019,53,0
20019,54,0
20019,56,0
20019,61,0
20019,62,184
20019,71,0
20019,72,0
20019,81,13
20019,92,110
20021,11,0
20021,21,0
20021,22,42
20021,23,518
20021,31,1673
20021,42,286
20021,44,420
20021,48,56
20021,51,39
20021,52,140
20021,53,20
20021,54,0
20021,55,0
20021,56,220
20021,61,0
20021,62,792
20021,71,36
20021,72,424
20021,81,54
20021,92,445
20023,11,91
20023,21,13
20023,22,0
20023,23,20
20023,31,28
20023,42,125
20023,44,59
20023,48,9
20023,51,0
20023,52,0
20023,53,0
20023,54,43
20023,56,3
20023,61,0
20023,62,249
20023,71,0
20023,72,0
20023,81,0
20023,92,8
20025,11,139
20025,21,8
20025,23,0
20025,31,0
20025,42,0
20025,44,69
20025,48,7
20025,51,0
20025,52,0
20025,53,0
20025,54,23
20025,55,0
20025,56,0
20025,61,0
20025,62,0
20025,71,0
20025,72,0
20025,81,0
20025,92,71
20027,11,195
20027,22,0
20027,23,104
20027,31,316
20027,42,169
20027,44,408
20027,48,28
20027,51,46
20027,52,92
20027,53,8
20027,54,129
20027,55,0
20027,56,0
20027,61,26
20027,62,378
20027,71,0
20027,72,0
20027,81,61
20027,92,294
20029,11,0
20029,21,0
20029,22,0
20029,23,76
20029,31,262
20029,42,293
20029,44,465
20029,48,32
20029,51,89
20029,52,95
20029,53,12
20029,54,79
20029,55,0
20029,56,0
20029,61,938
20029,62,0
20029,71,7
20029,72,361
20029,81,86
20029,92,307
20031,11,28
20031,21,48
20031,22,0
20031,23,138
20031,31,131
20031,42,0
20031,44,338
20031,48,171
20031,51,21
20031,52,118
20031,53,4
20031,54,36
20031,56,148
20031,61,0
20031,62,0
20031,71,0
20031,72,0
20031,81,72
20031,92,341
20033,11,0
20033,21,0
20033,22,0
20033,23,9
20033,31,51
20033,42,0
20033,44,64
20033,48,7
20033,51,5
20033,52,0
20033,53,0
20033,54,0
20033,56,0
20033,61,0
20033,62,0
20033,71,0
20033,72,0
20033,81,12
20033,92,87
20035,11,54
20035,21,60
20035,22,0
20035,23,289
20035,31,4171
20035,42,417
20035,44,1335
20035,48,68
20035,51,116
20035,52,411
20035,53,31
20035,54,266
20035,55,18
20035,56,353
20035,61,0
20035,62,0
20035,71,70
20035,72,1137
20035,81,161
20035,92,937
20037,11,0
20037,21,0
20037,22,0
20037,23,432
20037,31,2665
20037,42,0
20037,44,1902
20037,48,814
20037,51,335
20037,52,341
20037,53,144
20037,54,389
20037,55,345
20037,56,642
20037,61,59
20037,62,2926
20037,71,164
20037,72,1971
20037,81,237
20037,92,1313
20039,11,0
20039,21,0
20039,22,0
20039,23,22
20039,42,119
20039,44,71
20039,48,12
20039,51,0
20039,52,0
20039,53,0
20039,54,0
20039,56,0
20039,61,0
20039,62,226
20039,71,0
20039,72,0
20039,81,0
20039,92,7
20041,11,0
20041,21,0
20041,22,135
20041,23,229
20041,31,1519
20041,42,285
20041,44,648
20041,48,252
20041,51,99
20041,52,209
20041,53,32
20041,54,133
20041,55,0
20041,56,0
20041,61,0
20041,62,482
20041,71,113
20041,72,387
20041,81,141
20041,92,433
20043,11,0
20043,21,0
20043,22,0
20043,23,134
20043,31,479
20043,42,0
20043,44,137
20043,48,186
20043,51,0
20043,52,70
20043,53,19
20043,54,18
20043,56,59
20043,61,0
20043,62,202
20043,71,0
20043,72,56
20043,81,0
20043,92,260
20045,11,126
20045,21,19
20045,22,457
20045,23,1852
20045,31,4835
20045,42,1039
20045,44,5773
20045,48,624
20045,51,744
20045,52,985
20045,53,810
20045,54,4202
20045,55,175
20045,56,1256
20045,61,2844
20045,62,5765
20045,71,425
20045,72,7038
20045,81,2993
20045,92,2479
20047,11,0
20047,21,0
20047,22,0
20047,23,28
20047,31,107
20047,42,110
20047,44,70
20047,48,13
20047,51,0
20047,52,28
20047,54,0
20047,56,0
20047,61,246
20047,62,189
20047,71,0
20047,72,0
20047,81,8
20047,92,98
20049,11,24
20049,21,24
20049,22,0
20049,23,0
20049,31,0
20049,42,0
20049,44,47
20049,48,8
20049,51,0
20049,52,0
20049,53,0
20049,54,11
20049,56,13
20049,61,0
20049,62,0
20049,72,108
20049,81,8
20049,92,125
20051,11,65
20051,21,619
20051,22,0
20051,23,586
20051,31,1069
20051,42,682
20051,44,2199
20051,48,55
20051,51,410
20051,52,482
20051,53,172
20051,54,362
20051,55,315
20051,56,358
20051,61,1945
20051,62,3898
20051,71,92
20051,72,1580
20051,81,404
20051,92,839
20053,11,0
20053,21,0
20053,22,0
20053,23,87
20053,31,306
20053,42,82
20053,44,192
20053,48,20
20053,51,49
20053,52,0
20053,53,0
20053,54,76
20053,56,29
20053,61,0
20053,62,336
20053,71,0
20053,72,0
20053,81,28
20053,92,194
20055,11,856
20055,21,289
20055,22,831
20055,23,1044
20055,31,4229
20055,42,1052
20055,44,2514
20055,48,672
20055,51,117
20055,52,498
20055,53,95
20055,54,264
20055,55,56
20055,56,478
20055,61,3920
20055,62,2793
20055,71,299
20055,72,1943
20055,81,466
20055,92,983
20057,11,425
20057,21,6
20057,22,307
20057,23,481
20057,31,6192
20057,42,671
20057,44,1645
20057,48,505
20057,51,367
20057,52,291
20057,53,72
20057,54,300
20057,55,55
20057,56,762
20057,61,0
20057,62,0
20057,71,450
20057,72,1316
20057,81,267
20057,92,1073
20059,11,223
20059,21,53
20059,22,49
20059,23,391
20059,31,836
20059,42,0
20059,44,1133
20059,48,2183
20059,51,47
20059,52,146
20059,53,0
20059,54,186
20059,55,20
20059,56,89
20059,61,0
20059,62,0
20059,71,59
20059,72,668
20059,81,185
20059,92,549
20061,11,78
20061,22,0
20061,23,269
20061,31,244
20061,42,0
20061,44,1307
20061,48,1178
20061,51,74
20061,52,230
20061,53,271
20061,54,35
20061,55,0
20061,56,870
20061,61,98
20061,62,2253
20061,71,116
20061,72,1364
20061,81,269
20061,92,2487
20063,11,157
20063,21,31
20063,22,0
20063,23,46
20063,31,67
20063,42,90
20063,44,197
20063,48,10
20063,51,7
20063,52,54
20063,54,5
20063,56,18
20063,61,0
20063,62,60
20063,72,128
20063,81,86
20063,92,108
20065,11,8
20065,21,116
20065,22,0
20065,23,0
20065,31,0
20065,42,0
20065,44,97
20065,48,63
20065,51,0
20065,52,0
20065,53,0
20065,54,11
20065,56,0
20065,61,0
20065,62,113
20065,72,27
20065,81,15
20065,92,140
20067,11,377
20067,21,269
20067,22,0
20067,23,192
20067,31,139
20067,42,258
20067,44,244
20067,48,13
20067,51,0
20067,52,97
20067,53,23
20067,54,73
20067,56,39
20067,61,0
20067,62,183
20067,71,0
20067,72,251
20067,81,0
20067,92,193
20069,11,913
20069,22,0
20069,23,278
20069,31,86
20069,42,320
20069,44,186
20069,48,14
20069,51,18
20069,52,104
20069,53,9
20069,54,70
20069,55,0
20069,56,0
20069,61,0
20069,62,247
20069,71,0
20069,72,84
20069,81,57
20069,92,189
20071,11,0
20071,21,0
20071,22,0
20071,23,9
20071,42,31
20071,44,101
20071,48,3
20071,51,0
20071,52,29
20071,53,5
20071,54,0
20071,56,0
20071,61,0
20071,62,0
20071,71,0
20071,81,47
20071,92,7
20073,11,53
20073,21,231
20073,22,18
20073,23,52
20073,31,129
20073,42,43
20073,44,173
20073,48,25
20073,51,10
20073,52,0
20073,53,0
20073,54,45
20073,55,0
20073,56,0
20073,61,499
20073,62,0
20073,71,18
20073,72,98
20073,81,0
20073,92,218
20075,11,0
20075,21,0
20075,22,0
20075,23,0
20075,31,0
20075,42,134
20075,44,60
20075,48,3
20075,51,0
20075,52,111
20075,54,11
20075,56,40
20075,61,0
20075,62,10
20075,71,0
20075,72,0
20075,81,19
20075,92,6
20077,11,106
20077,21,46
20077,22,0
20077,23,149
20077,31,538
20077,42,0
20077,44,245
20077,48,176
20077,51,15
20077,52,0
20077,53,0
20077,54,71
20077,55,0
20077,56,0
20077,61,0
20077,62,0
20077,71,0
20077,72,0
20077,81,0
20077,92,224
20079,11,81
20079,21,26
20079,22,0
20079,23,743
20079,31,3813
20079,42,203
20079,44,1473
20079,48,66
20079,51,25
20079,52,363
20079,53,59
20079,54,329
20079,55,39
20079,56,107
20079,61,2429
20079,62,0
20079,71,113
20079,72,1013
20079,81,318
20079,92,770
20081,11,792
20081,21,84
20081,23,69
20081,31,100
20081,42,142
20081,44,79
20081,48,42
20081,51,0
20081,52,0
20081,53,0
20081,54,13
20081,56,20
20081,61,0
20081,62,0
20081,71,0
20081,72,0
20081,81,21
20081,92,130
20083,11,192
20083,21,0
20083,22,0
20083,31,0
20083,42,0
20083,44,37
20083,48,50
20083,51,0
20083,52,27
20083,53,0
20083,54,0
20083,56,0
20083,61,0
20083,62,0
20083,72,9
20083,81,0
20083,92,118
20085,11,0
20085,21,0
20085,22,39
20085,23,158
20085,31,274
20085,42,129
20085,44,417
20085,48,93
20085,51,44
20085,52,116
20085,53,15
20085,54,56
20085,56,20
20085,61,1233
20085,62,663
20085,71,0
20085,72,0
20085,81,125
20085,92,670
20087,11,0
20087,21,0
20087,22,55
20087,23,492
20087,31,324
20087,42,72
20087,44,304
20087,48,106
20087,51,33
20087,52,59
20087,53,30
20087,54,10
20087,55,0
20087,56,90
20087,61,1440
20087,62,462
20087,71,149
20087,72,170
20087,81,189
20087,92,404
20089,11,0
20089,22,0
20089,23,0
20089,42,91
20089,44,65
20089,48,22
20089,51,0
20089,52,23
20089,54,0
20089,56,0
20089,61,0
20089,62,9
20089,71,0
20089,72,0
20089,81,0
20089,92,160
20091,11,209
20091,21,325
20091,22,3452
20091,23,16683
20091,31,19551
20091,42,22626
20091,44,37085
20091,48,19953
20091,51,7288
20091,52,28674
20091,53,5736
20091,54,37894
20091,55,16837
20091,56,30174
20091,61,9497
20091,62,59337
20091,71,5019
20091,72,29391
20091,81,9113
20091,92,12239
20093,11,0
20093,21,0
20093,22,0
20093,23,0
20093,31,0
20093,42,0
20093,44,115
20093,48,44
20093,51,0
20093,52,67
20093,53,4
20093,54,12
20093,56,12
20093,61,0
20093,62,23
20093,71,0
20093,72,65
20093,81,0
20093,92,197
20095,11,93
20095,21,68
20095,22,0
20095,23,199
20095,31,351
20095,42,60
20095,44,220
20095,48,24
20095,51,0
20095,52,121
20095,53,7
20095,54,55
20095,56,7
20095,61,640
20095,62,435
20095,71,0
20095,72,0
20095,81,0
20095,92,209
20097,11,71
20097,21,28
20097,23,0
20097,31,0
20097,42,0
20097,44,69
20097,48,5
20097,51,0
20097,52,25
20097,53,0
20097,54,3
20097,56,0
20097,61,0
20097,62,0
20097,71,17
20097,72,97
20097,81,45
20097,92,149
20099,11,0
20099,21,0
20099,22,0
20099,23,76
20099,31,2022
20099,42,0
20099,44,888
20099,48,821
20099,51,78
20099,52,226
20099,53,21
20099,54,97
20099,55,100
20099,56,93
20099,61,0
20099,62,1240
20099,71,13
20099,72,481
20099,81,137
20099,92,569
20101,11,137
20101,21,0
20101,22,0
20101,23,0
20101,42,113
20101,44,29
20101,48,5
20101,51,0
20101,52,53
20101,54,0
20101,56,0
20101,61,0
20101,62,0
20101,71,0
20101,72,0
20101,81,0
20101,92,5
20103,11,32
20103,21,5
20103,22,0
20103,23,1257
20103,31,1229
20103,42,0
20103,44,2090
20103,48,520
20103,51,80
20103,52,738
20103,53,302
20103,54,1103
20103,55,32
20103,56,729
20103,61,5912
20103,62,4225
20103,71,419
20103,72,1818
20103,81,679
20103,92,3685
20105,11,0
20105,22,0
20105,23,45
20105,31,0
20105,42,106
20105,44,64
20105,48,16
20105,51,0
20105,52,48
20105,54,16
20105,56,0
20105,61,0
20105,62,87
20105,72,36
20105,81,0
20105,92,6
20107,11,51
20107,21,60
20107,22,41
20107,23,135
20107,31,142
20107,42,47
20107,44,246
20107,48,31
20107,51,21
20107,52,66
20107,53,42
20107,54,27
20107,56,0
20107,61,756
20107,62,0
20107,72,57
20107,81,59
20107,92,328
20109,11,0
20109,21,0
20109,22,0
20109,23,0
20109,31,0
20109,42,112
20109,44,117
20109,48,10
20109,51,0
20109,52,0
20109,53,0
20109,54,25
20109,61,0
20109,62,0
20109,71,0
20109,72,0
20109,81,28
20109,92,477
20111,11,0
20111,21,0
20111,22,0
20111,23,286
20111,31,3607
20111,42,553
20111,44,1752
20111,48,57
20111,51,323
20111,52,281
20111,53,164
20111,54,0
20111,55,0
20111,56,886
20111,61,77
20111,62,1780
20111,71,57
20111,72,1481
20111,81,252
20111,92,804
20113,11,94
20113,21,77
20113,22,0
20113,23,899
20113,31,5224
20113,42,0
20113,44,1164
20113,48,68
20113,51,126
20113,52,433
20113,53,63
20113,54,12
20113,55,0
20113,56,528
20113,61,924
20113,62,2806
20113,71,155
20113,72,1076
20113,81,332
20113,92,621
20115,11,157
20115,21,21
20115,22,26
20115,23,122
20115,31,472
20115,42,145
20115,44,303
20115,48,44
20115,51,18
20115,52,94
20115,53,7
20115,54,106
20115,55,0
20115,56,0
20115,61,0
20115,62,0
20115,72,236
20115,81,89
20115,92,389
20117,11,0
20117,21,0
20117,22,0
20117,23,203
20117,31,1248
20117,42,332
20117,44,534
20117,48,42
20117,51,114
20117,52,210
20117,53,14
20117,54,187
20117,55,0
20117,56,0
20117,61,778
20117,62,0
20117,71,34
20117,72,233
20117,81,85
20117,92,329
20119,11,470
20119,21,14
20119,22,0
20119,23,135
20119,31,22
20119,42,126
20119,44,0
20119,48,177
20119,51,0
20119,52,50
20119,54,0
20119,56,0
20119,61,0
20119,62,0
20119,71,0
20119,72,0
20119,81,26
20119,92,180
20121,11,88
20121,21,59
20121,22,47
20121,23,690
20121,31,588
20121,42,0
20121,44,935
20121,48,440
20121,51,21
20121,52,270
20121,53,202
20121,54,262
20121,55,15
20121,56,408
20121,61,2562
20121,62,1790
20121,71,61
20121,72,769
20121,81,177
20121,92,656
20123,11,0
20123,21,0
20123,22,44
20123,23,170
20123,31,282
20123,42,228
20123,44,382
20123,48,116
20123,51,0
20123,52,155
20123,53,3
20123,54,0
20123,56,0
20123,61,0
20123,62,0
20123,71,40
20123,72,184
20123,81,0
20123,92,281
20125,11,169
20125,21,61
20125,22,207
20125,23,460
20125,31,3151
20125,42,587
20125,44,1452
20125,48,406
20125,51,118
20125,52,311
20125,53,91
20125,54,244
20125,56,1010
20125,61,0
20125,62,0
20125,71,43
20125,72,1152
20125,81,191
20125,92,953
20127,11,0
20127,21,0
20127,22,0
20127,23,45
20127,31,150
20127,42,77
20127,44,139
20127,48,19
20127,51,81
20127,52,0
20127,53,0
20127,54,47
20127,56,14
20127,61,0
20127,62,0
20127,71,19
20127,72,155
20127,81,18
20127,92,175
20129,11,48
20129,21,46
20129,22,0
20129,23,0
20129,31,0
20129,42,61
20129,44,70
20129,48,5
20129,51,43
20129,52,43
20129,54,12
20129,55,0
20129,56,0
20129,61,0
20129,62,0
20129,71,0
20129,72,42
20129,81,19
20129,92,129
20131,11,0
20131,21,0
20131,22,115
20131,23,244
20131,31,1017
20131,42,0
20131,44,469
20131,48,481
20131,51,43
20131,52,0
20131,53,0
20131,54,122
20131,56,100
20131,61,920
20131,62,1127
20131,71,0
20131,72,0
20131,81,101
20131,92,253
20133,11,71
20133,21,317
20133,22,68
20133,23,225
20133,31,1175
20133,42,284
20133,44,782
20133,48,102
20133,51,23
20133,52,226
20133,53,26
20133,54,130
20133,55,0
20133,56,0
20133,61,0
20133,62,0
20133,71,14
20133,72,445
20133,81,0
20133,92,476
20135,11,13
20135,21,203
20135,22,0
20135,23,25
20135,31,20
20135,42,150
20135,44,78
20135,48,14
20135,51,6
20135,52,0
20135,53,0
20135,54,0
20135,56,0
20135,61,0
20135,62,0
20135,71,0
20135,72,40
20135,81,32
20135,92,118
20137,11,0
20137,21,0
20137,22,0
20137,23,54
20137,31,268
20137,42,45
20137,44,200
20137,48,15
20137,51,42
20137,52,124
20137,54,49
20137,55,0
20137,56,0
20137,61,0
20137,62,404
20137,71,11
20137,72,174
20137,81,49
20137,92,130
20139,11,0
20139,21,0
20139,22,0
20139,23,160
20139,31,137
20139,42,97
20139,44,377
20139,48,82
20139,51,27
20139,52,126
20139,53,5
20139,54,94
20139,55,0
20139,56,0
20139,61,0
20139,62,0
20139,71,15
20139,72,168
20139,81,0
20139,92,351
20141,11,27
20141,21,20
20141,22,0
20141,23,5
20141,31,0
20141,42,280
20141,44,160
20141,48,79
20141,51,10
20141,52,60
20141,54,54
20141,55,0
20141,56,0
20141,61,0
20141,62,252
20141,71,0
20141,72,0
20141,81,45
20141,92,151
20143,11,58
20143,23,23
20143,31,170
20143,42,52
20143,44,86
20143,48,49
20143,51,0
20143,52,73
20143,53,10
20143,54,0
20143,56,0
20143,61,0
20143,62,248
20143,71,0
20143,72,0
20143,81,35
20143,92,176
20145,11,0
20145,21,0
20145,23,119
20145,31,54
20145,42,95
20145,44,155
20145,48,49
20145,51,0
20145,52,71
20145,53,17
20145,54,63
20145,55,0
20145,56,0
20145,61,0
20145,62,364
20145,71,10
20145,72,0
20145,81,5
20145,92,449
20147,11,319
20147,21,30
20147,22,0
20147,23,47
20147,31,234
20147,42,0
20147,44,208
20147,48,173
20147,51,34
20147,52,0
20147,53,0
20147,54,47
20147,56,101
20147,61,0
20147,62,82
20147,71,0
20147,72,0
20147,81,64
20147,92,306
20149,11,202
20149,22,36
20149,23,797
20149,31,2324
20149,42,387
20149,44,1263
20149,48,46
20149,51,57
20149,52,289
20149,53,49
20149,54,295
20149,55,46
20149,56,168
20149,61,1767
20149,62,0
20149,71,99
20149,72,514
20149,81,240
20149,92,459
20151,11,423
20151,21,291
20151,22,0
20151,23,155
20151,31,119
20151,42,265
20151,44,671
20151,48,22
20151,51,13
20151,52,116
20151,53,30
20151,54,133
20151,55,0
20151,56,0
20151,61,1179
20151,62,848
20151,71,16
20151,72,540
20151,81,83
20151,92,369
20153,11,81
20153,22,0
20153,23,59
20153,31,58
20153,42,128
20153,44,94
20153,48,12
20153,51,14
20153,52,0
20153,53,0
20153,54,11
20153,56,12
20153,61,0
20153,62,128
20153,71,0
20153,72,0
20153,81,14
20153,92,147
20155,11,439
20155,21,119
20155,22,0
20155,23,1232
20155,31,3172
20155,42,0
20155,44,2828
20155,48,108
20155,51,562
20155,52,950
20155,53,175
20155,54,592
20155,55,806
20155,56,1847
20155,61,6276
20155,62,4893
20155,71,558
20155,72,2689
20155,81,540
20155,92,1918
20157,11,0
20157,21,0
20157,22,54
20157,23,16
20157,31,200
20157,42,205
20157,44,204
20157,48,66
20157,51,16
20157,52,76
20157,54,36
20157,56,17
20157,61,424
20157,62,0
20157,71,0
20157,72,0
20157,81,48
20157,92,213
20159,11,376
20159,21,176
20159,22,0
20159,23,120
20159,31,444
20159,42,217
20159,44,277
20159,48,31
20159,51,42
20159,52,0
20159,53,0
20159,54,177
20159,56,124
20159,61,0
20159,62,0
20159,71,0
20159,72,0
20159,81,58
20159,92,355
20161,11,0
20161,21,0
20161,22,0
20161,23,1435
20161,31,619
20161,42,639
20161,44,3401
20161,48,102
20161,51,568
20161,52,1176
20161,53,494
20161,54,1408
20161,55,83
20161,56,1098
20161,61,1003
20161,62,4446
20161,71,303
20161,72,4077
20161,81,1432
20161,92,2182
20163,11,41
20163,21,107
20163,22,0
20163,23,0
20163,31,0
20163,42,208
20163,44,169
20163,48,23
20163,51,29
20163,52,95
20163,54,49
20163,56,25
20163,61,0
20163,62,164
20163,71,4
20163,72,0
20163,81,78
20163,92,295
20165,11,0
20165,21,0
20165,22,0
20165,23,42
20165,31,240
20165,42,0
20165,44,64
20165,48,108
20165,51,45
20165,52,33
20165,54,22
20165,56,0
20165,61,0
20165,62,86
20165,72,35
20165,81,0
20165,92,135
20167,11,28
20167,21,212
20167,22,0
20167,23,104
20167,31,278
20167,42,149
20167,44,240
20167,48,71
20167,51,71
20167,52,78
20167,53,23
20167,54,0
20167,55,0
20167,56,67
20167,61,0
20167,62,0
20167,71,0
20167,72,0
20167,81,31
20167,92,432
20169,11,0
20169,21,0
20169,22,0
20169,23,1239
20169,31,4855
20169,42,0
20169,44,3702
20169,48,1115
20169,51,136
20169,52,720
20169,53,238
20169,54,1457
20169,55,573
20169,56,1245
20169,61,5273
20169,62,7881
20169,71,250
20169,72,2896
20169,81,766
20169,92,1808
20171,11,724
20171,21,8
20171,22,0
20171,23,104
20171,31,43
20171,42,140
20171,44,265
20171,48,16
20171,51,0
20171,52,0
20171,53,0
20171,54,44
20171,56,34
20171,61,0
20171,62,0
20171,71,5
20171,72,165
20171,81,0
20171,92,154
20173,11,217
20173,21,600
20173,22,878
20173,23,14432
20173,31,49413
20173,42,9180
20173,44,27591
20173,48,10031
20173,51,4267
20173,52,6764
20173,53,3934
20173,54,11650
20173,55,4518
20173,56,19678
20173,61,37341
20173,62,44638
20173,71,5391
20173,72,25116
20173,81,7298
20173,92,11123
20175,11,269
20175,21,327
20175,22,335
20175,23,0
20175,31,0
20175,42,345
20175,44,1212
20175,48,491
20175,51,67
20175,52,194
20175,53,72
20175,54,0
20175,55,0
20175,56,343
20175,61,0
20175,62,0
20175,71,55
20175,72,797
20175,81,188
20175,92,72
20177,11,76
20177,21,117
20177,22,457
20177,23,4363
20177,31,7346
20177,42,2748
20177,44,9094
20177,48,3620
20177,51,1434
20177,52,6419
20177,53,1011
20177,54,4779
20177,55,1894
20177,56,6717
20177,61,16086
20177,62,23598
20177,71,862
