CountyFIPS,NAICS,Employment
25013,51,2518
25013,52,8313
25013,53,2626
25013,54,5881
25013,55,2739
25013,56,9024
25013,61,10027
25013,62,55960
25013,71,4224
25013,72,17718
25013,81,6844
25013,92,9744
25015,11,450
25015,21,37
25015,22,208
25015,23,2575
25015,31,2736
25015,42,2865
25015,44,7602
25015,48,1046
25015,51,850
25015,52,1267
25015,53,518
25015,54,2054
25015,55,576
25015,56,1647
25015,61,12626
25015,62,11547
25015,71,1113
25015,72,6342
25015,81,2281
25015,92,2880
25017,11,3189
25017,21,195
25017,22,1786
25017,23,44656
25017,31,71911
25017,42,36522
25017,44,77857
25017,48,21371
25017,51,42941
25017,52,28191
25017,53,12169
25017,54,159112
25017,55,33771
25017,56,56727
25017,61,121720
25017,62,127327
25017,71,15395
25017,72,68625
25017,81,28036
25017,92,27554
25019,11,0
25019,22,0
25019,23,986
25019,31,0
25019,42,0
25019,44,1085
25019,48,220
25019,51,112
25019,52,83
25019,53,200
25019,54,0
25019,55,0
25019,56,772
25019,61,118
25019,62,512
25019,71,581
25019,72,1623
25019,81,267
25019,92,272
25021,11,1070
25021,21,63
25021,22,816
25021,23,22668
25021,31,20681
25021,42,17217
25021,44,41322
25021,48,9109
25021,51,11012
25021,52,23924
25021,53,6313
25021,54,24269
25021,55,9576
25021,56,21593
25021,61,38777
25021,62,56554
25021,71,9637
25021,72,29272
25021,81,13238
25021,92,10121
25023,11,643
25023,21,116
25023,22,1586
25023,23,14820
25023,31,10971
25023,42,7483
25023,44,27863
25023,48,6186
25023,51,2582
25023,52,7442
25023,53,1816
25023,54,7567
25023,55,3625
25023,56,8566
25023,61,6038
25023,62,36537
25023,71,4710
25023,72,21208
25023,81,9295
25023,92,4836
25025,11,0
25025,21,0
25025,22,1937
25025,23,16795
25025,31,9054
25025,42,12693
25025,44,39600
25025,48,24515
25025,51,22082
25025,52,69929
25025,53,14584
25025,54,97237
25025,55,9522
25025,56,36301
25025,61,57430
25025,62,149746
25025,71,12322
25025,72,65881
25025,81,23326
25025,92,38362
25027,11,1026
25027,21,321
25027,22,4156
25027,23,16658
25027,31,35807
25027,42,12442
25027,44,38445
25027,48,13340
25027,51,4724
25027,52,13386
25027,53,2857
25027,54,17292
25027,55,5472
25027,56,17204
25027,61,51177
25027,62,75317
25027,71,5136
25027,72,27840
25027,81,10511
25027,92,13578
26001,11,94
26001,22,0
26001,23,52
26001,31,205
26001,42,0
26001,44,295
26001,48,22
26001,51,22
26001,52,26
26001,53,23
26001,54,22
26001,56,39
26001,61,0
26001,62,0
26001,71,0
26001,72,0
26001,81,70
26001,92,1
26003,11,62
26003,22,0
26003,23,79
26003,31,450
26003,42,0
26003,44,228
26003,48,93
26003,51,40
26003,52,69
26003,53,14
26003,54,0
26003,55,0
26003,56,41
26003,61,0
26003,62,187
26003,71,55
26003,72,432
26003,81,47
26003,92,177
26005,11,2618
26005,21,31
26005,22,273
26005,23,2705
26005,31,13998
26005,42,1965
26005,44,3266
26005,48,1836
26005,51,213
26005,52,386
26005,53,269
26005,54,1066
26005,55,121
26005,56,1782
26005,61,1090
26005,62,2247
26005,71,438
26005,72,2957
26005,81,1215
26005,92,1391
26007,11,68
26007,21,89
26007,22,161
26007,23,512
26007,31,1658
26007,42,416
26007,44,1898
26007,48,277
26007,51,143
26007,52,324
26007,53,122
26007,54,296
26007,55,0
26007,56,0
26007,61,30
26007,62,1562
26007,71,131
26007,72,1068
26007,81,464
26007,92,908
26009,11,338
26009,21,4
26009,22,0
26009,23,487
26009,31,905
26009,42,109
26009,44,591
26009,48,42
26009,51,102
26009,52,98
26009,53,83
26009,54,143
26009,56,86
26009,61,0
26009,62,244
26009,71,166
26009,72,1003
26009,81,222
26009,92,344
26011,11,0
26011,21,0
26011,22,0
26011,23,102
26011,31,959
26011,42,0
26011,44,696
26011,48,185
26011,51,0
26011,52,77
26011,53,17
26011,54,164
26011,56,262
26011,61,0
26011,62,0
26011,71,0
26011,72,0
26011,81,78
26011,92,201
26013,11,0
26013,21,0
26013,22,0
26013,23,83
26013,31,567
26013,42,32
26013,44,171
26013,48,23
26013,51,54
26013,52,0
26013,53,0
26013,54,0
26013,55,0
26013,56,13
26013,61,0
26013,62,0
26013,71,0
26013,72,0
26013,81,64
26013,92,861
26015,11,590
26015,21,10
26015,22,0
26015,23,534
26015,31,3851
26015,42,244
26015,44,1229
26015,48,92
26015,51,204
26015,52,595
26015,53,44
26015,54,0
26015,55,0
26015,56,286
26015,61,135
26015,62,1331
26015,71,200
26015,72,1172
26015,81,480
26015,92,670
26017,11,219
26017,21,18
26017,22,0
26017,23,1334
26017,31,4614
26017,42,1497
26017,44,4814
26017,48,202
26017,51,352
26017,52,878
26017,53,379
26017,54,1290
26017,55,57
26017,56,1076
26017,61,397
26017,62,6884
26017,71,537
26017,72,4559
26017,81,1112
26017,92,1757
26019,11,0
26019,21,0
26019,22,0
26019,23,340
26019,31,399
26019,42,0
26019,44,599
26019,48,62
26019,51,28
26019,52,171
26019,53,55
26019,54,0
26019,55,0
26019,56,92
26019,61,23
26019,62,434
26019,71,119
26019,72,1245
26019,81,150
26019,92,288
26021,11,1496
26021,21,114
26021,22,0
26021,23,2420
26021,31,13154
26021,42,1906
26021,44,6810
26021,48,310
26021,51,578
26021,52,1912
26021,53,520
26021,54,1332
26021,55,212
26021,56,4076
26021,61,2929
26021,62,8677
26021,71,741
26021,72,7095
26021,81,1955
26021,92,2733
26023,11,434
26023,22,156
26023,23,448
26023,31,2973
26023,42,842
26023,44,1417
26023,48,1783
26023,51,145
26023,52,570
26023,53,43
26023,54,166
26023,55,22
26023,56,377
26023,61,64
26023,62,1037
26023,71,131
26023,72,1673
26023,81,331
26023,92,524
26025,11,346
26025,21,63
26025,22,0
26025,23,1710
26025,31,11283
26025,42,0
26025,44,5661
26025,48,2245
26025,51,408
26025,52,894
26025,53,223
26025,54,2408
26025,55,612
26025,56,2610
26025,61,1934
26025,62,12239
26025,71,586
26025,72,3744
26025,81,1551
26025,92,3389
26027,11,0
26027,21,0
26027,22,0
26027,23,329
26027,31,2541
26027,42,300
26027,44,673
26027,48,84
26027,51,29
26027,52,209
26027,53,38
26027,54,301
26027,55,11
26027,56,287
26027,61,2333
26027,62,202
26027,71,140
26027,72,1109
26027,81,623
26027,92,507
26029,11,50
26029,22,466
26029,23,730
26029,31,2579
26029,42,53
26029,44,881
26029,48,161
26029,51,84
26029,52,172
26029,53,192
26029,54,0
26029,55,0
26029,56,259
26029,61,1383
26029,62,306
26029,71,296
26029,72,1827
26029,81,245
26029,92,673
26031,11,0
26031,21,0
26031,22,19
26031,23,584
26031,31,221
26031,42,139
26031,44,1152
26031,48,216
26031,51,37
26031,52,211
26031,53,55
26031,54,278
26031,56,128
26031,61,0
26031,62,0
26031,71,143
26031,72,1344
26031,81,237
26031,92,368
26033,11,0
26033,21,0
26033,22,0
26033,23,355
26033,31,551
26033,42,0
26033,44,1600
26033,48,421
26033,51,119
26033,52,314
26033,53,45
26033,54,338
26033,55,0
26033,56,0
26033,61,87
26033,62,857
26033,71,106
26033,72,1118
26033,81,265
26033,92,3490
26035,11,0
26035,21,0
26035,22,0
26035,23,392
26035,31,770
26035,42,278
26035,44,925
26035,48,68
26035,51,0
26035,52,151
26035,53,41
26035,54,328
26035,56,291
26035,61,0
26035,62,850
26035,71,98
26035,72,739
26035,81,344
26035,92,401
26037,11,1301
26037,21,88
26037,23,1680
26037,31,1258
26037,42,1270
26037,44,2350
26037,48,879
26037,51,134
26037,52,588
26037,53,600
26037,54,608
26037,55,5
26037,56,1019
26037,61,3168
26037,62,1642
26037,71,450
26037,72,1382
26037,81,693
26037,92,512
26039,11,0
26039,21,0
26039,22,0
26039,23,139
26039,31,666
26039,42,143
26039,44,513
26039,48,29
26039,51,38
26039,52,113
26039,53,29
26039,54,81
26039,56,59
26039,61,0
26039,62,0
26039,71,0
26039,72,0
26039,81,164
26039,92,634
26041,11,0
26041,21,0
26041,22,134
26041,23,913
26041,31,2254
26041,42,368
26041,44,2130
26041,48,725
26041,51,149
26041,52,472
26041,53,71
26041,54,0
26041,55,0
26041,56,825
26041,61,129
26041,62,2168
26041,71,204
26041,72,1134
26041,81,912
26041,92,115
26043,11,202
26043,22,237
26043,23,2057
26043,31,2710
26043,42,387
26043,44,1703
26043,48,554
26043,51,94
26043,52,299
26043,53,64
26043,54,446
26043,55,0
26043,56,0
26043,61,1344
26043,62,2874
26043,71,142
26043,72,1217
26043,81,259
26043,92,399
26045,11,418
26045,21,46
26045,22,0
26045,23,1643
26045,31,5701
26045,42,0
26045,44,5703
26045,48,4340
26045,51,714
26045,52,4775
26045,53,382
26045,54,966
26045,55,28
26045,56,2202
26045,61,2372
26045,62,3066
26045,71,206
26045,72,4000
26045,81,1675
26045,92,2798
26047,11,0
26047,21,0
26047,22,0
26047,23,1451
26047,31,1686
26047,42,0
26047,44,2754
26047,48,87
26047,51,197
26047,52,294
26047,53,231
26047,54,0
26047,55,0
26047,56,1609
26047,61,1353
26047,62,3931
26047,71,606
26047,72,3274
26047,81,698
26047,92,883
26049,11,234
26049,21,51
26049,22,0
26049,23,5955
26049,31,13391
26049,42,6451
26049,44,19329
26049,48,829
26049,51,3974
26049,52,4088
26049,53,1536
26049,54,4520
26049,55,1305
26049,56,12304
26049,61,4441
26049,62,26882
26049,71,1927
26049,72,13951
26049,81,4229
26049,92,4792
26051,11,0
26051,21,0
26051,22,0
26051,23,410
26051,31,547
26051,42,0
26051,44,757
26051,48,82
26051,51,15
26051,52,95
26051,53,138
26051,54,41
26051,56,127
26051,61,643
26051,62,0
26051,71,87
26051,72,478
26051,81,240
26051,92,339
26053,11,160
26053,22,25
26053,23,153
26053,31,854
26053,42,0
26053,44,666
26053,48,163
26053,51,75
26053,52,101
26053,53,25
26053,54,70
26053,55,0
26053,56,0
26053,61,0
26053,62,0
26053,71,149
26053,72,643
26053,81,119
26053,92,654
26055,11,473
26055,21,210
26055,22,722
26055,23,2890
26055,31,5269
26055,42,1652
26055,44,7600
26055,48,1115
26055,51,1088
26055,52,2416
26055,53,615
26055,54,2077
26055,55,69
26055,56,1579
26055,61,2681
26055,62,11510
26055,71,684
26055,72,6303
26055,81,1732
26055,92,1526
26057,11,0
26057,21,0
26057,22,0
26057,23,548
26057,31,2240
26057,42,781
26057,44,1179
26057,48,72
26057,51,60
26057,52,329
26057,53,40
26057,54,0
26057,55,0
26057,56,718
26057,61,2207
26057,62,0
26057,71,62
26057,72,674
26057,81,281
26057,92,10
26059,11,0
26059,21,0
26059,23,368
26059,31,4211
26059,42,244
26059,44,1500
26059,48,271
26059,51,258
26059,52,278
26059,53,138
26059,54,296
26059,55,10
26059,56,643
26059,61,1844
26059,62,952
26059,71,44
26059,72,722
26059,81,383
26059,92,287
26061,11,0
26061,21,0
26061,22,137
26061,23,658
26061,31,849
26061,42,194
26061,44,1494
26061,48,159
26061,51,88
26061,52,314
26061,53,112
26061,54,625
26061,55,0
26061,56,0
26061,61,420
26061,62,2011
26061,71,122
26061,72,1481
26061,81,309
26061,92,785
26063,11,0
26063,21,0
26063,22,165
26063,23,527
26063,31,1901
26063,42,329
26063,44,1182
26063,48,557
26063,51,236
26063,52,494
26063,53,30
26063,54,0
26063,55,0
26063,56,458
26063,61,1771
26063,62,1841
26063,71,108
26063,72,724
26063,81,348
26063,92,728
26065,11,715
26065,21,21
26065,22,33
26065,23,4936
26065,31,11599
26065,42,3699
26065,44,13464
26065,48,5075
26065,51,2257
26065,52,6692
26065,53,2372
26065,54,9132
26065,55,0
26065,56,0
26065,61,6476
26065,62,26019
26065,71,1549
26065,72,12482
26065,81,6281
26065,92,19174
26067,11,0
26067,21,0
26067,22,0
26067,23,733
26067,31,4105
26067,42,253
26067,44,1692
26067,48,113
26067,51,24
26067,52,677
26067,53,44
26067,54,205
26067,55,0
26067,56,0
26067,61,294
26067,62,1189
26067,71,190
26067,72,1040
26067,81,590
26067,92,1776
26069,11,0
26069,21,0
26069,22,0
26069,23,338
26069,31,1118
26069,42,0
26069,44,1050
26069,48,1323
26069,51,78
26069,52,223
26069,53,21
26069,54,125
26069,56,435
26069,61,0
26069,62,20
26069,71,121
26069,72,904
26069,81,231
26069,92,643
26071,11,0
26071,21,0
26071,22,40
26071,23,219
26071,31,246
26071,42,45
26071,44,753
26071,48,80
26071,51,27
26071,52,115
26071,53,29
26071,54,82
26071,55,0
26071,56,0
26071,61,0
26071,62,402
26071,71,98
26071,72,322
26071,81,247
26071,92,326
26073,11,314
26073,21,410
26073,22,0
26073,23,1860
26073,31,2800
26073,42,0
26073,44,3000
26073,48,1229
26073,51,370
26073,52,821
26073,53,275
26073,54,557
26073,55,566
26073,56,618
26073,61,454
26073,62,3305
26073,71,320
26073,72,3349
26073,81,585
26073,92,988
26075,11,183
26075,21,95
26075,22,0
26075,23,2036
26075,31,9879
26075,42,2357
26075,44,6434
26075,48,308
26075,51,269
26075,52,1531
26075,53,559
26075,54,2016
26075,55,557
26075,56,4425
26075,61,2620
26075,62,9576
26075,71,578
26075,72,4841
26075,81,2137
26075,92,4050
26077,11,2054
26077,21,26
26077,22,0
26077,23,5942
26077,31,20281
26077,42,6315
26077,44,13464
26077,48,595
26077,51,940
26077,52,5675
26077,53,2348
26077,54,5208
26077,55,232
26077,56,7926
26077,61,5666
26077,62,21806
26077,71,1822
26077,72,12395
26077,81,3828
26077,92,2974
26079,11,111
26079,21,415
26079,22,0
26079,23,522
26079,31,332
26079,42,164
26079,44,473
26079,48,28
26079,51,30
26079,52,41
26079,53,83
26079,54,0
26079,55,0
26079,56,565
26079,61,0
26079,62,130
26079,71,31
26079,72,318
26079,81,139
26079,92,223
26081,11,2613
26081,21,125
26081,22,2297
26081,23,18647
26081,31,69039
26081,42,28766
26081,44,36239
26081,48,15568
26081,51,5170
26081,52,16387
26081,53,4468
26081,54,18198
26081,55,6423
26081,56,58779
26081,61,21469
26081,62,73218
26081,71,4798
26081,72,32676
26081,81,13361
26081,92,8056
26083,11,14
26083,21,0
26083,23,50
26083,31,0
26083,42,0
26083,44,27
26083,48,3
26083,52,0
26083,53,0
26083,54,0
26083,56,0
26083,61,0
26083,71,24
26083,72,0
26083,81,7
26083,92,0
26085,11,0
26085,23,70
26085,31,0
26085,42,0
26085,44,171
26085,48,19
26085,51,0
26085,52,55
26085,53,25
26085,54,0
26085,56,0
26085,61,0
26085,62,548
26085,71,18
26085,72,206
26085,81,64
26085,92,255
26087,11,403
26087,21,97
26087,22,0
26087,23,1147
26087,31,4973
26087,42,397
26087,44,3017
26087,48,152
26087,51,123
26087,52,516
26087,53,185
26087,54,467
26087,55,21
26087,56,1442
26087,61,269
26087,62,1543
26087,71,160
26087,72,2569
26087,81,765
26087,92,1245
26089,11,0
26089,21,0
26089,23,615
26089,31,529
26089,42,329
26089,44,578
26089,48,99
26089,51,55
26089,52,131
26089,53,100
26089,54,0
26089,55,0
26089,56,232
26089,61,964
26089,62,533
26089,71,271
26089,72,1067
26089,81,174
26089,92,550
26091,11,0
26091,21,0
26091,22,313
26091,23,1022
26091,31,4921
26091,42,672
26091,44,3268
26091,48,730
26091,51,236
26091,52,906
26091,53,209
26091,54,459
26091,55,45
26091,56,926
26091,61,3053
26091,62,3617
26091,71,412
26091,72,2475
26091,81,995
26091,92,1464
26093,11,291
26093,21,52
26093,22,125
26093,23,4114
26093,31,9935
26093,42,2967
26093,44,8770
26093,48,2123
26093,51,598
26093,52,1834
26093,53,1165
26093,54,4998
26093,55,560
26093,56,2453
26093,61,635
26093,62,9275
26093,71,1149
26093,72,7545
26093,81,2413
26093,92,2981
26095,11,97
26095,22,0
26095,23,41
26095,31,73
26095,42,50
26095,44,256
26095,48,17
26095,51,0
26095,52,52
26095,53,54
26095,54,0
26095,56,0
26095,61,0
26095,62,0
26095,71,21
26095,72,173
26095,81,49
26095,92,453
26097,11,0
26097,21,0
26097,22,0
26097,23,251
26097,31,99
26097,42,0
26097,44,494
26097,48,333
26097,51,0
26097,52,0
26097,53,0
26097,54,42
26097,56,82
26097,61,516
26097,62,0
26097,71,85
26097,72,1642
26097,81,70
26097,92,466
26099,11,1121
26099,21,69
26099,22,1028
26099,23,17795
26099,31,70171
26099,42,11833
26099,44,42135
26099,48,14198
26099,51,2539
26099,52,6244
26099,53,4261
26099,54,31134
26099,55,5608
26099,56,18930
26099,61,41199
26099,62,46216
26099,71,2834
26099,72,31028
26099,81,9597
26099,92,15309
26101,11,0
26101,21,0
26101,22,109
26101,23,303
26101,31,951
26101,42,243
26101,44,1012
26101,48,157
26101,51,64
26101,52,136
26101,53,41
26101,54,88
26101,56,125
26101,61,0
26101,62,0
26101,71,203
26101,72,670
26101,81,220
26101,92,386
26103,11,188
26103,21,1432
26103,22,0
26103,23,1357
26103,31,1112
26103,42,0
26103,44,3538
26103,48,862
26103,51,483
26103,52,627
26103,53,323
26103,54,990
26103,55,331
26103,56,599
26103,61,351
26103,62,5946
26103,71,318
26103,72,3456
26103,81,998
26103,92,1922
26105,11,400
26105,21,153
26105,22,304
26105,23,522
26105,31,2101
26105,42,148
26105,44,1423
26105,48,493
26105,51,123
26105,52,258
26105,53,104
26105,54,0
26105,55,0
26105,56,443
26105,61,1815
26105,62,1304
26105,71,134
26105,72,1033
26105,81,406
26105,92,696
26107,11,312
26107,21,9
26107,22,170
26107,23,398
26107,31,1712
26107,42,55
26107,44,2203
26107,48,402
26107,51,170
26107,52,200
26107,53,116
26107,54,0
26107,55,0
26107,56,432
26107,61,218
26107,62,1441
26107,71,191
26107,72,1116
26107,81,388
26107,92,47
26109,11,211
26109,21,18
26109,22,0
26109,23,156
26109,31,2233
26109,42,408
26109,44,606
26109,48,61
26109,51,0
26109,52,111
26109,53,79
26109,54,0
26109,55,0
26109,56,107
26109,61,1108
26109,62,296
26109,71,44
26109,72,512
26109,81,348
26109,92,549
26111,11,0
26111,21,0
26111,22,0
26111,23,2443
26111,31,6523
26111,42,437
26111,44,3503
26111,48,143
26111,51,409
26111,52,756
26111,53,382
26111,54,1084
26111,55,3428
26111,56,3454
26111,61,5423
26111,62,6444
26111,71,571
26111,72,2691
26111,81,3275
26111,92,1163
26113,11,0
26113,21,0
26113,23,174
26113,31,681
26113,42,125
26113,44,351
26113,48,293
26113,51,8
26113,52,109
26113,53,13
26113,54,85
26113,56,25
26113,61,0
26113,62,0
26113,71,14
26113,72,112
26113,81,104
26113,92,179
26115,11,0
26115,21,0
26115,22,0
26115,23,1726
26115,31,5661
26115,42,0
26115,44,5240
26115,48,2726
26115,51,388
26115,52,655
26115,53,236
26115,54,2239
26115,55,0
26115,56,0
26115,61,8219
26115,62,5030
26115,71,574
26115,72,4096
26115,81,1183
26115,92,1658
26117,11,0
26117,21,0
26117,22,240
26117,23,636
26117,31,3307
26117,42,429
26117,44,2194
26117,48,516
26117,51,333
26117,52,347
26117,53,60
26117,54,186
26117,56,739
26117,61,3648
26117,62,0
26117,71,105
26117,72,1427
26117,81,413
26117,92,715
26119,11,0
26119,21,0
26119,22,0
26119,23,144
26119,31,341
26119,42,0
26119,44,237
26119,48,47
26119,51,16
26119,52,0
26119,53,0
26119,54,13
26119,56,17
26119,61,0
26119,62,337
26119,71,73
26119,72,123
26119,81,53
26119,92,188
26121,11,702
26121,21,57
26121,22,0
26121,23,2473
26121,31,13895
26121,42,1732
26121,44,11019
26121,48,278
26121,51,485
26121,52,1020
26121,53,692
26121,54,1440
26121,55,146
26121,56,1808
26121,61,9740
26121,62,12383
26121,71,1150
26121,72,6663
26121,81,1694
26121,92,2348
26123,11,0
26123,21,0
26123,22,0
26123,23,445
26123,31,2395
26123,42,0
26123,44,2142
26123,48,345
26123,51,97
26123,52,740
26123,53,78
26123,54,491
26123,55,0
26123,56,0
26123,61,184
26123,62,1321
26123,71,99
26123,72,798
26123,81,477
26123,92,468
26125,11,1032
26125,21,230
26125,22,4260
26125,23,28830
26125,31,70037
26125,42,43719
26125,44,80560
26125,48,19709
26125,51,18082
26125,52,41198
26125,53,17880
26125,54,112042
26125,55,20627
26125,56,70036
26125,61,77069
26125,62,121477
26125,71,12114
26125,72,64196
26125,81,24196
26125,92,15929
26127,11,840
26127,21,45
26127,22,0
26127,23,324
26127,31,1640
26127,42,453
26127,44,813
26127,48,193
26127,51,10
26127,52,123
26127,53,55
26127,54,87
26127,55,0
26127,56,0
26127,61,1009
26127,62,280
26127,71,95
26127,72,861
26127,81,145
26127,92,550
26129,11,252
26129,21,22
26129,22,0
26129,23,292
26129,31,281
26129,42,0
26129,44,1474
26129,48,50
26129,51,71
26129,52,131
26129,53,38
26129,54,71
26129,56,48
26129,61,0
26129,62,0
26129,71,59
26129,72,662
26129,81,182
26129,92,353
26131,11,30
26131,22,83
26131,23,68
26131,31,8
26131,42,0
26131,44,328
26131,48,20
26131,51,0
26131,52,0
26131,53,0
26131,54,14
26131,56,11
26131,61,308
26131,62,181
26131,71,0
26131,72,0
26131,81,34
26131,92,127
26133,11,261
26133,21,43
26133,22,0
26133,23,625
26133,31,1663
26133,42,201
26133,44,674
26133,48,64
26133,51,0
26133,52,91
26133,53,20
26133,54,0
26133,56,0
26133,61,0
26133,62,1152
26133,71,18
26133,72,314
26133,81,171
26133,92,350
26135,11,12
26135,23,77
26135,31,487
26135,42,0
26135,44,261
26135,48,17
26135,51,22
26135,52,37
26135,53,6
26135,54,36
26135,56,20
26135,61,0
26135,62,41
26135,71,24
26135,72,260
26135,81,52
26135,92,165
26137,11,168
26137,21,250
26137,22,126
26137,23,487
26137,31,1197
26137,42,366
26137,44,2328
26137,48,445
26137,51,52
26137,52,217
26137,53,103
26137,54,247
26137,55,0
26137,56,0
26137,61,0
26137,62,45
26137,71,287
26137,72,1328
26137,81,416
26137,92,510
26139,11,5373
26139,21,67
26139,22,0
26139,23,6425
26139,31,43683
26139,42,5129
26139,44,10614
26139,48,440
26139,51,1043
26139,52,2232
26139,53,910
26139,54,4416
26139,55,246
26139,56,9161
26139,61,5675
26139,62,10142
26139,71,1092
26139,72,10237
26139,81,4153
26139,92,2613
26141,11,0
26141,21,0
26141,22,0
26141,23,111
26141,31,168
26141,42,0
26141,44,381
26141,48,266
26141,51,32
26141,52,111
26141,53,8
26141,54,31
26141,56,67
26141,61,379
26141,62,0
26141,71,10
26141,72,277
26141,81,105
26141,92,302
26143,11,0
26143,21,59
26143,22,0
26143,23,251
26143,31,0
26143,42,0
26143,44,1280
26143,48,95
26143,51,28
26143,52,135
26143,53,66
26143,54,57
26143,55,0
26143,56,0
26143,61,1330
26143,62,0
26143,71,134
26143,72,850
26143,81,169
26143,92,572
26145,11,586
26145,21,53
26145,22,0
26145,23,3140
26145,31,12384
26145,42,0
26145,44,11791
26145,48,2815
26145,51,1525
26145,52,3000
26145,53,710
26145,54,2599
26145,55,379
26145,56,8660
26145,61,809
26145,62,18255
26145,71,886
26145,72,8427
26145,81,2469
26145,92,3181
26147,11,172
26147,21,7
26147,22,0
26147,23,2626
26147,31,8362
26147,42,1192
26147,44,6010
26147,48,483
26147,51,221
26147,52,961
26147,53,354
26147,54,1319
26147,55,40
26147,56,1380
26147,61,6831
26147,62,8491
26147,71,638
26147,72,5029
26147,81,1369
26147,92,2918
26149,11,824
26149,22,0
26149,23,534
26149,31,8229
26149,42,421
26149,44,2271
26149,48,111
26149,51,73
26149,52,413
26149,53,139
26149,54,566
26149,55,0
26149,56,0
26149,61,69
26149,62,1987
26149,71,130
26149,72,1591
26149,81,4181
26149,92,724
26151,11,729
26151,21,100
26151,22,0
26151,23,369
26151,31,3004
26151,42,579
26151,44,1368
26151,48,107
26151,51,73
26151,52,367
26151,53,48
26151,54,186
26151,56,187
26151,61,0
26151,62,0
26151,71,71
26151,72,908
26151,81,239
26151,92,489
26153,11,120
26153,21,190
26153,22,0
26153,23,165
26153,31,169
26153,42,0
26153,44,324
26153,48,78
26153,51,30
26153,52,162
26153,53,14
26153,54,48
26153,56,32
26153,61,0
26153,62,136
26153,71,0
26153,72,0
26153,81,95
26153,92,312
26155,11,0
26155,21,0
26155,22,0
26155,23,697
26155,31,2125
26155,42,0
26155,44,2188
26155,48,831
26155,51,251
26155,52,302
26155,53,96
26155,54,686
26155,55,0
26155,56,0
26155,61,395
26155,62,2869
26155,71,195
26155,72,1657
26155,81,401
26155,92,953
26157,11,0
26157,21,0
26157,22,0
26157,23,656
26157,31,1410
26157,42,535
26157,44,1384
26157,48,120
26157,51,138
26157,52,334
26157,53,35
26157,54,0
26157,55,0
26157,56,646
26157,61,0
26157,62,0
26157,71,104
26157,72,884
26157,81,358
26157,92,732
26159,11,0
26159,21,0
26159,22,0
26159,23,693
26159,31,2827
26159,42,563
26159,44,2321
26159,48,150
26159,51,196
26159,52,323
26159,53,113
26159,54,2131
26159,55,719
26159,56,661
26159,61,53
26159,62,2326
26159,71,221
26159,72,2321
26159,81,473
26159,92,1272
26161,11,0
26161,21,0
26161,22,1179
26161,23,4952
26161,31,14803
26161,42,6787
26161,44,16122
26161,48,4844
26161,51,5715
26161,52,3880
26161,53,2646
26161,54,18903
26161,55,1452
26161,56,10520
26161,61,7492
26161,62,30974
26161,71,2699
26161,72,16368
26161,81,5331
26161,92,4977
26163,11,605
26163,21,755
26163,22,9964
26163,23,22504
26163,31,94153
26163,42,30406
26163,44,69167
26163,48,63329
26163,51,7333
26163,52,30292
26163,53,8371
26163,54,59817
26163,55,26607
26163,56,45406
26163,61,90279
26163,62,133343
26163,71,10965
26163,72,70255
26163,81,23097
26163,92,32387
26165,11,270
26165,21,26
26165,22,0
26165,23,308
26165,31,3377
26165,42,0
26165,44,1716
26165,48,674
26165,51,305
26165,52,279
26165,53,86
26165,54,0
26165,55,0
26165,56,1131
26165,61,2147
26165,62,1762
26165,71,204
26165,72,1445
26165,81,448
26165,92,948
27001,11,39
27001,21,90
27001,22,0
27001,23,182
27001,31,391
27001,42,157
27001,44,583
27001,48,37
27001,51,17
27001,52,96
27001,53,10
27001,54,5
27001,55,0
27001,56,83
27001,61,0
27001,62,0
27001,71,51
27001,72,532
27001,81,146
27001,92,352
27003,11,888
27003,22,0
27003,23,9071
27003,31,23860
27003,42,7462
27003,44,15905
27003,48,480
27003,51,563
27003,52,2353
27003,53,1373
27003,54,4473
27003,55,872
27003,56,6296
27003,61,2219
27003,62,19856
27003,71,3534
27003,72,10643
27003,81,4972
27003,92,5155
27005,11,705
27005,21,58
27005,22,0
27005,23,692
27005,31,2388
27005,42,0
27005,44,1810
27005,48,717
27005,51,99
27005,52,319
27005,53,64
27005,54,286
27005,55,0
27005,56,0
27005,61,103
27005,62,2552
27005,71,315
27005,72,1576
27005,81,416
27005,92,1898
27007,11,0
27007,21,0
27007,22,203
27007,23,1174
27007,31,961
27007,42,606
27007,44,2878
27007,48,623
27007,51,377
27007,52,453
27007,53,100
27007,54,419
27007,55,34
27007,56,309
27007,61,608
27007,62,4796
27007,71,226
27007,72,2154
27007,81,460
27007,92,2206
27009,11,577
27009,23,2072
27009,31,3710
27009,42,1534
27009,44,1778
27009,48,760
27009,51,132
27009,52,181
27009,53,104
27009,54,0
27009,55,0
27009,56,962
27009,61,2165
27009,62,2588
27009,71,150
27009,72,1044
27009,81,481
27009,92,437
27011,11,0
27011,21,0
27011,23,185
27011,31,23
27011,42,70
27011,44,184
27011,48,62
27011,51,20
27011,52,0
27011,53,0
27011,54,15
27011,55,0
27011,56,0
27011,61,0
27011,62,0
27011,71,15
27011,72,108
27011,81,54
27011,92,12
27013,11,0
27013,21,0
27013,22,361
27013,23,2145
27013,31,4195
27013,42,1458
27013,44,5735
27013,48,1828
27013,51,872
27013,52,979
27013,53,808
27013,54,1209
27013,55,168
27013,56,1185
27013,61,4208
27013,62,9887
27013,71,615
27013,72,4145
27013,81,1455
27013,92,1340
27015,11,0
27015,21,0
27015,22,0
