Country,Commodity_NAICS6,USImpVal,FAFZONE,ctrycod,CBPZONE
Afghanistan,111130,3228,806,1,124
Afghanistan,111335,6818,806,1,124
Afghanistan,111339,11042,806,1,124
Afghanistan,111998,1891008,806,1,124
Afghanistan,212399,10650,806,1,124
Afghanistan,311421,13065,806,1,124
Afghanistan,311423,500387,806,1,124
Afghanistan,311941,2982,806,1,124
Afghanistan,311942,4363,806,1,124
Afghanistan,313210,16379,806,1,124
Afghanistan,314110,2166011,806,1,124
Afghanistan,314129,4390,806,1,124
Afghanistan,314991,2745,806,1,124
Afghanistan,315234,436,806,1,124
Afghanistan,315239,1072,806,1,124
Afghanistan,315991,2501,806,1,124
Afghanistan,315999,18268,806,1,124
Afghanistan,316110,3368,806,1,124
Afghanistan,316991,1925,806,1,124
Afghanistan,316993,4701,806,1,124
Afghanistan,316999,916,806,1,124
Afghanistan,321211,8059,806,1,124
Afghanistan,322215,8867,806,1,124
Afghanistan,323117,10500,806,1,124
Afghanistan,323119,40723,806,1,124
Afghanistan,325414,11380,806,1,124
Afghanistan,325611,32331,806,1,124
Afghanistan,325613,20292,806,1,124
Afghanistan,325998,25407,806,1,124
Afghanistan,326192,446,806,1,124
Afghanistan,326199,3936,806,1,124
Afghanistan,327211,87292,806,1,124
Afghanistan,327212,22345,806,1,124
Afghanistan,332115,8598,806,1,124
Afghanistan,332212,100500,806,1,124
Afghanistan,332214,4570,806,1,124
Afghanistan,332911,10165,806,1,124
Afghanistan,333111,9532,806,1,124
Afghanistan,333999,3259,806,1,124
Afghanistan,334111,43025,806,1,124
Afghanistan,334112,2388,806,1,124
Afghanistan,334119,209475,806,1,124
Afghanistan,334210,24699,806,1,124
Afghanistan,334220,50322,806,1,124
Afghanistan,334411,15402,806,1,124
Afghanistan,334414,3495,806,1,124
Afghanistan,334418,3575,806,1,124
Afghanistan,334419,59511,806,1,124
Afghanistan,334511,72650,806,1,124
Afghanistan,334513,5500,806,1,124
Afghanistan,334515,63006,806,1,124
Afghanistan,334516,22850,806,1,124
Afghanistan,334519,9764,806,1,124
Afghanistan,334613,53075,806,1,124
Afghanistan,335911,17505,806,1,124
Afghanistan,335929,7126,806,1,124
Afghanistan,335999,3313,806,1,124
Afghanistan,336350,2512,806,1,124
Afghanistan,336399,20085,806,1,124
Afghanistan,336412,7615,806,1,124
Afghanistan,336510,5075,806,1,124
Afghanistan,336992,5928577,806,1,124
Afghanistan,337127,42706,806,1,124
Afghanistan,339911,74799,806,1,124
Afghanistan,339913,4720960,806,1,124
Afghanistan,339914,27706,806,1,124
Afghanistan,339991,4490,806,1,124
Afghanistan,920000,2157475,806,1,124
Afghanistan,980000,61705427,806,1,124
Afghanistan,990000,7041581,806,1,124
Albania,111339,6762,804,2,125
Albania,111998,5473916,804,2,125
Albania,113210,10116,804,2,125
Albania,311223,97800,804,2,125
Albania,311421,19438,804,2,125
Albania,311423,434741,804,2,125
Albania,311920,282291,804,2,125
Albania,311941,16581,804,2,125
Albania,311942,548705,804,2,125
Albania,312130,156204,804,2,125
Albania,314129,6023,804,2,125
Albania,315221,2938,804,2,125
Albania,315222,3435,804,2,125
Albania,315223,241474,804,2,125
Albania,315224,227065,804,2,125
Albania,315228,227569,804,2,125
Albania,315231,6647,804,2,125
Albania,315232,166670,804,2,125
Albania,315233,31036,804,2,125
Albania,315234,18036,804,2,125
Albania,315239,330734,804,2,125
Albania,315291,3041,804,2,125
Albania,315999,922000,804,2,125
Albania,316213,392888,804,2,125
Albania,316214,78143,804,2,125
Albania,316219,66207,804,2,125
Albania,316999,333,804,2,125
Albania,321999,126408,804,2,125
Albania,323117,3684,804,2,125
Albania,325188,7710,804,2,125
Albania,325211,1130,804,2,125
Albania,331112,20991513,804,2,125
Albania,333999,10319,804,2,125
Albania,334112,65606,804,2,125
Albania,334119,2721,804,2,125
Albania,334220,126004,804,2,125
Albania,334310,6019,804,2,125
Albania,334418,9482,804,2,125
Albania,334511,13345,804,2,125
Albania,334515,13182,804,2,125
Albania,335314,31055,804,2,125
Albania,336412,27880,804,2,125
Albania,337124,11169,804,2,125
Albania,337127,17481,804,2,125
Albania,337215,11681,804,2,125
Albania,339911,95682,804,2,125
Albania,339999,11815,804,2,125
Albania,920000,226828,804,2,125
Albania,980000,151454,804,2,125
Albania,990000,138255,804,2,125
Algeria,111339,257406,805,3,126
Algeria,211111,9774894157,805,3,126
Algeria,211112,1775885842,805,3,126
Algeria,311223,3426,805,3,126
Algeria,312130,22374,805,3,126
Algeria,314999,1188,805,3,126
Algeria,316992,2224,805,3,126
Algeria,322291,54153,805,3,126
Algeria,323117,13824,805,3,126
Algeria,324110,3383914602,805,3,126
Algeria,325120,19529,805,3,126
Algeria,326211,1504,805,3,126
Algeria,327310,1134690,805,3,126
Algeria,332420,1754718,805,3,126
Algeria,332911,5870,805,3,126
Algeria,333618,8340,805,3,126
Algeria,334413,2398,805,3,126
Algeria,334417,2307,805,3,126
Algeria,334519,16921,805,3,126
Algeria,335129,3275,805,3,126
Algeria,335999,7492,805,3,126
Algeria,336311,4348,805,3,126
Algeria,336322,101098,805,3,126
Algeria,336412,30250,805,3,126
Algeria,920000,47915,805,3,126
Algeria,980000,5450869,805,3,126
Algeria,990000,49479,805,3,126
Andorra,111411,90001,804,4,127
Andorra,323117,28171,804,4,127
Andorra,326299,15276,804,4,127
Andorra,333132,39921,804,4,127
Andorra,333414,8486,804,4,127
Andorra,333999,4293,804,4,127
Andorra,334220,15507,804,4,127
Andorra,334413,10152,804,4,127
Andorra,334612,44047,804,4,127
Andorra,335314,139536,804,4,127
Andorra,336340,2648,804,4,127
Andorra,339911,21389,804,4,127
Andorra,990000,67155,804,4,127
Angola,211111,11833108435,805,5,128
Angola,323117,4325,805,5,128
Angola,324110,315662534,805,5,128
Angola,333132,184875,805,5,128
Angola,334511,8995,805,5,128
Angola,334513,6632,805,5,128
Angola,334515,28500,805,5,128
Angola,339911,6599,805,5,128
Angola,339913,124811133,805,5,128
Angola,920000,34909,805,5,128
Angola,980000,88032,805,5,128
Anguilla,312140,1396262,803,6,129
Anguilla,315232,883,803,6,129
Anguilla,316999,364,803,6,129
Anguilla,326199,19982,803,6,129
Anguilla,327213,6517,803,6,129
Anguilla,333999,311094,803,6,129
Anguilla,334310,5340,803,6,129
Anguilla,334412,26377,803,6,129
Anguilla,334417,6203,803,6,129
Anguilla,334510,18135,803,6,129
Anguilla,334515,109781,803,6,129
Anguilla,335129,1182,803,6,129
Anguilla,339995,3875,803,6,129
Anguilla,910000,172660,803,6,129
Anguilla,920000,38336,803,6,129
Anguilla,980000,458614,803,6,129
Anguilla,990000,44400,803,6,129
Antigua and Barbuda,212322,16000,803,7,130
Antigua and Barbuda,311941,16269,803,7,130
Antigua and Barbuda,312111,21768,803,7,130
Antigua and Barbuda,312140,31700,803,7,130
Antigua and Barbuda,314129,919,803,7,130
Antigua and Barbuda,314999,2859,803,7,130
Antigua and Barbuda,315233,750,803,7,130
Antigua and Barbuda,321918,27552,803,7,130
Antigua and Barbuda,323119,3458,803,7,130
Antigua and Barbuda,326192,3275,803,7,130
Antigua and Barbuda,326199,10408,803,7,130
Antigua and Barbuda,331419,177659,803,7,130
Antigua and Barbuda,331491,15450,803,7,130
Antigua and Barbuda,332911,3011,803,7,130
Antigua and Barbuda,333295,2508,803,7,130
Antigua and Barbuda,333612,2895,803,7,130
Antigua and Barbuda,333618,5220,803,7,130
Antigua and Barbuda,333912,52431,803,7,130
Antigua and Barbuda,333992,8702,803,7,130
Antigua and Barbuda,334119,10268,803,7,130
Antigua and Barbuda,334220,27997,803,7,130
Antigua and Barbuda,334310,3015,803,7,130
Antigua and Barbuda,334414,5247,803,7,130
Antigua and Barbuda,334419,89411,803,7,130
Antigua and Barbuda,334511,31859,803,7,130
Antigua and Barbuda,334513,37640,803,7,130
Antigua and Barbuda,334515,45173,803,7,130
Antigua and Barbuda,335999,4066,803,7,130
Antigua and Barbuda,336330,2590,803,7,130
Antigua and Barbuda,336412,27508,803,7,130
Antigua and Barbuda,337127,2026,803,7,130
Antigua and Barbuda,339911,19373,803,7,130
Antigua and Barbuda,339950,424,803,7,130
Antigua and Barbuda,910000,490770,803,7,130
Antigua and Barbuda,920000,14257,803,7,130
Antigua and Barbuda,980000,4275738,803,7,130
Antigua and Barbuda,990000,147070,803,7,130
Argentina,111110,6397763,803,8,131
Argentina,111120,6686762,803,8,131
Argentina,111130,2506734,803,8,131
Argentina,111150,41090322,803,8,131
Argentina,111199,57241,803,8,131
Argentina,111219,17541885,803,8,131
Argentina,111320,82464,803,8,131
Argentina,111331,6529902,803,8,131
Argentina,111332,556850,803,8,131
Argentina,111333,8280,803,8,131
Argentina,111334,87589654,803,8,131
Argentina,111335,1716355,803,8,131
Argentina,111339,41938250,803,8,131
Argentina,111910,18346118,803,8,131
Argentina,111992,2350044,803,8,131
Argentina,111998,352272,803,8,131
Argentina,112420,110748,803,8,131
Argentina,112511,301090,803,8,131
Argentina,112910,55693724,803,8,131
Argentina,112920,6435502,803,8,131
Argentina,112930,1529,803,8,131
Argentina,112990,21589,803,8,131
Argentina,113210,6761499,803,8,131
Argentina,113310,66510,803,8,131
Argentina,114111,64468737,803,8,131
Argentina,114112,13643582,803,8,131
Argentina,114119,19802,803,8,131
Argentina,211111,879201323,803,8,131
Argentina,212112,32481,803,8,131
Argentina,212299,15286,803,8,131
Argentina,212311,66051,803,8,131
Argentina,212391,1076590,803,8,131
Argentina,212393,52353,803,8,131
Argentina,311111,34415,803,8,131
Argentina,311119,954696,803,8,131
Argentina,311211,81422,803,8,131
Argentina,311212,2111122,803,8,131
Argentina,311221,296108,803,8,131
Argentina,311222,3969695,803,8,131
Argentina,311223,51464689,803,8,131
Argentina,311225,5939672,803,8,131
Argentina,311230,2816197,803,8,131
Argentina,311311,64238532,803,8,131
Argentina,311320,939243,803,8,131
Argentina,311340,35565965,803,8,131
Argentina,311411,38553198,803,8,131
Argentina,311421,130752993,803,8,131
Argentina,311422,4061877,803,8,131
Argentina,311423,9301009,803,8,131
Argentina,311512,43185,803,8,131
Argentina,311513,19197579,803,8,131
Argentina,311514,1501443,803,8,131
Argentina,311520,125516,803,8,131
Argentina,311611,68544292,803,8,131
Argentina,311613,418926,803,8,131
Argentina,311711,2928425,803,8,131
Argentina,311811,5637235,803,8,131
Argentina,311822,866643,803,8,131
Argentina,311823,23987,803,8,131
Argentina,311911,13595457,803,8,131
Argentina,311920,70197889,803,8,131
Argentina,311941,296472,803,8,131
Argentina,311942,58538,803,8,131
Argentina,311999,4370092,803,8,131
Argentina,312111,370782,803,8,131
Argentina,312112,86384,803,8,131
Argentina,312120,379795,803,8,131
Argentina,312130,289755483,803,8,131
Argentina,312140,1965478,803,8,131
Argentina,313111,671278,803,8,131
Argentina,313210,790895,803,8,131
Argentina,313221,1049172,803,8,131
Argentina,313230,192069,803,8,131
Argentina,313249,5031341,803,8,131
Argentina,313312,1974829,803,8,131
Argentina,314110,1305322,803,8,131
Argentina,314129,145100,803,8,131
Argentina,314911,18937,803,8,131
Argentina,314912,21844,803,8,131
Argentina,314991,11418,803,8,131
Argentina,314999,1570876,803,8,131
Argentina,315111,12982,803,8,131
Argentina,315221,10693,803,8,131
Argentina,315222,59116,803,8,131
Argentina,315223,291291,803,8,131
Argentina,315224,90336,803,8,131
Argentina,315228,59894,803,8,131
Argentina,315231,55037,803,8,131
Argentina,315232,236247,803,8,131
Argentina,315233,161946,803,8,131
Argentina,315234,40211,803,8,131
Argentina,315239,330082,803,8,131
Argentina,315291,427389,803,8,131
Argentina,315292,4165912,803,8,131
Argentina,315991,141144,803,8,131
Argentina,315992,3646,803,8,131
Argentina,315993,552,803,8,131
Argentina,315999,1929833,803,8,131
Argentina,316110,82174887,803,8,131
Argentina,316211,2270,803,8,131
Argentina,316212,2343,803,8,131
Argentina,316213,195001,803,8,131
Argentina,316214,237241,803,8,131
Argentina,316219,143034,803,8,131
Argentina,316991,209990,803,8,131
Argentina,316992,410879,803,8,131
Argentina,316993,28605,803,8,131
Argentina,316999,5716829,803,8,131
Argentina,321113,12347096,803,8,131
Argentina,321211,23086,803,8,131
Argentina,321213,2446798,803,8,131
Argentina,321219,9189373,803,8,131
Argentina,321911,302483,803,8,131
Argentina,321918,26185444,803,8,131
Argentina,321920,713323,803,8,131
Argentina,321999,389469,803,8,131
Argentina,322121,886739,803,8,131
Argentina,322122,5545,803,8,131
Argentina,322130,534774,803,8,131
Argentina,322211,31799,803,8,131
Argentina,322212,28850,803,8,131
Argentina,322213,12107,803,8,131
Argentina,322222,1341534,803,8,131
Argentina,322223,531537,803,8,131
Argentina,322224,22723,803,8,131
Argentina,322232,60875,803,8,131
Argentina,322233,7782,803,8,131
Argentina,322291,31453,803,8,131
Argentina,322299,1657624,803,8,131
Argentina,323117,1928250,803,8,131
Argentina,323118,534248,803,8,131
Argentina,323119,532797,803,8,131
Argentina,324110,337600316,803,8,131
Argentina,324122,260511,803,8,131
Argentina,325120,22590,803,8,131
Argentina,325131,980867,803,8,131
Argentina,325132,977855,803,8,131
Argentina,325188,69503904,803,8,131
Argentina,325191,11056151,803,8,131
Argentina,325192,18906007,803,8,131
Argentina,325193,3164544,803,8,131
Argentina,325199,101171943,803,8,131
Argentina,325211,9877291,803,8,131
Argentina,325212,18565,803,8,131
Argentina,325222,136395,803,8,131
Argentina,325411,7550287,803,8,131
Argentina,325412,2659782,803,8,131
Argentina,325414,1250636,803,8,131
Argentina,325510,477555,803,8,131
Argentina,325611,6901149,803,8,131
Argentina,325612,438128,803,8,131
Argentina,325613,570046,803,8,131
Argentina,325620,3198976,803,8,131
Argentina,325910,838861,803,8,131
Argentina,325920,970983,803,8,131
Argentina,325998,85248773,803,8,131
Argentina,326113,3005762,803,8,131
Argentina,326121,117437,803,8,131
Argentina,326122,47083,803,8,131
Argentina,326160,35091,803,8,131
Argentina,326191,1785,803,8,131
Argentina,326192,1080,803,8,131
Argentina,326199,3665553,803,8,131
Argentina,326211,34479603,803,8,131
Argentina,326212,8318,803,8,131
Argentina,326220,11584471,803,8,131
Argentina,326299,2633511,803,8,131
Argentina,327111,129481,803,8,131
Argentina,327112,352341,803,8,131
Argentina,327121,2905,803,8,131
Argentina,327122,17778036,803,8,131
Argentina,327125,576606,803,8,131
Argentina,327211,402679,803,8,131
Argentina,327212,55270,803,8,131
Argentina,327213,23778,803,8,131
Argentina,327215,982426,803,8,131
Argentina,327310,16061,803,8,131
Argentina,327390,25056,803,8,131
Argentina,327910,75373,803,8,131
Argentina,327991,2400594,803,8,131
Argentina,327993,10323,803,8,131
Argentina,327999,15703,803,8,131
Argentina,331111,224264221,803,8,131
Argentina,331112,12053951,803,8,131
Argentina,331222,199002,803,8,131
Argentina,331312,296358655,803,8,131
Argentina,331315,1450253,803,8,131
Argentina,331316,47981,803,8,131
Argentina,331319,5480806,803,8,131
Argentina,331419,99669889,803,8,131
Argentina,331421,62533,803,8,131
Argentina,331422,42048,803,8,131
Argentina,331491,9100077,803,8,131
Argentina,331492,103620,803,8,131
Argentina,331511,8939800,803,8,131
Argentina,332115,13514,803,8,131
Argentina,332211,696900,803,8,131
Argentina,332212,1108167,803,8,131
Argentina,332214,9957,803,8,131
Argentina,332312,1601905,803,8,131
Argentina,332321,61858,803,8,131
Argentina,332410,457657,803,8,131
Argentina,332420,239969,803,8,131
Argentina,332439,370660,803,8,131
Argentina,332510,1432198,803,8,131
Argentina,332611,91142,803,8,131
Argentina,332618,2618735,803,8,131
Argentina,332722,445645,803,8,131
Argentina,332911,5123354,803,8,131
Argentina,332912,714704,803,8,131
Argentina,332913,95454,803,8,131
Argentina,332919,3297222,803,8,131
Argentina,332991,7945038,803,8,131
Argentina,332992,1547333,803,8,131
Argentina,332994,10106187,803,8,131
Argentina,332998,3809,803,8,131
Argentina,332999,3236948,803,8,131
Argentina,333111,9439495,803,8,131
Argentina,333120,4311543,803,8,131
Argentina,333131,37508,803,8,131
Argentina,333132,1467532,803,8,131
Argentina,333220,221468,803,8,131
Argentina,333291,7001,803,8,131
Argentina,333292,8576,803,8,131
Argentina,333293,106839,803,8,131
Argentina,333294,740154,803,8,131
Argentina,333295,4135,803,8,131
Argentina,333298,358815,803,8,131
Argentina,333311,11840,803,8,131
Argentina,333313,16126,803,8,131
Argentina,333314,167978,803,8,131
Argentina,333315,177315,803,8,131
Argentina,333319,4256,803,8,131
Argentina,333411,30016,803,8,131
Argentina,333412,1002549,803,8,131
Argentina,333414,50548,803,8,131
Argentina,333415,104825,803,8,131
Argentina,333511,264545,803,8,131
Argentina,333512,175848,803,8,131
Argentina,333513,5389,803,8,131
Argentina,333514,2672206,803,8,131
Argentina,333515,496833,803,8,131
Argentina,333516,302489,803,8,131
Argentina,333611,55615,803,8,131
Argentina,333612,773157,803,8,131
Argentina,333613,2237212,803,8,131
Argentina,333618,14570496,803,8,131
Argentina,333911,22173897,803,8,131
Argentina,333912,1807716,803,8,131
Argentina,333913,3274,803,8,131
Argentina,333922,1164082,803,8,131
Argentina,333923,47696,803,8,131
Argentina,333924,187212,803,8,131
Argentina,333991,6082,803,8,131
Argentina,333992,252199,803,8,131
Argentina,333993,2247550,803,8,131
Argentina,333994,8117,803,8,131
Argentina,333995,292488,803,8,131
Argentina,333996,381775,803,8,131
Argentina,333997,245642,803,8,131
Argentina,333999,5372273,803,8,131
Argentina,334111,62103,803,8,131
Argentina,334112,27333,803,8,131
Argentina,334119,185485,803,8,131
Argentina,334210,2484,803,8,131
Argentina,334220,273777,803,8,131
Argentina,334290,16832,803,8,131
Argentina,334310,591571,803,8,131
Argentina,334412,27452,803,8,131
Argentina,334413,383969,803,8,131
Argentina,334414,18259,803,8,131
Argentina,334416,48513,803,8,131
Argentina,334417,495300,803,8,131
Argentina,334418,89857,803,8,131
Argentina,334419,348753,803,8,131
Argentina,334510,551559,803,8,131
Argentina,334511,25199,803,8,131
Argentina,334512,191654,803,8,131
Argentina,334513,1316929,803,8,131
Argentina,334514,73807,803,8,131
Argentina,334515,1184987,803,8,131
Argentina,334516,1109030,803,8,131
Argentina,334518,85781,803,8,131
Argentina,334519,257027,803,8,131
Argentina,334612,3216711,803,8,131
Argentina,334613,19025,803,8,131
Argentina,335110,5211,803,8,131
Argentina,335121,217650,803,8,131
Argentina,335129,192330,803,8,131
Argentina,335211,77733,803,8,131
Argentina,335221,49543,803,8,131
Argentina,335222,6386,803,8,131
Argentina,335224,53694,803,8,131
Argentina,335228,386530,803,8,131
Argentina,335311,1718014,803,8,131
Argentina,335312,58269,803,8,131
Argentina,335313,3599209,803,8,131
Argentina,335314,93743,803,8,131
Argentina,335911,3060,803,8,131
Argentina,335921,6072,803,8,131
Argentina,335929,291242,803,8,131
Argentina,335931,42988,803,8,131
Argentina,335991,42205,803,8,131
Argentina,335999,321751,803,8,131
Argentina,336111,217017,803,8,131
Argentina,336120,502905,803,8,131
Argentina,336211,40175,803,8,131
Argentina,336214,48814,803,8,131
Argentina,336311,11079479,803,8,131
Argentina,336321,9048,803,8,131
Argentina,336322,1195187,803,8,131
Argentina,336330,16652518,803,8,131
Argentina,336340,1312650,803,8,131
Argentina,336350,10902575,803,8,131
Argentina,336360,105631,803,8,131
Argentina,336370,2501,803,8,131
Argentina,336391,1584193,803,8,131
Argentina,336399,20143862,803,8,131
Argentina,336411,77900,803,8,131
Argentina,336412,1313218,803,8,131
Argentina,336413,61806,803,8,131
Argentina,336510,184507,803,8,131
Argentina,336612,1286162,803,8,131
Argentina,336991,1254904,803,8,131
Argentina,337110,86430,803,8,131
Argentina,337121,3028,803,8,131
Argentina,337124,881197,803,8,131
Argentina,337127,3440299,803,8,131
Argentina,337211,12833,803,8,131
Argentina,337214,6526,803,8,131
Argentina,337215,11473926,803,8,131
Argentina,337920,17185,803,8,131
Argentina,339112,695939,803,8,131
Argentina,339113,262408,803,8,131
Argentina,339114,383545,803,8,131
Argentina,339115,12555,803,8,131
Argentina,339911,2330107,803,8,131
Argentina,339912,10257,803,8,131
Argentina,339913,882902,803,8,131
Argentina,339914,155494,803,8,131
Argentina,339920,151214,803,8,131
Argentina,339932,383189,803,8,131
Argentina,339942,39215,803,8,131
Argentina,339944,1380,803,8,131
Argentina,339950,67257,803,8,131
Argentina,339991,861563,803,8,131
Argentina,339992,328211,803,8,131
Argentina,339993,716534,803,8,131
Argentina,339994,258235,803,8,131
Argentina,339999,1133284,803,8,131
Argentina,511210,4924,803,8,131
Argentina,910000,13598939,803,8,131
Argentina,920000,8826679,803,8,131
Argentina,980000,85667095,803,8,131
Argentina,990000,11470018,803,8,131
Armenia,112910,25859,806,9,132
Armenia,114111,115768,806,9,132
Armenia,212399,487676,806,9,132
Armenia,311230,17822,806,9,132
Armenia,311320,80475,806,9,132
Armenia,311340,48818,806,9,132
Armenia,311421,1844461,806,9,132
Armenia,311423,9828,806,9,132
Armenia,311513,333624,806,9,132
Armenia,311520,135234,806,9,132
Armenia,311711,89841,806,9,132
Armenia,311911,57437,806,9,132
Armenia,311920,47717,806,9,132
Armenia,311941,72357,806,9,132
Armenia,311942,9513,806,9,132
Armenia,312111,239831,806,9,132
Armenia,312112,155667,806,9,132
Armenia,312120,65003,806,9,132
Armenia,312130,1990790,806,9,132
Armenia,312140,30963,806,9,132
Armenia,312221,804958,806,9,132
Armenia,312229,40000,806,9,132
Armenia,313111,3064,806,9,132
Armenia,314110,54907,806,9,132
Armenia,314129,6287,806,9,132
Armenia,314999,3859,806,9,132
Armenia,315222,5684,806,9,132
Armenia,315224,5686,806,9,132
Armenia,315228,405771,806,9,132
Armenia,315232,4570,806,9,132
Armenia,315233,9012,806,9,132
Armenia,315234,12063,806,9,132
Armenia,315239,385544,806,9,132
Armenia,315291,12204,806,9,132
Armenia,315991,930,806,9,132
Armenia,316214,1350,806,9,132
Armenia,316219,750,806,9,132
Armenia,323117,8781,806,9,132
Armenia,325188,2996,806,9,132
Armenia,325199,30018,806,9,132
Armenia,325212,924563,806,9,132
Armenia,326199,55543,806,9,132
Armenia,326299,80224,806,9,132
Armenia,327121,35381,806,9,132
Armenia,327213,20778,806,9,132
Armenia,327991,114290,806,9,132
Armenia,331112,480952,806,9,132
Armenia,331315,67580610,806,9,132
Armenia,332212,61842,806,9,132
Armenia,332510,5600,806,9,132
Armenia,332999,11907,806,9,132
Armenia,333120,6066,806,9,132
Armenia,333291,21412,806,9,132
Armenia,333314,84250,806,9,132
Armenia,333512,17529,806,9,132
Armenia,333911,2770,806,9,132
Armenia,333992,594480,806,9,132
Armenia,333999,2058,806,9,132
Armenia,334220,7716,806,9,132
Armenia,334415,5650,806,9,132
Armenia,334518,15411,806,9,132
Armenia,339911,319690,806,9,132
Armenia,339913,350579,806,9,132
Armenia,339932,9004,806,9,132
Armenia,339999,32888,806,9,132
Armenia,920000,100386,806,9,132
Armenia,980000,57283,806,9,132
Armenia,990000,175824,806,9,132
Aruba,111998,18357,803,10,133
Aruba,314129,864,803,10,133
Aruba,315993,1355,803,10,133
Aruba,315999,2712,803,10,133
Aruba,316991,2698,803,10,133
Aruba,316992,31261,803,10,133
Aruba,323117,4909,803,10,133
Aruba,324110,5000399,803,10,133
Aruba,325412,5367,803,10,133
Aruba,325620,116999,803,10,133
Aruba,326199,2103,803,10,133
Aruba,327991,5600,803,10,133
Aruba,331419,115318,803,10,133
Aruba,331491,327142,803,10,133
Aruba,331492,20051,803,10,133
Aruba,332420,43334,803,10,133
Aruba,332999,75179,803,10,133
Aruba,333313,27409,803,10,133
Aruba,333314,11789,803,10,133
Aruba,333315,12700,803,10,133
Aruba,333993,5677,803,10,133
Aruba,334111,5400,803,10,133
Aruba,334112,20691,803,10,133
Aruba,334119,18434,803,10,133
Aruba,334220,18163,803,10,133
Aruba,334310,28724,803,10,133
Aruba,334418,29899,803,10,133
Aruba,334419,4908,803,10,133
Aruba,334510,5378,803,10,133
Aruba,334513,6445,803,10,133
Aruba,334516,3408,803,10,133
Aruba,334518,2157,803,10,133
Aruba,334612,4603,803,10,133
Aruba,335211,6225,803,10,133
Aruba,336991,8182,803,10,133
Aruba,337127,6612,803,10,133
Aruba,339112,5064,803,10,133
Aruba,339911,352768,803,10,133
Aruba,339913,990819,803,10,133
Aruba,339932,76403,803,10,133
Aruba,339991,1037,803,10,133
Aruba,339999,14587,803,10,133
Aruba,910000,1868466,803,10,133
Aruba,920000,94161,803,10,133
Aruba,980000,10911471,803,10,133
Aruba,990000,254785,803,10,133
Australia,111120,2600433,808,11,134
Australia,111130,4773112,808,11,134
Australia,111150,4892,808,11,134
Australia,111219,767579,808,11,134
Australia,111310,22529815,808,11,134
Australia,111320,6794367,808,11,134
Australia,111335,13340856,808,11,134
Australia,111339,101489,808,11,134
Australia,111411,151507,808,11,134
Australia,111421,357240,808,11,134
Australia,111422,4048102,808,11,134
Australia,111920,50633,808,11,134
Australia,111998,8743988,808,11,134
Australia,112111,216463,808,11,134
Australia,112410,8488537,808,11,134
Australia,112420,7484,808,11,134
Australia,112511,1561953,808,11,134
Australia,112910,3278037,808,11,134
Australia,112920,3842877,808,11,134
Australia,112930,2654,808,11,134
Australia,112990,980387,808,11,134
Australia,113210,16661121,808,11,134
Australia,113310,158653,808,11,134
Australia,114111,13655709,808,11,134
Australia,114112,31588248,808,11,134
Australia,114119,6564127,808,11,134
Australia,211111,256745244,808,11,134
Australia,212112,25554352,808,11,134
Australia,212221,161665,808,11,134
Australia,212291,251903457,808,11,134
Australia,212299,167904252,808,11,134
Australia,212311,26937,808,11,134
Australia,212319,231905,808,11,134
Australia,212322,1973709,808,11,134
Australia,212324,19157,808,11,134
Australia,212325,25300,808,11,134
Australia,212393,4063397,808,11,134
Australia,212399,8757380,808,11,134
Australia,311111,5267436,808,11,134
Australia,311119,666287,808,11,134
Australia,311211,8702,808,11,134
Australia,311212,156808,808,11,134
Australia,311221,169220382,808,11,134
Australia,311222,186509,808,11,134
Australia,311223,7203354,808,11,134
Australia,311225,54177,808,11,134
Australia,311230,104875,808,11,134
Australia,311311,81807748,808,11,134
Australia,311320,843158,808,11,134
Australia,311340,12918239,808,11,134
Australia,311411,123963,808,11,134
Australia,311421,2406324,808,11,134
Australia,311423,45663,808,11,134
Australia,311511,347520,808,11,134
Australia,311512,4968634,808,11,134
Australia,311513,11587505,808,11,134
Australia,311514,66412819,808,11,134
Australia,311520,4356574,808,11,134
Australia,311611,1212643275,808,11,134
Australia,311613,24082253,808,11,134
Australia,311615,755737,808,11,134
Australia,311711,2154655,808,11,134
Australia,311811,6707154,808,11,134
Australia,311822,159242,808,11,134
Australia,311823,1518248,808,11,134
Australia,311911,3254076,808,11,134
Australia,311919,1007653,808,11,134
Australia,311920,320410,808,11,134
Australia,311930,739443,808,11,134
Australia,311941,5240317,808,11,134
Australia,311942,205822,808,11,134
Australia,311999,32415349,808,11,134
Australia,312111,1726430,808,11,134
Australia,312112,11352,808,11,134
Australia,312113,23304,808,11,134
Australia,312120,1033524,808,11,134
Australia,312130,649369528,808,11,134
Australia,312140,3056680,808,11,134
Australia,313111,4904284,808,11,134
Australia,313113,3716,808,11,134
Australia,313210,1256840,808,11,134
Australia,313221,104326,808,11,134
Australia,313230,9534360,808,11,134
Australia,313249,1394586,808,11,134
Australia,313312,2578997,808,11,134
Australia,313320,2525563,808,11,134
Australia,314110,10133050,808,11,134
Australia,314121,26916,808,11,134
Australia,314129,505198,808,11,134
Australia,314911,29143,808,11,134
Australia,314912,591189,808,11,134
Australia,314991,1103392,808,11,134
Australia,314992,205525,808,11,134
Australia,314999,982940,808,11,134
Australia,315111,47023,808,11,134
Australia,315221,212236,808,11,134
Australia,315222,56948,808,11,134
Australia,315223,617890,808,11,134
Australia,315224,172198,808,11,134
Australia,315228,151620,808,11,134
Australia,315231,152477,808,11,134
Australia,315232,742277,808,11,134
