Mesozone,NAICS,Employment
93,42,596
93,44,1554
93,45,830
93,48,554
93,49,352
93,51,52
93,52,240
93,53,206
93,54,420
93,55,90
93,56,708
93,61,1096
93,62,5460
93,71,851
93,72,1480
93,81,897
93,92,0
94,11,42
94,21,0
94,22,1
94,23,768
94,31,0
94,32,73
94,33,103
94,42,201
94,44,1379
94,45,737
94,48,134
94,49,85
94,51,100
94,52,508
94,53,105
94,54,204
94,55,6
94,56,597
94,61,270
94,62,687
94,71,70
94,72,948
94,81,415
94,92,0
95,11,30
95,21,0
95,22,0
95,23,1742
95,31,0
95,32,481
95,33,682
95,42,834
95,44,2495
95,45,1334
95,48,410
95,49,261
95,51,346
95,52,958
95,53,240
95,54,1195
95,55,1462
95,56,1248
95,61,287
95,62,2003
95,71,222
95,72,3260
95,81,1862
95,92,0
96,11,0
96,21,0
96,22,0
96,23,233
96,31,0
96,32,224
96,33,317
96,42,82
96,44,30
96,45,16
96,48,740
96,49,471
96,51,24
96,52,30
96,53,16
96,54,11
96,55,0
96,56,129
96,61,12
96,62,48
96,71,52
96,72,57
96,81,160
96,92,0
97,11,24
97,21,0
97,22,0
97,23,101
97,31,0
97,32,29
97,33,41
97,42,1
97,44,0
97,45,0
97,48,113
97,49,72
97,51,0
97,52,0
97,53,0
97,54,2
97,55,0
97,56,20
97,61,0
97,62,0
97,71,39
97,72,29
97,81,5
97,92,0
98,11,10
98,21,0
98,22,0
98,23,456
98,31,0
98,32,0
98,33,0
98,42,6
98,44,68
98,45,37
98,48,2
98,49,1
98,51,13
98,52,72
98,53,3
98,54,24
98,55,0
98,56,57
98,61,31
98,62,48
98,71,3
98,72,37
98,81,27
98,92,0
99,11,62
99,21,0
99,22,0
99,23,162
99,31,0
99,32,2
99,33,3
99,42,2
99,44,3
99,45,1
99,48,2
99,49,2
99,51,7
99,52,2
99,53,19
99,54,18
99,55,0
99,56,315
99,61,26
99,62,1
99,71,35
99,72,0
99,81,42
99,92,0
100,11,2
100,21,0
100,22,0
100,23,223
100,31,0
100,32,182
100,33,257
100,42,475
100,44,82
100,45,44
100,48,466
100,49,297
100,51,30
100,52,20
100,53,20
100,54,593
100,55,121
100,56,182
100,61,1
100,62,47
100,71,0
100,72,274
100,81,62
100,92,0
101,11,29
101,21,0
101,22,0
101,23,292
101,31,0
101,32,14
101,33,20
101,42,43
101,44,178
101,45,95
101,48,20
101,49,13
101,51,0
101,52,66
101,53,37
101,54,89
101,55,0
101,56,307
101,61,34
101,62,128
101,71,132
101,72,287
101,81,601
101,92,0
102,11,22
102,21,0
102,22,0
102,23,70
102,31,0
102,32,10
102,33,15
102,42,0
102,44,219
102,45,117
102,48,22
102,49,14
102,51,43
102,52,51
102,53,4
102,54,10
102,55,0
102,56,47
102,61,18
102,62,101
102,71,10
102,72,127
102,81,104
102,92,0
103,11,0
103,21,0
103,22,0
103,23,7
103,31,0
103,32,0
103,33,0
103,42,0
103,44,0
103,45,0
103,48,1
103,49,1
103,51,0
103,52,0
103,53,0
103,54,4
103,55,0
103,56,20
103,61,7
103,62,0
103,71,0
103,72,0
103,81,0
103,92,0
104,11,8
104,21,0
104,22,0
104,23,22
104,31,0
104,32,0
104,33,0
104,42,7
104,44,1
104,45,0
104,48,1
104,49,1
104,51,0
104,52,0
104,53,0
104,54,0
104,55,0
104,56,39
104,61,0
104,62,0
104,71,0
104,72,0
104,81,5
104,92,0
105,11,0
105,21,0
105,22,0
105,23,53
105,31,0
105,32,10
105,33,15
105,42,14
105,44,80
105,45,42
105,48,16
105,49,10
105,51,0
105,52,13
105,53,6
105,54,17
105,55,0
105,56,57
105,61,7
105,62,22
105,71,0
105,72,66
105,81,24
105,92,0
106,11,0
106,21,0
106,22,0
106,23,17
106,31,0
106,32,0
106,33,0
106,42,2
106,44,93
106,45,50
106,48,1
106,49,1
106,51,0
106,52,0
106,53,0
106,54,0
106,55,0
106,56,2
106,61,0
106,62,0
106,71,0
106,72,5
106,81,0
106,92,0
107,11,27
107,21,0
107,22,0
107,23,58
107,31,0
107,32,17
107,33,24
107,42,56
107,44,113
107,45,60
107,48,2
107,49,1
107,51,7
107,52,70
107,53,0
107,54,19
107,55,0
107,56,51
107,61,1
107,62,24
107,71,24
107,72,42
107,81,62
107,92,0
108,11,7
108,21,0
108,22,5
108,23,26
108,31,0
108,32,0
108,33,0
108,42,0
108,44,193
108,45,103
108,48,10
108,49,6
108,51,0
108,52,0
108,53,0
108,54,4
108,55,0
108,56,153
108,61,47
108,62,13
108,71,13
108,72,58
108,81,58
108,92,0
109,11,0
109,21,0
109,22,0
109,23,34
109,31,0
109,32,2
109,33,2
109,42,15
109,44,0
109,45,0
109,48,10
109,49,6
109,51,12
109,52,0
109,53,0
109,54,0
109,55,0
109,56,0
109,61,0
109,62,0
109,71,10
109,72,1
109,81,1
109,92,0
110,11,0
110,21,0
110,22,0
110,23,63
110,31,0
110,32,96
110,33,0
110,42,0
110,44,178
110,45,93
110,48,297
110,49,0
110,51,0
110,52,58
110,53,3
110,54,18
110,55,0
110,56,1
110,61,0
110,62,63
110,71,77
110,72,387
110,81,322
110,92,0
111,11,4
111,21,0
111,22,0
111,23,295
111,31,0
111,32,54
111,33,0
111,42,21
111,44,392
111,45,205
111,48,51
111,49,0
111,51,0
111,52,126
111,53,22
111,54,91
111,55,0
111,56,14
111,61,20
111,62,625
111,71,146
111,72,677
111,81,254
111,92,0
112,11,3
112,21,0
112,22,0
112,23,294
112,31,0
112,32,276
112,33,0
112,42,198
112,44,599
112,45,313
112,48,115
112,49,0
112,51,0
112,52,240
112,53,12
112,54,95
112,55,0
112,56,15
112,61,80
112,62,390
112,71,116
112,72,1240
112,81,296
112,92,0
113,11,16
113,21,0
113,22,0
113,23,21
113,31,0
113,32,3
113,33,0
113,42,0
113,44,0
113,45,0
113,48,0
113,49,0
113,51,0
113,52,0
113,53,0
113,54,0
113,55,0
113,56,0
113,61,0
113,62,0
113,71,0
113,72,16
113,81,0
113,92,0
114,11,9
114,21,0
114,22,0
114,23,129
114,31,0
114,32,34
114,33,0
114,42,20
114,44,6
114,45,4
114,48,1
114,49,0
114,51,0
114,52,53
114,53,5
114,54,11
114,55,0
114,56,6
114,61,2
114,62,86
114,71,4
114,72,60
114,81,66
114,92,0
115,11,6
115,21,0
115,22,0
115,23,18
115,31,0
115,32,0
115,33,0
115,42,1
115,44,6
115,45,3
115,48,7
115,49,0
115,51,0
115,52,9
115,53,1
115,54,9
115,55,0
115,56,0
115,61,0
115,62,2
115,71,0
115,72,32
115,81,14
115,92,0
116,11,0
116,21,0
116,22,0
116,23,1
116,31,0
116,32,7
116,33,0
116,42,9
116,44,6
116,45,4
116,48,16
116,49,0
116,51,0
116,52,0
116,53,0
116,54,0
116,55,0
116,56,0
116,61,0
116,62,2
116,71,0
116,72,0
116,81,8
116,92,0
117,11,1
117,21,0
117,22,0
117,23,3
117,31,0
117,32,1
117,33,0
117,42,5
117,44,0
117,45,0
117,48,1
117,49,0
117,51,0
117,52,0
117,53,2
117,54,1
117,55,0
117,56,0
117,61,0
117,62,0
117,71,0
117,72,0
117,81,6
117,92,0
118,11,25
118,21,0
118,22,0
118,23,37
118,31,0
118,32,0
118,33,0
118,42,5
118,44,3
118,45,2
118,48,77
118,49,0
118,51,0
118,52,0
118,53,0
118,54,3
118,55,0
118,56,2
118,61,1
118,62,0
118,71,6
118,72,0
118,81,0
118,92,0
119,11,409
119,21,0
119,22,0
119,23,276
119,31,0
119,32,45
119,33,0
119,42,92
119,44,809
119,45,43
119,48,233
119,49,0
119,51,13
119,52,337
119,53,0
119,54,72
119,55,55
119,56,45
119,61,39
119,62,358
119,71,128
119,72,1380
119,81,430
119,92,0
120,11,505
120,21,17
120,22,0
120,23,101
120,31,0
120,32,0
120,33,115
120,42,37
120,44,431
120,45,6
120,48,0
120,49,0
120,51,0
120,52,145
120,53,18
120,54,33
120,55,0
120,56,119
120,61,0
120,62,279
120,71,51
120,72,588
120,81,257
120,92,0
121,11,1020
121,21,0
121,22,0
121,23,509
121,31,0
121,32,69
121,33,340
121,42,146
121,44,1964
121,45,425
121,48,27
121,49,886
121,51,149
121,52,689
121,53,281
121,54,426
121,55,262
121,56,591
121,61,0
121,62,2399
121,71,194
121,72,2905
121,81,800
121,92,0
122,11,978
122,21,0
122,22,0
122,23,634
122,31,146
122,32,284
122,33,86
122,42,825
122,44,2136
122,45,968
122,48,852
122,49,0
122,51,0
122,52,735
122,53,133
122,54,571
122,55,581
122,56,650
122,61,230
122,62,2993
122,71,467
122,72,3441
122,81,1250
122,92,0
123,11,785
123,21,0
123,22,0
123,23,2165
123,31,35
123,32,795
123,33,8133
123,42,3391
123,44,9153
123,45,3585
123,48,2093
123,49,46
123,51,671
123,52,3912
123,53,657
123,54,3370
123,55,880
123,56,5692
123,61,1070
123,62,16069
123,71,1220
123,72,9948
123,81,6972
123,92,0
124,11,366
124,21,22
124,22,0
124,23,327
124,31,0
124,32,0
124,33,188
124,42,228
124,44,961
124,45,0
124,48,318
124,49,0
124,51,0
124,52,395
124,53,25
124,54,120
124,55,0
124,56,249
124,61,0
124,62,786
124,71,25
124,72,858
124,81,483
124,92,0
125,11,209
125,21,0
125,22,0
125,23,65
125,31,0
125,32,0
125,33,0
125,42,30
125,44,525
125,45,93
125,48,99
125,49,0
125,51,0
125,52,231
125,53,0
125,54,75
125,55,0
125,56,261
125,61,0
125,62,475
125,71,0
125,72,744
125,81,260
125,92,0
126,11,1519
126,21,0
126,22,0
126,23,1010
126,31,0
126,32,518
126,33,126
126,42,691
126,44,3323
126,45,765
126,48,879
126,49,0
126,51,446
126,52,1053
126,53,159
126,54,680
126,55,119
126,56,1337
126,61,140
126,62,5300
126,71,405
126,72,3614
126,81,1480
126,92,0
127,11,448
127,21,0
127,22,0
127,23,7545
127,31,53
127,32,1017
127,33,2131
127,42,4317
127,44,14972
127,45,5174
127,48,4180
127,49,753
127,51,635
127,52,3719
127,53,1708
127,54,5552
127,55,0
127,56,5895
127,61,2670
127,62,27288
127,71,1313
127,72,16802
127,81,9322
127,92,0
128,11,499
128,21,0
128,22,0
128,23,2174
128,31,0
128,32,207
128,33,568
128,42,948
128,44,3439
128,45,1237
128,48,1331
128,49,541
128,51,428
128,52,974
128,53,483
128,54,1414
128,55,208
128,56,1036
128,61,511
128,62,3934
128,71,352
128,72,5600
128,81,2275
128,92,0
129,11,878
129,21,0
129,22,0
129,23,1132
129,31,0
129,32,273
129,33,1814
129,42,467
129,44,3497
129,45,284
129,48,308
129,49,132
129,51,139
129,52,254
129,53,332
129,54,590
129,55,91
129,56,1184
129,61,184
129,62,2537
129,71,230
129,72,3736
129,81,996
129,92,0
130,11,563
130,21,0
130,22,0
130,23,1272
130,31,50
130,32,749
130,33,285
130,42,424
130,44,4528
130,45,1360
130,48,541
130,49,0
130,51,41
130,52,1015
130,53,283
130,54,624
130,55,995
130,56,2563
130,61,348
130,62,4480
130,71,540
130,72,4948
130,81,1835
130,92,0
131,11,778
131,21,0
131,22,0
131,23,1784
131,31,174
131,32,696
131,33,2283
131,42,788
131,44,4695
131,45,1342
131,48,900
131,49,215
131,51,208
131,52,890
131,53,329
131,54,1343
131,55,3803
131,56,2656
131,61,573
131,62,6077
131,71,555
131,72,5234
131,81,3109
131,92,0
132,11,1305
132,21,0
132,22,0
132,23,689
132,31,0
132,32,550
132,33,721
132,42,492
132,44,2456
132,45,118
132,48,26
132,49,0
132,51,105
132,52,734
132,53,228
132,54,487
132,55,0
132,56,1302
132,61,246
132,62,2273
132,71,612
132,72,5235
132,81,1315
132,92,0
151,11,921
151,21,2041
151,22,7926
151,23,24851
151,31,4421
151,32,9725
151,33,23685
151,42,24251
151,44,40126
151,45,21545
151,48,10584
151,49,7169
151,51,7065
151,52,33522
151,53,7195
151,54,25649
151,55,8502
151,56,28707
151,61,25228
151,62,76153
151,71,5859
151,72,46936
151,81,14528
152,11,1518
152,21,77
152,22,1702
152,23,13935
152,31,2020
152,32,6113
152,33,14856
152,42,8970
152,44,22747
152,45,11317
152,48,6255
152,49,2738
152,51,2160
152,52,7041
152,53,3160
152,54,11357
152,55,1186
152,56,15014
152,61,6610
152,62,29229
152,71,3033
152,72,29981
152,81,7606
153,11,7008
153,21,1784
153,22,7029
153,23,37310
153,31,22214
153,32,33868
153,33,81512
153,42,28611
153,44,84779
153,45,48692
153,48,17225
153,49,12397
153,51,7150
153,52,25161
153,53,9600
153,54,56803
153,55,4845
153,56,53928
153,61,37012
153,62,100490
153,71,7303
153,72,104061
153,81,21814
154,11,557
154,21,7826
154,22,1652
154,23,14549
154,31,6459
154,32,921
154,33,840
154,42,6078
154,44,18627
154,45,15908
154,48,14916
154,49,4239
154,51,4981
154,52,6637
154,53,3256
154,54,13082
154,55,2208
154,56,8889
154,61,6978
154,62,36340
154,71,5326
154,72,29924
154,81,9611
155,11,8394
155,21,3175
155,22,16345
155,23,113623
155,31,17129
155,32,23329
155,33,80221
155,42,74984
155,44,150485
155,45,86859
155,48,46240
155,49,26301
155,51,34726
155,52,136129
155,53,40590
155,54,111764
155,55,28355
155,56,196322
155,61,129548
155,62,259418
155,71,43176
155,72,188377
155,81,52329
156,11,634
156,21,1614
156,22,2292
156,23,15767
156,31,1435
156,32,2467
156,33,7932
156,42,7459
156,44,28774
156,45,13633
156,48,6023
156,49,3800
156,51,5270
156,52,10854
156,53,5710
156,54,18730
156,55,1745
156,56,30010
156,61,5560
156,62,61500
156,71,5099
156,72,39086
156,81,11034
157,11,15514
157,21,983
157,22,2725
157,23,15795
157,31,1793
157,32,3287
157,33,4292
157,42,7452
157,44,32384
157,45,16340
157,48,4959
157,49,3037
157,51,2371
157,52,5246
157,53,3133
157,54,9662
157,55,709
157,56,12642
157,61,12865
157,62,35070
157,71,5429
157,72,46123
157,81,8857
158,11,10153
158,21,1911
158,22,6589
158,23,47077
158,31,31072
158,32,27325
158,33,38873
158,42,38661
158,44,85582
158,45,49598
158,48,35981
158,49,15145
158,51,9422
158,52,32676
158,53,10889
158,54,37478
158,55,13723
158,56,50731
158,61,38413
158,62,152189
158,71,6707
158,72,103080
158,81,23317
159,11,45664
159,21,4146
159,22,46008
159,23,353015
159,31,122390
159,32,137148
159,33,372994
159,42,380299
159,44,560551
159,45,236507
159,48,203166
159,49,160994
159,51,248252
159,52,254016
159,53,140373
159,54,463756
159,55,100514
159,56,524440
159,61,497152
159,62,1158637
159,71,177264
159,72,786603
159,81,243329
160,11,14917
160,21,172
160,22,8026
160,23,62950
160,31,7612
160,32,8969
160,33,20441
160,42,28218
160,44,76269
160,45,34432
160,48,13887
160,49,14901
160,51,12716
160,52,37971
160,53,15953
160,54,57743
160,55,12937
160,56,65138
160,61,52568
160,62,133415
160,71,18068
160,72,93985
160,81,32432
161,11,8560
161,21,295
161,22,5126
161,23,79740
161,31,11691
161,32,17546
161,33,78407
161,42,47823
161,44,102822
161,45,47188
161,48,20331
161,49,13140
161,51,25563
161,52,45263
161,53,28005
161,54,129622
161,55,21629
161,56,83690
161,61,107736
161,62,187742
161,71,33838
161,72,164685
161,81,51084
162,11,29509
162,21,729
162,22,17513
162,23,201155
162,31,59353
162,32,56138
162,33,239974
162,42,131631
162,44,248009
162,45,110626
162,48,84355
162,49,42817
162,51,195787
162,52,131401
162,53,60761
162,54,449621
162,55,73744
162,56,224855
162,61,163004
162,62,507600
162,71,70781
162,72,373199
162,81,132477
163,11,317881
163,21,9391
163,22,16739
163,23,101628
163,31,75657
163,32,29240
163,33,42320
163,42,70384
163,44,180793
163,45,78857
163,48,45553
163,49,41637
163,51,19426
163,52,42285
163,53,23584
163,54,67748
163,55,16719
163,56,94939
163,61,154161
163,62,311588
163,71,30485
163,72,220107
163,81,63563
164,11,7972
164,21,13980
164,22,4677
164,23,108155
164,31,22956
164,32,22199
164,33,48413
164,42,82788
164,44,108902
164,45,56881
164,48,42571
164,49,21386
164,51,53344
164,52,82887
164,53,30156
164,54,163790
164,55,34868
164,56,109636
164,61,81835
164,62,189081
164,71,29421
164,72,166320
164,81,52526
165,11,8568
165,21,5519
165,22,6202
165,23,53942
165,31,8796
165,32,7676
165,33,20932
165,42,19671
165,44,67105
165,45,33393
165,48,9036
165,49,6544
165,51,11146
165,52,23939
165,53,16777
165,54,47822
165,55,3207
165,56,43508
165,61,32837
165,62,90469
165,71,23592
165,72,109916
165,81,26956
166,11,1887
166,21,0
166,22,1218
166,23,23082
166,31,4992
166,32,9868
166,33,55255
166,42,22033
166,44,46612
166,45,19392
166,48,10825
166,49,13933
166,51,12083
166,52,52733
166,53,7103
166,54,36463
166,55,11952
166,56,33852
166,61,56407
166,62,97022
166,71,10237
166,72,48401
166,81,23083
167,11,1499
167,21,304
167,22,3683
167,23,31651
167,31,6090
167,32,12248
167,33,43480
167,42,30042
167,44,70379
167,45,30008
167,48,13230
167,49,9831
167,51,18268
167,52,45238
167,53,9421
167,54,47399
167,55,18637
167,56,47008
167,61,94971
167,62,150519
167,71,18307
167,72,65221
167,81,36267
168,11,1121
168,21,68
168,22,1259
168,23,4012
168,31,313
168,32,573
168,33,2285
168,42,2753
168,44,10365
168,45,4411
168,48,1700
168,49,472
168,51,1277
168,52,1774
168,53,775
168,54,5119
168,55,735
168,56,2715
168,61,10309
168,62,6608
168,71,2381
168,72,12898
168,81,3587
169,11,1031
169,21,0
169,22,2194
169,23,21890
169,31,9411
169,32,4723
169,33,6131
169,42,8383
169,44,36908
169,45,14845
169,48,5851
169,49,7190
169,51,4211
169,52,41273
169,53,4272
169,54,22015
169,55,7859
169,56,26244
169,61,32880
169,62,59971
169,71,8474
169,72,34598
169,81,11613
170,11,0
170,22,2020
170,23,12430
170,31,347
170,32,3162
170,33,477
170,42,4903
170,44,16585
170,45,6740
170,48,6660
170,49,4986
170,51,21106
170,52,17449
170,53,11661
170,54,120230
170,55,2743
170,56,46861
170,61,46248
170,62,71571
170,71,14974
170,72,68141
170,81,71487
171,11,1232
171,21,108
171,22,557
171,23,42377
171,31,4629
171,32,7941
171,33,14413
171,42,22781
171,44,53704
171,45,26462
171,48,21423
171,49,12170
171,51,8467
171,52,49734
171,53,10321
171,54,41417
171,55,5977
171,56,49644
171,61,10039
171,62,89131
171,71,11911
171,72,72306
171,81,19781
172,11,16189
172,21,641
172,22,5999
172,23,125703
172,31,15931
172,32,24290
172,33,47337
172,42,129211
172,44,236648
172,45,96199
172,48,82976
172,49,32311
172,51,47113
172,52,104416
172,53,63848
172,54,170996
172,55,27995
172,56,199464
172,61,63701
172,62,345255
172,71,45626
172,72,274414
172,81,94619
173,11,6709
173,21,103
173,22,2615
173,23,88063
173,31,7759
173,32,14009
173,33,32726
173,42,44167
173,44,123503
173,45,58521
173,48,26923
173,49,15765
173,51,24536
173,52,46481
173,53,31550
173,54,82618
173,55,19351
173,56,120740
173,61,25621
173,62,167021
173,71,86711
173,72,203929
173,81,42302
174,11,8298
174,21,144
174,22,4057
174,23,71996
174,31,9004
174,32,17034
174,33,38581
174,42,46928
174,44,107979
174,45,54459
174,48,18352
174,49,11444
174,51,23554
174,52,78164
174,53,25875
174,54,94348
174,55,26357
174,56,89986
174,61,22439
174,62,186536
174,71,25059
174,72,126215
174,81,36651
175,11,35156
175,21,1237
175,22,7602
175,23,164594
175,31,11178
175,32,25873
175,33,65789
175,42,59365
175,44,233094
175,45,104327
175,48,29441
175,49,25079
175,51,22979
175,52,64602
175,53,40337
175,54,109631
175,55,17540
175,56,140537
175,61,29642
175,62,327957
175,71,53764
175,72,288210
175,81,74403
176,11,1186
176,21,83
176,22,6570
176,23,119176
176,31,44303
176,32,51881
176,33,67979
176,42,144136
176,44,205298
176,45,92332
176,48,80294
176,49,54573
176,51,89863
176,52,110479
176,53,45801
176,54,199285
176,55,54566
176,56,219219
176,61,166127
176,62,263672
176,71,33703
176,72,261441
176,81,68964
177,11,200
177,21,0
177,22,533
177,23,7237
177,31,1140
177,32,1635
177,33,1478
177,42,6413
177,44,16848
177,45,7029
177,48,8215
177,49,4408
177,51,1904
177,52,3234
177,53,1794
177,54,5985
177,55,839
177,56,12395
177,61,8713
177,62,23497
177,71,2192
177,72,26110
177,81,5407
178,11,15601
178,21,186
178,22,1784
178,23,41999
178,31,40358
178,32,29716
178,33,26713
178,42,40912
178,44,105575
178,45,51770
178,48,17363
178,49,15180
178,51,7079
178,52,40156
178,53,9796
178,54,37361
178,55,7501
178,56,51690
178,61,84198
178,62,128816
178,71,8861
178,72,127773
178,81,27594
179,11,1692
179,21,0
179,22,2545
179,23,26275
179,31,6524
179,32,1880
179,33,6711
179,42,14113
179,44,33100
179,45,17303
179,48,18768
179,49,4149
179,51,8016
179,52,13177
179,53,5867
179,54,22538
179,55,8136
179,56,35983
179,61,45812
179,62,57520
179,71,9148
179,72,67187
179,81,20912
180,11,3332
180,21,0
180,22,1549
180,23,8868
180,31,1746
180,32,623
180,33,170
180,42,3158
180,44,13052
180,45,6011
180,48,6029
180,49,925
180,51,1086
180,52,1967
180,53,2833
180,54,3653
180,55,715
180,56,13014
180,61,11906
180,62,14465
180,71,4828
180,72,39983
180,81,5672
181,11,23212
181,21,607
181,22,2846
181,23,42191
181,31,16337
181,32,8701
181,33,26246
181,42,26648
181,44,52989
181,45,29057
181,48,13090
181,49,6139
181,51,7297
181,52,21910
181,53,5922
181,54,26015
181,55,5449
181,56,40185
181,61,26489
181,62,77075
181,71,10106
181,72,61690
181,81,17253
183,11,1705
183,21,161
183,22,1109
183,23,11240
183,31,2720
183,32,2886
183,33,8969
183,42,10074
183,44,20459
183,45,9322
183,48,8159
183,49,6892
183,51,1630
183,52,6104
183,53,1179
183,54,9512
183,55,943
183,56,7217
183,61,11519
183,62,31698
183,71,3998
183,72,24783
183,81,8574
184,11,9331
184,21,2192
184,22,5592
184,23,48096
184,31,20351
184,32,18559
184,33,68587
184,42,47146
184,44,98719
184,45,47230
184,48,23898
184,49,16904
184,51,12180
184,52,38802
184,53,10894
184,54,36625
184,55,11977
184,56,51903
184,61,75153
184,62,153833
184,71,13347
184,72,112011
184,81,39762
185,11,1569
185,21,49
185,22,0
185,23,18312
185,31,3502
185,32,6210
185,33,28684
185,42,9230
185,44,26097
185,45,12801
185,48,8938
185,49,2992
185,51,1968
185,52,6532
185,53,3148
185,54,7917
185,55,2520
185,56,13443
185,61,11568
185,62,41684
185,71,7136
185,72,29886
185,81,10801
186,11,2095
186,21,415
186,22,4664
186,23,51335
186,31,10038
186,32,33552
186,33,48568
186,42,45979
186,44,68463
186,45,50396
186,48,31444
186,49,30133
186,51,14379
186,52,42259
186,53,16400
186,54,56299
186,55,13813
186,56,86038
186,61,18502
186,62,131851
186,71,13592
186,72,98540
186,81,32615
187,11,8170
187,21,297
187,22,4697
187,23,60156
187,31,22443
187,32,61349
187,33,206519
187,42,49352
187,44,105641
187,45,57538
187,48,29157
187,49,13442
187,51,10469
187,52,36966
187,53,12592
187,54,34776
187,55,14768
187,56,59503
187,61,66054
187,62,159141
187,71,12201
187,72,123849
187,81,41086
188,11,17286
188,21,425
188,22,3693
188,23,74920
188,31,38228
188,32,25537
188,33,71651
188,42,64952
188,44,125696
188,45,47227
188,48,34461
188,49,19893
188,51,16705
188,52,90298
188,53,11526
188,54,50156
188,55,16972
188,56,63408
188,61,53850
188,62,129006
188,71,17245
188,72,115791
188,81,42255
189,11,399
189,21,341
189,22,1350
189,23,20838
189,31,5743
189,32,10200
189,33,14287
189,42,25842
189,44,34324
189,45,16280
189,48,11518
189,49,13796
189,51,6823
189,52,29341
189,53,6185
189,54,41569
189,55,16421
189,56,35842
189,61,14412
189,62,49908
189,71,5941
189,72,34978
189,81,11698
190,11,9844
190,21,3272
190,22,1968
190,23,35139
190,31,12130
190,32,12252
190,33,58749
190,42,27206
190,44,62215
190,45,26952
190,48,12766
190,49,9198
190,51,8191
190,52,25491
190,53,7146
190,54,27830
190,55,7612
190,56,34804
190,61,47718
190,62,93835
190,71,8259
190,72,71828
190,81,20839
191,11,500
191,21,101
191,22,1466
191,23,25197
191,31,7629
191,32,14837
191,33,45722
191,42,25779
191,44,40868
191,45,19890
191,48,11555
191,49,34476
191,51,9282
191,52,35367
191,53,5700
191,54,28554
191,55,8219
191,56,42225
191,61,6737
191,62,75638
191,71,8363
191,72,54318
191,81,16644
192,11,5613
192,21,4432
192,22,3748
192,23,45891
192,31,10437
192,32,25455
192,33,52949
192,42,42047
192,44,92995
192,45,49084
192,48,22616
192,49,22064
192,51,7257
192,52,33455
192,53,8733
192,54,38759
192,55,10517
192,56,53034
192,61,8744
192,62,115813
192,71,9543
192,72,110705
192,81,27591
193,11,759
193,21,611
193,22,1409
193,23,50268
193,31,1380
193,32,13536
193,33,7451
193,42,12374
193,44,30004
193,45,13577
193,48,7368
193,49,3322
193,51,4911
193,52,11177
193,53,4900
193,54,18629
193,55,5248
193,56,19542
193,61,25103
193,62,46348
193,71,4782
193,72,33723
193,81,10347
194,11,282
194,21,158
194,22,674
194,23,14760
194,31,119
194,32,7834
194,33,1390
194,42,2700
194,44,8537
194,45,3992
194,48,2162
194,49,814
194,51,962
194,52,2102
194,53,1347
194,54,4254
194,55,803
194,56,4953
194,61,504
194,62,14677
194,71,1508
194,72,14658
194,81,1870
195,11,204
195,21,3194
195,22,1501
195,23,29449
195,31,3749
195,32,10806
195,33,6766
195,42,20562
195,44,43271
195,45,20126
195,48,17663
195,49,6727
195,51,6774
195,52,17331
195,53,8416
195,54,31401
195,55,8127
195,56,33797
195,61,25116
195,62,71369
195,71,11876
195,72,75261
195,81,14814
196,11,5953
196,21,23188
196,22,4023
196,23,37465
196,31,6651
196,32,15218
196,33,25101
196,42,28555
196,44,73503
196,45,36277
196,48,20470
196,49,8056
196,51,6914
196,52,21701
196,53,12600
196,54,27972
196,55,7333
196,56,32191
196,61,12403
196,62,132622
196,71,8716
196,72,75535
196,81,17928
197,11,6120
197,21,85
197,22,2296
197,23,27498
197,31,9044
197,32,11266
197,33,18118
197,42,17626
197,44,55471
197,45,24789
197,48,9332
197,49,9090
197,51,6678
197,52,20484
197,53,6832
197,54,24345
197,55,10137
197,56,27653
197,61,38358
197,62,84270
197,71,9753
197,72,57257
197,81,17521
198,11,1635
198,21,121
198,22,5233
198,23,75298
198,31,12096
198,32,14476
198,33,18942
198,42,47114
198,44,96320
198,45,40011
198,48,26858
198,49,25223
198,51,16968
198,52,50922
198,53,21638
198,54,113073
198,55,13048
198,56,88667
198,61,112695
198,62,191251
198,71,25904
198,72,111398
198,81,43205
199,11,783
199,21,0
199,22,1571
199,23,69784
199,31,3654
199,32,11178
199,33,10894
199,42,21906
199,44,83188
199,45,31139
199,48,10533
199,49,13212
199,51,16032
199,52,28858
199,53,16565
199,54,112000
199,55,9645
199,56,57853
199,61,55253
199,62,117114
199,71,15384
199,72,90357
199,81,38507
200,11,1955
200,21,373
200,22,944
200,23,11594
200,31,4171
200,32,3578
200,33,4675
200,42,7275
200,44,24660
200,45,11447
200,48,5294
200,49,5850
200,51,1394
200,52,8838
200,53,3056
200,54,6887
200,55,2004
200,56,10306
200,61,16725
200,62,29422
200,71,4944
200,72,30055
200,81,7975
201,11,4914
201,21,584
201,22,9630
201,23,130035
201,31,34372
201,32,45465
201,33,131734
201,42,102620
201,44,214819
201,45,81500
201,48,49804
201,49,34905
201,51,86236
201,52,150688
201,53,37774
201,54,290173
201,55,62198
201,56,157111
201,61,225556
201,62,539806
201,71,51940
201,72,257850
201,81,100926
202,11,1625
202,21,73
202,22,2192
202,23,22989
202,31,3414
202,32,10456
202,33,16026
202,42,11819
202,44,42995
202,45,15272
202,48,8512
202,49,5924
202,51,5659
202,52,13051
202,53,4465
202,54,15612
202,55,4560
202,56,18078
202,61,38744
202,62,91535
202,71,10506
202,72,50253
202,81,16178
203,11,2994
203,21,854
203,22,5731
203,23,79814
