zone09,MESOZONE,BusID
1912,130,55059000123
1912,130,55059000124
1912,130,55059000125
1942,132,5512700013
1917,130,55059000126
1916,130,55059000127
1916,130,55059000128
1916,130,55059000129
1918,130,55059000130
1917,130,55059000131
1944,132,5512700014
1942,132,5512700015
1943,132,5512700016
1915,130,55059000132
1943,132,5512700017
1940,132,5512700018
1938,131,5510100010
1938,131,5510100011
1938,131,5510100012
1937,131,5510100013
1928,131,5510100014
1928,131,5510100015
1937,131,5510100016
1937,131,5510100017
1937,131,5510100018
1928,131,5510100019
1936,131,55101000110
1937,131,55101000111
1937,131,55101000112
1936,131,55101000113
1928,131,55101000114
1928,131,55101000115
1936,131,55101000116
1928,131,55101000117
1934,131,55101000118
1928,131,55101000119
1928,131,55101000120
1928,131,55101000121
1928,131,55101000122
1933,131,55101000123
1933,131,55101000124
1933,131,55101000125
1931,131,55101000126
1930,131,55101000127
1941,132,5512700019
