zone09,MESOZONE,BusID
636,18,170310001121
1263,76,1708900018
1263,76,1708900019
636,18,170310001122
654,19,170310001123
654,19,170310001124
1316,83,17043000120
633,18,170310001125
634,18,170310001126
1748,121,1703700011
1310,83,17043000121
1310,83,17043000122
652,19,170310001127
636,18,170310001128
652,19,170310001129
1314,83,17043000123
634,18,170310001130
1314,83,17043000124
654,19,170310001131
654,19,170310001132
652,19,170310001133
653,19,170310001134
652,19,170310001135
652,19,170310001136
1310,83,17043000125
1313,83,17043000126
653,19,170310001137
652,19,170310001138
652,19,170310001139
1314,83,17043000127
652,19,170310001140
653,19,170310001141
654,19,170310001142
654,19,170310001143
1258,76,17089000110
1310,83,17043000128
1313,83,17043000129
1313,83,17043000130
1314,83,17043000131
1314,83,17043000132
1310,83,17043000133
233,20,170310001144
1255,76,17089000111
206,19,170310001145
1300,83,17043000134
234,20,170310001146
1300,83,17043000135
1246,76,17089000112
1300,83,17043000136
1246,76,17089000113
621,18,170310001147
622,18,170310001148
1300,83,17043000137
1247,76,17089000114
1247,76,17089000115
622,18,170310001149
1257,76,17089000116
621,18,170310001150
1300,83,17043000138
1383,84,17043000139
1470,85,17043000140
1257,76,17089000117
1300,83,17043000141
1299,83,17043000142
1381,84,17043000143
1299,83,17043000144
1257,76,17089000118
622,18,170310001151
1245,76,17089000119
226,20,170310001152
622,18,170310001153
226,20,170310001154
1245,76,17089000120
1297,83,17043000145
1245,76,17089000121
1306,83,17043000146
201,19,170310001155
200,19,170310001156
1379,84,17043000147
623,18,170310001157
622,18,170310001158
201,19,170310001159
201,19,170310001160
201,19,170310001161
201,19,170310001162
204,19,170310001163
1253,76,17089000122
201,19,170310001164
201,19,170310001165
1298,83,17043000148
1253,76,17089000123
1253,76,17089000124
1298,83,17043000149
204,19,170310001166
624,18,170310001167
623,18,170310001168
1253,76,17089000125
1253,76,17089000126
1306,83,17043000150
201,19,170310001169
201,19,170310001170
1298,83,17043000151
1298,83,17043000152
623,18,170310001171
201,19,170310001172
205,19,170310001173
1253,76,17089000127
205,19,170310001174
204,19,170310001175
1253,76,17089000128
1253,76,17089000129
615,18,170310001176
204,19,170310001177
1302,83,17043000153
205,19,170310001178
204,19,170310001179
205,19,170310001180
1253,76,17089000130
1298,83,17043000154
197,19,170310001181
1298,83,17043000155
1302,83,17043000156
1301,83,17043000157
197,19,170310001182
222,20,170310001183
197,19,170310001184
221,20,170310001185
221,20,170310001186
1465,85,17043000158
222,20,170310001187
197,19,170310001188
221,20,170310001189
221,20,170310001190
222,20,170310001191
197,19,170310001192
221,20,170310001193
198,19,170310001194
1294,80,17043000159
197,19,170310001195
197,19,170310001196
1294,80,17043000160
222,20,170310001197
222,20,170310001198
222,20,170310001199
221,20,170310001200
221,20,170310001201
222,20,170310001202
224,20,170310001203
223,20,170310001204
192,16,170310001205
194,17,170310001206
194,17,170310001207
194,17,170310001208
194,17,170310001209
192,16,170310001210
194,17,170310001211
612,16,170310001212
192,16,170310001213
1241,73,17089000131
191,16,170310001214
611,16,170310001215
611,16,170310001216
193,17,170310001217
193,17,170310001218
85,17,170310001219
85,17,170310001220
85,17,170310001221
608,16,170310001222
85,17,170310001223
85,17,170310001224
85,17,170310001225
85,17,170310001226
86,17,170310001227
187,16,170310001228
85,17,170310001229
87,17,170310001230
187,16,170310001231
86,17,170310001232
86,17,170310001233
85,17,170310001234
187,16,170310001235
586,15,170310001236
1239,73,17089000132
1239,73,17089000133
1239,73,17089000134
586,15,170310001237
73,17,170310001238
585,15,170310001239
1239,73,17089000135
76,17,170310001240
72,17,170310001241
588,15,170310001242
588,15,170310001243
73,17,170310001244
586,15,170310001245
186,16,170310001246
606,16,170310001247
606,16,170310001248
76,17,170310001249
586,15,170310001250
74,17,170310001251
184,16,170310001252
1239,73,17089000136
186,16,170310001253
1239,73,17089000137
606,16,170310001254
1239,73,17089000138
84,17,170310001255
1239,73,17089000139
186,16,170310001256
66,17,170310001257
1239,73,17089000140
606,16,170310001258
1239,73,17089000141
1239,73,17089000142
578,15,170310001259
184,16,170310001260
579,15,170310001261
84,17,170310001262
68,17,170310001263
1239,73,17089000143
1239,73,17089000144
181,16,170310001264
180,16,170310001265
180,16,170310001266
1239,73,17089000145
180,16,170310001267
183,16,170310001268
181,16,170310001269
181,16,170310001270
579,15,170310001271
579,15,170310001272
181,16,170310001273
577,15,170310001274
582,15,170310001275
181,16,170310001276
37,17,170310001277
1441,82,17043000161
1288,80,17043000162
578,15,170310001278
578,15,170310001279
578,15,170310001280
578,15,170310001281
579,15,170310001282
63,17,170310001283
63,17,170310001284
1288,80,17043000163
1288,80,17043000164
178,16,170310001285
176,16,170310001286
1288,80,17043000165
1288,80,17043000166
1288,80,17043000167
174,16,170310001287
175,16,170310001288
176,16,170310001289
178,16,170310001290
1236,73,17089000146
1288,80,17043000168
82,17,170310001291
574,15,170310001292
178,16,170310001293
574,15,170310001294
82,17,170310001295
574,15,170310001296
176,16,170310001297
8,17,170310001298
176,16,170310001299
178,16,170310001300
572,15,170310001301
176,16,170310001302
176,16,170310001303
178,16,170310001304
566,15,170310001305
1349,81,17043000169
566,15,170310001306
565,15,170310001307
566,15,170310001308
567,15,170310001309
567,15,170310001310
1742,121,1703700012
171,16,170310001311
1349,81,17043000170
178,16,170310001312
1742,121,1703700013
1,17,170310001313
1817,124,1714100010
171,16,170310001314
1288,80,17043000171
1349,81,17043000172
1285,77,17043000173
1285,77,17043000174
1352,81,17043000175
1285,77,17043000176
55,17,170310001315
1349,81,17043000177
1349,81,17043000178
171,16,170310001316
1285,77,17043000179
1817,124,1714100011
565,15,170310001317
1742,121,1703700014
565,15,170310001318
1342,78,17043000180
54,17,170310001319
1285,77,17043000181
172,16,170310001320
567,15,170310001321
1285,77,17043000182
1345,78,17043000183
54,17,170310001322
1342,78,17043000184
1285,77,17043000185
1285,77,17043000186
55,17,170310001323
1286,77,17043000187
49,17,170310001324
567,15,170310001325
1422,79,17043000188
1345,78,17043000189
171,16,170310001326
1230,70,17089000147
1420,79,17043000190
1421,79,17043000191
49,17,170310001327
1342,78,17043000192
1420,79,17043000193
1817,124,1714100012
1742,121,1703700015
1230,70,17089000148
1347,78,17043000194
1742,121,1703700016
150,13,170310001328
1345,78,17043000195
1230,70,17089000149
1421,79,17043000196
1345,78,17043000197
1286,77,17043000198
1230,70,17089000150
562,12,170310001329
562,12,170310001330
559,12,170310001331
561,12,170310001332
559,12,170310001333
1342,78,17043000199
561,12,170310001334
1421,79,170430001100
1285,77,170430001101
153,13,170310001335
559,12,170310001336
151,13,170310001337
561,12,170310001338
1342,78,170430001102
1226,70,17089000151
1342,78,170430001103
1230,70,17089000152
561,12,170310001339
562,12,170310001340
151,13,170310001341
152,13,170310001342
1226,70,17089000153
153,13,170310001343
1742,121,1703700017
1425,79,170430001104
1227,70,17089000154
79,14,170310001344
79,14,170310001345
562,12,170310001346
154,13,170310001347
1420,79,170430001105
1343,78,170430001106
79,14,170310001348
1816,124,1714100013
1342,78,170430001107
1347,78,170430001108
562,12,170310001349
151,13,170310001350
153,13,170310001351
559,12,170310001352
562,12,170310001353
562,12,170310001354
1816,124,1714100014
1816,124,1714100015
79,14,170310001355
1343,78,170430001109
1230,70,17089000155
1414,79,170430001110
559,12,170310001356
1343,78,170430001111
79,14,170310001357
1347,78,170430001112
562,12,170310001358
1347,78,170430001113
562,12,170310001359
153,13,170310001360
559,12,170310001361
1414,79,170430001114
1347,78,170430001115
1342,78,170430001116
562,12,170310001362
1342,78,170430001117
1347,78,170430001118
1347,78,170430001119
1343,78,170430001120
1816,124,1714100016
1417,79,170430001121
1347,78,170430001122
1415,79,170430001123
1343,78,170430001124
556,12,170310001363
78,14,170310001364
1342,78,170430001125
1344,78,170430001126
1418,79,170430001127
1342,78,170430001128
1742,121,1703700018
1418,79,170430001129
1414,79,170430001130
1342,78,170430001131
1344,78,170430001132
1343,78,170430001133
1343,78,170430001134
1344,78,170430001135
1347,78,170430001136
1343,78,170430001137
1344,78,170430001138
1343,78,170430001139
1344,78,170430001140
556,12,170310001365
1419,79,170430001141
1343,78,170430001142
1816,124,1714100017
556,12,170310001366
1342,78,170430001143
1342,78,170430001144
166,14,170310001367
1342,78,170430001145
553,12,170310001368
1344,78,170430001146
553,12,170310001369
1347,78,170430001147
1342,78,170430001148
1347,78,170430001149
1347,78,170430001150
1342,78,170430001151
1343,78,170430001152
1343,78,170430001153
166,14,170310001370
1347,78,170430001154
147,13,170310001371
1347,78,170430001155
1340,78,170430001156
1336,78,170430001157
1742,121,1703700019
553,12,170310001372
554,12,170310001373
147,13,170310001374
1336,78,170430001158
1418,79,170430001159
1340,78,170430001160
1336,78,170430001161
550,12,170310001375
556,12,170310001376
551,12,170310001377
551,12,170310001378
551,12,170310001379
147,13,170310001380
551,12,170310001381
149,13,170310001382
1739,121,17037000110
104,12,170310001383
551,12,170310001384
550,12,170310001385
1333,78,170430001162
1333,78,170430001163
1333,78,170430001164
1333,78,170430001165
1341,78,170430001166
1341,78,170430001167
1333,78,170430001168
1816,124,1714100018
550,12,170310001386
550,12,170310001387
550,12,170310001388
550,12,170310001389
1341,78,170430001169
104,12,170310001390
1341,78,170430001170
142,13,170310001391
104,12,170310001392
1333,78,170430001171
1284,77,170430001172
551,12,170310001393
104,12,170310001394
1339,78,170430001173
1339,78,170430001174
551,12,170310001395
104,12,170310001396
1284,77,170430001175
1339,78,170430001176
550,12,170310001397
96,12,170310001398
1407,79,170430001177
1339,78,170430001178
1743,121,17037000111
140,13,170310001399
97,12,170310001400
132,13,170310001401
132,13,170310001402
1743,121,17037000112
96,12,170310001403
97,12,170310001404
97,12,170310001405
1407,79,170430001179
96,12,170310001406
1816,124,1714100019
135,13,170310001407
97,12,170310001408
548,12,170310001409
548,12,170310001410
548,12,170310001411
1397,79,170430001180
1399,79,170430001181
1397,79,170430001182
1743,121,17037000113
1397,79,170430001183
1399,79,170430001184
1399,79,170430001185
1399,79,170430001186
1743,121,17037000114
1399,79,170430001187
158,14,170310001412
1399,79,170430001188
1399,79,170430001189
1395,79,170430001190
1399,79,170430001191
1398,79,170430001192
1399,79,170430001193
1399,79,170430001194
1399,79,170430001195
1399,79,170430001196
129,13,170310001413
1399,79,170430001197
1328,78,170430001198
1397,79,170430001199
1332,78,170430001200
1279,77,170430001201
1328,78,170430001202
1395,79,170430001203
1395,79,170430001204
1397,79,170430001205
1328,78,170430001206
1399,79,170430001207
1390,79,170430001208
1399,79,170430001209
1397,79,170430001210
1279,77,170430001211
1328,78,170430001212
1328,78,170430001213
1328,78,170430001214
1390,79,170430001215
1392,79,170430001216
1393,79,170430001217
1392,79,170430001218
1394,79,170430001219
1390,79,170430001220
1328,78,170430001221
1390,79,170430001222
1390,79,170430001223
1332,78,170430001224
1332,78,170430001225
1394,79,170430001226
1394,79,170430001227
1332,78,170430001228
1328,78,170430001229
1328,78,170430001230
1328,78,170430001231
1328,78,170430001232
1393,79,170430001233
1394,79,170430001234
1328,78,170430001235
1331,78,170430001236
1327,78,170430001237
1332,78,170430001238
1394,79,170430001239
1332,78,170430001240
1279,77,170430001241
1390,79,170430001242
1332,78,170430001243
1394,79,170430001244
1279,77,170430001245
1394,79,170430001246
1394,79,170430001247
1393,79,170430001248
1328,78,170430001249
1393,79,170430001250
1392,79,170430001251
1392,79,170430001252
1328,78,170430001253
1332,78,170430001254
1394,79,170430001255
1332,78,170430001256
1393,79,170430001257
1393,79,170430001258
1393,79,170430001259
1393,79,170430001260
1394,79,170430001261
1393,79,170430001262
1394,79,170430001263
1332,78,170430001264
1394,79,170430001265
1393,79,170430001266
1393,79,170430001267
1393,79,170430001268
1394,79,170430001269
1332,78,170430001270
1393,79,170430001271
1392,79,170430001272
1332,78,170430001273
123,13,170310001414
1393,79,170430001274
1393,79,170430001275
1394,79,170430001276
1393,79,170430001277
1394,79,170430001278
1393,79,170430001279
1393,79,170430001280
1332,78,170430001281
1393,79,170430001282
1393,79,170430001283
1393,79,170430001284
1392,79,170430001285
1332,78,170430001286
1394,79,170430001287
1332,78,170430001288
1393,79,170430001289
330,6,170310001415
330,6,170310001416
1332,78,170430001290
1392,79,170430001291
1332,78,170430001292
1332,78,170430001293
1332,78,170430001294
1392,79,170430001295
1393,79,170430001296
1393,79,170430001297
1394,79,170430001298
1394,79,170430001299
383,7,170310001417
442,8,170310001418
442,8,170310001419
442,8,170310001420
383,7,170310001421
383,7,170310001422
1737,121,17037000115
443,8,170310001423
443,8,170310001424
325,6,170310001425
325,6,170310001426
442,8,170310001427
443,8,170310001428
443,8,170310001429
442,8,170310001430
443,8,170310001431
329,6,170310001432
443,8,170310001433
443,8,170310001434
443,8,170310001435
443,8,170310001436
443,8,170310001437
442,8,170310001438
329,6,170310001439
443,8,170310001440
443,8,170310001441
443,8,170310001442
443,8,170310001443
442,8,170310001444
443,8,170310001445
443,8,170310001446
442,8,170310001447
443,8,170310001448
443,8,170310001449
443,8,170310001450
443,8,170310001451
89,8,170310001452
91,12,170310001453
90,9,170310001454
112,10,170310001455
89,8,170310001456
90,9,170310001457
1212,67,17089000156
89,8,170310001458
91,9,170310001459
443,8,170310001460
443,8,170310001461
90,9,170310001462
90,9,170310001463
91,9,170310001464
439,8,170310001465
438,8,170310001466
438,8,170310001467
439,8,170310001468
438,8,170310001469
495,9,170310001470
440,8,170310001471
542,10,170310001472
542,10,170310001473
539,10,170310001474
538,10,170310001475
540,10,170310001476
538,10,170310001477
540,10,170310001478
495,9,170310001479
539,10,170310001480
440,8,170310001481
539,10,170310001482
539,10,170310001483
539,10,170310001484
440,8,170310001485
1209,67,17089000157
495,9,170310001486
439,8,170310001487
539,10,170310001488
438,8,170310001489
542,10,170310001490
542,10,170310001491
440,8,170310001492
439,8,170310001493
539,10,170310001494
440,8,170310001495
538,10,170310001496
538,10,170310001497
539,10,170310001498
489,9,170310001499
434,8,170310001500
533,10,170310001501
489,9,170310001502
536,10,170310001503
533,10,170310001504
536,10,170310001505
489,9,170310001506
1202,67,17089000158
434,8,170310001507
434,8,170310001508
533,10,170310001509
533,10,170310001510
533,10,170310001511
491,9,170310001512
434,8,170310001513
533,10,170310001514
434,8,170310001515
434,8,170310001516
434,8,170310001517
429,8,170310001518
483,9,170310001519
483,9,170310001520
483,9,170310001521
362,7,170310001522
362,7,170310001523
361,7,170310001524
361,7,170310001525
1196,67,17089000159
1196,67,17089000160
520,10,170310001526
478,9,170310001527
357,7,170310001528
359,7,170310001529
1192,67,17089000161
1192,67,17089000162
1192,67,17089000163
1190,64,17089000164
1190,64,17089000165
1191,64,17089000166
1191,64,17089000167
1191,64,17089000168
1190,64,17089000169
1190,64,17089000170
318,1,170310001530
1189,64,17089000171
1189,64,17089000172
1189,64,17089000173
1190,64,17089000174
1190,64,17089000175
1190,64,17089000176
1190,64,17089000177
1189,64,17089000178
1189,64,17089000179
419,3,170310001531
419,3,170310001532
419,3,170310001533
419,3,170310001534
419,3,170310001535
1189,64,17089000180
469,4,170310001536
469,4,170310001537
1189,64,17089000181
1189,64,17089000182
1189,64,17089000183
1189,64,17089000184
1183,64,17089000185
407,3,170310001538
464,4,170310001539
344,2,170310001540
345,2,170310001541
1183,64,17089000186
1183,64,17089000187
1157,63,17089000188
344,2,170310001542
407,3,170310001543
465,4,170310001544
344,2,170310001545
1183,64,17089000189
1187,64,17089000190
407,3,170310001546
1183,64,17089000191
401,3,170310001547
401,3,170310001548
1185,64,17089000192
401,3,170310001549
401,3,170310001550
401,3,170310001551
401,3,170310001552
401,3,170310001553
401,3,170310001554
459,4,170310001555
401,3,170310001556
401,3,170310001557
401,3,170310001558
401,3,170310001559
401,3,170310001560
401,3,170310001561
395,3,170310001562
395,3,170310001563
395,3,170310001564
395,3,170310001565
1154,63,17089000193
391,3,170310001566
445,4,170310001567
445,4,170310001568
333,2,170310001569
388,3,170310001570
445,4,170310001571
388,3,170310001572
388,3,170310001573
1054,60,1709700010
1054,60,1709700011
1054,60,1709700012
1054,60,1709700013
1054,60,1709700014
1128,61,1709700015
1054,60,1709700016
1128,61,1709700017
1811,123,1720100010
1054,60,1709700018
1125,61,1709700019
1054,60,17097000110
1054,60,17097000111
1054,60,17097000112
1051,60,17097000113
1051,60,17097000114
1051,60,17097000115
1051,60,17097000116
1014,59,17097000117
1112,61,17097000118
1051,60,17097000119
1014,59,17097000120
1051,60,17097000121
948,45,1711100010
948,45,1711100011
949,45,1711100012
1048,60,17097000122
1048,60,17097000123
1048,60,17097000124
1048,60,17097000125
1048,60,17097000126
948,45,1711100013
1048,60,17097000127
948,45,1711100014
1806,123,1720100011
1801,123,1720100012
1728,120,1700700110
1728,120,1700700111
1806,123,1720100013
1728,120,1700700112
1801,123,1720100014
1806,123,1720100015
1806,123,1720100016
1806,123,1720100017
1728,120,1700700113
1728,120,1700700114
1728,120,1700700115
1728,120,1700700116
1728,120,1700700117
1044,56,17097000128
1801,123,1720100018
1045,56,17097000129
942,41,1711100015
1099,57,17097000130
1044,56,17097000131
1798,123,1720100019
1792,123,17201000110
1776,123,17201000111
1041,56,17097000132
1041,56,17097000133
974,54,17097000134
1043,56,17097000135
899,40,1711100016
1791,123,17201000112
1791,123,17201000113
1091,57,17097000136
1038,56,17097000137
1041,56,17097000138
896,40,1711100017
1088,57,17097000139
1003,55,17097000140
1003,55,17097000141
1035,56,17097000142
1035,56,17097000143
1003,55,17097000144
1003,55,17097000145
1787,123,17201000114
1003,55,17097000146
933,41,1711100018
933,41,1711100019
933,41,17111000110
1086,57,17097000147
1037,56,17097000148
1085,57,17097000149
1003,55,17097000150
971,54,17097000151
1037,56,17097000152
1785,123,17201000115
1034,52,17097000153
1784,123,17201000116
1784,123,17201000117
1785,123,17201000118
878,35,17111000111
878,35,17111000112
1031,52,17097000154
1030,52,17097000155
1030,52,17097000156
1030,52,17097000157
1025,52,17097000158
921,37,17111000113
1025,52,17097000159
1025,52,17097000160
1025,52,17097000161
1025,52,17097000162
1025,52,17097000163
860,34,17111000114
858,34,17111000115
857,30,17111000116
857,30,17111000117
858,30,17111000118
917,33,17111000119
1060,49,17097000164
1778,123,17201000119
983,47,17097000165
913,33,17111000120
1020,48,17097000166
913,33,17111000121
1778,123,17201000120
1778,123,17201000121
1944,132,5512700010
1910,130,5505900010
1921,130,5505900011
1944,132,5512700011
1921,130,5505900012
1921,130,5505900013
1921,130,5505900014
1921,130,5505900015
1921,130,5505900016
1912,130,5505900017
1921,130,5505900018
1921,130,5505900019
1921,130,55059000110
1921,130,55059000111
1921,130,55059000112
1921,130,55059000113
1921,130,55059000114
1921,130,55059000115
1921,130,55059000116
1921,130,55059000117
1912,130,55059000118
1912,130,55059000119
1921,130,55059000120
1944,132,5512700012
1919,130,55059000121
1916,130,55059000122
