Origin,Destination,Time
28,58,1.344
28,59,1.291
28,60,1.165
28,61,1.118
28,62,1.53
28,63,1.498
28,64,1.358
28,65,1.572
28,66,1.515
28,67,1.288
28,68,1.452
28,69,1.298
28,70,1.233
28,71,1.366
28,72,1.33
28,73,1.137
28,74,1.35
28,75,1.157
28,76,1.007
28,77,1.096
28,78,0.952
28,79,0.833
28,80,1.003
28,81,0.854
28,82,0.722
28,83,0.898
28,84,0.755
28,85,0.631
28,86,0.681
28,87,0.83
28,88,0.707
28,89,0.69
28,90,0.548
28,91,0.428
28,92,0.633
28,93,0.45
28,94,0.299
28,95,0.198
28,96,0.695
28,97,0.582
28,98,0.63
28,99,0.309
28,100,0.187
28,101,0.363
28,102,0.818
28,103,0.66
28,104,0.527
28,105,0.393
28,106,0.457
28,107,0.396
28,108,0.983
28,109,0.899
28,110,1.143
28,111,1.052
28,112,0.964
28,113,1.087
28,114,1.022
28,115,0.816
28,116,1.077
28,117,0.928
28,118,0.775
28,119,1.063
28,120,2.12
28,121,1.712
28,122,0.726
28,123,2.508
28,124,2.139
28,125,1.959
28,126,1.466
28,127,0.545
28,128,0.811
28,129,1.328
28,130,1.803
28,131,2.047
28,132,2.343
29,1,1.389
29,2,1.318
29,3,1.216
29,4,1.142
29,5,1.126
29,6,1.318
29,7,1.224
29,8,1.11
29,9,1.079
29,10,1.014
29,11,0.975
29,12,0.96
29,13,0.835
29,14,0.835
29,15,0.813
29,16,0.717
29,17,0.661
29,18,0.676
29,19,0.565
29,20,0.54
29,21,0.68
29,22,0.585
29,23,0.432
29,24,0.418
29,25,0.45
29,26,0.332
29,27,0.23
29,28,0.19
29,29,0.076
29,30,2.294
29,31,2.196
29,32,2.119
29,33,1.953
29,34,2.24
29,35,2.044
29,36,1.972
29,37,1.872
29,38,1.994
29,39,1.964
29,40,1.82
29,41,1.73
29,42,2
29,43,1.827
29,44,1.745
29,45,1.595
29,46,2.008
29,47,1.854
29,48,1.718
29,49,1.732
29,50,1.757
29,51,1.68
29,52,1.597
29,53,1.625
29,54,1.607
29,55,1.546
29,56,1.44
29,57,1.402
29,58,1.497
29,59,1.444
29,60,1.321
29,61,1.276
29,62,1.683
29,63,1.651
29,64,1.511
29,65,1.725
29,66,1.668
29,67,1.442
29,68,1.606
29,69,1.451
29,70,1.386
29,71,1.512
29,72,1.476
29,73,1.29
29,74,1.496
29,75,1.304
29,76,1.153
29,77,1.249
29,78,1.105
29,79,0.986
29,80,1.156
29,81,1.007
29,82,0.875
29,83,1.059
29,84,0.916
29,85,0.792
29,86,0.84
29,87,0.976
29,88,0.863
29,89,0.836
29,90,0.701
29,91,0.606
29,92,0.779
29,93,0.596
29,94,0.445
29,95,0.344
29,96,0.842
29,97,0.728
29,98,0.776
29,99,0.455
29,100,0.318
29,101,0.196
29,102,0.964
29,103,0.807
29,104,0.673
29,105,0.539
29,106,0.483
29,107,0.328
29,108,1.129
29,109,1.046
29,110,1.289
29,111,1.198
29,112,1.11
29,113,1.233
29,114,1.169
29,115,0.963
29,116,1.224
29,117,1.074
29,118,0.921
29,119,1.21
29,120,2.273
29,121,1.862
29,122,0.872
29,123,2.661
29,124,2.289
29,125,2.106
29,126,1.612
29,127,0.379
29,128,0.645
29,129,1.162
29,130,1.958
29,131,2.203
29,132,2.496
30,1,0.918
30,2,1.041
30,3,1.149
30,4,1.29
30,5,1.392
30,6,1.072
30,7,1.119
30,8,1.254
30,9,1.292
30,10,1.43
30,11,1.519
30,12,1.412
30,13,1.523
30,14,1.614
30,15,1.579
30,16,1.652
30,17,1.728
30,18,1.655
30,19,1.798
30,20,1.847
30,21,1.786
30,22,1.791
30,23,1.898
30,24,2.034
30,25,1.924
30,26,1.988
30,27,2.119
30,28,2.124
30,29,2.277
30,30,0.064
30,31,0.286
30,32,0.429
30,33,0.649
30,34,0.284
30,35,0.322
30,36,0.608
30,37,0.722
30,38,0.429
30,39,0.543
30,40,0.505
30,41,0.737
30,42,0.591
30,43,0.553
30,44,0.637
30,45,0.749
30,46,0.723
30,47,0.844
30,48,0.985
30,49,1.103
30,50,0.821
30,51,0.96
30,52,1.075
30,53,1.232
30,54,0.944
30,55,0.984
30,56,1.207
30,57,1.268
30,58,0.883
30,59,0.975
30,60,1.109
30,61,1.242
30,62,0.782
30,63,0.781
30,64,0.889
30,65,0.952
30,66,0.895
30,67,0.95
30,68,1.093
30,69,1.062
30,70,1.104
30,71,1.239
30,72,1.166
30,73,1.232
30,74,1.502
30,75,1.289
30,76,1.435
30,77,1.18
30,78,1.247
30,79,1.374
30,80,1.336
30,81,1.394
30,82,1.473
30,83,1.457
30,84,1.613
30,85,1.69
30,86,1.737
30,87,1.592
30,88,1.74
30,89,1.705
30,90,1.878
30,91,1.905
30,92,1.837
30,93,1.931
30,94,2.023
30,95,2.058
30,96,1.988
30,97,2.062
30,98,2.151
30,99,2.252
30,100,2.3
30,101,2.438
30,102,2.111
30,103,2.265
30,104,2.398
30,105,2.43
30,106,2.57
30,107,2.483
30,108,2.276
30,109,2.369
30,110,1.581
30,111,1.436
30,112,1.55
30,113,1.624
30,114,1.56
30,115,1.745
30,116,1.841
30,117,1.692
30,118,1.843
30,119,2.029
30,120,0.609
30,121,1.091
30,122,2.674
30,123,1.2
30,124,1.276
30,125,1.633
30,126,2.026
30,127,2.559
30,128,2.763
30,129,3.133
30,130,1
30,131,1.124
30,132,0.483
31,1,0.82
31,2,0.943
31,3,1.051
31,4,1.192
31,5,1.293
31,6,0.974
31,7,1.021
31,8,1.155
31,9,1.194
31,10,1.332
31,11,1.421
31,12,1.314
31,13,1.425
31,14,1.516
31,15,1.481
31,16,1.554
31,17,1.63
31,18,1.557
31,19,1.7
31,20,1.748
31,21,1.688
31,22,1.692
31,23,1.799
31,24,1.936
31,25,1.826
31,26,1.889
31,27,2.02
31,28,2.025
31,29,2.179
31,30,0.286
31,31,0.064
31,32,0.152
31,33,0.371
31,34,0.254
31,35,0.293
31,36,0.331
31,37,0.445
31,38,0.4
31,39,0.513
31,40,0.407
31,41,0.591
31,42,0.562
31,43,0.524
31,44,0.544
31,45,0.65
31,46,0.446
31,47,0.567
31,48,0.708
31,49,0.825
31,50,0.544
31,51,0.683
31,52,0.798
31,53,0.954
31,54,0.678
31,55,0.885
31,56,0.93
31,57,0.991
31,58,0.785
31,59,0.876
31,60,1.011
31,61,1.134
31,62,0.752
31,63,0.688
31,64,0.791
31,65,0.921
31,66,0.864
31,67,0.887
31,68,1.063
31,69,1.031
31,70,1.041
31,71,1.208
31,72,1.135
31,73,1.169
31,74,1.472
31,75,1.258
31,76,1.345
31,77,1.081
31,78,1.148
31,79,1.276
31,80,1.238
31,81,1.295
31,82,1.375
31,83,1.359
31,84,1.515
31,85,1.591
31,86,1.638
31,87,1.494
31,88,1.641
31,89,1.615
31,90,1.78
31,91,1.807
31,92,1.747
31,93,1.841
31,94,1.934
31,95,1.96
31,96,1.899
31,97,1.973
31,98,2.062
31,99,2.154
31,100,2.202
31,101,2.339
31,102,2.021
31,103,2.175
31,104,2.309
31,105,2.332
31,106,2.472
31,107,2.384
31,108,2.186
31,109,2.28
31,110,1.549
31,111,1.405
31,112,1.461
31,113,1.593
31,114,1.528
31,115,1.656
31,116,1.81
31,117,1.661
31,118,1.784
31,119,1.997
31,120,0.58
31,121,1.061
31,122,2.576
31,123,1.17
31,124,1.247
31,125,1.604
31,126,1.996
31,127,2.461
31,128,2.665
31,129,3.034
31,130,0.744
31,131,0.935
31,132,0.564
32,1,0.744
32,2,0.866
32,3,0.964
32,4,1.105
32,5,1.206
32,6,0.897
32,7,0.944
32,8,1.079
32,9,1.118
32,10,1.252
32,11,1.341
32,12,1.237
32,13,1.348
32,14,1.436
32,15,1.404
32,16,1.477
32,17,1.553
32,18,1.48
32,19,1.623
32,20,1.672
32,21,1.611
32,22,1.616
32,23,1.723
32,24,1.859
32,25,1.749
32,26,1.813
32,27,1.944
32,28,1.949
32,29,2.102
32,30,0.429
32,31,0.152
32,32,0.063
32,33,0.256
32,34,0.397
32,35,0.436
32,36,0.254
32,37,0.329
32,38,0.543
32,39,0.537
32,40,0.33
32,41,0.493
32,42,0.705
32,43,0.667
32,44,0.468
32,45,0.574
32,46,0.33
32,47,0.451
32,48,0.592
32,49,0.71
32,50,0.428
32,51,0.567
32,52,0.682
32,53,0.839
32,54,0.565
32,55,0.809
32,56,0.814
32,57,0.875
32,58,0.708
32,59,0.789
32,60,0.924
32,61,1.018
32,62,0.743
32,63,0.612
32,64,0.714
32,65,0.844
32,66,0.787
32,67,0.81
32,68,0.989
32,69,0.954
32,70,0.964
32,71,1.131
32,72,1.058
32,73,1.093
32,74,1.407
32,75,1.181
32,76,1.269
32,77,1.005
32,78,1.072
32,79,1.199
32,80,1.161
32,81,1.219
32,82,1.298
32,83,1.282
32,84,1.438
32,85,1.515
32,86,1.562
32,87,1.417
32,88,1.565
32,89,1.539
32,90,1.703
32,91,1.73
32,92,1.67
32,93,1.765
32,94,1.857
32,95,1.883
32,96,1.822
32,97,1.896
32,98,1.985
32,99,2.077
32,100,2.125
32,101,2.263
32,102,1.945
32,103,2.098
32,104,2.232
32,105,2.255
32,106,2.395
32,107,2.308
32,108,2.11
32,109,2.203
32,110,1.472
32,111,1.328
32,112,1.384
32,113,1.516
32,114,1.452
32,115,1.579
32,116,1.733
32,117,1.584
32,118,1.707
32,119,1.921
32,120,0.722
32,121,1.204
32,122,2.499
32,123,1.313
32,124,1.39
32,125,1.747
32,126,2.139
32,127,2.384
32,128,2.588
32,129,2.958
32,130,0.628
32,131,0.863
32,132,0.492
33,1,0.689
33,2,0.683
33,3,0.753
33,4,0.894
33,5,0.996
33,6,0.843
33,7,0.815
33,8,0.923
33,9,0.912
33,10,1.042
33,11,1.131
33,12,1.036
33,13,1.148
33,14,1.226
33,15,1.226
33,16,1.277
33,17,1.352
33,18,1.303
33,19,1.424
33,20,1.471
33,21,1.471
33,22,1.438
33,23,1.547
33,24,1.658
33,25,1.572
33,26,1.671
33,27,1.786
33,28,1.807
33,29,1.95
33,30,0.649
33,31,0.371
33,32,0.256
33,33,0.073
33,34,0.617
33,35,0.655
33,36,0.434
33,37,0.196
33,38,0.762
33,39,0.741
33,40,0.538
33,41,0.36
33,42,0.924
33,43,0.884
33,44,0.639
33,45,0.499
33,46,0.239
33,47,0.36
33,48,0.501
33,49,0.619
33,50,0.218
33,51,0.477
33,52,0.591
33,53,0.748
33,54,0.355
33,55,0.706
33,56,0.622
33,57,0.721
33,58,0.587
33,59,0.579
33,60,0.714
33,61,0.847
33,62,0.914
33,63,0.783
33,64,0.66
33,65,1.015
33,66,0.958
33,67,0.808
33,68,1.16
33,69,1.097
33,70,0.962
33,71,1.302
33,72,1.229
33,73,1.072
33,74,1.405
33,75,1.352
33,76,1.214
33,77,0.95
33,78,0.949
33,79,1.035
33,80,1.107
33,81,1.131
33,82,1.158
33,83,1.228
33,84,1.311
33,85,1.375
33,86,1.434
33,87,1.363
33,88,1.437
33,89,1.484
33,90,1.575
33,91,1.602
33,92,1.616
33,93,1.71
33,94,1.75
33,95,1.706
33,96,1.768
33,97,1.842
33,98,1.931
33,99,1.9
33,100,1.983
33,101,2.083
33,102,1.89
33,103,2.044
33,104,2.123
33,105,2.078
33,106,2.253
33,107,2.163
33,108,2.056
33,109,2.149
33,110,1.598
33,111,1.453
33,112,1.33
33,113,1.606
33,114,1.542
33,115,1.525
33,116,1.823
33,117,1.674
33,118,1.653
33,119,2.01
33,120,0.942
33,121,1.424
33,122,2.322
33,123,1.533
33,124,1.609
33,125,1.966
33,126,2.301
33,127,2.183
33,128,2.387
33,129,2.757
33,130,0.538
33,131,0.782
33,132,0.588
34,1,0.864
34,2,0.987
34,3,1.095
34,4,1.236
34,5,1.337
34,6,1.018
34,7,1.065
34,8,1.199
34,9,1.238
34,10,1.376
34,11,1.465
34,12,1.358
34,13,1.469
34,14,1.56
34,15,1.525
34,16,1.598
34,17,1.674
34,18,1.601
34,19,1.744
34,20,1.792
34,21,1.732
34,22,1.736
34,23,1.843
34,24,1.98
34,25,1.87
34,26,1.933
34,27,2.064
34,28,2.069
34,29,2.223
34,30,0.284
34,31,0.254
34,32,0.397
34,33,0.617
34,34,0.067
34,35,0.268
34,36,0.576
34,37,0.69
34,38,0.375
34,39,0.488
34,40,0.451
34,41,0.683
34,42,0.537
34,43,0.499
34,44,0.583
34,45,0.694
34,46,0.691
34,47,0.812
34,48,0.953
34,49,1.071
34,50,0.789
34,51,0.928
34,52,1.043
34,53,1.2
34,54,0.89
34,55,0.929
34,56,1.158
34,57,1.236
34,58,0.829
34,59,0.92
34,60,1.055
34,61,1.188
34,62,0.728
34,63,0.727
34,64,0.835
34,65,0.898
34,66,0.841
34,67,0.895
34,68,1.038
34,69,1.008
34,70,1.049
34,71,1.185
34,72,1.112
34,73,1.178
34,74,1.448
34,75,1.235
34,76,1.381
34,77,1.125
34,78,1.192
34,79,1.32
34,80,1.282
34,81,1.339
34,82,1.419
34,83,1.403
34,84,1.559
34,85,1.635
34,86,1.682
34,87,1.538
34,88,1.685
34,89,1.651
34,90,1.824
34,91,1.851
34,92,1.782
34,93,1.877
34,94,1.969
34,95,2.004
34,96,1.934
34,97,2.008
34,98,2.097
34,99,2.198
34,100,2.246
34,101,2.383
34,102,2.057
34,103,2.21
34,104,2.344
34,105,2.376
34,106,2.516
34,107,2.428
34,108,2.222
34,109,2.315
34,110,1.526
34,111,1.382
34,112,1.496
34,113,1.57
34,114,1.506
34,115,1.691
34,116,1.787
34,117,1.638
34,118,1.789
34,119,1.975
34,120,0.488
34,121,1.036
34,122,2.62
34,123,1.079
34,124,1.156
34,125,1.535
34,126,1.971
34,127,2.505
34,128,2.709
34,129,3.078
34,130,0.99
34,131,1.18
34,132,0.569
35,1,0.669
35,2,0.791
35,3,0.899
35,4,1.04
35,5,1.142
35,6,0.822
35,7,0.869
35,8,1.004
35,9,1.043
35,10,1.18
35,11,1.269
35,12,1.162
35,13,1.273
35,14,1.364
35,15,1.329
35,16,1.402
35,17,1.478
35,18,1.406
35,19,1.548
35,20,1.597
35,21,1.536
35,22,1.541
35,23,1.648
35,24,1.784
35,25,1.674
35,26,1.738
35,27,1.869
35,28,1.874
35,29,2.028
35,30,0.322
35,31,0.293
35,32,0.436
35,33,0.655
35,34,0.268
35,35,0.067
35,36,0.386
35,37,0.583
35,38,0.363
35,39,0.456
35,40,0.256
35,41,0.487
35,42,0.525
35,43,0.487
35,44,0.387
35,45,0.499
35,46,0.73
35,47,0.851
35,48,0.992
35,49,1.109
35,50,0.716
35,51,0.882
35,52,0.965
35,53,1.113
35,54,0.695
35,55,0.734
35,56,0.963
35,57,1.061
35,58,0.633
35,59,0.725
35,60,0.86
35,61,0.992
35,62,0.662
35,63,0.531
35,64,0.639
35,65,0.764
35,66,0.707
35,67,0.73
35,68,0.909
35,69,0.874
35,70,0.884
35,71,1.05
35,72,0.978
35,73,1.012
35,74,1.327
35,75,1.101
35,76,1.194
35,77,0.93
35,78,0.997
35,79,1.124
35,80,1.086
35,81,1.144
35,82,1.223
35,83,1.207
35,84,1.364
35,85,1.44
35,86,1.487
35,87,1.342
35,88,1.49
35,89,1.464
35,90,1.628
35,91,1.655
35,92,1.596
35,93,1.69
35,94,1.782
35,95,1.808
35,96,1.747
35,97,1.821
35,98,1.91
35,99,2.002
35,100,2.05
35,101,2.188
35,102,1.87
35,103,2.024
35,104,2.157
35,105,2.18
35,106,2.32
35,107,2.233
35,108,2.035
35,109,2.128
35,110,1.392
35,111,1.248
35,112,1.309
35,113,1.436
35,114,1.371
35,115,1.504
35,116,1.653
35,117,1.504
35,118,1.632
35,119,1.84
35,120,0.593
35,121,1.024
35,122,2.424
35,123,1.174
35,124,1.251
35,125,1.567
35,126,1.959
35,127,2.309
35,128,2.513
35,129,2.883
35,130,1.028
35,131,1.219
35,132,0.608
36,1,0.596
36,2,0.716
36,3,0.786
36,4,0.927
36,5,1.028
36,6,0.75
36,7,0.796
36,8,0.931
36,9,0.945
36,10,1.075
36,11,1.164
36,12,1.069
36,13,1.181
36,14,1.258
36,15,1.256
36,16,1.31
36,17,1.385
36,18,1.333
36,19,1.456
36,20,1.503
36,21,1.463
36,22,1.468
36,23,1.575
36,24,1.691
36,25,1.602
36,26,1.665
36,27,1.796
36,28,1.801
36,29,1.955
36,30,0.608
36,31,0.331
36,32,0.254
36,33,0.434
36,34,0.576
36,35,0.386
36,36,0.067
36,37,0.276
36,38,0.501
36,39,0.389
36,40,0.183
36,41,0.3
36,42,0.593
36,43,0.532
36,44,0.32
36,45,0.426
36,46,0.553
36,47,0.674
36,48,0.81
36,49,0.902
36,50,0.408
36,51,0.575
36,52,0.658
36,53,0.806
36,54,0.388
36,55,0.646
36,56,0.658
36,57,0.756
36,58,0.561
36,59,0.612
36,60,0.746
36,61,0.879
36,62,0.595
36,63,0.464
36,64,0.566
36,65,0.696
36,66,0.64
36,67,0.663
36,68,0.842
36,69,0.806
36,70,0.817
36,71,0.983
36,72,0.91
36,73,0.945
36,74,1.26
36,75,1.034
36,76,1.121
36,77,0.857
36,78,0.924
36,79,1.051
36,80,1.013
36,81,1.071
36,82,1.151
36,83,1.135
36,84,1.291
36,85,1.367
36,86,1.414
36,87,1.27
36,88,1.417
36,89,1.391
36,90,1.555
36,91,1.582
36,92,1.523
36,93,1.617
36,94,1.709
36,95,1.736
36,96,1.674
36,97,1.749
36,98,1.838
36,99,1.93
36,100,1.978
36,101,2.115
36,102,1.797
36,103,1.951
36,104,2.085
36,105,2.108
36,106,2.248
36,107,2.16
36,108,1.962
36,109,2.056
36,110,1.325
36,111,1.18
36,112,1.236
36,113,1.369
36,114,1.304
36,115,1.431
36,116,1.586
36,117,1.436
36,118,1.56
36,119,1.773
36,120,0.854
36,121,1.092
36,122,2.352
36,123,1.242
36,124,1.319
36,125,1.635
36,126,2.027
36,127,2.216
36,128,2.42
36,129,2.789
36,130,0.852
36,131,1.042
36,132,0.672
37,1,0.531
37,2,0.602
37,3,0.672
37,4,0.814
37,5,0.915
37,6,0.685
37,7,0.732
37,8,0.842
37,9,0.831
37,10,0.961
37,11,1.05
37,12,0.955
37,13,1.068
37,14,1.145
37,15,1.146
37,16,1.196
37,17,1.272
37,18,1.222
37,19,1.343
37,20,1.39
37,21,1.39
37,22,1.357
37,23,1.466
37,24,1.578
37,25,1.491
37,26,1.59
37,27,1.705
37,28,1.726
37,29,1.869
37,30,0.722
37,31,0.445
37,32,0.329
37,33,0.196
37,34,0.69
37,35,0.583
37,36,0.276
37,37,0.077
37,38,0.695
37,39,0.583
37,40,0.379
37,41,0.202
37,42,0.787
37,43,0.726
37,44,0.481
37,45,0.341
37,46,0.359
37,47,0.48
37,48,0.621
37,49,0.739
37,50,0.295
37,51,0.461
37,52,0.545
37,53,0.693
37,54,0.274
37,55,0.548
37,56,0.544
37,57,0.643
37,58,0.466
37,59,0.498
37,60,0.633
37,61,0.766
37,62,0.756
37,63,0.624
37,64,0.502
37,65,0.857
37,66,0.8
37,67,0.65
37,68,1.002
37,69,0.939
37,70,0.804
37,71,1.144
37,72,1.071
37,73,0.914
37,74,1.247
37,75,1.194
37,76,1.056
37,77,0.792
37,78,0.859
37,79,0.954
37,80,0.948
37,81,1.006
37,82,1.078
37,83,1.07
37,84,1.226
37,85,1.294
37,86,1.349
37,87,1.205
37,88,1.352
37,89,1.326
37,90,1.49
37,91,1.518
37,92,1.458
37,93,1.552
37,94,1.644
37,95,1.625
37,96,1.61
37,97,1.684
37,98,1.773
37,99,1.819
37,100,1.902
37,101,2.002
37,102,1.732
37,103,1.886
37,104,2.02
37,105,1.997
37,106,2.172
37,107,2.082
37,108,1.897
37,109,1.991
37,110,1.439
37,111,1.295
37,112,1.172
37,113,1.448
37,114,1.383
37,115,1.366
37,116,1.665
37,117,1.516
37,118,1.495
37,119,1.852
37,120,1.015
37,121,1.286
37,122,2.241
37,123,1.436
37,124,1.513
37,125,1.828
37,126,2.143
37,127,2.102
37,128,2.306
37,129,2.676
37,130,0.658
37,131,0.902
37,132,0.662
38,1,0.7
38,2,0.823
38,3,0.931
38,4,1.072
38,5,1.173
38,6,0.776
38,7,0.87
38,8,1.005
38,9,1.074
38,10,1.212
38,11,1.301
38,12,1.17
38,13,1.281
38,14,1.382
38,15,1.28
38,16,1.372
38,17,1.486
38,18,1.357
38,19,1.516
38,20,1.605
38,21,1.489
38,22,1.492
38,23,1.599
38,24,1.792
38,25,1.626
38,26,1.689
38,27,1.82
38,28,1.825
38,29,1.979
38,30,0.429
38,31,0.4
38,32,0.543
38,33,0.762
38,34,0.375
38,35,0.363
38,36,0.501
38,37,0.695
38,38,0.067
38,39,0.204
38,40,0.37
38,41,0.519
38,42,0.253
38,43,0.214
38,44,0.38
38,45,0.53
38,46,0.837
38,47,0.958
38,48,1.099
38,49,1.216
38,50,0.828
38,51,0.994
38,52,1.077
38,53,1.225
38,54,0.807
38,55,0.765
38,56,0.994
38,57,1.092
38,58,0.665
38,59,0.756
38,60,0.891
38,61,1.024
38,62,0.443
38,63,0.493
38,64,0.657
38,65,0.614
38,66,0.557
38,67,0.611
38,68,0.754
38,69,0.724
38,70,0.765
38,71,0.9
38,72,0.828
38,73,0.893
38,74,1.163
38,75,0.951
38,76,1.096
38,77,0.884
38,78,0.941
38,79,1.12
38,80,0.999
38,81,1.088
38,82,1.176
38,83,1.12
38,84,1.308
38,85,1.392
38,86,1.431
38,87,1.255
38,88,1.434
38,89,1.366
38,90,1.559
38,91,1.6
38,92,1.498
38,93,1.592
38,94,1.684
38,95,1.76
38,96,1.65
38,97,1.724
38,98,1.813
38,99,1.953
38,100,2.001
38,101,2.139
38,102,1.772
38,103,1.926
38,104,2.06
38,105,2.094
38,106,2.271
38,107,2.184
38,108,1.937
38,109,2.031
38,110,1.242
38,111,1.098
38,112,1.212
38,113,1.286
38,114,1.221
38,115,1.406
38,116,1.503
38,117,1.354
38,118,1.504
38,119,1.69
38,120,0.514
38,121,0.752
38,122,2.338
38,123,0.902
38,124,0.979
38,125,1.294
38,126,1.687
38,127,2.299
38,128,2.521
38,129,2.891
38,130,1.135
38,131,1.326
38,132,0.715
39,1,0.588
39,2,0.711
39,3,0.819
39,4,0.96
39,5,1.061
39,6,0.742
39,7,0.789
39,8,0.923
39,9,0.962
39,10,1.1
39,11,1.189
39,12,1.082
39,13,1.193
39,14,1.284
39,15,1.249
39,16,1.322
39,17,1.398
39,18,1.325
39,19,1.468
39,20,1.516
39,21,1.456
39,22,1.46
39,23,1.567
39,24,1.704
39,25,1.594
39,26,1.657
39,27,1.788
39,28,1.793
39,29,1.947
39,30,0.543
39,31,0.513
39,32,0.537
39,33,0.741
39,34,0.488
39,35,0.456
39,36,0.389
39,37,0.583
39,38,0.204
39,39,0.067
39,40,0.258
39,41,0.407
39,42,0.296
39,43,0.235
39,44,0.268
39,45,0.418
39,46,0.835
39,47,0.956
39,48,1.098
39,49,1.21
39,50,0.716
39,51,0.882
39,52,0.965
39,53,1.113
39,54,0.695
39,55,0.653
39,56,0.882
39,57,0.98
39,58,0.553
39,59,0.644
39,60,0.779
39,61,0.912
39,62,0.464
39,63,0.412
39,64,0.559
39,65,0.634
39,66,0.577
39,67,0.611
39,68,0.779
39,69,0.744
39,70,0.765
39,71,0.921
39,72,0.848
39,73,0.893
39,74,1.206
39,75,0.971
39,76,1.096
39,77,0.849
39,78,0.916
39,79,1.044
39,80,0.999
39,81,1.063
39,82,1.143
39,83,1.12
39,84,1.283
39,85,1.359
39,86,1.406
39,87,1.255
39,88,1.409
39,89,1.366
39,90,1.548
39,91,1.575
39,92,1.498
39,93,1.592
39,94,1.684
39,95,1.728
39,96,1.65
39,97,1.724
39,98,1.813
39,99,1.922
39,100,1.97
39,101,2.107
39,102,1.772
39,103,1.926
39,104,2.06
39,105,2.094
39,106,2.24
39,107,2.152
39,108,1.937
39,109,2.031
39,110,1.263
39,111,1.118
39,112,1.212
39,113,1.306
39,114,1.242
39,115,1.406
39,116,1.523
39,117,1.374
39,118,1.525
39,119,1.711
39,120,0.557
39,121,0.795
39,122,2.338
39,123,0.945
39,124,1.022
39,125,1.338
39,126,1.73
39,127,2.229
39,128,2.433
39,129,2.802
39,130,1.134
39,131,1.325
39,132,0.828
40,1,0.444
40,2,0.567
40,3,0.675
40,4,0.816
40,5,0.917
40,6,0.598
40,7,0.645
40,8,0.779
40,9,0.818
40,10,0.956
40,11,1.045
40,12,0.938
40,13,1.049
40,14,1.14
40,15,1.105
40,16,1.178
40,17,1.254
40,18,1.181
40,19,1.324
40,20,1.372
40,21,1.312
40,22,1.316
40,23,1.423
40,24,1.56
40,25,1.45
40,26,1.513
40,27,1.644
40,28,1.649
40,29,1.803
40,30,0.505
40,31,0.407
40,32,0.33
40,33,0.538
40,34,0.451
40,35,0.256
40,36,0.183
40,37,0.379
40,38,0.37
40,39,0.258
40,40,0.067
40,41,0.263
40,42,0.462
40,43,0.402
40,44,0.19
40,45,0.274
40,46,0.629
40,47,0.75
40,48,0.891
40,49,1.006
40,50,0.512
40,51,0.678
40,52,0.762
40,53,0.91
40,54,0.491
40,55,0.509
40,56,0.738
40,57,0.836
40,58,0.409
40,59,0.5
40,60,0.635
40,61,0.768
40,62,0.465
40,63,0.333
40,64,0.415
40,65,0.566
40,66,0.509
40,67,0.521
40,68,0.711
40,69,0.676
40,70,0.675
40,71,0.853
40,72,0.78
40,73,0.804
40,74,1.118
40,75,0.903
40,76,0.969
40,77,0.705
40,78,0.772
40,79,0.9
40,80,0.862
40,81,0.919
40,82,0.999
40,83,0.983
40,84,1.139
40,85,1.215
40,86,1.262
40,87,1.118
40,88,1.265
40,89,1.239
40,90,1.404
40,91,1.431
40,92,1.371
40,93,1.465
40,94,1.558
40,95,1.584
40,96,1.523
40,97,1.597
40,98,1.686
40,99,1.778
40,100,1.826
40,101,1.963
40,102,1.645
40,103,1.799
40,104,1.933
40,105,1.956
40,106,2.096
40,107,2.008
40,108,1.81
40,109,1.904
40,110,1.194
40,111,1.05
40,112,1.085
40,113,1.238
40,114,1.174
40,115,1.28
40,116,1.455
40,117,1.306
40,118,1.408
40,119,1.642
40,120,0.724
40,121,0.962
40,122,2.2
40,123,1.112
40,124,1.188
40,125,1.504
40,126,1.896
40,127,2.085
40,128,2.289
40,129,2.658
40,130,0.928
40,131,1.118
40,132,0.748
41,1,0.355
41,2,0.447
41,3,0.555
41,4,0.696
41,5,0.798
41,6,0.509
41,7,0.555
41,8,0.69
41,9,0.699
41,10,0.836
41,11,0.925
41,12,0.823
41,13,0.943
41,14,1.02
41,15,1.013
41,16,1.072
41,17,1.147
41,18,1.089
41,19,1.218
41,20,1.265
41,21,1.222
41,22,1.225
41,23,1.334
41,24,1.453
41,25,1.358
41,26,1.424
41,27,1.555
41,28,1.56
41,29,1.714
41,30,0.737
41,31,0.591
41,32,0.493
41,33,0.36
41,34,0.683
41,35,0.487
41,36,0.3
41,37,0.202
41,38,0.519
41,39,0.407
41,40,0.263
41,41,0.077
41,42,0.61
41,43,0.55
41,44,0.305
41,45,0.164
41,46,0.523
41,47,0.644
41,48,0.736
41,49,0.828
41,50,0.334
41,51,0.501
41,52,0.584
41,53,0.732
41,54,0.314
41,55,0.372
41,56,0.584
41,57,0.682
41,58,0.289
41,59,0.381
41,60,0.516
41,61,0.648
41,62,0.58
41,63,0.448
41,64,0.325
41,65,0.681
41,66,0.624
41,67,0.473
41,68,0.826
41,69,0.762
41,70,0.627
41,71,0.968
41,72,0.895
41,73,0.738
41,74,1.07
41,75,1.018
41,76,0.88
41,77,0.616
41,78,0.683
41,79,0.81
41,80,0.772
41,81,0.83
41,82,0.91
41,83,0.894
41,84,1.05
41,85,1.126
41,86,1.173
41,87,1.028
41,88,1.176
41,89,1.15
41,90,1.314
