Country,Commodity_NAICS6,USExpVal,FAFZONE,ctrycod,CBPZONE
Afghanistan,111130,1296784,806,1,124
Afghanistan,111140,9894311,806,1,124
Afghanistan,111335,70200,806,1,124
Afghanistan,111421,9250,806,1,124
Afghanistan,111998,27300,806,1,124
Afghanistan,112990,802900,806,1,124
Afghanistan,113210,55029,806,1,124
Afghanistan,114111,44706,806,1,124
Afghanistan,114112,34129,806,1,124
Afghanistan,211112,44260,806,1,124
Afghanistan,212322,78234,806,1,124
Afghanistan,212325,37023,806,1,124
Afghanistan,212393,12944,806,1,124
Afghanistan,311119,6962,806,1,124
Afghanistan,311211,1452138,806,1,124
Afghanistan,311212,2632576,806,1,124
Afghanistan,311222,189358,806,1,124
Afghanistan,311223,8916724,806,1,124
Afghanistan,311225,17001290,806,1,124
Afghanistan,311230,379143,806,1,124
Afghanistan,311311,44171,806,1,124
Afghanistan,311320,16462,806,1,124
Afghanistan,311411,19820,806,1,124
Afghanistan,311421,85763,806,1,124
Afghanistan,311423,46848,806,1,124
Afghanistan,311513,66343,806,1,124
Afghanistan,311514,449179,806,1,124
Afghanistan,311611,1016750,806,1,124
Afghanistan,311615,36512844,806,1,124
Afghanistan,311811,185274,806,1,124
Afghanistan,311822,101532,806,1,124
Afghanistan,311911,35153,806,1,124
Afghanistan,311919,41650,806,1,124
Afghanistan,311920,14000,806,1,124
Afghanistan,311930,6240,806,1,124
Afghanistan,311941,236401,806,1,124
Afghanistan,311999,463715,806,1,124
Afghanistan,312111,231766,806,1,124
Afghanistan,312229,70866,806,1,124
Afghanistan,313111,10127,806,1,124
Afghanistan,313210,973564,806,1,124
Afghanistan,313221,288242,806,1,124
Afghanistan,313230,4471,806,1,124
Afghanistan,313320,50669,806,1,124
Afghanistan,314110,49170,806,1,124
Afghanistan,314129,502816,806,1,124
Afghanistan,314911,844815,806,1,124
Afghanistan,314912,12715461,806,1,124
Afghanistan,314991,49668,806,1,124
Afghanistan,314999,4278785,806,1,124
Afghanistan,315111,79608,806,1,124
Afghanistan,315221,163935,806,1,124
Afghanistan,315222,866439,806,1,124
Afghanistan,315223,865797,806,1,124
Afghanistan,315224,756741,806,1,124
Afghanistan,315228,9534099,806,1,124
Afghanistan,315232,93552,806,1,124
Afghanistan,315239,290935,806,1,124
Afghanistan,315292,110312,806,1,124
Afghanistan,315991,191692,806,1,124
Afghanistan,315992,290535,806,1,124
Afghanistan,315999,1396421,806,1,124
Afghanistan,316110,2802,806,1,124
Afghanistan,316211,311028,806,1,124
Afghanistan,316213,667714,806,1,124
Afghanistan,316219,189065,806,1,124
Afghanistan,316991,2176227,806,1,124
Afghanistan,316992,6306,806,1,124
Afghanistan,316993,157695,806,1,124
Afghanistan,316999,8963,806,1,124
Afghanistan,321114,2984,806,1,124
Afghanistan,321211,3977,806,1,124
Afghanistan,321212,472785,806,1,124
Afghanistan,321213,76168,806,1,124
Afghanistan,321219,6578,806,1,124
Afghanistan,321911,32783,806,1,124
Afghanistan,321918,37427,806,1,124
Afghanistan,321920,1611528,806,1,124
Afghanistan,321992,627000,806,1,124
Afghanistan,321999,876308,806,1,124
Afghanistan,322110,114190,806,1,124
Afghanistan,322121,316032,806,1,124
Afghanistan,322122,2736,806,1,124
Afghanistan,322130,255742,806,1,124
Afghanistan,322211,16585,806,1,124
Afghanistan,322212,5936,806,1,124
Afghanistan,322213,40190,806,1,124
Afghanistan,322215,321830,806,1,124
Afghanistan,322222,417866,806,1,124
Afghanistan,322223,628796,806,1,124
Afghanistan,322233,28506,806,1,124
Afghanistan,322291,1584989,806,1,124
Afghanistan,322299,153637,806,1,124
Afghanistan,323117,422621,806,1,124
Afghanistan,323118,53287,806,1,124
Afghanistan,323119,1111054,806,1,124
Afghanistan,324110,2089801,806,1,124
Afghanistan,325120,858418,806,1,124
Afghanistan,325132,3784,806,1,124
Afghanistan,325188,212899,806,1,124
Afghanistan,325191,36395,806,1,124
Afghanistan,325192,6240,806,1,124
Afghanistan,325193,3560,806,1,124
Afghanistan,325199,1409206,806,1,124
Afghanistan,325211,570493,806,1,124
Afghanistan,325212,51898,806,1,124
Afghanistan,325222,5750,806,1,124
Afghanistan,325311,4952,806,1,124
Afghanistan,325312,6200,806,1,124
Afghanistan,325320,221321,806,1,124
Afghanistan,325412,2061702,806,1,124
Afghanistan,325414,17799,806,1,124
Afghanistan,325510,455345,806,1,124
Afghanistan,325520,417886,806,1,124
Afghanistan,325611,1481425,806,1,124
Afghanistan,325612,12741,806,1,124
Afghanistan,325613,601570,806,1,124
Afghanistan,325620,1033387,806,1,124
Afghanistan,325910,612071,806,1,124
Afghanistan,325920,545825,806,1,124
Afghanistan,325992,55343,806,1,124
Afghanistan,325998,7374606,806,1,124
Afghanistan,326113,354512,806,1,124
Afghanistan,326122,4356248,806,1,124
Afghanistan,326160,5796,806,1,124
Afghanistan,326191,851982,806,1,124
Afghanistan,326192,273247,806,1,124
Afghanistan,326199,38951493,806,1,124
Afghanistan,326211,758837,806,1,124
Afghanistan,326212,8720,806,1,124
Afghanistan,326220,879910,806,1,124
Afghanistan,326299,770040,806,1,124
Afghanistan,327111,263332,806,1,124
Afghanistan,327112,156359,806,1,124
Afghanistan,327113,434598,806,1,124
Afghanistan,327124,44700,806,1,124
Afghanistan,327125,3800,806,1,124
Afghanistan,327211,1071511,806,1,124
Afghanistan,327212,167094,806,1,124
Afghanistan,327213,3600,806,1,124
Afghanistan,327215,1052948,806,1,124
Afghanistan,327310,19793,806,1,124
Afghanistan,327390,350291,806,1,124
Afghanistan,327420,14080,806,1,124
Afghanistan,327910,59221,806,1,124
Afghanistan,327993,423826,806,1,124
Afghanistan,327999,15030,806,1,124
Afghanistan,331111,6159128,806,1,124
Afghanistan,331222,168158,806,1,124
Afghanistan,331315,434539,806,1,124
Afghanistan,331316,542722,806,1,124
Afghanistan,331319,2166814,806,1,124
Afghanistan,331411,23687,806,1,124
Afghanistan,331419,76275,806,1,124
Afghanistan,331421,180165,806,1,124
Afghanistan,331422,2658160,806,1,124
Afghanistan,331491,80624,806,1,124
Afghanistan,331511,443089,806,1,124
Afghanistan,332115,35761,806,1,124
Afghanistan,332211,337414,806,1,124
Afghanistan,332212,7278439,806,1,124
Afghanistan,332213,229274,806,1,124
Afghanistan,332214,168298,806,1,124
Afghanistan,332311,9318101,806,1,124
Afghanistan,332312,2593208,806,1,124
Afghanistan,332321,1112312,806,1,124
Afghanistan,332322,565273,806,1,124
Afghanistan,332323,129064,806,1,124
Afghanistan,332410,303864,806,1,124
Afghanistan,332420,2984696,806,1,124
Afghanistan,332439,427500,806,1,124
Afghanistan,332510,3410348,806,1,124
Afghanistan,332611,8175,806,1,124
Afghanistan,332618,410464,806,1,124
Afghanistan,332722,2830417,806,1,124
Afghanistan,332911,4422802,806,1,124
Afghanistan,332912,3543721,806,1,124
Afghanistan,332913,195912,806,1,124
Afghanistan,332919,870703,806,1,124
Afghanistan,332991,404752,806,1,124
Afghanistan,332992,15347045,806,1,124
Afghanistan,332994,18939892,806,1,124
Afghanistan,332995,14848141,806,1,124
Afghanistan,332998,347326,806,1,124
Afghanistan,332999,2989907,806,1,124
Afghanistan,333111,2451050,806,1,124
Afghanistan,333120,44190585,806,1,124
Afghanistan,333131,683412,806,1,124
Afghanistan,333132,137612,806,1,124
Afghanistan,333210,58180,806,1,124
Afghanistan,333220,109335,806,1,124
Afghanistan,333291,82947,806,1,124
Afghanistan,333292,96296,806,1,124
Afghanistan,333293,1437304,806,1,124
Afghanistan,333294,356264,806,1,124
Afghanistan,333295,900631,806,1,124
Afghanistan,333298,649350,806,1,124
Afghanistan,333311,3216,806,1,124
Afghanistan,333313,2732333,806,1,124
Afghanistan,333314,25920307,806,1,124
Afghanistan,333315,5086784,806,1,124
Afghanistan,333319,1123021,806,1,124
Afghanistan,333411,251717,806,1,124
Afghanistan,333412,837016,806,1,124
Afghanistan,333414,148082,806,1,124
Afghanistan,333415,37614161,806,1,124
Afghanistan,333511,2649,806,1,124
Afghanistan,333512,541756,806,1,124
Afghanistan,333513,1109035,806,1,124
Afghanistan,333514,394867,806,1,124
Afghanistan,333515,1526246,806,1,124
Afghanistan,333611,2323449,806,1,124
Afghanistan,333612,2577946,806,1,124
Afghanistan,333613,843688,806,1,124
Afghanistan,333618,5285080,806,1,124
Afghanistan,333911,3964186,806,1,124
Afghanistan,333912,2109242,806,1,124
Afghanistan,333913,495035,806,1,124
Afghanistan,333921,34022,806,1,124
Afghanistan,333922,38884,806,1,124
Afghanistan,333923,1583292,806,1,124
Afghanistan,333924,8566122,806,1,124
Afghanistan,333991,1198031,806,1,124
Afghanistan,333992,1395475,806,1,124
Afghanistan,333993,357171,806,1,124
Afghanistan,333994,3313493,806,1,124
Afghanistan,333995,293437,806,1,124
Afghanistan,333996,799641,806,1,124
Afghanistan,333997,372560,806,1,124
Afghanistan,333999,10565737,806,1,124
Afghanistan,334111,33118647,806,1,124
Afghanistan,334112,3411737,806,1,124
Afghanistan,334119,39986315,806,1,124
Afghanistan,334210,12397134,806,1,124
Afghanistan,334220,147385845,806,1,124
Afghanistan,334290,2395079,806,1,124
Afghanistan,334310,6328347,806,1,124
Afghanistan,334411,159218,806,1,124
Afghanistan,334412,134295,806,1,124
Afghanistan,334413,3952911,806,1,124
Afghanistan,334414,71719,806,1,124
Afghanistan,334415,106782,806,1,124
Afghanistan,334416,1235582,806,1,124
Afghanistan,334417,5412719,806,1,124
Afghanistan,334418,2476818,806,1,124
Afghanistan,334419,16714064,806,1,124
Afghanistan,334510,957275,806,1,124
Afghanistan,334511,11293717,806,1,124
Afghanistan,334512,2215271,806,1,124
Afghanistan,334513,67594214,806,1,124
Afghanistan,334514,321185,806,1,124
Afghanistan,334515,7448061,806,1,124
Afghanistan,334516,51249248,806,1,124
Afghanistan,334517,7185152,806,1,124
Afghanistan,334518,149742,806,1,124
Afghanistan,334519,4637767,806,1,124
Afghanistan,334612,7715,806,1,124
Afghanistan,334613,351218,806,1,124
Afghanistan,335110,1962132,806,1,124
Afghanistan,335121,24320,806,1,124
Afghanistan,335129,11026962,806,1,124
Afghanistan,335211,3361127,806,1,124
Afghanistan,335212,370894,806,1,124
Afghanistan,335221,373785,806,1,124
Afghanistan,335222,515183,806,1,124
Afghanistan,335224,2230641,806,1,124
Afghanistan,335228,1558458,806,1,124
Afghanistan,335311,10641637,806,1,124
Afghanistan,335312,41523893,806,1,124
Afghanistan,335313,15720774,806,1,124
Afghanistan,335314,10162688,806,1,124
Afghanistan,335911,2357921,806,1,124
Afghanistan,335912,866729,806,1,124
Afghanistan,335921,817451,806,1,124
Afghanistan,335929,18360002,806,1,124
Afghanistan,335931,3042082,806,1,124
Afghanistan,335932,1270469,806,1,124
Afghanistan,335991,34917,806,1,124
Afghanistan,335999,7569042,806,1,124
Afghanistan,336111,22114815,806,1,124
Afghanistan,336120,541047281,806,1,124
Afghanistan,336211,14027210,806,1,124
Afghanistan,336212,14772323,806,1,124
Afghanistan,336214,3928622,806,1,124
Afghanistan,336311,1340492,806,1,124
Afghanistan,336321,142149,806,1,124
Afghanistan,336322,5108585,806,1,124
Afghanistan,336330,251301,806,1,124
Afghanistan,336340,241217,806,1,124
Afghanistan,336350,817740,806,1,124
Afghanistan,336360,62814,806,1,124
Afghanistan,336370,10344,806,1,124
Afghanistan,336391,4522,806,1,124
Afghanistan,336399,60843643,806,1,124
Afghanistan,336412,15817018,806,1,124
Afghanistan,336413,94674187,806,1,124
Afghanistan,336419,1311747,806,1,124
Afghanistan,336510,920215,806,1,124
Afghanistan,336612,18597,806,1,124
Afghanistan,336991,181395,806,1,124
Afghanistan,337124,613067,806,1,124
Afghanistan,337127,2311121,806,1,124
Afghanistan,337211,728412,806,1,124
Afghanistan,337214,1185898,806,1,124
Afghanistan,337215,3738226,806,1,124
Afghanistan,337910,301971,806,1,124
Afghanistan,337920,2795,806,1,124
Afghanistan,339112,707576,806,1,124
Afghanistan,339113,6250897,806,1,124
Afghanistan,339114,37728,806,1,124
Afghanistan,339115,159599,806,1,124
Afghanistan,339911,54585,806,1,124
Afghanistan,339912,119198,806,1,124
Afghanistan,339913,2.00E+05,806,1,124
Afghanistan,339920,1327337,806,1,124
Afghanistan,339932,82468,806,1,124
Afghanistan,339941,13766,806,1,124
Afghanistan,339942,18984,806,1,124
Afghanistan,339943,10230,806,1,124
Afghanistan,339944,191511,806,1,124
Afghanistan,339950,407934,806,1,124
Afghanistan,339991,460024,806,1,124
Afghanistan,339992,10416,806,1,124
Afghanistan,339993,89293,806,1,124
Afghanistan,339994,174129,806,1,124
Afghanistan,339999,3693398,806,1,124
Afghanistan,511210,1088784,806,1,124
Afghanistan,910000,51591,806,1,124
Afghanistan,920000,2352964,806,1,124
Afghanistan,990000,86909499,806,1,124
Albania,111335,125210,804,2,125
Albania,111940,348000,804,2,125
Albania,111998,23770,804,2,125
Albania,112111,147032,804,2,125
Albania,113310,28369,804,2,125
Albania,114111,111720,804,2,125
Albania,211112,27036,804,2,125
Albania,311111,17417,804,2,125
Albania,311119,26208,804,2,125
Albania,311212,1115197,804,2,125
Albania,311421,69498,804,2,125
Albania,311514,562012,804,2,125
Albania,311611,2985514,804,2,125
Albania,311613,2700,804,2,125
Albania,311615,13850270,804,2,125
Albania,311822,26610,804,2,125
Albania,311911,13860,804,2,125
Albania,311930,33863,804,2,125
Albania,311999,15143,804,2,125
Albania,312111,99694,804,2,125
Albania,312113,4984,804,2,125
Albania,313111,17158,804,2,125
Albania,313210,30574,804,2,125
Albania,313221,11325,804,2,125
Albania,314110,9978,804,2,125
Albania,314129,24243,804,2,125
Albania,314912,25000,804,2,125
Albania,315224,13000,804,2,125
Albania,315233,2560,804,2,125
Albania,315239,4125,804,2,125
Albania,315999,174345,804,2,125
Albania,316110,20000,804,2,125
Albania,316992,2940,804,2,125
Albania,316993,20000,804,2,125
Albania,316999,5400,804,2,125
Albania,321113,148912,804,2,125
Albania,321212,37360,804,2,125
Albania,321911,24900,804,2,125
Albania,321920,9000,804,2,125
Albania,322110,71707,804,2,125
Albania,322223,5207,804,2,125
Albania,322291,6175,804,2,125
Albania,323117,32380,804,2,125
Albania,323119,3195,804,2,125
Albania,324110,41154,804,2,125
Albania,324122,22991,804,2,125
Albania,325110,8224,804,2,125
Albania,325131,117576,804,2,125
Albania,325188,4255,804,2,125
Albania,325199,14440,804,2,125
Albania,325211,28857,804,2,125
Albania,325411,279543,804,2,125
Albania,325412,64707,804,2,125
Albania,325414,182615,804,2,125
Albania,325510,17413,804,2,125
Albania,325520,15445,804,2,125
Albania,325611,18717,804,2,125
Albania,325612,3500,804,2,125
Albania,325613,53261,804,2,125
Albania,325620,169295,804,2,125
Albania,325920,143278,804,2,125
Albania,325992,21758,804,2,125
Albania,326199,37139,804,2,125
Albania,326220,7609,804,2,125
Albania,326299,18230,804,2,125
Albania,327112,55500,804,2,125
Albania,327215,15000,804,2,125
Albania,327331,7904,804,2,125
Albania,327390,3786,804,2,125
Albania,331111,14399,804,2,125
Albania,332212,44975,804,2,125
Albania,332312,80420,804,2,125
Albania,332321,3025,804,2,125
Albania,332420,7261,804,2,125
Albania,332510,2562,804,2,125
Albania,332722,2802,804,2,125
Albania,332911,6372,804,2,125
Albania,332912,4067,804,2,125
Albania,332999,155610,804,2,125
Albania,333111,25000,804,2,125
Albania,333120,317162,804,2,125
Albania,333131,47874,804,2,125
Albania,333132,244755,804,2,125
Albania,333220,14651,804,2,125
Albania,333293,18005,804,2,125
Albania,333313,61106,804,2,125
Albania,333314,33569,804,2,125
Albania,333319,52900,804,2,125
Albania,333411,21741,804,2,125
Albania,333415,17219,804,2,125
Albania,333512,181987,804,2,125
Albania,333514,17525,804,2,125
Albania,333613,24350,804,2,125
Albania,333911,8056,804,2,125
Albania,333991,63791,804,2,125
Albania,333993,12138,804,2,125
Albania,333999,188540,804,2,125
Albania,334111,427493,804,2,125
Albania,334112,95939,804,2,125
Albania,334119,1176111,804,2,125
Albania,334210,19160,804,2,125
Albania,334220,2896433,804,2,125
Albania,334310,176826,804,2,125
Albania,334411,63612,804,2,125
Albania,334413,33458,804,2,125
Albania,334416,4060,804,2,125
Albania,334417,2776,804,2,125
Albania,334418,18956,804,2,125
Albania,334419,1057949,804,2,125
Albania,334510,709977,804,2,125
Albania,334511,78026,804,2,125
Albania,334513,21843,804,2,125
Albania,334515,247343,804,2,125
Albania,334516,101229,804,2,125
Albania,334517,519459,804,2,125
Albania,334518,4800,804,2,125
Albania,334519,333302,804,2,125
Albania,334612,3424,804,2,125
Albania,334613,48351,804,2,125
Albania,335129,9237,804,2,125
Albania,335221,60000,804,2,125
Albania,335312,10000,804,2,125
Albania,335313,4892,804,2,125
Albania,335314,45842,804,2,125
Albania,335929,209788,804,2,125
Albania,335931,7137,804,2,125
Albania,335999,9827,804,2,125
Albania,336111,6290457,804,2,125
Albania,336120,109000,804,2,125
Albania,336214,136141,804,2,125
Albania,336321,14300,804,2,125
Albania,336322,23528,804,2,125
Albania,336340,3165,804,2,125
Albania,336399,54609,804,2,125
Albania,336412,4192,804,2,125
Albania,336510,5000,804,2,125
Albania,336611,116605,804,2,125
Albania,336612,4870358,804,2,125
Albania,336991,398924,804,2,125
Albania,337124,3096,804,2,125
Albania,337127,131349,804,2,125
Albania,339112,69840,804,2,125
Albania,339113,248202,804,2,125
Albania,339114,54860,804,2,125
Albania,339914,9120,804,2,125
Albania,339920,13458,804,2,125
Albania,339932,10576,804,2,125
Albania,339942,193000,804,2,125
Albania,339991,17488,804,2,125
Albania,339992,2999,804,2,125
Albania,339999,12951,804,2,125
Albania,511210,128104,804,2,125
Albania,910000,31345,804,2,125
Albania,920000,184330,804,2,125
Albania,990000,1406873,804,2,125
Algeria,111130,5920542,805,3,126
Algeria,111140,42088704,805,3,126
Algeria,111150,10818736,805,3,126
Algeria,111199,280000,805,3,126
Algeria,111219,4267616,805,3,126
Algeria,111335,23263910,805,3,126
Algeria,111992,3035807,805,3,126
Algeria,111998,171880,805,3,126
Algeria,112310,52789,805,3,126
Algeria,112910,17490,805,3,126
Algeria,113210,116873,805,3,126
Algeria,113310,271756,805,3,126
Algeria,211112,9045,805,3,126
Algeria,212299,31600,805,3,126
Algeria,212322,48449,805,3,126
Algeria,212324,8499,805,3,126
Algeria,212325,196888,805,3,126
Algeria,212399,619850,805,3,126
Algeria,311111,126383,805,3,126
Algeria,311119,9500,805,3,126
Algeria,311211,1497194,805,3,126
Algeria,311212,5745375,805,3,126
Algeria,311221,1179826,805,3,126
Algeria,311222,71853637,805,3,126
Algeria,311223,7316169,805,3,126
Algeria,311423,2270667,805,3,126
Algeria,311512,21294,805,3,126
Algeria,311513,533767,805,3,126
Algeria,311514,5139121,805,3,126
Algeria,311911,444840,805,3,126
Algeria,311942,10843,805,3,126
Algeria,311999,266847,805,3,126
Algeria,313221,67895,805,3,126
Algeria,313320,47096,805,3,126
Algeria,314110,25526,805,3,126
Algeria,314129,51460,805,3,126
Algeria,314991,19298,805,3,126
Algeria,314999,52634,805,3,126
Algeria,315223,16830,805,3,126
Algeria,315228,173357,805,3,126
Algeria,315233,4140,805,3,126
Algeria,315239,20000,805,3,126
Algeria,315991,5040,805,3,126
Algeria,315999,27569,805,3,126
Algeria,316211,3109,805,3,126
Algeria,316213,158080,805,3,126
Algeria,316991,5387,805,3,126
Algeria,321113,470711,805,3,126
Algeria,321211,15000,805,3,126
Algeria,321911,36384,805,3,126
Algeria,321918,25992,805,3,126
Algeria,321999,64446,805,3,126
Algeria,322110,26297553,805,3,126
Algeria,322121,71438,805,3,126
Algeria,322130,627552,805,3,126
Algeria,322222,109400,805,3,126
Algeria,322223,13278,805,3,126
Algeria,322291,15936,805,3,126
Algeria,322299,29682,805,3,126
Algeria,323117,139490,805,3,126
Algeria,323119,405844,805,3,126
Algeria,324110,523334,805,3,126
Algeria,324121,197088,805,3,126
Algeria,325110,12029,805,3,126
Algeria,325181,172175,805,3,126
Algeria,325188,2909855,805,3,126
Algeria,325192,45675,805,3,126
Algeria,325199,2579951,805,3,126
Algeria,325211,66240059,805,3,126
Algeria,325212,867937,805,3,126
Algeria,325221,2845877,805,3,126
Algeria,325222,76012,805,3,126
Algeria,325320,327301,805,3,126
Algeria,325411,5223404,805,3,126
Algeria,325412,1321552,805,3,126
Algeria,325414,194011,805,3,126
Algeria,325510,5337182,805,3,126
Algeria,325520,2199743,805,3,126
Algeria,325611,191660,805,3,126
Algeria,325612,4493,805,3,126
Algeria,325613,936291,805,3,126
Algeria,325620,257015,805,3,126
Algeria,325910,11332,805,3,126
Algeria,325920,620138,805,3,126
Algeria,325992,168988,805,3,126
Algeria,325998,3432983,805,3,126
Algeria,326113,1278766,805,3,126
Algeria,326121,2984,805,3,126
Algeria,326122,9193782,805,3,126
Algeria,326199,1690376,805,3,126
Algeria,326211,2098344,805,3,126
Algeria,326220,655808,805,3,126
Algeria,326299,260009,805,3,126
Algeria,327111,6360,805,3,126
Algeria,327112,33044,805,3,126
Algeria,327113,127519,805,3,126
Algeria,327124,160551,805,3,126
Algeria,327125,8345,805,3,126
Algeria,327211,150596,805,3,126
Algeria,327212,18642,805,3,126
Algeria,327215,226494,805,3,126
Algeria,327310,21320,805,3,126
Algeria,327420,113807,805,3,126
Algeria,327992,311463,805,3,126
Algeria,327993,11587,805,3,126
Algeria,327999,374454,805,3,126
Algeria,331111,23871866,805,3,126
Algeria,331222,24335,805,3,126
Algeria,331314,3110,805,3,126
Algeria,331316,5632,805,3,126
Algeria,331319,5694,805,3,126
Algeria,331421,13056,805,3,126
Algeria,331422,26108,805,3,126
Algeria,331491,194951,805,3,126
Algeria,331511,1014676,805,3,126
Algeria,332212,600844,805,3,126
Algeria,332311,582584,805,3,126
Algeria,332312,6724125,805,3,126
Algeria,332322,1490000,805,3,126
Algeria,332410,29552248,805,3,126
Algeria,332420,1569467,805,3,126
Algeria,332439,53032,805,3,126
Algeria,332510,251385,805,3,126
Algeria,332611,90895,805,3,126
Algeria,332618,165078,805,3,126
Algeria,332722,723035,805,3,126
Algeria,332911,18543106,805,3,126
Algeria,332912,871606,805,3,126
Algeria,332913,55478,805,3,126
Algeria,332919,2850251,805,3,126
Algeria,332991,282673,805,3,126
Algeria,332992,18469,805,3,126
Algeria,332994,266738,805,3,126
Algeria,332995,3898,805,3,126
Algeria,332998,19478,805,3,126
Algeria,332999,12112364,805,3,126
Algeria,333111,1423457,805,3,126
Algeria,333120,32837296,805,3,126
Algeria,333131,16898719,805,3,126
Algeria,333132,84983465,805,3,126
Algeria,333220,57556,805,3,126
Algeria,333292,40800,805,3,126
Algeria,333293,151964,805,3,126
Algeria,333295,506800,805,3,126
Algeria,333298,18022,805,3,126
Algeria,333313,65119,805,3,126
Algeria,333314,230320,805,3,126
Algeria,333315,154320,805,3,126
Algeria,333319,15901,805,3,126
Algeria,333411,17329,805,3,126
Algeria,333412,102978,805,3,126
Algeria,333414,2116685,805,3,126
Algeria,333415,1954003,805,3,126
Algeria,333511,14562,805,3,126
Algeria,333512,316019,805,3,126
Algeria,333513,2733803,805,3,126
Algeria,333514,169040,805,3,126
Algeria,333515,150729,805,3,126
Algeria,333611,123639149,805,3,126
Algeria,333612,986697,805,3,126
Algeria,333613,1251998,805,3,126
Algeria,333618,5123385,805,3,126
Algeria,333911,36367236,805,3,126
Algeria,333912,801992,805,3,126
Algeria,333913,40803,805,3,126
Algeria,333921,10617,805,3,126
Algeria,333922,69690,805,3,126
Algeria,333923,129152,805,3,126
Algeria,333924,5677486,805,3,126
Algeria,333991,20502,805,3,126
Algeria,333992,6960237,805,3,126
Algeria,333994,2062727,805,3,126
Algeria,333995,890128,805,3,126
Algeria,333996,1914213,805,3,126
Algeria,333997,16078,805,3,126
Algeria,333999,31595939,805,3,126
Algeria,334111,1514138,805,3,126
Algeria,334112,951614,805,3,126
Algeria,334119,1091790,805,3,126
Algeria,334210,120585,805,3,126
Algeria,334220,6617258,805,3,126
Algeria,334290,85354,805,3,126
Algeria,334310,310113,805,3,126
Algeria,334412,193555,805,3,126
Algeria,334413,862511,805,3,126
Algeria,334414,15774,805,3,126
Algeria,334415,48733,805,3,126
Algeria,334416,64165,805,3,126
Algeria,334417,592096,805,3,126
Algeria,334418,539733,805,3,126
Algeria,334419,2711882,805,3,126
Algeria,334510,1940172,805,3,126
Algeria,334511,10638024,805,3,126
Algeria,334512,5624,805,3,126
Algeria,334513,8103119,805,3,126
Algeria,334514,236364,805,3,126
Algeria,334515,1909487,805,3,126
Algeria,334516,5421268,805,3,126
Algeria,334517,3183960,805,3,126
Algeria,334518,29334,805,3,126
Algeria,334519,15823442,805,3,126
Algeria,334613,30911,805,3,126
Algeria,335110,96322,805,3,126
Algeria,335129,608296,805,3,126
Algeria,335211,74636,805,3,126
Algeria,335221,426482,805,3,126
Algeria,335224,53702,805,3,126
Algeria,335228,1419783,805,3,126
Algeria,335311,311939,805,3,126
Algeria,335312,51325229,805,3,126
Algeria,335313,2010312,805,3,126
Algeria,335314,1001482,805,3,126
Algeria,335911,2965100,805,3,126
Algeria,335912,1098101,805,3,126
Algeria,335921,391586,805,3,126
Algeria,335929,1713313,805,3,126
Algeria,335931,123449,805,3,126
Algeria,335932,246089,805,3,126
Algeria,335991,131873,805,3,126
Algeria,335999,1533965,805,3,126
Algeria,336111,2222074,805,3,126
Algeria,336120,7899651,805,3,126
Algeria,336212,4299964,805,3,126
Algeria,336214,210023,805,3,126
Algeria,336311,210852,805,3,126
Algeria,336322,100261,805,3,126
Algeria,336330,10236,805,3,126
Algeria,336340,68839,805,3,126
Algeria,336350,204552,805,3,126
Algeria,336399,5318946,805,3,126
Algeria,336411,5.00E+06,805,3,126
Algeria,336412,1552040,805,3,126
Algeria,336413,2338066,805,3,126
Algeria,336510,1040971,805,3,126
Algeria,336611,9300,805,3,126
Algeria,336612,305730,805,3,126
Algeria,336991,18000,805,3,126
Algeria,336992,1447607,805,3,126
Algeria,337110,103900,805,3,126
Algeria,337124,36807,805,3,126
Algeria,337127,227210,805,3,126
Algeria,337214,32161,805,3,126
Algeria,337215,63192,805,3,126
Algeria,339112,1858367,805,3,126
Algeria,339113,272663,805,3,126
Algeria,339114,229041,805,3,126
Algeria,339115,160550,805,3,126
Algeria,339911,26807,805,3,126
Algeria,339913,71997,805,3,126
Algeria,339914,10004,805,3,126
Algeria,339920,110452,805,3,126
Algeria,339950,48544,805,3,126
Algeria,339991,2416393,805,3,126
Algeria,339994,86840,805,3,126
Algeria,339999,1615561,805,3,126
Algeria,511210,370097,805,3,126
Algeria,910000,411085,805,3,126
Algeria,920000,271658,805,3,126
Algeria,990000,7988937,805,3,126
Andorra,114111,2780,804,4,127
Andorra,212113,7884,804,4,127
Andorra,311212,4168,804,4,127
Andorra,311225,3742,804,4,127
Andorra,311411,117000,804,4,127
Andorra,311920,89598,804,4,127
Andorra,312140,1747829,804,4,127
Andorra,313249,7223,804,4,127
Andorra,314129,2565,804,4,127
Andorra,314911,5596,804,4,127
Andorra,315999,5614,804,4,127
Andorra,316213,16100,804,4,127
Andorra,322222,216161,804,4,127
Andorra,323117,29733,804,4,127
Andorra,323122,7542,804,4,127
Andorra,325188,379180,804,4,127
Andorra,325199,85319,804,4,127
Andorra,325211,51450,804,4,127
Andorra,325212,94566,804,4,127
Andorra,325411,8014,804,4,127
Andorra,325412,161414,804,4,127
Andorra,325611,5911,804,4,127
Andorra,326113,135706,804,4,127
Andorra,326199,28235,804,4,127
Andorra,331111,74890,804,4,127
Andorra,331319,60042,804,4,127
Andorra,332115,22771,804,4,127
Andorra,332211,3562,804,4,127
Andorra,332212,5512,804,4,127
Andorra,332618,7729,804,4,127
Andorra,332722,2692,804,4,127
Andorra,332919,4155,804,4,127
Andorra,332994,8927,804,4,127
Andorra,333111,490208,804,4,127
