stop_zone,x_coord,y_coord
1360,125.132,355.75
1361,124.13,356.691
1362,117.117,354.849
1363,117.664,354.986
1364,118.662,355.254
1365,118.919,355.002
1366,118.641,354.536
1367,118.154,355.116
1368,119.617,355.063
1369,120.901,355.319
1370,120.918,354.616
1371,120.47,354.907
1372,120.46,355.278
1373,121.361,355.124
1374,117.138,354.444
1375,117.67,353.493
1376,118.666,353.698
1377,118.176,354.484
1378,119.168,354.002
1379,119.147,354.517
1380,120.04,353.564
1381,120.608,354.077
1382,122.116,354.178
1383,116.871,352.538
1384,117.695,353.011
1385,118.736,352.717
1386,119.252,352.979
1387,121.161,353.049
1388,121.637,353.13
1389,121.75,353.57
1390,121.546,352.62
1391,122.102,352.641
1392,116.737,351.495
1393,117.273,352.047
1394,118.221,352.374
1395,117.785,351.725
1396,117.283,351.619
1397,118.784,351.992
1398,119.283,352.036
1399,121.201,351.94
1400,122.089,352.396
1401,116.313,350.928
1402,117.825,350.478
1403,118.607,351.245
1404,120.161,350.634
1405,120.28,350.563
1406,121.504,351.562
1407,117.29,349.939
1408,117.812,349.934
1409,118.306,349.49
1410,119.824,349.548
1411,121.292,349.586
1412,122.299,349.621
1413,121.52,350.551
1414,121.584,349.597
1415,122.043,350.573
1416,122.618,355.635
1417,123.651,355.664
1418,124.142,354.69
1419,123.659,354.216
1420,125.135,355.343
1421,124.193,354.228
1422,122.256,351.987
1423,122.768,352.002
1424,124.856,351.785
1425,124.287,351.772
1426,122.506,351.377
1427,122.954,351.414
1428,123.262,350.653
1429,122.293,350.632
1430,124.268,350.686
1431,123.506,351.382
1432,123.766,350.673
1433,123.868,351.444
1434,124.916,351.058
1435,124.866,351.455
1436,124.3,351.428
1437,124.463,350.7
1438,123.291,349.648
1439,124.29,349.68
1440,125.284,350.199
1441,111.993,345.491
1442,113.39,345.938
1443,115.45,346.181
1444,111.945,344.26
1445,113.333,344.284
1446,115.465,344.831
1447,116.378,348.905
1448,119.878,348.53
1449,121.33,348.579
1450,121.763,348.592
1451,122.074,349.565
1452,121.348,349.088
1453,122.32,348.814
1454,121.363,348.086
1455,120.376,348.516
1456,120.393,348.01
1457,121.372,347.58
1458,121.815,348.47
1459,116.465,345.678
1460,119.96,346.496
1461,120.467,347.023
1462,120.717,346.046
1463,121.858,347.545
1464,121.777,346.545
1465,118.476,343.962
1466,119.495,344.005
1467,120.829,345.029
1468,121.505,345.054
1469,120.787,344.014
1470,121.538,344.05
1471,122.671,348.654
1472,123.897,348.683
1473,124.348,348.924
1474,125.865,348.723
1475,125.967,349.37
1476,125.336,349.669
1477,125.356,348.938
1478,127.328,349.284
1479,127.331,348.772
1480,126.824,348.758
1481,126.584,349.699
1482,127.845,348.785
1483,127.814,349.746
1484,128.319,349.766
1485,128.351,348.792
1486,128.367,348.253
1487,122.394,347.619
1488,123.313,347.948
1489,123.299,348.622
1490,122.386,348.353
1491,124.324,348.044
1492,125.327,348.197
1493,127.368,347.77
1494,126.374,348.247
1495,127.353,348.274
1496,126.325,348.703
1497,126.354,347.744
1498,125.361,348.678
1499,125.392,347.711
1500,123.362,346.65
1501,122.808,347.488
1502,122.884,347.136
1503,122.441,346.61
1504,123.853,347.126
1505,124.378,346.668
1506,123.383,347.156
1507,124.344,347.641
1508,124.414,346.955
1509,125.423,346.703
1510,122.463,346.102
1511,123.427,346.108
1512,125.396,346.18
1513,123.407,345.338
1514,124.443,344.867
1515,125.43,345.173
1516,125.989,345.17
1517,125.973,344.708
1518,126.431,345.682
1519,125.47,345.655
1520,127.328,344.736
1521,127.464,345.256
1522,126.925,345.7
1523,126.488,345.181
1524,128.456,345.24
1525,123.436,344.592
1526,123.516,343.626
1527,124.733,344.616
1528,125.494,343.682
1529,124.526,343.65
1530,125.457,344.496
1531,125.526,344.077
1532,126.51,344.688
1533,127.873,343.855
1534,128.492,344.274
1535,127.925,344.27
1536,128.499,344.153
1537,129.359,344.795
1538,128.516,344.781
1539,128.763,345.318
1540,129.52,345.036
1541,129.382,345.775
1542,130.493,344.831
1543,128.772,343.947
1544,128.616,344.724
1545,129.053,343.948
1546,129.034,344.294
1547,130.502,344.278
1548,129.535,344.494
1549,131.151,343.552
1550,130.53,343.538
1551,129.548,344.087
1552,117.504,342.415
1553,119.496,342.478
1554,119.998,343.462
1555,119.185,342.434
1556,120.304,341.523
1557,120.342,342.469
1558,119.809,341.508
1559,119.77,342.456
1560,121.28,342.549
1561,118.074,340.396
1562,119.093,341.192
1563,119.853,340.445
1564,119.575,340.439
1565,119.588,341.201
1566,121.592,340.53
1567,121.118,340.476
1568,122.612,340.527
1569,122.586,341.548
1570,117.648,338.511
1571,119.939,338.466
1572,121.694,338.985
1573,123.906,341.619
1574,125.507,343.066
1575,126.007,343.168
1576,127.191,343.193
1577,127.844,343.225
1578,125.076,342.11
1579,126.051,342.181
1580,126.603,342.166
1581,127.998,342.234
1582,128.584,342.018
1583,123.067,340.572
1584,123.587,340.595
1585,123.545,341.561
1586,123.037,341.546
1587,124.583,340.617
1588,124.554,341.356
1589,123.872,341.287
1590,123.953,340.599
1591,125.113,340.646
1592,125.618,341.159
1593,127.257,340.447
1594,126.799,340.674
1595,123.11,339.58
1596,124.503,339.603
1597,125.59,340.623
1598,126.775,339.445
1599,126.052,339.595
1600,128.181,340.459
1601,123.11,339.04
1602,123.667,338.98
1603,125.8,337.475
1604,125.515,339.597
1605,127.19,338.489
1606,128.315,338.505
1607,123.174,338.524
1608,122.742,337.544
1609,123.187,338.02
1610,122.726,338.303
1611,123.681,338.54
1612,126.803,337.479
1613,127.792,338.001
1614,128.497,337.499
1615,129.497,342.004
1616,128.575,343.239
1617,130.535,342.777
1618,129.545,343.532
1619,131.746,343.018
1620,132.378,343.025
1621,133.586,342.878
1622,133.936,342.819
1623,130.346,341.982
1624,131.508,342.012
1625,132.316,342.029
1626,133,342.031
1627,133.94,342.043
1628,129.777,340.521
1629,129.171,340.517
1630,129.528,341.147
1631,129.02,341.139
1632,130.274,340.981
1633,131.771,341.102
1634,132.317,340.543
1635,133.358,341.504
1636,134.277,341.043
1637,129.307,339.516
1638,130.356,340.476
1639,131.422,340.041
1640,132.327,340.044
1641,133.498,340.05
1642,134.334,339.572
1643,129.281,339.095
1644,130.291,338.981
1645,130.836,339.236
1646,132.349,339.176
1647,133.416,339.51
1648,134.8,339.168
1649,129.312,337.798
1650,130.807,337.893
1651,130.851,337.535
1652,132.031,338.293
1653,133.827,338.061
1654,134.817,338.045
1655,134.8,342.573
1656,135.795,343.494
1657,135.526,342.05
1658,136.078,341.83
1659,135.566,341.527
1660,136.302,341.539
1661,134.845,339.57
1662,136.314,340.25
1663,135.81,339.056
1664,136.313,339.07
1665,135.828,338.077
1666,136.331,338.018
1667,123.194,337.513
1668,125.867,336.458
1669,127.328,337.435
1670,128.827,336.491
1671,127.831,335.988
1672,128.09,336.437
1673,123.886,333.944
1674,125.838,334.696
1675,126.832,334.942
1676,125.408,333.906
1677,125.902,333.939
1678,127.356,334.975
1679,128.845,334.947
1680,127.362,333.92
1681,128.269,333.752
1682,122.897,332.555
1683,123.894,332.44
1684,123.063,331.426
1685,124.063,331.434
1686,125.874,332.447
1687,126.866,333.317
1688,125.288,332.399
1689,126.87,332.417
1690,127.392,332.467
1691,128.201,333.063
1692,127.931,332.586
1693,128.47,333.066
1694,128.881,332.924
1695,127.166,331.457
1696,128.501,331.888
1697,129.329,336.994
1698,130.044,336.97
1699,129.484,336.184
1700,130.182,336.188
1701,132.4,336.528
1702,131.178,336.209
1703,132.841,336.204
1704,131.372,336.85
1705,133.545,335.942
1706,129.851,334.958
1707,130.851,335.455
1708,130.145,334.933
1709,129.889,335.367
1710,130.863,334.949
1711,129.869,333.705
1712,129.403,333.975
1713,128.911,333.964
1714,129.366,333.706
1715,129.908,334.432
1716,130.6,333.94
1717,129.916,333.934
1718,130.604,334.229
1719,131.859,334.995
1720,132.857,335.002
1721,131.627,333.993
1722,131.93,333.995
1723,134.302,333.987
1724,134.47,335.001
1725,133.858,335.009
1726,132.928,334.006
1727,129.931,332.18
1728,131.895,332.375
1729,134.897,332.996
1730,135.847,336.553
1731,136.165,334.063
1732,135.904,333.29
1733,114.982,367.49
1734,114.991,366.318
1735,99.567,366.283
1736,101.226,366.164
1737,103.968,366.112
1738,99.48,363.494
1739,101.184,364.235
1740,104.101,363.832
1741,99.619,362.357
1742,101.302,361.548
1743,103.854,362.219
1744,99.823,360.023
1745,101.343,360.981
1746,100.621,359.7
1747,101.802,360.987
1748,101.84,359.751
1749,103.808,359.53
1750,98.695,358.843
1751,101.35,358.595
1752,103.639,358.363
1753,98.807,356.914
1754,101.499,356.276
1755,103.241,355.425
1756,98.809,354.602
1757,100.141,354.063
1758,98.778,353.752
1759,99.498,353.568
1760,100.506,354.038
1761,101.419,354.46
1762,101.272,353.529
1763,101.658,353.28
1764,101.332,353.848
1765,102.012,353.046
1766,102.158,353.859
1767,103.249,354.419
1768,103.929,354.227
1769,102.483,353.072
1770,103.948,353.161
1771,103.773,353.754
1772,103.953,353.71
1773,103.308,353.044
1774,98.546,352.882
1775,99.5,352.649
1776,98.865,351.702
1777,99.393,351.278
1778,100.161,351.36
1779,100.023,351.855
1780,99.405,351.788
1781,101.026,352.802
1782,101.32,352.07
1783,101.267,351.536
1784,100.519,351.92
1785,100.552,351.392
1786,101.085,351.057
1787,101.779,351.124
1788,101.815,351.592
1789,102.202,351.322
1790,101.774,351.976
1791,102.316,352.018
1792,102.9,352.168
1793,102.625,352.79
1794,103.058,352.905
1795,104.256,352.241
1796,103.529,352.802
1797,103.509,352.283
1798,103.972,352.783
1799,102.317,351.667
1800,104.218,351.739
1801,99.121,350.287
1802,99.447,350.098
1803,100.052,350.338
1804,100.032,350.933
1805,99.3,350.798
1806,98.832,349.441
1807,99.794,349.413
1808,101.256,349.456
1809,101.762,350.488
1810,102.254,349.465
1811,100.737,350.64
1812,103.307,350.504
1813,104.505,366.861
1814,105.739,366.69
1815,104.753,366.117
1816,105.956,365.824
1817,106.827,366.228
1818,109.242,365.933
1819,108.237,366.779
1820,108.744,365.885
1821,109.245,366.675
1822,104.838,363.73
1823,105.68,364.655
1824,104.74,364.601
1825,105.744,363.761
1826,107.095,364.739
1827,107.729,364.757
1828,106.65,363.692
1829,107.199,363.638
1830,107.743,364.168
1831,107.4,363.93
1832,107.772,363.57
1833,108.684,364.83
1834,109.742,364.667
1835,108.576,363.891
1836,108.719,364.112
1837,108.549,363.463
1838,109.059,363.434
1839,109.73,363.732
1840,104.666,363.084
1841,104.689,361.472
1842,105.641,362.173
1843,105.695,361.66
1844,106.7,362.999
1845,106.7,362.542
1846,106.656,362.213
1847,106.653,363.125
1848,107.693,362.74
1849,106.658,361.705
1850,107.67,361.75
1851,108.69,362.306
1852,108.691,361.804
1853,110.201,361.35
1854,109.794,363.249
1855,104.868,360.199
1856,105.658,360.87
1857,104.86,359.444
1858,105.658,359.603
1859,106.428,360.493
1860,106.618,361.141
1861,106.651,360.864
1862,106.884,360.442
1863,107.666,360.675
1864,107.126,360.199
1865,106.393,359.528
1866,106.383,360.171
1867,107.124,359.598
1868,107.61,359.247
1869,108.598,360.363
1870,109.881,361.292
1871,108.669,359.455
1872,108.496,360.005
1873,108.191,359.409
1874,109.054,359.844
1875,110.134,359.939
1876,104.551,358.551
1877,105.96,358.702
1878,106.131,358.19
1879,105.415,358.763
1880,105.564,358.181
1881,104.557,358.066
1882,105.364,357.345
1883,106.39,358.568
1884,106.383,359.159
1885,106.689,358.715
1886,107.133,358.211
1887,107.772,358.874
1888,106.66,357.677
1889,107.939,358.194
1890,107.636,358.184
1891,107.386,357.639
1892,107.921,357.426
1893,108.435,359.022
1894,108.459,358.545
1895,108.749,359.08
1896,109.005,358.256
1897,110.167,359.027
1898,108.374,357.298
1899,109.166,357.747
1900,108.711,357.367
1901,108.441,358.198
1902,109.82,358.209
1903,105.404,356.15
1904,106.655,356.618
1905,107.872,356.16
1906,106.483,356.086
1907,107.649,357.166
1908,108.578,356.911
1909,110.112,356.398
1910,110.056,356.197
1911,108.453,356.179
1912,104.614,354.321
1913,105.714,354.473
1914,104.836,353.609
1915,105.252,353.517
1916,105.441,353.789
1917,105.794,353.849
1918,106.11,353.103
1919,107.053,354.701
1920,107.881,354.285
1921,106.361,353.909
1922,106.531,353.255
1923,107.165,353.232
1924,107.191,353.828
1925,107.258,353.487
1926,108.063,353.212
1927,107.229,354.068
1928,108.048,353.987
1929,108.831,354.674
1930,109.541,354.621
1931,109.933,353.619
1932,109.193,353.615
1933,104.614,351.104
1934,104.835,352.281
1935,105.769,352.528
1936,105.686,351.558
1937,106.787,351.793
1938,106.555,352.748
1939,108.04,351.286
1940,108.2,352.549
1941,108.979,351.718
1942,110.262,351.964
1943,109.972,352.728
1944,108.984,353.146
1945,105.831,349.97
1946,105.951,350.593
1947,105.12,350.671
1948,105.184,349.249
1949,106.592,350.579
1950,110.024,350.73
1951,108.995,350.651
1952,108.712,349.68
1953,109.835,349.73
1954,110.275,366.897
1955,111.235,366.824
1956,112.866,366.86
1957,113.416,366.85
1958,113.977,367.459
1959,110.266,366.054
1960,111.33,365.809
1961,112.929,365.966
1962,113.434,366.005
1963,113.99,366.021
1964,110.263,364.514
1965,111.684,364.868
1966,112.412,364.902
1967,113.454,365.305
1968,114.515,365.034
1969,115.013,364.864
1970,110.727,364.203
1971,111.104,364.058
1972,111.699,364.076
1973,111.395,363.832
1974,111.705,363.663
1975,112.188,363.434
1976,113.92,364.176
1977,114.328,364.196
1978,115.015,364.217
1979,110.705,363.034
1980,111.543,362.642
1981,111.434,362.404
1982,111.731,363.176
1983,111.313,363.095
1984,112.449,362.441
1985,112.49,363.25
1986,112.193,363.239
1987,112.492,362.729
1988,113.728,362.664
1989,114.295,363.155
1990,115.372,363.212
1991,110.615,361.371
1992,111.495,361.963
1993,112.463,361.971
1994,113.18,362.409
1995,114.038,361.716
1996,114.97,361.503
1997,114.569,362.251
1998,114.261,362.347
1999,115.551,361.528
2000,115.014,361.766
2001,115.281,362.27
2002,115.962,362.234
2003,110.471,360.672
2004,111.435,360.354
2005,112.49,361.371
2006,113.489,361.407
2007,114.498,360.407
2008,114.011,360.966
2009,114.005,360.395
2010,114.769,361.075
2011,115.084,361.152
2012,115.007,360.83
2013,115.514,360.692
2014,115.495,360.996
2015,110.918,359.925
2016,111.447,359.924
2017,112.247,359.96
2018,113.473,360.328
2019,114.512,359.879
2020,115.463,359.922
2021,110.493,358.734
2022,111.346,358.778
2023,112.275,358.827
2024,113.532,358.361
2025,114.54,358.723
2026,115.328,358.961
2027,110.524,358.236
2028,111.298,357.625
2029,112.314,357.791
2030,112.824,357.392
2031,113.017,358.29
2032,112.255,358.297
2033,113.343,357.682
2034,114.547,357.723
2035,115.565,357.68
2036,110.593,356.469
2037,111.822,356.319
2038,111.322,357.262
2039,111.368,356.382
2040,111.817,357.276
2041,112.405,357.123
2042,113.36,357.117
2043,114.57,357.36
2044,115.56,357.399
2045,110.404,355.905
2046,111.393,355.758
2047,112.399,355.799
2048,113.274,355.79
2049,114.247,356.349
2050,115.683,355.509
2051,110.736,354.689
2052,111.373,355.238
2053,111.823,354.8
2054,112.13,354.78
2055,111.349,354.717
2056,112.601,354.82
2057,113.556,354.83
2058,114.584,354.892
2059,115.177,355.032
2060,110.961,353.859
2061,111.583,353.832
2062,112.631,353.841
2063,113.216,353.874
2064,114.283,353.959
2065,115.688,354.329
2066,110.94,352.762
2067,111.703,352.757
2068,113.199,352.807
2069,112.713,352.325
2070,112.704,352.833
2071,113.188,353.304
2072,113.82,352.851
2073,114.258,352.38
2074,114.529,353.339
2075,115.185,353.37
2076,115.209,352.867
2077,115.704,352.929
2078,110.975,351.737
2079,111.517,351.757
2080,112.25,352.272
2081,113.218,352.302
2082,112.271,351.72
2083,113.225,351.806
2084,113.85,351.84
2085,115.24,351.675
2086,114.746,351.454
2087,114.659,352.351
2088,115.219,352.183
2089,115.752,351.941
2090,111.249,350.742
2091,111.026,350.78
2092,110.328,351.118
2093,110.332,350.704
2094,111.952,350.753
2095,111.748,350.757
2096,112.244,351.24
2097,111.516,351.232
2098,112.802,350.787
2099,113.65,350.815
2100,114.811,350.88
2101,115.316,350.398
2102,111.275,349.738
2103,111.711,349.827
2104,112.568,350.216
2105,113.331,349.807
2106,114.856,349.878
2107,115.339,349.891
2108,111.555,348.358
2109,113.44,348.788
2110,114.864,348.827
2111,111.591,346.967
2112,82.616,377.037
2113,86.144,377.298
2114,83.866,374.027
2115,85.59,375.239
2116,83.118,371.345
2117,83.693,371.545
2118,81.636,369.137
2119,85.201,368.214
2120,82.168,365.258
2121,84.472,364.949
2122,81.454,361.847
2123,85.229,360.964
2124,82.948,359.605
2125,84.671,359.667
2126,82.135,355.645
2127,84.975,356.506
2128,82.868,353.251
2129,85.486,351.703
2130,83.207,350.614
2131,84.661,351.637
2132,88.742,377.558
2133,92.613,376.564
2134,89.786,374.014
2135,92.07,373.613
2136,87.989,371.27
2137,91.066,371.692
2138,88.018,367.761
2139,91.335,368.588
2140,88.74,364.497
2141,90.818,364.708
2142,88.274,361.357
2143,91.367,363.567
2144,87.547,359.738
2145,92.14,358.395
2146,87.907,356.236
2147,91.186,357.322
2148,88.694,353.062
2149,91.091,352.708
2150,86.679,351.531
2151,89.043,351.553
2152,87.538,349.566
2153,88.975,349.09
2154,90.821,351.22
2155,92.482,350.792
2156,90.245,348.745
2157,92.002,349.956
2158,94.093,377.561
2159,96.37,376.75
2160,98.56,377.523
2161,98.613,377.045
2162,98.326,378.499
2163,98.612,378.334
2164,94.623,376.022
2165,95.628,375.804
2166,97.023,375.906
2167,95.683,374.976
2168,97.086,374.706
2169,98.602,375.859
2170,98.193,375.024
2171,99.052,375.198
2172,98.106,375.981
2173,94.613,373.341
2174,95.932,372.635
2175,96.556,373.54
2176,96.9,372.824
2177,96.965,373.709
2178,98.571,373.487
2179,94.284,371.222
2180,94.61,372.388
2181,95.634,371.962
2182,94.391,371.536
2183,95.649,371.541
2184,96.827,372.222
2185,97.853,372.2
2186,96.704,371.909
2187,97.846,371.462
2188,93.721,370.387
2189,94.934,370.166
2190,95.775,370.328
2191,96.169,370.407
2192,96.155,370.706
2193,95.78,370.636
2194,94.567,369.053
2195,96.068,369.7
2196,95.772,369.683
2197,95.669,369.188
2198,95.928,369.339
2199,97.11,370.679
2200,97.057,370.309
2201,96.496,370.537
2202,96.593,370.047
2203,97.457,370.71
2204,98.057,370.041
2205,97.63,370.188
2206,98.053,370.714
2207,96.554,369.507
2208,97.841,369.506
2209,93.092,367.599
2210,95.139,368.745
2211,94.673,368.132
2212,94.971,368.375
2213,94.562,368.42
2214,95.664,368.381
2215,94.758,367.599
2216,95.612,367.641
2217,96.948,368.607
2218,98.026,367.989
2219,96.595,367.508
2220,98.071,367.433
2221,93.843,365.884
2222,95.609,366.219
2223,97.4,366.184
2224,93.151,364.103
2225,95.368,363.513
2226,97.516,363.648
2227,93.855,361.905
2228,94.384,362.283
2229,95.786,361.985
2230,95.16,361.849
2231,95.011,361.32
2232,94.385,361.538
2233,94.388,361.136
2234,95.727,361.606
2235,96.821,362.29
2236,96.9,361.697
2237,97.703,362.457
2238,97.622,361.548
2239,94.31,359.851
2240,94.992,360.491
2241,95.762,360.225
2242,95.243,359.205
2243,95.783,359.234
2244,97.576,360.06
2245,94.001,357.862
2246,95.824,357.531
2247,94.799,357.821
2248,95.716,358.509
2249,94.95,358.494
2250,96.803,358.386
2251,96.907,357.645
2252,97.506,357.793
2253,97.538,358.378
2254,94.001,355.378
2255,95.817,356.093
2256,97.276,356.491
2257,92.549,353.896
2258,93.857,354.06
2259,95.011,354.496
2260,92.551,353.22
2261,93.882,353.3
2262,94.931,353.296
2263,92.54,352.277
2264,93.859,352.071
2265,94.903,352.094
2266,95.776,354.759
2267,97.315,354.205
2268,97.392,354.553
2269,95.691,353.336
2270,96.93,353.587
2271,97.378,353.666
2272,96.058,352.302
2273,96.536,352.328
2274,97.728,352.559
2275,93.339,351.6
2276,93.863,351.533
2277,95.144,351.039
2278,95.068,351.451
2279,94.393,351.512
2280,94.801,350.843
2281,92.543,350.262
2282,94.35,350.784
2283,94.865,350.251
2284,92.555,349.268
2285,94.025,349.278
2286,94.914,349.799
2287,95.686,351.092
2288,95.541,351.407
2289,96.274,351.635
2290,96.088,351.043
2291,97.344,351.828
2292,97.852,351.566
2293,95.959,350.365
2294,96.858,350.773
2295,97.049,350.355
2296,96.7,350.354
2297,97.355,350.712
2298,97.408,350.37
2299,95.875,349.302
2300,97.148,349.442
2301,97.447,349.516
2302,98.036,349.129
2303,98.207,349.697
2304,97.556,348.895
2305,82.308,346.573
2306,85.095,346.508
2307,88.776,346.638
2308,90.86,347.097
2309,93.683,348.762
2310,95.391,348.513
2311,93.447,346.209
2312,94.723,346.654
2313,97.06,348.222
2314,82.994,344.203
2315,85.123,344.641
2316,88.628,344.329
2317,91.066,343.456
2318,94.326,345.146
2319,97.55,343.772
2320,83.688,340.099
2321,88.792,341.658
2322,97.692,337.851
2323,82.699,334.913
2324,89.51,334.079
2325,97.782,334.321
2326,102.697,401.759
2327,104.083,401.857
2328,102.308,398.662
2329,105.064,398.815
2330,102.565,397.484
2331,105.074,398.059
2332,102.584,395.323
2333,104.592,395.141
2334,103.083,393.756
2335,104.596,393.393
2336,102.314,391.584
2337,105.413,390.865
2338,102.581,390.33
2339,104.355,390.047
2340,101.872,387.558
2341,104.144,387.08
2342,102.6,386.112
2343,104.485,385.888
2344,103.057,382.629
2345,104.371,383.714
2346,102.268,381.306
2347,104.753,381.582
2348,102.34,380.078
2349,104.804,379.059
2350,106.796,401.02
2351,108.527,401.118
2352,110.791,401.108
2353,106.998,400.035
2354,108.534,400.086
2355,109.833,400.091
2356,107.133,397.79
2357,108.535,397.825
2358,110.54,397.656
2359,107.016,395.378
2360,108.405,395.445
2361,110.563,396.067
2362,106.104,394.081
2363,107.141,393.086
2364,106.062,393.026
2365,107.139,394.084
2366,107.985,394.071
2367,107.725,392.654
2368,109.139,393.545
2369,108.575,394.137
2370,110.552,392.836
2371,107.105,391.435
2372,108.333,391.748
2373,110.043,391.753
2374,111.017,391.291
2375,110.146,391.193
2376,110.554,391.742
2377,106.736,389.586
2378,107.76,389.02
2379,111.087,389.058
2380,106.104,387.389
2381,109.516,387.069
2382,110.804,386.955
2383,106.967,385.407
2384,108.76,385.331
2385,110.839,386.029
2386,106.097,384.037
2387,108.65,383.526
2388,111.312,382.695
2389,106.851,381.197
2390,108.1,381.571
2391,109.604,381.562
2392,106.607,380.031
2393,108.616,379.42
2394,110.545,379.57
2395,113.178,401.064
2396,116.684,401.032
2397,113.159,397.604
2398,116.666,397.573
2399,112.505,394.608
2400,114.625,395.066
2401,116.654,395.538
2402,113.61,394.522
2403,111.745,392.841
2404,112.902,393.052
2405,112,394.55
2406,114.204,394.318
2407,114.882,394.095
2408,117.046,393.828
2409,116.146,393.591
2410,116.156,392.857
2411,117.007,392.814
2412,114.106,393.053
2413,115.358,393.079
2414,112.373,391.819
2415,114.589,391.76
2416,117.142,391.816
2417,117.151,391.265
2418,116.164,391.289
2419,116.149,391.879
2420,112.643,389.031
2421,114.599,389.061
2422,116.761,389.468
2423,113.145,387.03
2424,111.966,386.753
2425,111.585,388.462
2426,112.649,388.057
2427,114.38,388.08
2428,114.028,388.262
2429,114.397,387.721
2430,114.042,387.77
2431,115.601,388.032
2432,116.661,387.268
2433,114.213,387.115
2434,115.606,387.114
2435,112.12,385.07
2436,112.14,386.189
2437,113.595,384.564
2438,112.874,385.578
2439,113.881,384.566
2440,115.607,384.556
2441,114.716,386.491
2442,114.43,385.831
2443,116.944,384.565
2444,112.116,384.237
2445,112.881,383.095
2446,112.982,384.518
2447,112.131,383.103
2448,114.096,382.618
2449,114.103,384.518
2450,115.044,382.919
2451,114.669,384.502
2452,116.613,384.505
2453,113.323,381.552
2454,115.383,381.214
2455,115.219,381.947
2456,114.395,382.04
2457,114.17,381.429
2458,116.615,381.765
2459,113.107,379.747
2460,114.884,379.776
2461,113.852,379.02
2462,114.383,379.805
2463,115.098,379.534
2464,117.125,378.537
2465,115.855,379.504
2466,117.113,379.551
2467,115.74,379.823
2468,118.696,401.032
2469,120.75,401.271
2470,119.194,399.075
2471,118.402,399.508
2472,118.536,400.04
2473,119.148,400.048
2474,120.517,399.289
2475,119.14,397.528
2476,120.414,397.629
2477,117.996,396.258
2478,119.165,396.25
2479,120.157,396.256
2480,120.716,396.25
2481,117.73,395.034
2482,119.135,394.599
2483,119.638,394.875
2484,118.684,395.041
2485,119.18,395.049
2486,119.87,394.736
2487,121.372,394.559
2488,118.351,393.556
2489,118.635,394.05
2490,117.743,394.057
2491,117.828,393.562
2492,119.181,393.817
2493,119.141,394.055
2494,119.133,393.553
2495,119.511,394.052
2496,120.342,394.504
2497,120.171,394.007
2498,119.859,394.06
2499,120.131,393.768
2500,120.706,393.857
2501,118.233,392.776
2502,118.014,393.171
2503,117.676,392.792
2504,118.626,393.522
2505,119.144,392.827
2506,120.758,392.877
2507,120.19,393.061
2508,118.255,391.563
2509,117.784,392.004
2510,117.678,392.279
2511,118.564,392.135
2512,119.169,391.554
2513,119.406,392.246
2514,119.123,392.198
2515,119.119,391.799
2516,120.292,391.563
2517,120.133,391.557
2518,120.42,392.264
2519,119.735,392.262
2520,118.332,391.013
2521,119.179,390.786
2522,119.174,391.399
2523,119.134,391.06
2524,118.682,391.015
2525,119.733,391.289
2526,120.025,391.011
2527,120.17,391.252
2528,120.205,390.658
2529,117.923,390.053
2530,119.163,390.041
2531,119.881,390.004
2532,118.121,389.247
2533,119.148,389.278
2534,118.856,388.886
2535,119.43,388.83
2536,118.843,389.257
2537,119.693,389.298
2538,117.829,387.672
2539,119.051,388.123
2540,120.163,388.207
2541,118.322,387.247
2542,119.235,387.258
2543,119.752,387.216
2544,118.371,386.151
2545,119.157,385.876
2546,119.949,385.814
2547,118.352,385.046
2548,118.88,385.055
2549,120.021,385.262
2550,120.904,385.028
2551,118.262,384.013
2552,119.262,384.013
2553,120.304,384.017
2554,120.699,384.126
2555,118.294,383.266
2556,119.441,383.037
2557,120.137,383.053
2558,121.024,383.015
2559,117.631,381.797
2560,118.871,381.784
2561,120.343,381.798
2562,120.799,382.242
2563,121.453,382.255
2564,121.54,381.91
2565,120.799,381.787
2566,122.171,381.669
2567,118.626,381.325
2568,118.679,381.031
2569,120.336,380.551
2570,120.789,381.016
2571,122.002,380.955
2572,118.389,379.557
2573,119.365,380.043
2574,119.694,379.795
2575,120.927,380.037
2576,122.196,380.148
2577,122.711,379.875
2578,117.849,379.505
2579,119.288,378.552
2580,120.04,378.928
2581,121.14,379.049
2582,121.885,378.994
2583,123.207,379.044
2584,77.263,400.133
2585,81.103,401.089
2586,77.736,396.855
2587,80.347,397.301
2588,77.624,394.587
2589,80.349,396.06
2590,77.115,391.598
2591,80.632,391.574
2592,76.641,389.534
2593,80.576,388.541
2594,77.744,385.272
2595,80.601,385.511
2596,78.074,383.015
2597,80.954,383.546
2598,77.586,380.506
2599,80.062,380.533
2600,83.15,401.003
2601,85.399,400.987
2602,83.127,398.512
2603,85.387,398.502
2604,83.329,395.52
2605,85.623,394.979
2606,82.622,392.534
2607,86.783,391.236
2608,83.106,389.49
2609,86.6,389.729
2610,83.062,385.542
2611,86.597,385.545
2612,83.549,384.005
2613,86.057,383.505
2614,83.104,380.03
2615,86.3,380.005
2616,89.636,400.46
2617,91.606,401.47
2618,88.034,397.508
2619,92.563,397.515
2620,89.069,394.67
2621,92.802,394.44
2622,89.103,391.235
2623,91.601,392.319
2624,89.004,389.784
2625,87.715,388.982
2626,88.541,389.996
2627,89,389.476
2628,89.853,389.015
2629,92.338,390.092
2630,89.564,388.14
