stop_zone,x_coord,y_coord
1046,119.328,368.717
1047,118.829,369.651
1048,119.11,368.716
1049,119.502,369.681
1050,120.073,369.063
1051,120.042,369.266
1052,120.476,368.768
1053,120.626,369.729
1054,117.83,367.832
1055,118.571,368.638
1056,118.051,368.616
1057,118.397,367.672
1058,118.848,368.66
1059,119.335,368.397
1060,119.314,367.723
1061,119.063,367.335
1062,118.994,367.706
1063,120.053,368.703
1064,120.261,367.715
1065,120.265,367.872
1066,120.554,367.777
1067,120.626,368.735
1068,120.301,367.439
1069,123.992,377.759
1070,124.135,377.022
1071,124.761,376.983
1072,124.127,376.024
1073,125.098,375.964
1074,123.798,374.973
1075,125.225,375.013
1076,125.837,374.857
1077,124.286,373.874
1078,125.122,373.869
1079,126.056,373.97
1080,127.142,373.894
1081,124.152,372.773
1082,125.066,372.977
1083,126.376,372.492
1084,126.354,373.064
1085,126.091,373.452
1086,125.864,372.541
1087,127.105,372.774
1088,126.907,373.289
1089,127.567,372.766
1090,127.562,373.297
1091,128.13,372.756
1092,122.176,372.071
1093,123.649,372.327
1094,124.578,372.292
1095,125.222,371.854
1096,125.894,372.069
1097,126.842,372.449
1098,127.554,372.171
1099,127.312,372.45
1100,122.163,371.467
1101,122.376,370.839
1102,122.846,371.559
1103,121.94,370.826
1104,123.369,370.85
1105,124.195,370.857
1106,124.24,371.797
1107,124.665,371.172
1108,124.628,371.796
1109,125.603,371.799
1110,125.072,371.295
1111,125.614,370.857
1112,124.889,371.808
1113,126.373,371.319
1114,127.314,371.343
1115,127.316,371.844
1116,127.348,370.886
1117,127.362,371.635
1118,122.743,370.789
1119,122.069,370.08
1120,122.491,369.831
1121,122.169,370.526
1122,123.834,370.81
1123,123.363,369.844
1124,122.94,370.798
1125,123.125,369.85
1126,124.679,370.795
1127,124.114,370.398
1128,124.558,370.062
1129,124.323,370.229
1130,125.611,370.35
1131,124.88,370.801
1132,124.878,370.037
1133,125.587,369.854
1134,126.317,369.854
1135,126.48,370.311
1136,126.484,370.816
1137,126.06,370.357
1138,127.782,369.896
1139,127.297,370.377
1140,127.339,369.378
1141,126.874,369.362
1142,127.766,370.858
1143,127.297,369.882
1144,122.611,369.345
1145,122.037,369.784
1146,122.58,368.789
1147,122.043,368.908
1148,122.697,368.91
1149,122.217,368.606
1150,123.363,369.286
1151,124.598,369.549
1152,124.149,369.137
1153,123.862,369.81
1154,124.636,368.855
1155,125.592,368.852
1156,125.586,369.352
1157,125.263,368.848
1158,124.862,369.342
1159,126.444,369.312
1160,124.115,368.799
1161,124.516,368.797
1162,124.854,368.694
1163,125.601,368.515
1164,124.806,368.301
1165,125.299,368.306
1166,125.802,368.24
1167,125.983,368.123
1168,125.967,368.806
1169,126.407,368.812
1170,126.688,368.316
1171,128.464,372.038
1172,128.208,372.434
1173,128.345,371.202
1174,128.273,370.903
1175,128.418,371.559
1176,127.89,371.627
1177,127.985,370.402
1178,128.422,369.945
1179,128.817,369.938
1180,128.364,370.401
1181,127.829,370.363
1182,128.085,369.405
1183,118.09,365.002
1184,121.283,364.734
1185,121.779,365.318
1186,121.67,364.753
1187,120.308,365.695
1188,121.824,365.715
1189,120.814,365.67
1190,122.823,365.292
1191,116.014,363.93
1192,117.759,364.084
1193,118.536,364.513
1194,118.569,363.735
1195,118.271,363.814
1196,118.271,364.116
1197,116.002,363.237
1198,117.091,362.587
1199,117.824,362.598
1200,117.785,363.56
1201,116.844,363.199
1202,118.81,363.095
1203,118.347,363.155
1204,118.321,362.609
1205,117.85,363.165
1206,119.792,363.096
1207,119.572,363.62
1208,118.839,363.505
1209,119.073,363.066
1210,119.885,363.634
1211,120.319,363.045
1212,120.477,362.696
1213,120.35,363.657
1214,121.45,362.845
1215,121.082,363.666
1216,121.133,362.906
1217,116.382,361.562
1218,117.22,362.019
1219,117.897,361.616
1220,117.879,362.102
1221,118.824,362.588
1222,118.853,361.631
1223,119.257,361.651
1224,120.353,362.172
1225,121.848,362.662
1226,121.373,361.699
1227,121.24,362.663
1228,121.481,361.703
1229,116.374,361.383
1230,117.853,361.303
1231,117.866,360.884
1232,117.229,361.283
1233,116.904,360.617
1234,118.366,360.859
1235,118.357,361.316
1236,118.874,360.729
1237,118.866,361.113
1238,119.251,361.13
1239,119.89,360.642
1240,119.265,360.643
1241,119.514,361.606
1242,120.398,360.659
1243,120.89,360.927
1244,120.133,361.623
1245,120.418,361.646
1246,121.397,361.155
1247,121.902,360.956
1248,120.964,361.643
1249,121.895,361.216
1250,116.869,359.696
1251,117.877,360.276
1252,117.939,359.783
1253,118.385,360.165
1254,118.899,359.835
1255,118.885,360.242
1256,119.26,360.269
1257,119.56,360.527
1258,119.41,359.612
1259,119.45,359.837
1260,120.86,360.272
1261,120.156,360.386
1262,120.469,359.867
1263,119.966,359.64
1264,121.914,360.309
1265,121.48,359.914
1266,121.324,359.691
1267,121.413,360.288
1268,116.899,359.05
1269,117.334,359
1270,118.913,359.528
1271,117.965,358.791
1272,118.66,358.589
1273,117.945,359.517
1274,119.486,359.058
1275,120.52,358.635
1276,120.45,358.979
1277,119.983,359.14
1278,120.466,359.606
1279,121.976,358.693
1280,121.388,359.135
1281,121.421,359.434
1282,121.942,359.437
1283,116.206,358.428
1284,116.999,357.979
1285,118.189,357.557
1286,118.203,358.516
1287,118.744,358.085
1288,118.761,357.583
1289,118.989,358.552
1290,119.033,357.582
1291,119.534,357.607
1292,119.503,358.576
1293,120.01,358.597
1294,121.267,358.634
1295,116.975,357.457
1296,117.054,356.5
1297,119.003,357.053
1298,119.542,357.106
1299,120.551,357.144
1300,121.065,357.12
1301,122.044,356.679
1302,122.008,357.647
1303,121.049,357.612
1304,116.627,355.514
1305,117.637,355.538
1306,118.469,356.007
1307,119.028,356.537
1308,118.116,356.03
1309,119.05,356.035
1310,119.588,356.054
1311,120.578,356.133
1312,121.238,356.125
1313,122.946,360.973
1314,122.453,360.722
1315,122.481,361.231
1316,121.921,361.68
1317,121.985,359.934
1318,123.471,360.707
1319,122.468,360.323
1320,122.969,360.301
1321,122.755,359.856
1322,123.262,359.878
1323,123.017,358.721
1324,123.529,358.734
1325,123.284,359.488
1326,122.476,359.686
1327,122.748,359.428
1328,122.515,358.709
1329,122.533,358.164
1330,122.719,357.708
1331,123.038,358.222
1332,122.032,358.195
1333,123.581,358.189
1334,124.101,357.738
1335,124.594,358.263
1336,124.078,358.254
1337,125.076,357.762
1338,122.08,357.005
1339,122.542,357.541
1340,122.586,357.661
1341,122.602,357.158
1342,123.6,357.684
1343,123.09,357.671
1344,123.099,357.163
1345,123.609,357.179
1346,125.001,357.245
1347,124.572,357.707
1348,124.64,357.013
1349,124.594,356.736
1350,122.617,356.492
1351,122.105,356.36
1352,122.636,356.056
1353,122.116,355.841
1354,123.638,356.542
1355,123.134,356.309
1356,124.102,356.188
1357,123.6,356.174
1358,124.651,356.241
1359,124.154,355.724
