Industry_NAICS6_CBP,FAFZONE,CBPZONE,employment,establishment,e1,e2,e3,e4,e5,e6,e7,e8
114111,129,25,58,54,37,0,0,0,0,0,0,0
114111,151,29,40,27,14,0,0,0,0,0,0,0
114111,160,31,3,4,3,0,0,0,0,0,0,0
114111,219,42,7,5,3,0,0,0,0,0,0,0
114111,223,45,25,7,4,0,0,0,0,0,0,0
114111,229,46,4,4,3,0,0,0,0,0,0,0
114111,230,47,352,74,68,0,0,0,0,0,0,0
114111,249,50,18,11,6,0,0,0,0,0,0,0
114111,251,51,241,93,80,0,0,0,0,0,0,0
114111,259,52,46,31,26,0,0,0,0,0,0,0
114111,269,55,15,5,0,0,0,0,0,0,0,0
114111,300,62,6,10,7,0,0,0,0,0,0,0
114111,341,67,31,28,20,0,0,0,0,0,0,0
114111,349,69,161,17,11,0,0,0,0,0,0,0
114111,363,73,48,41,31,0,0,0,0,0,0,0
114111,379,79,25,16,10,0,0,0,0,0,0,0
114111,411,89,7,7,3,0,0,0,0,0,0,0
114111,419,90,159,127,109,0,0,0,0,0,0,0
114111,440,94,63,15,8,0,0,0,0,0,0,0
114111,489,110,42,29,17,0,0,0,0,0,0,0
114111,512,115,29,10,3,0,0,0,0,0,0,0
114111,519,117,16,11,4,0,0,0,0,0,0,0
114111,531,118,1059,262,225,0,4,0,0,0,0,0
114111,539,119,74,103,90,0,0,0,0,0,0,0
114112,12,2,19,11,9,0,0,0,0,0,0,0
114112,20,4,45,72,65,0,0,0,0,0,0,0
114112,61,9,29,12,10,0,0,0,0,0,0,0
114112,69,13,6,7,5,0,0,0,0,0,0,0
114112,121,21,14,10,7,0,0,0,0,0,0,0
114112,122,22,12,4,0,0,0,0,0,0,0,0
114112,124,24,25,10,3,0,0,0,0,0,0,0
114112,129,25,62,30,17,0,0,0,0,0,0,0
114112,223,45,43,26,16,0,0,0,0,0,0,0
114112,229,46,46,14,8,0,0,0,0,0,0,0
114112,230,47,390,448,419,0,0,0,0,0,0,0
114112,249,50,15,9,5,0,0,0,0,0,0,0
114112,251,51,53,32,27,0,0,0,0,0,0,0
114112,259,52,60,18,13,0,0,0,0,0,0,0
114112,341,67,67,13,8,0,0,0,0,0,0,0
