SCTG,DistanceGroup,Frequency,Proportion,cumProportion
1,122,2,0.000232288037166086,0.99616724738676
1,123,3,0.000348432055749129,0.996515679442509
1,124,4,0.000464576074332172,0.996980255516841
1,125,7,0.000813008130081301,0.997793263646922
1,126,7,0.000813008130081301,0.998606271777003
1,127,4,0.000464576074332172,0.999070847851336
1,129,1,0.000116144018583043,0.999186991869919
1,130,1,0.000116144018583043,0.999303135888502
1,132,5,0.000580720092915215,0.999883855981417
1,133,1,0.000116144018583043,1
2,1,216,0.0211681693453548,0.0211681693453548
2,2,483,0.0473343786750294,0.0685025480203842
2,3,300,0.0294002352018816,0.0979027832222658
2,4,160,0.0156801254410035,0.113582908663269
2,5,106,0.0103880831046648,0.123970991767934
2,6,86,0.0084280674245394,0.132399059192474
2,7,83,0.00813406507252058,0.140533124264994
2,8,62,0.00607604860838887,0.146609172873383
2,9,68,0.0066640533124265,0.15327322618581
2,10,72,0.00705605644845159,0.160329282634261
2,11,74,0.00725205801646413,0.167581340650725
2,12,50,0.0049000392003136,0.172481379851039
2,13,76,0.00744805958447668,0.179929439435516
2,14,103,0.010094080752646,0.190023520188162
2,15,229,0.0224421795374363,0.212465699725598
2,16,232,0.0227361818894551,0.235201881615053
2,17,218,0.0213641709133673,0.25656605252842
2,18,164,0.0160721285770286,0.272638181105449
2,19,172,0.0168561348490788,0.289494315954528
2,20,124,0.0121520972167777,0.301646413171305
2,21,116,0.0113680909447276,0.313014504116033
2,22,168,0.0164641317130537,0.329478635829087
2,23,100,0.00980007840062721,0.339278714229714
2,24,141,0.0138181105448844,0.353096824774598
2,25,128,0.0125441003528028,0.365640925127401
2,26,59,0.00578204625637005,0.371422971383771
2,27,57,0.00558604468835751,0.377009016072129
2,28,51,0.00499803998431988,0.382007056056449
2,29,38,0.00372402979223834,0.385731085848687
2,30,42,0.00411603292826343,0.38984711877695
2,31,40,0.00392003136025088,0.393767150137201
2,32,39,0.00382203057624461,0.397589180713446
2,33,48,0.00470403763230106,0.402293218345747
2,34,24,0.00235201881615053,0.404645237161897
2,35,34,0.00333202665621325,0.407977263818111
2,36,16,0.00156801254410035,0.409545276362211
2,37,30,0.00294002352018816,0.412485299882399
2,38,43,0.0042140337122697,0.416699333594669
2,39,54,0.00529204233633869,0.421991375931007
2,40,93,0.0091140729125833,0.431105448843591
2,41,113,0.0110740885927087,0.4421795374363
2,42,113,0.0110740885927087,0.453253626029008
2,43,104,0.0101920815366523,0.463445707565661
2,44,72,0.00705605644845159,0.470501764014112
2,45,76,0.00744805958447668,0.477949823598589
2,46,63,0.00617404939239514,0.484123872990984
2,47,65,0.00637005096040768,0.490493923951392
2,48,53,0.00519404155233242,0.495687965503724
2,49,35,0.00343002744021952,0.499117992943944
2,50,38,0.00372402979223834,0.502842022736182
2,51,32,0.00313602508820071,0.505978047824383
2,52,23,0.00225401803214426,0.508232065856527
2,53,28,0.00274402195217562,0.510976087808703
2,54,21,0.00205801646413171,0.513034104272834
2,55,55,0.00539004312034496,0.518424147393179
2,56,79,0.00774206193649549,0.526166209329675
2,57,79,0.00774206193649549,0.53390827126617
2,58,58,0.00568404547236378,0.539592316738534
2,59,63,0.00617404939239514,0.545766366130929
2,60,82,0.00803606428851431,0.553802430419443
2,61,79,0.00774206193649549,0.561544492355939
2,62,109,0.0106820854566837,0.572226577812623
2,63,117,0.0114660917287338,0.583692669541356
2,64,140,0.0137201097608781,0.597412779302235
2,65,101,0.00989807918463348,0.607310858486868
2,66,89,0.00872206977655821,0.616032928263426
2,67,133,0.0130341042728342,0.62906703253626
2,68,135,0.0132301058408467,0.642297138377107
2,69,139,0.0136221089768718,0.655919247353979
2,70,111,0.0108780870246962,0.666797334378675
2,71,150,0.0147001176009408,0.681497451979616
2,72,156,0.0152881223049784,0.696785574284594
2,73,90,0.00882007056056449,0.705605644845159
2,74,107,0.0104860838886711,0.71609172873383
2,75,122,0.0119560956487652,0.728047824382595
2,76,143,0.0140141121128969,0.742061936495492
2,77,137,0.0134261074088593,0.755488043904351
2,78,171,0.0167581340650725,0.772246177969424
2,79,174,0.0170521364170913,0.789298314386515
2,80,176,0.0172481379851039,0.806546452371619
2,81,146,0.0143081144649157,0.820854566836535
2,82,124,0.0121520972167777,0.833006664053313
2,83,138,0.0135241081928655,0.846530772246178
2,84,83,0.00813406507252058,0.854664837318699
2,85,84,0.00823206585652685,0.862896903175225
2,86,97,0.00950607604860839,0.872402979223834
2,87,71,0.00695805566444532,0.879361034888279
2,88,56,0.00548804390435124,0.88484907879263
2,89,32,0.00313602508820071,0.887985103880831
2,90,32,0.00313602508820071,0.891121128969032
2,91,25,0.0024500196001568,0.893571148569188
2,92,26,0.00254802038416307,0.896119168953352
2,93,24,0.00235201881615053,0.898471187769502
2,94,39,0.00382203057624461,0.902293218345747
2,95,42,0.00411603292826343,0.90640925127401
2,96,46,0.00450803606428852,0.910917287338299
2,97,48,0.00470403763230106,0.9156213249706
2,98,26,0.00254802038416307,0.918169345354763
2,99,34,0.00333202665621325,0.921501372010976
2,100,29,0.00284202273618189,0.924343394747158
2,101,33,0.00323402587220698,0.927577420619365
2,102,26,0.00254802038416307,0.930125441003528
2,103,30,0.00294002352018816,0.933065464523716
2,104,44,0.00431203449627597,0.937377499019992
2,105,60,0.00588004704037632,0.943257546060368
2,106,79,0.00774206193649549,0.950999607996864
2,107,60,0.00588004704037632,0.95687965503724
2,108,47,0.00460603684829479,0.961485691885535
2,109,59,0.00578204625637005,0.967267738141905
2,110,61,0.0059780478243826,0.973245785966288
2,111,41,0.00401803214425715,0.977263818110545
2,112,28,0.00274402195217562,0.980007840062721
2,113,27,0.00264602116816935,0.98265386123089
2,114,21,0.00205801646413171,0.984711877695022
2,115,23,0.00225401803214426,0.986965895727166
2,116,10,0.000980007840062721,0.987945903567229
2,117,8,0.000784006272050176,0.988729909839279
2,118,10,0.000980007840062721,0.989709917679341
2,119,4,0.000392003136025088,0.990101920815366
2,120,1,9.80007840062721e-05,0.990199921599373
2,121,2,0.000196001568012544,0.990395923167385
2,122,4,0.000392003136025088,0.99078792630341
2,123,5,0.00049000392003136,0.991277930223442
2,124,4,0.000392003136025088,0.991669933359467
2,125,15,0.00147001176009408,0.993139945119561
2,126,10,0.000980007840062721,0.994119952959624
2,127,12,0.00117600940807526,0.995295962367699
2,128,19,0.00186201489611917,0.997157977263818
2,129,8,0.000784006272050176,0.997941983535868
2,130,16,0.00156801254410035,0.999509996079969
2,131,4,0.000392003136025088,0.999901999215994
2,132,1,9.80007840062721e-05,1
3,1,288,0.0100404406637847,0.0100404406637847
3,2,707,0.0246478873239437,0.0346883279877284
3,3,581,0.0202551945335379,0.0549435225212662
3,4,461,0.0160716775902942,0.0710152001115605
3,5,329,0.0114698089527263,0.0824850090642867
3,6,298,0.0103890670757217,0.0928740761400084
3,7,317,0.0110514572584019,0.10392553339841
3,8,252,0.0087853855808116,0.112710918979222
3,9,263,0.00916887463394227,0.121879793613164
3,10,278,0.00969181425184772,0.131571607865012
3,11,257,0.00895969878678009,0.140531306651792
3,12,205,0.00714684144470785,0.1476781480965
3,13,194,0.00676335239157719,0.154441500488077
3,14,280,0.00976153953423511,0.164203040022312
3,15,472,0.0164551666434249,0.180658206665737
3,16,479,0.0166992051317808,0.197357411797518
3,17,520,0.0181285734207224,0.21548598521824
3,18,477,0.0166294798493934,0.232115465067634
3,19,515,0.0179542602147539,0.250069725282387
3,20,447,0.0155836006135825,0.26565332589597
3,21,406,0.0141542323246409,0.279807558220611
3,22,483,0.0168386556965556,0.296646213917166
3,23,397,0.0138404685538976,0.310486682471064
3,24,407,0.0141890949658346,0.324675777436899
3,25,403,0.0140496444010598,0.338725421837958
3,26,242,0.00843675916887463,0.347162181006833
3,27,205,0.00714684144470785,0.354309022451541
3,28,152,0.00529912146144192,0.359608143912983
3,29,131,0.00456700599637429,0.364175149909357
3,30,142,0.00495049504950495,0.369125644958862
3,31,123,0.00428810486682471,0.373413749825687
3,32,136,0.00474131920234277,0.37815506902803
3,33,148,0.00515967089666713,0.383314739924697
3,34,147,0.00512480825547344,0.38843954818017
3,35,146,0.00508994561427974,0.39352949379445
3,36,107,0.00373030260772556,0.397259796402175
3,37,139,0.00484590712592386,0.402105703528099
3,38,206,0.00718170408590155,0.409287407614001
3,39,163,0.00568261051457258,0.414970018128573
3,40,239,0.00833217124529354,0.423302189373867
3,41,265,0.00923859991632966,0.432540789290197
3,42,333,0.011609259517501,0.444150048807698
3,43,249,0.00868079765723051,0.452830846464928
3,44,190,0.0066239018268024,0.459454748291731
3,45,168,0.00585692372054107,0.465311672012272
3,46,158,0.0055082973086041,0.470819969320876
3,47,150,0.00522939617905453,0.47604936549993
3,48,126,0.0043926927904058,0.480442058290336
3,49,117,0.00407892901966253,0.484520987309999
3,50,97,0.00338167619578859,0.487902663505787
3,51,84,0.00292846186027053,0.490831125366058
3,52,68,0.00237065960117138,0.493201784967229
3,53,94,0.0032770882722075,0.496478873239437
3,54,93,0.00324222563101381,0.49972109887045
3,55,202,0.00704225352112676,0.506763352391577
3,56,226,0.00787895690977549,0.514642309301353
3,57,184,0.00641472597964022,0.521057035280993
3,58,215,0.00749546785664482,0.528552503137638
3,59,249,0.00868079765723051,0.537233300794868
3,60,282,0.00983126481662251,0.547064565611491
3,61,241,0.00840189652768094,0.555466462139172
3,62,350,0.0122019244177939,0.567668386556966
3,63,322,0.0112257704643704,0.578894157021336
3,64,345,0.0120276112118254,0.590921768233161
3,65,287,0.010005578022591,0.600927346255752
3,66,266,0.00927346255752336,0.610200808813276
3,67,320,0.011156045181983,0.621356853995259
3,68,318,0.0110863198995956,0.632443173894854
3,69,369,0.0128643146004741,0.645307488495328
3,70,319,0.0111211825407893,0.656428671036118
3,71,445,0.0155138753311951,0.671942546367313
3,72,435,0.0151652489192581,0.687107795286571
3,73,357,0.0124459629061498,0.699553758192721
3,74,374,0.0130386278064426,0.712592385999163
3,75,405,0.0141193696834472,0.726711755682611
3,76,402,0.0140147817598661,0.740726537442477
3,77,443,0.0154441500488077,0.756170687491284
3,78,473,0.0164900292846186,0.772660716775903
3,79,464,0.0161762655138753,0.788836982289778
3,80,418,0.0145725840189653,0.803409566308744
3,81,365,0.0127248640356993,0.816134430344443
3,82,335,0.0116789847998884,0.827813415144331
3,83,328,0.0114349463115326,0.839248361455864
3,84,210,0.00732115465067634,0.84656951610654
3,85,280,0.00976153953423511,0.856331055640775
3,86,298,0.0103890670757217,0.866720122716497
3,87,216,0.00753033049783852,0.874250453214336
3,88,179,0.00624041277367173,0.880490865988007
3,89,149,0.00519453353786083,0.885685399525868
3,90,204,0.00711197880351415,0.892797378329382
3,91,194,0.00676335239157719,0.899560730720959
3,92,123,0.00428810486682471,0.903848835587784
3,93,60,0.00209175847162181,0.905940594059406
3,94,113,0.00393947845488774,0.909880072514294
3,95,111,0.00386975317250035,0.913749825686794
3,96,72,0.00251011016594617,0.91625993585274
3,97,99,0.00345140147817599,0.919711337330916
3,98,66,0.00230093431878399,0.9220122716497
3,99,98,0.00341653883698229,0.925428810486683
3,100,80,0.00278901129549575,0.928217821782178
3,101,110,0.00383489053130665,0.932052712313485
3,102,124,0.00432296750801841,0.936375679821503
3,103,114,0.00397434109608144,0.940350020917585
3,104,177,0.00617068749128434,0.946520708408869
3,105,192,0.00669362710918979,0.953214335518059
3,106,247,0.00861107237484312,0.961825407892902
3,107,199,0.00693766559754567,0.968763073490448
3,108,144,0.00502022033189234,0.97378329382234
3,109,117,0.00407892901966253,0.977862222842002
3,110,112,0.00390461581369405,0.981766838655697
3,111,60,0.00209175847162181,0.983858597127318
3,112,48,0.00167340677729745,0.985532003904616
3,113,52,0.00181285734207224,0.987344861246688
3,114,65,0.00226607167759029,0.989610932924278
3,115,61,0.00212662111281551,0.991737554037094
3,116,29,0.00101101659461721,0.992748570631711
3,117,15,0.000522939617905453,0.993271510249616
3,118,25,0.000871566029842421,0.994143076279459
3,119,25,0.000871566029842421,0.995014642309301
3,120,14,0.000488076976711756,0.995502719286013
3,121,5,0.000174313205968484,0.995677032491982
3,122,8,0.000278901129549575,0.995955933621531
3,123,4,0.000139450564774787,0.996095384186306
3,124,6,0.000209175847162181,0.996304560033468
3,125,17,0.000592664900292846,0.996897224933761
3,126,17,0.000592664900292846,0.997489889834054
3,127,11,0.000383489053130665,0.997873378887185
3,128,18,0.000627527541486543,0.998500906428671
3,129,9,0.000313763770743272,0.998814670199414
3,130,25,0.000871566029842421,0.999686236229257
3,131,6,0.000209175847162181,0.999895412076419
3,138,1,3.48626411936968e-05,0.999930274717613
3,155,2,6.97252823873937e-05,1
4,1,253,0.011166034071851,0.011166034071851
4,2,645,0.0284667667049166,0.0396328007767676
4,3,559,0.0246711978109277,0.0643039985876953
4,4,423,0.0186689028157825,0.0829729014034778
4,5,374,0.0165063112366493,0.0994792126401271
4,6,328,0.0144761232235855,0.113955335863713
4,7,259,0.0114308412039898,0.125386177067702
4,8,227,0.0100185364992497,0.135404713566952
4,9,231,0.0101950745873422,0.145599788154294
4,10,244,0.0107688233736429,0.156368611527937
4,11,201,0.00887103892664842,0.165239650454586
4,12,167,0.00737046517786212,0.172610115632448
4,13,189,0.00834142466237091,0.180951540294819
4,14,192,0.00847382822844029,0.189425368523259
4,15,408,0.0180068849854356,0.207432253508695
4,16,450,0.0198605349104069,0.227292788419101
4,17,456,0.0201253420425457,0.247418130461647
4,18,383,0.0169035219348574,0.264321652396505
4,19,367,0.0161973695824874,0.280519021978992
4,20,288,0.0127107423426604,0.293229764321652
4,21,325,0.0143437196575161,0.307573483979169
4,22,354,0.0156236207961868,0.323197104775355
4,23,261,0.011519110248036,0.334716215023391
4,24,272,0.0120045899902904,0.346720805013682
4,25,259,0.0114308412039898,0.358151646217672
4,26,171,0.00754700326595463,0.365698649483626
4,27,138,0.00609056403919146,0.371789213522818
4,28,133,0.00586989142907582,0.377659104951893
4,29,116,0.00511960455468267,0.382778709506576
4,30,91,0.00401624150410451,0.386794951010681
4,31,108,0.00476652837849766,0.391561479389178
4,32,109,0.00481066290052079,0.396372142289699
4,33,99,0.00436931768028952,0.400741459969989
4,34,85,0.00375143437196575,0.404492894341954
4,35,98,0.0043251831582664,0.408818077500221
4,36,60,0.00264807132138759,0.411466148821608
4,37,81,0.00357489628387325,0.415041045105482
4,38,130,0.00573748786300644,0.420778532968488
4,39,111,0.00489893194456704,0.425677464913055
4,40,154,0.00679671639156148,0.432474181304617
4,41,195,0.00860623179450966,0.441080413099126
4,42,249,0.0109894959837585,0.452069909082885
4,43,177,0.00781181039809339,0.459881719480978
4,44,147,0.00648777473739959,0.466369494218378
4,45,152,0.00670844734751523,0.473077941565893
4,46,140,0.00617883308323771,0.479256774649131
4,47,109,0.00481066290052079,0.484067437549651
4,48,99,0.00436931768028952,0.488436755229941
4,49,88,0.00388383793803513,0.492320593167976
4,50,84,0.00370729984994263,0.496027893017919
4,51,62,0.00273634036543384,0.498764233383353
4,52,44,0.00194191896901757,0.50070615235237
4,53,72,0.00317768558566511,0.503883837938035
4,54,68,0.0030011474975726,0.506884985435608
4,55,153,0.00675258186953835,0.513637567305146
4,56,185,0.0081648865742784,0.521802453879425
4,57,164,0.00723806161179275,0.529040515491217
4,58,170,0.0075028687439315,0.536543384235149
4,59,194,0.00856209727248654,0.545105481507635
4,60,212,0.00935651866890282,0.554462000176538
4,61,183,0.00807661753023215,0.56253861770677
4,62,229,0.010106805543296,0.572645423250066
4,63,243,0.0107246888516197,0.583370112101686
4,64,266,0.0117397828581516,0.595109894959838
4,65,227,0.0100185364992497,0.605128431459087
4,66,189,0.00834142466237091,0.613469856121458
4,67,270,0.0119163209462442,0.625386177067702
4,68,236,0.0104157471974579,0.63580192426516
4,69,288,0.0127107423426604,0.648512666607821
4,70,259,0.0114308412039898,0.659943507811811
4,71,370,0.0163297731485568,0.676273280960367
4,72,373,0.0164621767146262,0.692735457674993
4,73,265,0.0116956483361285,0.704431106011122
4,74,297,0.0131079530408686,0.71753905905199
4,75,347,0.0153146791420249,0.732853738194015
4,76,330,0.0145643922676317,0.747418130461647
4,77,331,0.0146085267896549,0.762026657251302
4,78,389,0.0171683290669962,0.779194986318298
4,79,371,0.0163739076705799,0.795568893988878
4,80,296,0.0130638185188454,0.808632712507724
4,81,282,0.0124459352105217,0.821078647718245
4,82,225,0.00993026745520346,0.831008915173449
4,83,243,0.0107246888516197,0.841733604025068
4,84,173,0.00763527231000088,0.849368876335069
4,85,173,0.00763527231000088,0.85700414864507
4,86,184,0.00812075205225528,0.865124900697325
4,87,117,0.0051637390767058,0.870288639774031
4,88,97,0.00428104863624327,0.874569688410275
4,89,89,0.00392797246005826,0.878497660870333
4,90,108,0.00476652837849766,0.88326418924883
4,91,110,0.00485479742254391,0.888118986671374
4,92,74,0.00326595462971136,0.891384941301086
4,93,63,0.00278047488745697,0.894165416188543
4,94,103,0.00454585576838203,0.898711271956925
4,95,84,0.00370729984994263,0.902418571806867
4,96,82,0.00361903080589637,0.906037602612764
4,97,89,0.00392797246005826,0.909965575072822
4,98,63,0.00278047488745697,0.912746049960279
4,99,69,0.00304528201959573,0.915791331979875
4,100,92,0.00406037602612764,0.919851708006002
4,101,97,0.00428104863624327,0.924132756642246
4,102,74,0.00326595462971136,0.927398711271957
4,103,111,0.00489893194456704,0.932297643216524
4,104,166,0.007326330655839,0.939623973872363
4,105,148,0.00653190925942272,0.946155883131786
4,106,210,0.00926824962485656,0.955424132756642
4,107,177,0.00781181039809339,0.963235943154736
4,108,127,0.00560508429693706,0.968841027451673
4,109,97,0.00428104863624327,0.973122076087916
4,110,87,0.003839703416012,0.976961779503928
4,111,54,0.00238326418924883,0.979345043693177
4,112,51,0.00225086062317945,0.981595904316356
4,113,39,0.00172124635890193,0.983317150675258
4,114,42,0.00185364992497131,0.98517080060023
4,115,56,0.00247153323329508,0.987642333833525
4,116,34,0.0015005737487863,0.989142907582311
4,117,24,0.00105922852855504,0.990202136110866
4,118,21,0.000926824962485656,0.991128961073352
4,119,20,0.00088269044046253,0.992011651513814
4,120,11,0.000485479742254391,0.992497131256069
4,121,14,0.000617883308323771,0.993115014564392
4,122,12,0.000529614264277518,0.99364462882867
4,123,8,0.000353076176185012,0.993997705004855
4,124,8,0.000353076176185012,0.99435078118104
4,125,18,0.000794421396416277,0.995145202577456
4,126,20,0.00088269044046253,0.996027893017919
4,127,20,0.00088269044046253,0.996910583458381
4,128,19,0.000838555918439403,0.99774913937682
4,129,20,0.00088269044046253,0.998631829817283
4,130,20,0.00088269044046253,0.999514520257746
4,131,4,0.000176538088092506,0.999691058345838
4,132,4,0.000176538088092506,0.999867596433931
4,133,3,0.000132403566069379,1
5,1,231,0.0113257501470877,0.0113257501470877
5,2,485,0.0237791723867425,0.0351049225338302
5,3,483,0.0236811139439106,0.0587860364777407
5,4,447,0.0219160619729359,0.0807020984506766
5,5,439,0.0215238282016082,0.102225926652285
5,6,401,0.0196607177878015,0.121886644440086
5,7,384,0.0188272210237301,0.140713865463816
5,8,320,0.0156893508531085,0.156403216316925
5,9,324,0.0158854677387723,0.172288684055697
5,10,312,0.0152971170817807,0.187585801137478
5,11,270,0.0132378897823103,0.200823690919788
5,12,244,0.0119631300254952,0.212786820945283
5,13,172,0.00843302608354579,0.221219847028829
5,14,191,0.00936458129044911,0.230584428319278
5,15,341,0.0167189645028437,0.247303392822122
5,16,348,0.0170621690527554,0.264365561874877
5,17,340,0.0166699352814277,0.281035497156305
5,18,255,0.0125024514610708,0.293537948617376
5,19,267,0.0130908021180624,0.306628750735438
5,20,209,0.0102471072759365,0.316875858011375
5,21,216,0.0105903118258482,0.327466169837223
5,22,227,0.0111296332614238,0.338595803098647
5,23,199,0.00975681506177682,0.348352618160424
5,24,206,0.0101000196116886,0.358452637772112
5,25,204,0.0100019611688566,0.368454598940969
5,26,125,0.00612865267699549,0.374583251617964
5,27,97,0.0047558344773485,0.379339086095313
5,28,80,0.00392233771327711,0.38326142380859
5,29,73,0.00357913316336537,0.386840556971955
5,30,87,0.00426554226318886,0.391106099235144
5,31,90,0.00441262992743675,0.395518729162581
5,32,91,0.00446165914885272,0.399980388311434
5,33,89,0.00436360070602079,0.404343989017454
5,34,79,0.00387330849186115,0.408217297509316
5,35,74,0.00362816238478133,0.411845459894097
5,36,47,0.0023043734065503,0.414149833300647
5,37,86,0.0042165130417729,0.41836634634242
5,38,120,0.00588350656991567,0.424249852912336
5,39,132,0.00647185722690724,0.430721710139243
5,40,179,0.00877623063345754,0.439497940772701
5,41,190,0.00931555206903314,0.448813492841734
5,42,230,0.0112767209256717,0.460090213767405
5,43,192,0.00941361051186507,0.46950382427927
5,44,149,0.00730535399097862,0.476809178270249
5,45,112,0.00549127279858796,0.482300451068837
5,46,76,0.00372622082761326,0.48602667189645
5,47,102,0.00500098058442832,0.491027652480879
5,48,76,0.00372622082761326,0.494753873308492
5,49,70,0.00343204549911747,0.498185918807609
5,50,62,0.00303981172778976,0.501225730535399
5,51,58,0.00284369484212591,0.504069425377525
5,52,44,0.00215728574230241,0.506226711119827
5,53,46,0.00225534418513434,0.508482055304962
5,54,56,0.00274563639929398,0.511227691704256
5,55,124,0.00607962345557953,0.517307315159835
5,56,143,0.00701117866248284,0.524318493822318
5,57,117,0.00573641890566778,0.530054912727986
5,58,130,0.00637379878407531,0.536428711512061
5,59,180,0.0088252598548735,0.545253971366935
5,60,189,0.00926652284761718,0.554520494214552
5,61,146,0.00715826632673073,0.561678760541283
5,62,220,0.0107864287115121,0.572465189252795
5,63,217,0.0106393410472642,0.583104530300059
5,64,236,0.0115708962541675,0.594675426554226
5,65,198,0.00970778584036086,0.604383212394587
5,66,162,0.00794273386938615,0.612325946263973
5,67,253,0.0124043930182389,0.624730339282212
5,68,236,0.0115708962541675,0.63630123553638
5,69,237,0.0116199254755834,0.647921161011963
5,70,219,0.0107373994900961,0.658658560502059
5,71,308,0.0151010001961169,0.673759560698176
5,72,294,0.0144145910962934,0.68817415179447
5,73,210,0.0102961364973524,0.698470288291822
5,74,230,0.0112767209256717,0.709747009217494
5,75,218,0.0106883702686801,0.720435379486174
5,76,282,0.0138262404393018,0.734261619925476
5,77,273,0.0133849774465582,0.747646597372034
5,78,353,0.0173073151598353,0.764953912531869
