Industry_NAICS6_CBP,FAFZONE,CBPZONE,employment,establishment,e1,e2,e3,e4,e5,e6,e7,e8
112511,171,17093,70,38,38,0,0,0,0,0,0,0
112511,171,17097,183,147,147,0,0,0,0,0,0,0
112511,171,17111,232,162,161,1,0,0,0,0,0,0
112511,171,17197,108,88,88,0,0,0,0,0,0,0
111110,172,33,2372,1334,1334,0,0,0,0,0,0,0
111130,172,33,3361,1892,1892,0,0,0,0,0,0,0
111211,172,33,129,50,49,1,0,0,0,0,0,0
111310,172,33,513,128,125,2,1,0,0,0,0,0
111411,172,33,884,69,58,9,2,0,0,0,0,0
111930,172,33,1623,1256,1251,5,0,0,0,0,0,0
112111,172,33,686,482,481,1,0,0,0,0,0,0
112112,172,33,50,36,36,0,0,0,0,0,0,0
112120,172,33,422,69,66,3,0,0,0,0,0,0
112210,172,33,229,41,41,0,0,0,0,0,0,0
112310,172,33,339,110,105,5,0,0,0,0,0,0
112410,172,33,295,144,140,4,0,0,0,0,0,0
112511,172,33,416,275,273,2,0,0,0,0,0,0
111110,179,34,24379,13586,13586,0,0,0,0,0,0,0
111110,179,17007,175,89,89,0,0,0,0,0,0,0
111110,179,17099,974,514,514,0,0,0,0,0,0,0
111110,179,17103,339,205,205,0,0,0,0,0,0,0
111110,179,17141,395,215,215,0,0,0,0,0,0,0
111110,179,17201,189,113,113,0,0,0,0,0,0,0
111130,179,34,33311,18274,18274,0,0,0,0,0,0,0
111130,179,17007,225,110,110,0,0,0,0,0,0,0
111130,179,17099,1084,681,681,0,0,0,0,0,0,0
111130,179,17103,644,356,356,0,0,0,0,0,0,0
111130,179,17141,480,290,290,0,0,0,0,0,0,0
111130,179,17201,274,151,151,0,0,0,0,0,0,0
111211,179,34,1670,345,327,15,3,0,0,0,0,0
111211,179,17007,2,2,2,0,0,0,0,0,0,0
111211,179,17099,231,23,21,1,1,0,0,0,0,0
111211,179,17103,11,6,6,0,0,0,0,0,0,0
111211,179,17141,138,10,9,0,1,0,0,0,0,0
111211,179,17201,15,13,13,0,0,0,0,0,0,0
111310,179,34,1218,497,484,12,1,0,0,0,0,0
111310,179,17007,2,2,2,0,0,0,0,0,0,0
111310,179,17099,15,6,6,0,0,0,0,0,0,0
111310,179,17103,41,17,17,0,0,0,0,0,0,0
111310,179,17141,17,5,5,0,0,0,0,0,0,0
111310,179,17201,32,14,14,0,0,0,0,0,0,0
111411,179,34,3460,465,427,31,7,0,0,0,0,0
111411,179,17007,17,9,9,0,0,0,0,0,0,0
111411,179,17099,23,13,13,0,0,0,0,0,0,0
111411,179,17103,17,7,7,0,0,0,0,0,0,0
111411,179,17141,22,9,9,0,0,0,0,0,0,0
111411,179,17201,222,23,21,1,1,0,0,0,0,0
111910,179,34,11,8,8,0,0,0,0,0,0,0
111930,179,34,17376,13562,13524,35,3,0,0,0,0,0
111930,179,17007,78,74,74,0,0,0,0,0,0,0
111930,179,17099,345,269,268,1,0,0,0,0,0,0
111930,179,17103,147,130,130,0,0,0,0,0,0,0
111930,179,17141,229,193,192,1,0,0,0,0,0,0
111930,179,17201,263,178,176,2,0,0,0,0,0,0
112111,179,34,8083,4313,4281,29,3,0,0,0,0,0
112111,179,17007,15,14,14,0,0,0,0,0,0,0
112111,179,17099,100,56,56,0,0,0,0,0,0,0
112111,179,17103,60,49,49,0,0,0,0,0,0,0
112111,179,17141,134,96,96,0,0,0,0,0,0,0
112111,179,17201,52,41,41,0,0,0,0,0,0,0
112112,179,34,616,280,280,0,0,0,0,0,0,0
112112,179,17007,8,2,2,0,0,0,0,0,0,0
112112,179,17099,50,16,16,0,0,0,0,0,0,0
112112,179,17103,10,2,2,0,0,0,0,0,0,0
112112,179,17141,38,18,18,0,0,0,0,0,0,0
112112,179,17201,4,4,4,0,0,0,0,0,0,0
112120,179,34,1287,234,225,9,0,0,0,0,0,0
112120,179,17007,37,6,5,1,0,0,0,0,0,0
112120,179,17141,4,2,2,0,0,0,0,0,0,0
112120,179,17201,38,7,7,0,0,0,0,0,0,0
112210,179,34,3352,670,670,0,0,0,0,0,0,0
112210,179,17007,38,6,6,0,0,0,0,0,0,0
112210,179,17099,23,5,5,0,0,0,0,0,0,0
112210,179,17103,55,7,7,0,0,0,0,0,0,0
112210,179,17141,86,20,20,0,0,0,0,0,0,0
112210,179,17201,36,6,6,0,0,0,0,0,0,0
112310,179,34,2308,712,683,29,0,0,0,0,0,0
112310,179,17007,21,12,12,0,0,0,0,0,0,0
112310,179,17099,216,40,37,3,0,0,0,0,0,0
112310,179,17103,14,14,14,0,0,0,0,0,0,0
112310,179,17141,7,7,7,0,0,0,0,0,0,0
112310,179,17201,38,37,37,0,0,0,0,0,0,0
112410,179,34,1369,724,713,11,0,0,0,0,0,0
112410,179,17007,64,25,24,1,0,0,0,0,0,0
112410,179,17099,24,18,18,0,0,0,0,0,0,0
112410,179,17103,10,8,8,0,0,0,0,0,0,0
112410,179,17141,16,11,11,0,0,0,0,0,0,0
112410,179,17201,34,23,23,0,0,0,0,0,0,0
112511,179,34,4926,2004,1985,13,2,4,0,0,0,0
112511,179,17007,205,65,63,2,0,0,0,0,0,0
112511,179,17099,241,65,64,0,1,0,0,0,0,0
112511,179,17103,30,28,28,0,0,0,0,0,0,0
112511,179,17141,67,43,43,0,0,0,0,0,0,0
112511,179,17201,182,81,80,1,0,0,0,0,0,0
111110,181,35,422,246,245,1,0,0,0,0,0,0
111110,181,18089,102,61,61,0,0,0,0,0,0,0
111110,181,18091,269,133,132,1,0,0,0,0,0,0
111110,181,18127,164,79,77,2,0,0,0,0,0,0
111130,181,35,581,354,352,2,0,0,0,0,0,0
111130,181,18089,146,87,86,1,0,0,0,0,0,0
111130,181,18091,376,192,190,2,0,0,0,0,0,0
111130,181,18127,235,117,116,1,0,0,0,0,0,0
111211,181,35,155,13,10,3,0,0,0,0,0,0
111211,181,18089,8,8,8,0,0,0,0,0,0,0
111211,181,18091,10,10,10,0,0,0,0,0,0,0
111211,181,18127,57,10,9,1,0,0,0,0,0,0
111310,181,35,92,15,13,2,0,0,0,0,0,0
111310,181,18089,3,3,3,0,0,0,0,0,0,0
111310,181,18091,64,23,23,0,0,0,0,0,0,0
111310,181,18127,47,13,12,1,0,0,0,0,0,0
111411,181,35,61,7,6,1,0,0,0,0,0,0
111411,181,18089,41,12,11,1,0,0,0,0,0,0
111411,181,18091,60,29,29,0,0,0,0,0,0,0
111411,181,18127,30,7,6,1,0,0,0,0,0,0
111930,181,35,213,170,170,0,0,0,0,0,0,0
111930,181,18089,77,74,74,0,0,0,0,0,0,0
111930,181,18091,150,138,138,0,0,0,0,0,0,0
111930,181,18127,135,105,105,0,0,0,0,0,0,0
112111,181,35,142,67,64,3,0,0,0,0,0,0
112111,181,18089,22,12,12,0,0,0,0,0,0,0
112111,181,18091,129,54,52,2,0,0,0,0,0,0
112111,181,18127,119,35,34,1,0,0,0,0,0,0
112112,181,35,8,5,5,0,0,0,0,0,0,0
112112,181,18089,2,2,2,0,0,0,0,0,0,0
112112,181,18091,7,6,6,0,0,0,0,0,0,0
112120,181,35,123,9,7,2,0,0,0,0,0,0
112120,181,18089,51,3,2,1,0,0,0,0,0,0
112120,181,18091,108,6,4,2,0,0,0,0,0,0
112120,181,18127,15,4,4,0,0,0,0,0,0,0
112210,181,35,80,24,24,0,0,0,0,0,0,0
112210,181,18089,2,2,2,0,0,0,0,0,0,0
112210,181,18091,15,3,3,0,0,0,0,0,0,0
112210,181,18127,33,9,9,0,0,0,0,0,0,0
112310,181,35,15,5,5,0,0,0,0,0,0,0
112310,181,18089,101,15,13,2,0,0,0,0,0,0
112310,181,18091,40,11,11,0,0,0,0,0,0,0
112310,181,18127,51,16,16,0,0,0,0,0,0,0
112410,181,35,24,18,18,0,0,0,0,0,0,0
112410,181,18089,16,12,12,0,0,0,0,0,0,0
112410,181,18091,50,28,28,0,0,0,0,0,0,0
112410,181,18127,13,11,11,0,0,0,0,0,0,0
112511,181,35,64,47,47,0,0,0,0,0,0,0
112511,181,18089,307,56,53,2,1,0,0,0,0,0
112511,181,18091,90,44,43,1,0,0,0,0,0,0
112511,181,18127,271,56,55,0,1,0,0,0,0,0
111110,182,36,2667,1432,1418,14,0,0,0,0,0,0
111130,182,36,3504,1923,1908,15,0,0,0,0,0,0
111211,182,36,426,127,123,4,0,0,0,0,0,0
111310,182,36,617,165,161,3,1,0,0,0,0,0
111411,182,36,1192,219,208,9,2,0,0,0,0,0
111930,182,36,1874,1280,1274,4,2,0,0,0,0,0
112111,182,36,1769,901,882,18,1,0,0,0,0,0
112112,182,36,64,34,34,0,0,0,0,0,0,0
112120,182,36,129,26,24,2,0,0,0,0,0,0
112210,182,36,423,119,119,0,0,0,0,0,0,0
112310,182,36,642,219,216,3,0,0,0,0,0,0
112410,182,36,783,354,352,2,0,0,0,0,0,0
112511,182,36,1987,794,788,4,0,2,0,0,0,0
111110,189,37,13837,7410,7326,84,0,0,0,0,0,0
111130,189,37,18432,10061,9972,89,0,0,0,0,0,0
111211,189,37,2305,499,464,35,0,0,0,0,0,0
111310,189,37,1635,519,508,10,1,0,0,0,0,0
111411,189,37,2940,589,553,32,4,0,0,0,0,0
111910,189,37,8,6,6,0,0,0,0,0,0,0
111930,189,37,11317,8624,8603,18,2,1,0,0,0,0
112111,189,37,12059,6217,6120,88,9,0,0,0,0,0
112112,189,37,772,288,283,5,0,0,0,0,0,0
112120,189,37,3850,689,635,54,0,0,0,0,0,0
112210,189,37,3303,915,915,0,0,0,0,0,0,0
112310,189,37,7104,1826,1747,79,0,0,0,0,0,0
112410,189,37,2593,1324,1314,10,0,0,0,0,0,0
112511,189,37,9907,4573,4516,46,9,2,0,0,0,0
111110,190,38,32842,18599,18599,0,0,0,0,0,0,0
111130,190,38,44113,25054,25054,0,0,0,0,0,0,0
111211,190,38,1244,480,474,5,1,0,0,0,0,0
111310,190,38,2423,862,849,12,1,0,0,0,0,0
111411,190,38,3638,587,559,20,8,0,0,0,0,0
111930,190,38,27104,20784,20744,28,11,1,0,0,0,0
112111,190,38,15561,8311,8225,86,0,0,0,0,0,0
112112,190,38,3710,1478,1478,0,0,0,0,0,0,0
112120,190,38,4642,662,597,65,0,0,0,0,0,0
112210,190,38,13218,3748,3748,0,0,0,0,0,0,0
112310,190,38,6542,1234,1092,142,0,0,0,0,0,0
112410,190,38,3746,1898,1891,5,2,0,0,0,0,0
112511,190,38,7326,3214,3139,75,0,0,0,0,0,0
111110,201,39,716,413,412,1,0,0,0,0,0,0
111130,201,39,981,551,550,1,0,0,0,0,0,0
111211,201,39,456,121,119,1,1,0,0,0,0,0
111310,201,39,319,125,124,1,0,0,0,0,0,0
111411,201,39,429,81,74,7,0,0,0,0,0,0
111930,201,39,1649,1191,1188,3,0,0,0,0,0,0
112111,201,39,3141,1656,1633,23,0,0,0,0,0,0
112112,201,39,83,20,20,0,0,0,0,0,0,0
112120,201,39,244,14,10,4,0,0,0,0,0,0
112210,201,39,176,46,44,2,0,0,0,0,0,0
112310,201,39,360,138,135,3,0,0,0,0,0,0
112410,201,39,515,193,190,1,2,0,0,0,0,0
112511,201,39,1037,536,532,3,1,0,0,0,0,0
111110,209,40,14018,7733,7702,31,0,0,0,0,0,0
111130,209,40,18971,10305,10255,50,0,0,0,0,0,0
111211,209,40,721,286,281,4,1,0,0,0,0,0
111310,209,40,897,294,286,8,0,0,0,0,0,0
111411,209,40,1268,218,202,14,2,0,0,0,0,0
111920,209,40,59,31,31,0,0,0,0,0,0,0
111930,209,40,20597,13417,13357,55,5,0,0,0,0,0
112111,209,40,26778,13430,13216,214,0,0,0,0,0,0
112112,209,40,2841,510,510,0,0,0,0,0,0,0
112120,209,40,2204,160,130,30,0,0,0,0,0,0
112210,209,40,1508,290,266,24,0,0,0,0,0,0
112310,209,40,1385,614,605,7,2,0,0,0,0,0
112410,209,40,2001,1132,1122,9,1,0,0,0,0,0
112511,209,40,4222,2229,2217,8,2,2,0,0,0,0
111110,211,41,899,348,340,8,0,0,0,0,0,0
111130,211,41,958,419,413,6,0,0,0,0,0,0
111211,211,41,267,176,176,0,0,0,0,0,0,0
111310,211,41,348,188,187,1,0,0,0,0,0,0
111411,211,41,702,164,155,8,1,0,0,0,0,0
111910,211,41,100,23,22,1,0,0,0,0,0,0
111930,211,41,3991,2630,2610,19,1,0,0,0,0,0
112111,211,41,4439,2489,2466,19,4,0,0,0,0,0
112112,211,41,163,72,71,1,0,0,0,0,0,0
112120,211,41,90,24,23,1,0,0,0,0,0,0
112210,211,41,222,45,39,6,0,0,0,0,0,0
112310,211,41,874,307,307,0,0,0,0,0,0,0
112410,211,41,792,305,301,4,0,0,0,0,0,0
112511,211,41,3069,872,842,24,6,0,0,0,0,0
111110,219,42,5714,2543,2506,37,0,0,0,0,0,0
111130,219,42,7638,3567,3522,45,0,0,0,0,0,0
111211,219,42,2686,1216,1201,14,1,0,0,0,0,0
111310,219,42,1905,868,857,10,1,0,0,0,0,0
111411,219,42,2703,709,676,28,5,0,0,0,0,0
111910,219,42,2953,435,392,42,1,0,0,0,0,0
111930,219,42,33606,20209,20047,134,25,3,0,0,0,0
112111,219,42,37020,21043,20837,180,26,0,0,0,0,0
112112,219,42,824,392,385,7,0,0,0,0,0,0
112120,219,42,1229,414,411,3,0,0,0,0,0,0
112210,219,42,825,216,201,15,0,0,0,0,0,0
112310,219,42,5050,2055,2055,0,0,0,0,0,0,0
112410,219,42,3456,1994,1987,7,0,0,0,0,0,0
112511,219,42,15860,5702,5562,112,28,0,0,0,0,0
111110,221,43,180,53,51,2,0,0,0,0,0,0
111130,221,43,191,60,59,1,0,0,0,0,0,0
111211,221,43,450,89,87,1,0,1,0,0,0,0
111310,221,43,399,196,192,4,0,0,0,0,0,0
111411,221,43,239,45,42,3,0,0,0,0,0,0
111930,221,43,1122,441,423,18,0,0,0,0,0,0
112111,221,43,2154,1148,1143,5,0,0,0,0,0,0
112120,221,43,34,7,7,0,0,0,0,0,0,0
112210,221,43,39,26,26,0,0,0,0,0,0,0
112310,221,43,300,127,127,0,0,0,0,0,0,0
112410,221,43,262,118,118,0,0,0,0,0,0,0
112511,221,43,974,505,491,14,0,0,0,0,0,0
111110,222,44,176,49,48,1,0,0,0,0,0,0
111130,222,44,140,60,60,0,0,0,0,0,0,0
111211,222,44,57,35,35,0,0,0,0,0,0,0
111310,222,44,43,17,17,0,0,0,0,0,0,0
111411,222,44,47,8,7,1,0,0,0,0,0,0
111930,222,44,602,226,217,9,0,0,0,0,0,0
112111,222,44,1540,877,872,5,0,0,0,0,0,0
112120,222,44,1,1,1,0,0,0,0,0,0,0
112210,222,44,19,12,12,0,0,0,0,0,0,0
112310,222,44,84,49,49,0,0,0,0,0,0,0
112410,222,44,116,86,86,0,0,0,0,0,0,0
112511,222,44,642,219,211,7,1,0,0,0,0,0
111110,223,45,61,9,7,2,0,0,0,0,0,0
111130,223,45,26,13,13,0,0,0,0,0,0,0
111211,223,45,508,110,107,2,0,1,0,0,0,0
111310,223,45,357,162,157,5,0,0,0,0,0,0
111411,223,45,498,91,87,3,1,0,0,0,0,0
111930,223,45,561,242,233,9,0,0,0,0,0,0
112111,223,45,1263,708,706,2,0,0,0,0,0,0
112120,223,45,49,10,9,1,0,0,0,0,0,0
112210,223,45,25,10,10,0,0,0,0,0,0,0
112310,223,45,250,101,101,0,0,0,0,0,0,0
112410,223,45,228,80,79,1,0,0,0,0,0,0
112511,223,45,1069,419,408,10,1,0,0,0,0,0
111110,229,46,2411,861,853,8,0,0,0,0,0,0
111130,229,46,3484,1143,1127,16,0,0,0,0,0,0
111211,229,46,1037,458,452,5,1,0,0,0,0,0
111310,229,46,1062,569,559,10,0,0,0,0,0,0
111411,229,46,1796,291,269,17,5,0,0,0,0,0
111920,229,46,171,103,103,0,0,0,0,0,0,0
111930,229,46,9624,4217,4072,145,0,0,0,0,0,0
112111,229,46,13380,6880,6848,30,2,0,0,0,0,0
112120,229,46,216,56,54,2,0,0,0,0,0,0
112210,229,46,155,67,65,2,0,0,0,0,0,0
112310,229,46,2116,805,805,0,0,0,0,0,0,0
112410,229,46,773,518,518,0,0,0,0,0,0,0
112511,229,46,6175,2629,2561,66,2,0,0,0,0,0
111110,230,47,37,17,17,0,0,0,0,0,0,0
111130,230,47,87,30,29,1,0,0,0,0,0,0
111211,230,47,4348,848,771,77,0,0,0,0,0,0
111310,230,47,3955,921,893,24,2,2,0,0,0,0
111411,230,47,2760,700,680,14,4,2,0,0,0,0
111930,230,47,4203,1778,1735,43,0,0,0,0,0,0
112111,230,47,1590,735,714,21,0,0,0,0,0,0
112112,230,47,64,18,17,1,0,0,0,0,0,0
112120,230,47,987,181,165,16,0,0,0,0,0,0
112210,230,47,153,92,92,0,0,0,0,0,0,0
112310,230,47,793,363,357,5,1,0,0,0,0,0
112410,230,47,589,326,325,1,0,0,0,0,0,0
112511,230,47,2839,1027,1005,20,1,1,0,0,0,0
111110,241,48,733,322,321,1,0,0,0,0,0,0
111130,241,48,834,392,390,2,0,0,0,0,0,0
111211,241,48,893,136,123,12,1,0,0,0,0,0
111310,241,48,989,149,140,5,4,0,0,0,0,0
111411,241,48,2286,242,214,19,9,0,0,0,0,0
111910,241,48,5,1,1,0,0,0,0,0,0,0
111930,241,48,1699,799,794,3,1,1,0,0,0,0
112111,241,48,749,408,401,7,0,0,0,0,0,0
112112,241,48,28,6,6,0,0,0,0,0,0,0
112120,241,48,209,48,46,2,0,0,0,0,0,0
112210,241,48,77,39,38,1,0,0,0,0,0,0
112310,241,48,758,305,305,0,0,0,0,0,0,0
112410,241,48,359,230,230,0,0,0,0,0,0,0
112511,241,48,1483,803,790,13,0,0,0,0,0,0
111110,242,49,573,245,242,3,0,0,0,0,0,0
111130,242,49,777,340,337,3,0,0,0,0,0,0
111211,242,49,676,199,192,7,0,0,0,0,0,0
111310,242,49,762,188,180,5,3,0,0,0,0,0
111411,242,49,1204,188,175,9,4,0,0,0,0,0
111910,242,49,12,8,8,0,0,0,0,0,0,0
111930,242,49,1175,777,775,2,0,0,0,0,0,0
112111,242,49,678,475,472,3,0,0,0,0,0,0
112112,242,49,34,10,10,0,0,0,0,0,0,0
112120,242,49,374,64,58,6,0,0,0,0,0,0
112210,242,49,24,24,24,0,0,0,0,0,0,0
112310,242,49,633,242,242,0,0,0,0,0,0,0
112410,242,49,291,184,184,0,0,0,0,0,0,0
112511,242,49,2430,699,683,12,2,2,0,0,0,0
111110,249,50,1148,581,580,1,0,0,0,0,0,0
111130,249,50,1584,785,782,3,0,0,0,0,0,0
111211,249,50,504,128,122,6,0,0,0,0,0,0
111310,249,50,487,145,139,6,0,0,0,0,0,0
111411,249,50,828,133,121,10,2,0,0,0,0,0
111910,249,50,8,5,5,0,0,0,0,0,0,0
111930,249,50,1727,1196,1192,4,0,0,0,0,0,0
112111,249,50,1317,600,590,8,2,0,0,0,0,0
112112,249,50,61,19,19,0,0,0,0,0,0,0
112120,249,50,774,138,129,9,0,0,0,0,0,0
112210,249,50,87,35,34,1,0,0,0,0,0,0
112310,249,50,1697,618,618,0,0,0,0,0,0,0
112410,249,50,331,152,151,1,0,0,0,0,0,0
112511,249,50,1956,492,480,9,1,2,0,0,0,0
111110,251,51,43,10,9,1,0,0,0,0,0,0
111130,251,51,18,12,12,0,0,0,0,0,0,0
111211,251,51,2928,602,557,40,5,0,0,0,0,0
111310,251,51,2280,630,603,26,1,0,0,0,0,0
111411,251,51,2814,505,469,28,8,0,0,0,0,0
111930,251,51,1773,699,691,7,1,0,0,0,0,0
112111,251,51,528,246,244,2,0,0,0,0,0,0
112112,251,51,22,14,14,0,0,0,0,0,0,0
112120,251,51,238,37,34,3,0,0,0,0,0,0
112210,251,51,122,51,50,1,0,0,0,0,0,0
112310,251,51,413,235,232,3,0,0,0,0,0,0
112410,251,51,537,269,267,2,0,0,0,0,0,0
112511,251,51,3220,928,882,42,4,0,0,0,0,0
111110,259,52,32,6,6,0,0,0,0,0,0,0
111130,259,52,63,23,22,1,0,0,0,0,0,0
111211,259,52,1611,354,330,21,3,0,0,0,0,0
111310,259,52,1696,331,299,32,0,0,0,0,0,0
111411,259,52,1812,289,270,14,5,0,0,0,0,0
111910,259,52,155,11,9,2,0,0,0,0,0,0
111930,259,52,1469,610,607,3,0,0,0,0,0,0
112111,259,52,510,266,264,2,0,0,0,0,0,0
112112,259,52,2,2,2,0,0,0,0,0,0,0
112120,259,52,226,54,54,0,0,0,0,0,0,0
112210,259,52,34,32,32,0,0,0,0,0,0,0
112310,259,52,637,178,176,1,0,1,0,0,0,0
112410,259,52,343,144,143,1,0,0,0,0,0,0
112511,259,52,1673,545,521,22,2,0,0,0,0,0
111110,261,53,1476,830,828,2,0,0,0,0,0,0
111130,261,53,2228,1107,1102,5,0,0,0,0,0,0
111211,261,53,3341,492,454,22,16,0,0,0,0,0
111310,261,53,2672,318,289,26,3,0,0,0,0,0
111411,261,53,4493,659,606,44,9,0,0,0,0,0
111930,261,53,1925,1173,1161,11,1,0,0,0,0,0
112111,261,53,1199,529,524,5,0,0,0,0,0,0
112112,261,53,81,27,26,1,0,0,0,0,0,0
112120,261,53,457,61,55,6,0,0,0,0,0,0
112210,261,53,412,118,113,5,0,0,0,0,0,0
112310,261,53,1333,529,517,9,3,0,0,0,0,0
112410,261,53,710,300,296,3,1,0,0,0,0,0
112511,261,53,2413,1102,1084,15,3,0,0,0,0,0
111110,262,54,1039,462,458,4,0,0,0,0,0,0
111130,262,54,1374,652,649,3,0,0,0,0,0,0
111211,262,54,1578,252,230,16,6,0,0,0,0,0
111310,262,54,3055,489,460,27,2,0,0,0,0,0
111411,262,54,3344,415,374,33,8,0,0,0,0,0
111930,262,54,2461,1265,1251,10,4,0,0,0,0,0
112111,262,54,2047,903,890,13,0,0,0,0,0,0
112112,262,54,229,74,73,1,0,0,0,0,0,0
112120,262,54,1861,193,163,30,0,0,0,0,0,0
112210,262,54,651,160,153,7,0,0,0,0,0,0
112310,262,54,1037,323,315,5,3,0,0,0,0,0
112410,262,54,448,235,231,4,0,0,0,0,0,0
112511,262,54,1932,810,800,9,0,0,1,0,0,0
111110,269,55,6715,3653,3639,14,0,0,0,0,0,0
111130,269,55,9864,5050,5024,26,0,0,0,0,0,0
111211,269,55,5075,1056,985,55,16,0,0,0,0,0
111310,269,55,14262,2024,1892,122,10,0,0,0,0,0
111411,269,55,9723,1530,1415,98,17,0,0,0,0,0
111930,269,55,16217,8363,8277,60,21,5,0,0,0,0
112111,269,55,6787,3409,3376,32,1,0,0,0,0,0
112112,269,55,653,214,208,6,0,0,0,0,0,0
112120,269,55,6727,703,595,108,0,0,0,0,0,0
112210,269,55,1742,571,551,20,0,0,0,0,0,0
112310,269,55,4131,1338,1302,24,12,0,0,0,0,0
112410,269,55,2155,1106,1088,18,0,0,0,0,0,0
112511,269,55,7894,3086,3032,45,6,1,2,0,0,0
111110,271,56,4042,1885,1874,11,0,0,0,0,0,0
111130,271,56,5399,2569,2550,19,0,0,0,0,0,0
111211,271,56,2076,476,441,35,0,0,0,0,0,0
111310,271,56,1298,427,413,13,1,0,0,0,0,0
111411,271,56,3564,447,416,25,6,0,0,0,0,0
111930,271,56,4463,2927,2911,16,0,0,0,0,0,0
112111,271,56,2255,1367,1346,21,0,0,0,0,0,0
112112,271,56,631,231,231,0,0,0,0,0,0,0
112120,271,56,3854,634,604,30,0,0,0,0,0,0
112210,271,56,697,185,185,0,0,0,0,0,0,0
112310,271,56,1813,574,553,21,0,0,0,0,0,0
112410,271,56,921,480,471,9,0,0,0,0,0,0
112511,271,56,3469,1365,1348,9,8,0,0,0,0,0
111110,279,57,19856,9221,9164,57,0,0,0,0,0,0
111130,279,57,27564,12640,12549,91,0,0,0,0,0,0
111211,279,57,2346,596,562,34,0,0,0,0,0,0
111310,279,57,2162,545,526,15,4,0,0,0,0,0
111411,279,57,3633,524,490,27,7,0,0,0,0,0
111930,279,57,24512,15177,15083,87,7,0,0,0,0,0
112111,279,57,10135,5386,5280,106,0,0,0,0,0,0
112112,279,57,1641,661,661,0,0,0,0,0,0,0
112120,279,57,6682,1079,1020,59,0,0,0,0,0,0
112210,279,57,6865,1670,1670,0,0,0,0,0,0,0
112310,279,57,4098,1150,1083,67,0,0,0,0,0,0
112410,279,57,1786,976,964,12,0,0,0,0,0,0
112511,279,57,5222,2339,2316,13,10,0,0,0,0,0
111110,280,58,3240,1220,1220,0,0,0,0,0,0,0
111130,280,58,4795,1713,1713,0,0,0,0,0,0,0
111211,280,58,3020,1004,961,39,4,0,0,0,0,0
111310,280,58,1739,697,689,7,1,0,0,0,0,0
111411,280,58,1427,331,314,14,3,0,0,0,0,0
111920,280,58,1067,334,334,0,0,0,0,0,0,0
111930,280,58,13168,8148,8088,49,10,1,0,0,0,0
112111,280,58,20764,11598,11500,88,5,5,0,0,0,0
112120,280,58,179,32,30,2,0,0,0,0,0,0
112210,280,58,458,182,177,5,0,0,0,0,0,0
112310,280,58,4014,1930,1930,0,0,0,0,0,0,0
112410,280,58,1820,1145,1145,0,0,0,0,0,0,0
112511,280,58,6929,2956,2909,33,14,0,0,0,0,0
111110,291,59,1535,880,875,5,0,0,0,0,0,0
111130,291,59,2305,1306,1297,9,0,0,0,0,0,0
111211,291,59,134,78,76,2,0,0,0,0,0,0
111310,291,59,246,161,161,0,0,0,0,0,0,0
111411,291,59,911,148,143,3,2,0,0,0,0,0
111910,291,59,1,1,1,0,0,0,0,0,0,0
111930,291,59,3010,2304,2300,3,1,0,0,0,0,0
112111,291,59,5029,2713,2701,10,2,0,0,0,0,0
112112,291,59,221,68,64,4,0,0,0,0,0,0
112120,291,59,61,29,29,0,0,0,0,0,0,0
112210,291,59,191,45,44,1,0,0,0,0,0,0
112310,291,59,601,257,257,0,0,0,0,0,0,0
112410,291,59,381,198,197,1,0,0,0,0,0,0
112511,291,59,1364,793,789,3,0,1,0,0,0,0
111110,292,60,822,478,475,3,0,0,0,0,0,0
111130,292,60,1307,697,687,10,0,0,0,0,0,0
111211,292,60,613,108,104,2,2,0,0,0,0,0
111310,292,60,352,159,157,2,0,0,0,0,0,0
111411,292,60,733,147,144,1,2,0,0,0,0,0
111930,292,60,1745,1411,1407,4,0,0,0,0,0,0
112111,292,60,2972,1633,1625,8,0,0,0,0,0,0
112112,292,60,111,36,34,2,0,0,0,0,0,0
112120,292,60,53,29,29,0,0,0,0,0,0,0
112210,292,60,158,36,33,3,0,0,0,0,0,0
112310,292,60,647,244,244,0,0,0,0,0,0,0
112410,292,60,288,178,177,1,0,0,0,0,0,0
112511,292,60,875,540,534,6,0,0,0,0,0,0
111110,299,61,9447,5451,5410,41,0,0,0,0,0,0
111130,299,61,13309,7696,7644,52,0,0,0,0,0,0
111211,299,61,1394,443,435,4,4,0,0,0,0,0
111310,299,61,2449,873,852,20,0,1,0,0,0,0
111411,299,61,2315,521,503,17,1,0,0,0,0,0
111920,299,61,359,102,102,0,0,0,0,0,0,0
111930,299,61,22484,16984,16952,25,3,4,0,0,0,0
112111,299,61,54321,30122,30004,111,7,0,0,0,0,0
112112,299,61,1083,478,466,12,0,0,0,0,0,0
112120,299,61,1717,491,483,8,0,0,0,0,0,0
112210,299,61,3360,692,631,61,0,0,0,0,0,0
112310,299,61,6261,2399,2399,0,0,0,0,0,0,0
112410,299,61,3837,2028,2014,13,0,1,0,0,0,0
112511,299,61,9285,4639,4609,16,7,6,1,0,0,0
111110,300,62,3453,1454,1444,10,0,0,0,0,0,0
111130,300,62,4565,1980,1967,13,0,0,0,0,0,0
111211,300,62,1510,242,215,27,0,0,0,0,0,0
111310,300,62,959,375,374,1,0,0,0,0,0,0
111411,300,62,1458,312,302,10,0,0,0,0,0,0
111930,300,62,11197,6715,6646,65,4,0,0,0,0,0
112111,300,62,17118,7444,7376,68,0,0,0,0,0,0
