Country,Commodity_NAICS6,FAFZONE,ctrycod,CBPZONE,USImpVal
COLOMBIA,339950,803,46,169,351550
COLOMBIA,339991,803,46,169,3580949
COLOMBIA,339992,803,46,169,157442
COLOMBIA,339993,803,46,169,32438
COLOMBIA,339994,803,46,169,2047964
COLOMBIA,339999,803,46,169,22985969
COMOROS,111339,805,47,170,4160823
COMOROS,311942,805,47,170,587784
COMOROS,314110,805,47,170,546
COMOROS,314120,805,47,170,839
COMOROS,316210,805,47,170,14350.999985649
COMOROS,316998,805,47,170,1719.99999828
COMOROS,322299,805,47,170,383042
COMOROS,325199,805,47,170,178170
COMOROS,325998,805,47,170,67393
COMOROS,327120,805,47,170,4234
COMOROS,333992,805,47,170,5635
COMOROS,333996,805,47,170,12660
COMOROS,335122,805,47,170,1092
COMOROS,335999,805,47,170,48905
COMOROS,337215,805,47,170,72017
COMOROS,339930,805,47,170,23463
CONGO (BRAZZAVILLE),111335,805,48,171,1448346
CONGO (BRAZZAVILLE),111339,805,48,171,71616
CONGO (BRAZZAVILLE),112511,805,48,171,28149
CONGO (BRAZZAVILLE),113210,805,48,171,764561
CONGO (BRAZZAVILLE),211120,805,48,171,149734620.850265
CONGO (BRAZZAVILLE),211130,805,48,171,7260113.99273988
CONGO (BRAZZAVILLE),212399,805,48,171,3943
CONGO (BRAZZAVILLE),311920,805,48,171,53939
CONGO (BRAZZAVILLE),314120,805,48,171,4484
CONGO (BRAZZAVILLE),315220,805,48,171,508
CONGO (BRAZZAVILLE),315240,805,48,171,944
CONGO (BRAZZAVILLE),321113,805,48,171,24540756
CONGO (BRAZZAVILLE),321211,805,48,171,225880
CONGO (BRAZZAVILLE),321918,805,48,171,83673
CONGO (BRAZZAVILLE),321999,805,48,171,8368.999991631
CONGO (BRAZZAVILLE),324110,805,48,171,48974508.9510254
CONGO (BRAZZAVILLE),325110,805,48,171,5629846
CONGO (BRAZZAVILLE),325199,805,48,171,801871
CONGO (BRAZZAVILLE),326199,805,48,171,1190
CONGO (BRAZZAVILLE),326220,805,48,171,4183
CONGO (BRAZZAVILLE),326299,805,48,171,177300
CONGO (BRAZZAVILLE),327212,805,48,171,5329
CONGO (BRAZZAVILLE),332216,805,48,171,19730.999980269
CONGO (BRAZZAVILLE),333243,805,48,171,2291
CONGO (BRAZZAVILLE),333517,805,48,171,6320
CONGO (BRAZZAVILLE),333999,805,48,171,5173
CONGO (BRAZZAVILLE),334210,805,48,171,3850
CONGO (BRAZZAVILLE),334220,805,48,171,353792
CONGO (BRAZZAVILLE),334310,805,48,171,6261
CONGO (BRAZZAVILLE),334418,805,48,171,5300
CONGO (BRAZZAVILLE),334513,805,48,171,2916
CONGO (BRAZZAVILLE),334519,805,48,171,36217
CONGO (BRAZZAVILLE),334613,805,48,171,7947
CONGO (BRAZZAVILLE),336350,805,48,171,6806
CONGO (BRAZZAVILLE),339112,805,48,171,2844
CONGO (BRAZZAVILLE),339910,805,48,171,335432
CONGO (BRAZZAVILLE),339930,805,48,171,3750
CONGO (KINSHASA),111130,805,49,172,18870
CONGO (KINSHASA),111335,805,49,172,23434702
CONGO (KINSHASA),111339,805,49,172,3680622
CONGO (KINSHASA),112511,805,49,172,69761
CONGO (KINSHASA),112990,805,49,172,160065
CONGO (KINSHASA),114111,805,49,172,6181
CONGO (KINSHASA),211130,805,49,172,5047201.99495279
CONGO (KINSHASA),212299,805,49,172,7523891
CONGO (KINSHASA),212399,805,49,172,250164
CONGO (KINSHASA),311211,805,49,172,4120379
CONGO (KINSHASA),311221,805,49,172,8500
CONGO (KINSHASA),311224,805,49,172,2820
CONGO (KINSHASA),311421,805,49,172,3750
CONGO (KINSHASA),311423,805,49,172,2100
CONGO (KINSHASA),312111,805,49,172,22200
CONGO (KINSHASA),315240,805,49,172,525
CONGO (KINSHASA),316998,805,49,172,1246.999998753
CONGO (KINSHASA),321113,805,49,172,1703048
CONGO (KINSHASA),321211,805,49,172,26980
CONGO (KINSHASA),321911,805,49,172,2086
CONGO (KINSHASA),324110,805,49,172,31079807.9689201
CONGO (KINSHASA),325411,805,49,172,36159
CONGO (KINSHASA),327999,805,49,172,50172
CONGO (KINSHASA),331410,805,49,172,97514103
CONGO (KINSHASA),332618,805,49,172,3187
CONGO (KINSHASA),332911,805,49,172,4500
CONGO (KINSHASA),333111,805,49,172,2347
CONGO (KINSHASA),333120,805,49,172,15000
CONGO (KINSHASA),333618,805,49,172,245914
CONGO (KINSHASA),333996,805,49,172,6363
CONGO (KINSHASA),334111,805,49,172,7495
CONGO (KINSHASA),334220,805,49,172,180524
CONGO (KINSHASA),334310,805,49,172,3000
CONGO (KINSHASA),334413,805,49,172,24000
CONGO (KINSHASA),334515,805,49,172,110144
CONGO (KINSHASA),334614,805,49,172,4027
CONGO (KINSHASA),335999,805,49,172,3000
CONGO (KINSHASA),336310,805,49,172,2951
CONGO (KINSHASA),336330,805,49,172,9548
CONGO (KINSHASA),336350,805,49,172,7393
CONGO (KINSHASA),336360,805,49,172,810
CONGO (KINSHASA),336390,805,49,172,5250
CONGO (KINSHASA),339910,805,49,172,6380328
CONGO (KINSHASA),339991,805,49,172,344
COOK ISLANDS,315220,808,50,173,3343
COOK ISLANDS,315240,808,50,173,48257
COOK ISLANDS,316210,808,50,173,346.999999653
COOK ISLANDS,327212,808,50,173,44633
COOK ISLANDS,332215,808,50,173,227113.999772886
COOK ISLANDS,332911,808,50,173,20338
COOK ISLANDS,333613,808,50,173,2204
COOK ISLANDS,333999,808,50,173,55047
COOK ISLANDS,334220,808,50,173,54917
COOK ISLANDS,334510,808,50,173,3444
COOK ISLANDS,334511,808,50,173,38043
COOK ISLANDS,334515,808,50,173,8705
COOK ISLANDS,335313,808,50,173,2624
COOK ISLANDS,335999,808,50,173,8120
COOK ISLANDS,336320,808,50,173,2982
COOK ISLANDS,336330,808,50,173,6180
COOK ISLANDS,339112,808,50,173,2538
COOK ISLANDS,339910,808,50,173,38437
COOK ISLANDS,339920,808,50,173,338061
COOK ISLANDS,339992,808,50,173,15236
COSTA RICA,111130,803,51,174,39248760
COSTA RICA,111211,803,51,174,10458098
COSTA RICA,111219,803,51,174,44502762
COSTA RICA,111320,803,51,174,9207
COSTA RICA,111333,803,51,174,179967
COSTA RICA,111335,803,51,174,1386418
COSTA RICA,111339,803,51,174,1189078703
COSTA RICA,111421,803,51,174,42346874
COSTA RICA,111422,803,51,174,47200060
COSTA RICA,111920,803,51,174,55026
COSTA RICA,111930,803,51,174,86950
COSTA RICA,111991,803,51,174,2426
COSTA RICA,111998,803,51,174,54311102
COSTA RICA,112511,803,51,174,1072388
COSTA RICA,112512,803,51,174,230580
COSTA RICA,112920,803,51,174,62000
COSTA RICA,112990,803,51,174,970507
COSTA RICA,113210,803,51,174,1235243
COSTA RICA,113310,803,51,174,240727
COSTA RICA,114111,803,51,174,74086545
COSTA RICA,114112,803,51,174,55425
COSTA RICA,212393,803,51,174,14887
COSTA RICA,311111,803,51,174,5467240
COSTA RICA,311211,803,51,174,31610
COSTA RICA,311221,803,51,174,29139
COSTA RICA,311224,803,51,174,5635570
COSTA RICA,311225,803,51,174,6780
COSTA RICA,311230,803,51,174,288620
COSTA RICA,311313,803,51,174,0
COSTA RICA,311314,803,51,174,82682379
COSTA RICA,311340,803,51,174,3426376
COSTA RICA,311351,803,51,174,286298.415369984
COSTA RICA,311352,803,51,174,1895552.58463002
COSTA RICA,311411,803,51,174,93037711
COSTA RICA,311421,803,51,174,138866649
COSTA RICA,311422,803,51,174,306106
COSTA RICA,311423,803,51,174,650000
COSTA RICA,311511,803,51,174,2459
COSTA RICA,311514,803,51,174,369775
COSTA RICA,311520,803,51,174,94076
COSTA RICA,311611,803,51,174,33732080
COSTA RICA,311613,803,51,174,170430
COSTA RICA,311710,803,51,174,18382327
COSTA RICA,311811,803,51,174,5438132.19421881
COSTA RICA,311812,803,51,174,5116832.02700681
COSTA RICA,311813,803,51,174,291286.778774382
COSTA RICA,311824,803,51,174,2748485
COSTA RICA,311911,803,51,174,133939
COSTA RICA,311919,803,51,174,5943654
COSTA RICA,311920,803,51,174,6381944
COSTA RICA,311930,803,51,174,111799
COSTA RICA,311941,803,51,174,4892493
COSTA RICA,311942,803,51,174,9670497
COSTA RICA,311991,803,51,174,93591
COSTA RICA,311999,803,51,174,18022572
COSTA RICA,312111,803,51,174,450571
COSTA RICA,312113,803,51,174,126764
COSTA RICA,312120,803,51,174,330053
COSTA RICA,312140,803,51,174,860476
COSTA RICA,312230,803,51,174,1488603
COSTA RICA,313110,803,51,174,1602
COSTA RICA,313210,803,51,174,10568929
COSTA RICA,313220,803,51,174,5188847
COSTA RICA,313230,803,51,174,26636
COSTA RICA,313240,803,51,174,1096
COSTA RICA,313320,803,51,174,9961420
COSTA RICA,314120,803,51,174,61770
COSTA RICA,314910,803,51,174,49064
COSTA RICA,314994,803,51,174,2134607
COSTA RICA,314999,803,51,174,1820218
COSTA RICA,315110,803,51,174,8051602
COSTA RICA,315190,803,51,174,16869
COSTA RICA,315220,803,51,174,5859570
COSTA RICA,315240,803,51,174,2515525
COSTA RICA,315280,803,51,174,335811
COSTA RICA,315990,803,51,174,47251
COSTA RICA,316110,803,51,174,2479.99999752
COSTA RICA,316210,803,51,174,582653.999417346
COSTA RICA,316992,803,51,174,4124.99999587499
COSTA RICA,316998,803,51,174,9679206.99032079
COSTA RICA,321113,803,51,174,1614893
COSTA RICA,321114,803,51,174,3131
COSTA RICA,321211,803,51,174,58950
COSTA RICA,321212,803,51,174,52013
COSTA RICA,321213,803,51,174,58183
COSTA RICA,321219,803,51,174,1467384
COSTA RICA,321911,803,51,174,3294599
COSTA RICA,321918,803,51,174,3200
COSTA RICA,321920,803,51,174,86662.999913337
COSTA RICA,321999,803,51,174,792868.999207131
COSTA RICA,322122,803,51,174,4355
COSTA RICA,322211,803,51,174,149917
COSTA RICA,322212,803,51,174,4320969
COSTA RICA,322219,803,51,174,92830
COSTA RICA,322220,803,51,174,1798363
COSTA RICA,322230,803,51,174,235030
COSTA RICA,322291,803,51,174,2767193
COSTA RICA,322299,803,51,174,25224
COSTA RICA,323111,803,51,174,576051
COSTA RICA,323117,803,51,174,465744
COSTA RICA,324110,803,51,174,120398.999879601
COSTA RICA,324199,803,51,174,10516
COSTA RICA,325120,803,51,174,364974
COSTA RICA,325130,803,51,174,72336
COSTA RICA,325180,803,51,174,374975
COSTA RICA,325194,803,51,174,65204
COSTA RICA,325199,803,51,174,11502030
COSTA RICA,325211,803,51,174,14247389
COSTA RICA,325212,803,51,174,54637
COSTA RICA,325320,803,51,174,160211
COSTA RICA,325411,803,51,174,2901915
COSTA RICA,325412,803,51,174,86221
COSTA RICA,325413,803,51,174,5240244
COSTA RICA,325414,803,51,174,1936500
COSTA RICA,325510,803,51,174,1558633
COSTA RICA,325520,803,51,174,197215
COSTA RICA,325611,803,51,174,594172.999405827
COSTA RICA,325612,803,51,174,60670.999939329
COSTA RICA,325613,803,51,174,366793.999633206
COSTA RICA,325620,803,51,174,199308
COSTA RICA,325910,803,51,174,3446739
COSTA RICA,325992,803,51,174,6231
COSTA RICA,325998,803,51,174,12113583
COSTA RICA,326111,803,51,174,8335368
COSTA RICA,326113,803,51,174,49811420
COSTA RICA,326121,803,51,174,90139
COSTA RICA,326122,803,51,174,20522598
COSTA RICA,326150,803,51,174,5092
COSTA RICA,326160,803,51,174,251942
COSTA RICA,326191,803,51,174,847
COSTA RICA,326199,803,51,174,57790811
COSTA RICA,326211,803,51,174,164204079
COSTA RICA,326220,803,51,174,9340507
COSTA RICA,326291,803,51,174,28076
COSTA RICA,326299,803,51,174,14902805
COSTA RICA,327110,803,51,174,202656
COSTA RICA,327212,803,51,174,7203436
COSTA RICA,327215,803,51,174,25749
COSTA RICA,327910,803,51,174,3000
COSTA RICA,327991,803,51,174,4958
COSTA RICA,327999,803,51,174,3300
COSTA RICA,331110,803,51,174,10404821
COSTA RICA,331210,803,51,174,2640050
COSTA RICA,331222,803,51,174,1916495
COSTA RICA,331318,803,51,174,930594
COSTA RICA,331410,803,51,174,34081036
COSTA RICA,331420,803,51,174,352818
COSTA RICA,331491,803,51,174,54567896
COSTA RICA,331492,803,51,174,17760
COSTA RICA,331511,803,51,174,4977
COSTA RICA,331512,803,51,174,43989
COSTA RICA,332111,803,51,174,6620
COSTA RICA,332119,803,51,174,104143
COSTA RICA,332215,803,51,174,137491.999862508
COSTA RICA,332216,803,51,174,1621175.99837882
COSTA RICA,332312,803,51,174,1609706.99839029
COSTA RICA,332321,803,51,174,975026
COSTA RICA,332323,803,51,174,42563
COSTA RICA,332410,803,51,174,106731
COSTA RICA,332420,803,51,174,1217670
COSTA RICA,332431,803,51,174,3540
COSTA RICA,332439,803,51,174,12750
COSTA RICA,332510,803,51,174,566639
COSTA RICA,332613,803,51,174,114056
COSTA RICA,332618,803,51,174,8001950
COSTA RICA,332722,803,51,174,501252
COSTA RICA,332911,803,51,174,601064
COSTA RICA,332912,803,51,174,665172
COSTA RICA,332913,803,51,174,3750
COSTA RICA,332919,803,51,174,677663
COSTA RICA,332991,803,51,174,19485
COSTA RICA,332996,803,51,174,1177312
COSTA RICA,332999,803,51,174,31418078
COSTA RICA,333111,803,51,174,592842
COSTA RICA,333120,803,51,174,1227822
COSTA RICA,333131,803,51,174,332852
COSTA RICA,333132,803,51,174,16698
COSTA RICA,333241,803,51,174,408836
COSTA RICA,333242,803,51,174,548052
COSTA RICA,333243,803,51,174,59777
COSTA RICA,333244,803,51,174,2588196
COSTA RICA,333249,803,51,174,611315
COSTA RICA,333314,803,51,174,307798
COSTA RICA,333316,803,51,174,365533
COSTA RICA,333318,803,51,174,140845
COSTA RICA,333413,803,51,174,160595
COSTA RICA,333415,803,51,174,180714
COSTA RICA,333511,803,51,174,1508130
COSTA RICA,333514,803,51,174,139180
COSTA RICA,333515,803,51,174,235588
COSTA RICA,333517,803,51,174,279478
COSTA RICA,333519,803,51,174,62503
COSTA RICA,333611,803,51,174,10560
COSTA RICA,333612,803,51,174,5650
COSTA RICA,333613,803,51,174,5360
COSTA RICA,333618,803,51,174,1967655
COSTA RICA,333912,803,51,174,129460
COSTA RICA,333914,803,51,174,460533
COSTA RICA,333921,803,51,174,4181
COSTA RICA,333922,803,51,174,103626
COSTA RICA,333991,803,51,174,69044
COSTA RICA,333992,803,51,174,2535318
COSTA RICA,333993,803,51,174,3139491
COSTA RICA,333994,803,51,174,800939
COSTA RICA,333995,803,51,174,45397
COSTA RICA,333996,803,51,174,40071
COSTA RICA,333997,803,51,174,16384
COSTA RICA,333999,803,51,174,1734762
COSTA RICA,334111,803,51,174,2879822
COSTA RICA,334112,803,51,174,1186474
COSTA RICA,334118,803,51,174,1258920
COSTA RICA,334220,803,51,174,2781756
COSTA RICA,334290,803,51,174,24474
COSTA RICA,334310,803,51,174,9072539
COSTA RICA,334412,803,51,174,2327338
COSTA RICA,334413,803,51,174,803647361
COSTA RICA,334416,803,51,174,59107576
COSTA RICA,334417,803,51,174,47105452
COSTA RICA,334418,803,51,174,44554649
COSTA RICA,334419,803,51,174,734346
COSTA RICA,334510,803,51,174,702887114
COSTA RICA,334511,803,51,174,1557541
COSTA RICA,334512,803,51,174,8470962
COSTA RICA,334513,803,51,174,7844528
COSTA RICA,334514,803,51,174,365510
COSTA RICA,334515,803,51,174,4569701
COSTA RICA,334516,803,51,174,1058010
COSTA RICA,334517,803,51,174,3865572
COSTA RICA,334519,803,51,174,4804279
COSTA RICA,334613,803,51,174,21708
COSTA RICA,334614,803,51,174,9593
COSTA RICA,335122,803,51,174,12037
COSTA RICA,335129,803,51,174,11318
COSTA RICA,335210,803,51,174,63790448
COSTA RICA,335220,803,51,174,25396
COSTA RICA,335311,803,51,174,163949
COSTA RICA,335312,803,51,174,18186051
COSTA RICA,335313,803,51,174,842968
COSTA RICA,335314,803,51,174,1141072
COSTA RICA,335911,803,51,174,1005558
COSTA RICA,335912,803,51,174,1384058
COSTA RICA,335921,803,51,174,13208285
COSTA RICA,335929,803,51,174,42541538
COSTA RICA,335931,803,51,174,82257587
COSTA RICA,335932,803,51,174,18928
COSTA RICA,335991,803,51,174,1887592
COSTA RICA,335999,803,51,174,55215864
COSTA RICA,336112,803,51,174,54000
COSTA RICA,336120,803,51,174,67500
COSTA RICA,336310,803,51,174,569462
COSTA RICA,336320,803,51,174,42092374
COSTA RICA,336330,803,51,174,36530
COSTA RICA,336340,803,51,174,12241
COSTA RICA,336350,803,51,174,17489039
COSTA RICA,336360,803,51,174,821177
COSTA RICA,336370,803,51,174,3010
COSTA RICA,336390,803,51,174,13925781
COSTA RICA,336412,803,51,174,1073372
COSTA RICA,336413,803,51,174,289589
COSTA RICA,336419,803,51,174,167245
COSTA RICA,336510,803,51,174,12362
COSTA RICA,336612,803,51,174,3609128
COSTA RICA,336991,803,51,174,330070
COSTA RICA,337110,803,51,174,13245825
COSTA RICA,337121,803,51,174,30621
COSTA RICA,337122,803,51,174,2491078
COSTA RICA,337124,803,51,174,246798
COSTA RICA,337125,803,51,174,145524
COSTA RICA,337127,803,51,174,19612705
COSTA RICA,337214,803,51,174,2857
COSTA RICA,337215,803,51,174,791790
COSTA RICA,339112,803,51,174,2314306620
COSTA RICA,339113,803,51,174,812376351
COSTA RICA,339114,803,51,174,105149
COSTA RICA,339115,803,51,174,37805395
COSTA RICA,339116,803,51,174,6459851
COSTA RICA,339910,803,51,174,21095446
COSTA RICA,339920,803,51,174,26731630
COSTA RICA,339930,803,51,174,36688
COSTA RICA,339950,803,51,174,72738
COSTA RICA,339991,803,51,174,66635816
COSTA RICA,339992,803,51,174,121289
COSTA RICA,339999,803,51,174,6439549
COTE D'IVOIRE,111199,805,52,175,2217
COTE D'IVOIRE,111335,805,52,175,493919661
COTE D'IVOIRE,111339,805,52,175,330631
COTE D'IVOIRE,111421,805,52,175,21569
COTE D'IVOIRE,111998,805,52,175,831186
COTE D'IVOIRE,113210,805,52,175,190213594
COTE D'IVOIRE,114111,805,52,175,5160
COTE D'IVOIRE,114112,805,52,175,42632
COTE D'IVOIRE,311211,805,52,175,256141
COTE D'IVOIRE,311221,805,52,175,44532
COTE D'IVOIRE,311224,805,52,175,187285
COTE D'IVOIRE,311351,805,52,175,42713638.4908197
COTE D'IVOIRE,311352,805,52,175,282802640.50918
COTE D'IVOIRE,311411,805,52,175,14615
COTE D'IVOIRE,311421,805,52,175,734312
COTE D'IVOIRE,311423,805,52,175,263760
COTE D'IVOIRE,311514,805,52,175,12066
COTE D'IVOIRE,311611,805,52,175,6300
COTE D'IVOIRE,311710,805,52,175,1065875
COTE D'IVOIRE,311824,805,52,175,23294
COTE D'IVOIRE,311911,805,52,175,7080
COTE D'IVOIRE,311920,805,52,175,68183
COTE D'IVOIRE,311942,805,52,175,146791
COTE D'IVOIRE,313210,805,52,175,90546
COTE D'IVOIRE,313220,805,52,175,500
COTE D'IVOIRE,314110,805,52,175,2184
COTE D'IVOIRE,314120,805,52,175,7890
COTE D'IVOIRE,314999,805,52,175,324
COTE D'IVOIRE,315240,805,52,175,18816
COTE D'IVOIRE,315990,805,52,175,7050
COTE D'IVOIRE,316210,805,52,175,13404.999986595
COTE D'IVOIRE,321113,805,52,175,4490013
COTE D'IVOIRE,321211,805,52,175,2355306
COTE D'IVOIRE,321999,805,52,175,138865.999861134
COTE D'IVOIRE,323111,805,52,175,3118
COTE D'IVOIRE,324110,805,52,175,23398499.9766015
COTE D'IVOIRE,325180,805,52,175,56700
COTE D'IVOIRE,325194,805,52,175,1429890
COTE D'IVOIRE,325199,805,52,175,36901
COTE D'IVOIRE,325212,805,52,175,3340
COTE D'IVOIRE,325411,805,52,175,7536
COTE D'IVOIRE,325611,805,52,175,874811.999125188
COTE D'IVOIRE,325620,805,52,175,2672407
COTE D'IVOIRE,325998,805,52,175,18211
COTE D'IVOIRE,326160,805,52,175,2250
COTE D'IVOIRE,326199,805,52,175,5715
COTE D'IVOIRE,326220,805,52,175,5392
COTE D'IVOIRE,326299,805,52,175,321917
COTE D'IVOIRE,332613,805,52,175,5119
COTE D'IVOIRE,332722,805,52,175,26135
COTE D'IVOIRE,332911,805,52,175,32022
COTE D'IVOIRE,332912,805,52,175,91749
COTE D'IVOIRE,332991,805,52,175,38235
COTE D'IVOIRE,333111,805,52,175,18000
COTE D'IVOIRE,333120,805,52,175,16340
COTE D'IVOIRE,333415,805,52,175,10800
COTE D'IVOIRE,333613,805,52,175,13083
COTE D'IVOIRE,333912,805,52,175,2700
COTE D'IVOIRE,333914,805,52,175,13561
COTE D'IVOIRE,333996,805,52,175,70224
COTE D'IVOIRE,333999,805,52,175,51625
COTE D'IVOIRE,334112,805,52,175,2694
COTE D'IVOIRE,334118,805,52,175,32300
COTE D'IVOIRE,334220,805,52,175,15100
COTE D'IVOIRE,334418,805,52,175,5490
COTE D'IVOIRE,334513,805,52,175,4455
COTE D'IVOIRE,334514,805,52,175,22697
COTE D'IVOIRE,334515,805,52,175,22676
COTE D'IVOIRE,334516,805,52,175,8026
COTE D'IVOIRE,335220,805,52,175,2210
COTE D'IVOIRE,335311,805,52,175,2816
COTE D'IVOIRE,335931,805,52,175,4950
COTE D'IVOIRE,335999,805,52,175,57936
COTE D'IVOIRE,336320,805,52,175,54938
COTE D'IVOIRE,336330,805,52,175,622470
COTE D'IVOIRE,336350,805,52,175,163608
COTE D'IVOIRE,337121,805,52,175,800
COTE D'IVOIRE,337122,805,52,175,1337
COTE D'IVOIRE,337125,805,52,175,2100
COTE D'IVOIRE,337127,805,52,175,5987
COTE D'IVOIRE,337910,805,52,175,455
COTE D'IVOIRE,339910,805,52,175,11951
COTE D'IVOIRE,339991,805,52,175,41865
COTE D'IVOIRE,339992,805,52,175,63332
COTE D'IVOIRE,339999,805,52,175,2782
CROATIA,111411,804,53,176,1202401
CROATIA,111910,804,53,176,2607
CROATIA,111998,804,53,176,2058
CROATIA,112910,804,53,176,241563
CROATIA,112920,804,53,176,80185
CROATIA,112990,804,53,176,118987
CROATIA,114111,804,53,176,54083
CROATIA,212393,804,53,176,10575
CROATIA,212399,804,53,176,35100
CROATIA,311119,804,53,176,8477537
CROATIA,311211,804,53,176,122156
CROATIA,311221,804,53,176,3482
CROATIA,311224,804,53,176,672627
CROATIA,311225,804,53,176,20549
CROATIA,311230,804,53,176,69708
CROATIA,311313,804,53,176,0
CROATIA,311314,804,53,176,10184
CROATIA,311340,804,53,176,816979
CROATIA,311351,804,53,176,4212676.94573746
CROATIA,311352,804,53,176,27891704.0542625
CROATIA,311421,804,53,176,10077228
CROATIA,311422,804,53,176,6860
CROATIA,311423,804,53,176,144712
CROATIA,311512,804,53,176,66430
CROATIA,311513,804,53,176,255314
CROATIA,311514,804,53,176,56995
CROATIA,311611,804,53,176,578177
CROATIA,311710,804,53,176,488991
CROATIA,311811,804,53,176,1426891.05004602
CROATIA,311812,804,53,176,1342586.3077927
CROATIA,311813,804,53,176,76429.6421612837
CROATIA,311824,804,53,176,85094
CROATIA,311919,804,53,176,4107
CROATIA,311920,804,53,176,2175272
CROATIA,311930,804,53,176,52468
CROATIA,311941,804,53,176,1174118
CROATIA,311942,804,53,176,3386754
CROATIA,311999,804,53,176,1590842
CROATIA,312111,804,53,176,126778
CROATIA,312112,804,53,176,9865
CROATIA,312120,804,53,176,97157
CROATIA,312130,804,53,176,2498773
CROATIA,312140,804,53,176,395942
CROATIA,313210,804,53,176,765509
CROATIA,313220,804,53,176,135332
CROATIA,314110,804,53,176,13899
CROATIA,314120,804,53,176,78703
CROATIA,314910,804,53,176,143881
CROATIA,314994,804,53,176,399
CROATIA,314999,804,53,176,161225
CROATIA,315110,804,53,176,193703
CROATIA,315190,804,53,176,144427
CROATIA,315220,804,53,176,3938698
CROATIA,315240,804,53,176,4955371
CROATIA,315280,804,53,176,165227
CROATIA,315990,804,53,176,316839
CROATIA,316110,804,53,176,404.999999595
CROATIA,316210,804,53,176,16651048.9833489
CROATIA,316992,804,53,176,3602.999996397
CROATIA,316998,804,53,176,314970.999685029
CROATIA,321113,804,53,176,142145
CROATIA,321211,804,53,176,1171792
CROATIA,321213,804,53,176,4911
CROATIA,321219,804,53,176,79541
CROATIA,321911,804,53,176,20169
CROATIA,321918,804,53,176,2120613
CROATIA,321920,804,53,176,11976.999988023
CROATIA,321999,804,53,176,3417568.99658243
CROATIA,322121,804,53,176,296195
CROATIA,322211,804,53,176,32977
CROATIA,322220,804,53,176,409773
CROATIA,322230,804,53,176,7191
CROATIA,323111,804,53,176,151362
CROATIA,323117,804,53,176,892640
CROATIA,324110,804,53,176,6027.999993972
CROATIA,324191,804,53,176,2995
CROATIA,324199,804,53,176,10732
CROATIA,325130,804,53,176,3682
CROATIA,325180,804,53,176,2093517
CROATIA,325199,804,53,176,5858602
CROATIA,325211,804,53,176,9806
CROATIA,325212,804,53,176,885599
CROATIA,325411,804,53,176,28917519
CROATIA,325412,804,53,176,166985527
CROATIA,325413,804,53,176,4898300
CROATIA,325414,804,53,176,111747252
CROATIA,325510,804,53,176,11160
CROATIA,325611,804,53,176,7469.99999253
CROATIA,325612,804,53,176,262773.999737226
CROATIA,325613,804,53,176,12774.999987225
CROATIA,325620,804,53,176,296688
CROATIA,325910,804,53,176,14328
CROATIA,325998,804,53,176,1952312
CROATIA,326111,804,53,176,207509
CROATIA,326113,804,53,176,14127
CROATIA,326122,804,53,176,1413
CROATIA,326160,804,53,176,129350
CROATIA,326191,804,53,176,260695
CROATIA,326199,804,53,176,2073033
CROATIA,326211,804,53,176,85441
CROATIA,326220,804,53,176,56212
CROATIA,326291,804,53,176,2342
CROATIA,326299,804,53,176,43556
CROATIA,327110,804,53,176,2904212
CROATIA,327120,804,53,176,27925
CROATIA,327211,804,53,176,25257
CROATIA,327212,804,53,176,2830395
CROATIA,327213,804,53,176,2675
CROATIA,327215,804,53,176,433700
CROATIA,327310,804,53,176,12414974
CROATIA,327910,804,53,176,71353
CROATIA,327991,804,53,176,972916
CROATIA,327993,804,53,176,2773
CROATIA,331110,804,53,176,73327
CROATIA,331222,804,53,176,56569
CROATIA,331313,804,53,176,93960
CROATIA,331315,804,53,176,1945942
CROATIA,331318,804,53,176,16239
CROATIA,331410,804,53,176,2320
CROATIA,331491,804,53,176,4980
CROATIA,331511,804,53,176,8741
CROATIA,331512,804,53,176,25097
CROATIA,332119,804,53,176,43040
CROATIA,332215,804,53,176,5496.99999450299
CROATIA,332216,804,53,176,1003253.99899674
CROATIA,332312,804,53,176,459346.999540652
CROATIA,332321,804,53,176,479395
CROATIA,332323,804,53,176,61018
CROATIA,332410,804,53,176,7150060
CROATIA,332420,804,53,176,2879705
CROATIA,332431,804,53,176,55490
CROATIA,332510,804,53,176,1148105
CROATIA,332613,804,53,176,2036
CROATIA,332618,804,53,176,552709
CROATIA,332722,804,53,176,1430554
CROATIA,332911,804,53,176,783510
CROATIA,332912,804,53,176,129973
CROATIA,332991,804,53,176,94412
CROATIA,332994,804,53,176,119094105.880905
CROATIA,332996,804,53,176,183270
CROATIA,332999,804,53,176,6375672
CROATIA,333111,804,53,176,26902
CROATIA,333120,804,53,176,7161621
CROATIA,333131,804,53,176,345984
CROATIA,333241,804,53,176,1037998
CROATIA,333242,804,53,176,3535580
CROATIA,333243,804,53,176,733540
CROATIA,333244,804,53,176,80611
CROATIA,333249,804,53,176,30085065
CROATIA,333314,804,53,176,70741
CROATIA,333316,804,53,176,607059
CROATIA,333318,804,53,176,6803959
CROATIA,333413,804,53,176,61218
CROATIA,333415,804,53,176,2663616
CROATIA,333511,804,53,176,30273984
CROATIA,333514,804,53,176,7850
CROATIA,333515,804,53,176,1164662
CROATIA,333517,804,53,176,1026086
CROATIA,333519,804,53,176,116999
CROATIA,333611,804,53,176,15459093
CROATIA,333612,804,53,176,51568
CROATIA,333613,804,53,176,106186
