Production_zone,Consumption_zone,poe
162,65,3639
162,66,3639
162,67,3639
162,68,3639
162,69,3639
162,70,3639
162,71,3639
162,72,3639
162,73,3639
162,74,3639
162,75,3639
162,76,3639
162,77,3639
162,78,3639
162,79,3639
162,80,3639
162,81,3639
162,82,3639
162,120,3639
162,121,3639
162,123,3639
162,124,3639
162,125,3639
162,130,3639
162,131,3639
162,132,3639
162,133,3639
162,135,3639
162,138,3639
162,141,3639
162,142,3639
162,144,3639
162,147,3639
163,1,3639
163,2,3639
163,3,3639
163,4,3639
163,5,3639
163,6,3639
163,7,3639
163,8,3639
163,9,3639
163,10,3639
163,11,3639
163,12,3639
163,13,3639
163,14,3639
163,15,3639
163,16,3639
163,17,3639
163,30,3639
163,31,3639
163,32,3639
163,33,3639
163,34,3639
163,35,3639
163,36,3639
163,37,3639
163,38,3639
163,39,3639
163,40,3639
163,41,3639
163,42,3639
163,43,3639
163,44,3639
163,45,3639
163,46,3639
163,47,3639
163,48,3639
163,49,3639
163,50,3639
163,51,3639
163,52,3639
163,53,3639
163,54,3639
163,55,3639
163,56,3639
163,57,3639
163,58,3639
163,59,3639
163,60,3639
163,61,3639
163,62,3639
163,63,3639
163,64,3639
163,65,3639
163,66,3639
163,67,3639
163,68,3639
163,69,3639
163,70,3639
163,71,3639
163,72,3639
163,73,3639
163,74,3639
163,75,3639
163,76,3639
163,77,3639
163,78,3639
163,79,3639
163,80,3639
163,81,3639
163,82,3639
163,120,3639
163,121,3639
163,123,3639
163,124,3639
163,125,3639
163,130,3639
163,131,3639
163,132,3639
163,133,3639
163,135,3639
163,138,3639
163,141,3639
163,142,3639
163,144,3639
163,147,3639
164,1,3639
164,2,3639
164,3,3639
164,4,3639
164,5,3639
164,6,3639
164,7,3639
164,8,3639
164,9,3639
164,10,3639
164,11,3639
164,12,3639
164,13,3639
164,14,3639
164,15,3639
164,16,3639
164,17,3639
164,30,3639
164,31,3639
164,32,3639
164,33,3639
164,34,3639
164,35,3639
164,36,3639
164,37,3639
164,38,3639
164,39,3639
164,40,3639
164,41,3639
164,42,3639
164,43,3639
164,44,3639
164,45,3639
164,46,3639
164,47,3639
164,48,3639
164,49,3639
164,50,3639
164,51,3639
164,52,3639
164,53,3639
164,54,3639
164,55,3639
164,56,3639
164,57,3639
164,58,3639
164,59,3639
164,60,3639
164,61,3639
164,62,3639
164,63,3639
164,64,3639
164,65,3639
164,66,3639
164,67,3639
164,68,3639
164,69,3639
164,70,3639
164,71,3639
164,72,3639
164,73,3639
164,74,3639
164,75,3639
164,76,3639
164,77,3639
164,78,3639
164,79,3639
164,80,3639
164,81,3639
164,82,3639
164,120,3639
164,121,3639
164,123,3639
164,124,3639
164,125,3639
164,130,3639
164,131,3639
164,132,3639
164,133,3639
164,135,3639
164,138,3639
164,141,3639
164,142,3639
164,144,3639
164,147,3639
165,1,3639
165,2,3639
165,3,3639
165,4,3639
165,5,3639
165,6,3639
165,7,3639
165,8,3639
165,9,3639
165,10,3639
165,11,3639
165,12,3639
165,13,3639
165,14,3639
165,15,3639
165,16,3639
165,17,3639
165,30,3639
165,31,3639
165,32,3639
165,33,3639
165,34,3639
165,35,3639
165,36,3639
165,37,3639
165,38,3639
165,39,3639
165,40,3639
165,41,3639
165,42,3639
165,43,3639
165,44,3639
165,45,3639
165,46,3639
165,47,3639
165,48,3639
165,49,3639
165,50,3639
165,51,3639
165,52,3639
165,53,3639
165,54,3639
165,55,3639
165,56,3639
165,57,3639
165,58,3639
165,59,3639
165,60,3639
165,61,3639
165,62,3639
165,63,3639
165,64,3639
165,65,3639
165,66,3639
165,67,3639
165,68,3639
165,69,3639
165,70,3639
165,71,3639
165,72,3639
165,73,3639
165,74,3639
165,75,3639
165,76,3639
165,77,3639
165,78,3639
165,79,3639
165,80,3639
165,81,3639
165,82,3639
165,120,3639
165,121,3639
165,123,3639
165,124,3639
165,125,3639
165,130,3639
165,131,3639
165,132,3639
165,133,3639
165,135,3639
165,138,3639
165,141,3639
165,142,3639
165,144,3639
165,147,3639
181,1,3639
181,2,3639
181,3,3639
181,4,3639
181,5,3639
181,6,3639
181,7,3639
181,8,3639
181,9,3639
181,10,3639
181,11,3639
181,12,3639
181,13,3639
181,14,3639
181,15,3639
181,16,3639
181,17,3639
181,30,3639
181,31,3639
181,32,3639
181,33,3639
181,34,3639
181,35,3639
181,36,3639
181,37,3639
181,38,3639
181,39,3639
181,40,3639
181,41,3639
181,42,3639
181,43,3639
181,44,3639
181,45,3639
181,46,3639
181,47,3639
181,48,3639
181,49,3639
181,50,3639
181,51,3639
181,52,3639
181,53,3639
181,54,3639
181,55,3639
181,56,3639
181,57,3639
181,58,3639
181,59,3639
181,60,3639
181,61,3639
181,62,3639
181,63,3639
181,64,3639
181,65,3639
181,66,3639
181,67,3639
181,68,3639
181,69,3639
181,70,3639
181,71,3639
181,72,3639
181,73,3639
181,74,3639
181,75,3639
181,76,3639
181,77,3639
181,78,3639
181,79,3639
181,80,3639
181,81,3639
181,82,3639
181,120,3639
181,121,3639
181,123,3639
181,124,3639
181,125,3639
181,130,3639
181,131,3639
181,132,3639
181,133,3639
181,135,3639
181,138,3639
181,141,3639
181,142,3639
181,144,3639
181,147,3639
188,1,3639
188,2,3639
188,3,3639
188,4,3639
188,5,3639
188,6,3639
188,7,3639
188,8,3639
188,9,3639
188,10,3639
188,11,3639
188,12,3639
188,13,3639
188,14,3639
188,15,3639
188,16,3639
188,17,3639
188,30,3639
188,31,3639
188,32,3639
188,33,3639
188,34,3639
188,35,3639
188,36,3639
188,37,3639
188,38,3639
188,39,3639
188,40,3639
188,41,3639
188,42,3639
188,43,3639
188,44,3639
188,45,3639
188,46,3639
188,47,3639
188,48,3639
188,49,3639
188,50,3639
188,51,3639
188,52,3639
188,53,3639
188,54,3639
188,55,3639
188,56,3639
188,57,3639
188,58,3639
188,59,3639
188,60,3639
188,61,3639
188,62,3639
188,63,3639
188,64,3639
188,65,3639
188,66,3639
188,67,3639
188,68,3639
188,69,3639
188,70,3639
188,71,3639
188,72,3639
188,73,3639
188,74,3639
188,75,3639
188,76,3639
188,77,3639
188,78,3639
188,79,3639
188,80,3639
188,81,3639
188,82,3639
188,120,3639
188,121,3639
188,123,3639
188,124,3639
188,125,3639
188,130,3639
188,131,3639
188,132,3639
188,133,3639
188,135,3639
188,138,3639
188,141,3639
188,142,3639
188,144,3639
188,147,3639
189,1,3639
189,2,3639
189,3,3639
189,4,3639
189,5,3639
189,6,3639
189,7,3639
189,8,3639
189,9,3639
189,10,3639
189,11,3639
189,12,3639
189,13,3639
189,14,3639
189,15,3639
189,16,3639
189,17,3639
189,30,3639
189,31,3639
189,32,3639
189,33,3639
189,34,3639
189,35,3639
189,36,3639
189,37,3639
189,38,3639
189,39,3639
189,40,3639
189,41,3639
189,42,3639
189,43,3639
189,44,3639
189,45,3639
189,46,3639
189,47,3639
189,48,3639
189,49,3639
189,50,3639
189,51,3639
189,52,3639
189,53,3639
189,54,3639
189,55,3639
189,56,3639
189,57,3639
189,58,3639
189,59,3639
189,60,3639
189,61,3639
189,62,3639
189,63,3639
189,64,3639
189,65,3639
189,66,3639
189,67,3639
189,68,3639
189,69,3639
189,70,3639
189,71,3639
189,72,3639
189,73,3639
189,74,3639
189,75,3639
189,76,3639
189,77,3639
189,78,3639
189,79,3639
189,80,3639
189,81,3639
189,82,3639
189,120,3639
189,121,3639
189,123,3639
189,124,3639
189,125,3639
189,130,3639
189,131,3639
189,132,3639
189,133,3639
189,135,3639
189,138,3639
189,141,3639
189,142,3639
189,144,3639
189,147,3639
190,1,3639
190,2,3639
190,3,3639
190,4,3639
190,5,3639
190,6,3639
190,7,3639
190,8,3639
190,9,3639
190,10,3639
190,11,3639
190,12,3639
190,13,3639
190,14,3639
190,15,3639
190,16,3639
190,17,3639
190,30,3639
190,31,3639
190,32,3639
190,33,3639
190,34,3639
190,35,3639
190,36,3639
190,37,3639
190,38,3639
190,39,3639
190,40,3639
190,41,3639
190,42,3639
190,43,3639
190,44,3639
190,45,3639
190,46,3639
190,47,3639
190,48,3639
190,49,3639
190,50,3639
190,51,3639
190,52,3639
190,53,3639
190,54,3639
190,55,3639
190,56,3639
190,57,3639
190,58,3639
190,59,3639
190,60,3639
190,61,3639
190,62,3639
190,63,3639
190,64,3639
190,65,3639
190,66,3639
190,67,3639
190,68,3639
190,69,3639
190,70,3639
190,71,3639
190,72,3639
190,73,3639
190,74,3639
190,75,3639
190,76,3639
190,77,3639
190,78,3639
190,79,3639
190,80,3639
190,81,3639
190,82,3639
190,120,3639
190,121,3639
190,123,3639
190,124,3639
190,125,3639
190,130,3639
190,131,3639
190,132,3639
190,133,3639
190,135,3639
190,138,3639
190,141,3639
190,142,3639
190,144,3639
190,147,3639
209,1,3639
209,2,3639
209,3,3639
209,4,3639
209,5,3639
209,6,3639
209,7,3639
209,8,3639
209,9,3639
209,10,3639
209,11,3639
209,12,3639
209,13,3639
209,14,3639
209,15,3639
209,16,3639
209,17,3639
209,30,3639
209,31,3639
209,32,3639
209,33,3639
209,34,3639
209,35,3639
209,36,3639
209,37,3639
209,38,3639
209,39,3639
209,40,3639
209,41,3639
209,42,3639
209,43,3639
209,44,3639
209,45,3639
209,46,3639
209,47,3639
209,48,3639
209,49,3639
209,50,3639
209,51,3639
209,52,3639
209,53,3639
209,54,3639
209,55,3639
209,56,3639
209,57,3639
209,58,3639
209,59,3639
209,60,3639
209,61,3639
209,62,3639
209,63,3639
209,64,3639
209,65,3639
209,66,3639
209,67,3639
209,68,3639
209,69,3639
209,70,3639
209,71,3639
209,72,3639
209,73,3639
209,74,3639
209,75,3639
209,76,3639
209,77,3639
209,78,3639
209,79,3639
209,80,3639
209,81,3639
209,82,3639
209,120,3639
209,121,3639
209,123,3639
209,124,3639
209,125,3639
209,130,3639
209,131,3639
209,132,3639
209,133,3639
209,135,3639
209,138,3639
209,141,3639
209,142,3639
209,144,3639
209,147,3639
213,1,3639
213,2,3639
213,3,3639
213,4,3639
213,5,3639
213,6,3639
213,7,3639
213,8,3639
213,9,3639
213,10,3639
213,11,3639
213,12,3639
213,13,3639
213,14,3639
213,15,3639
213,16,3639
213,17,3639
213,30,3639
213,31,3639
213,32,3639
213,33,3639
213,34,3639
213,35,3639
213,36,3639
213,37,3639
213,38,3639
213,39,3639
213,40,3639
213,41,3639
213,42,3639
213,43,3639
213,44,3639
213,45,3639
213,46,3639
213,47,3639
213,48,3639
213,49,3639
213,50,3639
213,51,3639
213,52,3639
213,53,3639
213,54,3639
213,55,3639
213,56,3639
213,57,3639
213,58,3639
213,59,3639
213,60,3639
213,61,3639
213,62,3639
213,63,3639
213,64,3639
213,65,3639
213,66,3639
213,67,3639
213,68,3639
213,69,3639
213,70,3639
213,71,3639
213,72,3639
213,73,3639
213,74,3639
213,75,3639
213,76,3639
213,77,3639
213,78,3639
213,79,3639
213,80,3639
213,81,3639
213,82,3639
213,120,3639
213,121,3639
213,123,3639
213,124,3639
213,125,3639
213,130,3639
213,131,3639
213,132,3639
213,133,3639
213,135,3639
213,138,3639
213,141,3639
213,142,3639
213,144,3639
213,147,3639
214,1,3639
214,2,3639
214,3,3639
214,4,3639
214,5,3639
214,6,3639
214,7,3639
214,8,3639
214,9,3639
214,10,3639
214,11,3639
214,12,3639
214,13,3639
214,14,3639
214,15,3639
214,16,3639
214,17,3639
214,30,3639
214,31,3639
214,32,3639
214,33,3639
214,34,3639
214,35,3639
214,36,3639
214,37,3639
214,38,3639
214,39,3639
214,40,3639
214,41,3639
214,42,3639
214,43,3639
214,44,3639
214,45,3639
214,46,3639
214,47,3639
214,48,3639
214,49,3639
214,50,3639
214,51,3639
214,52,3639
214,53,3639
214,54,3639
214,55,3639
214,56,3639
214,57,3639
214,58,3639
214,59,3639
214,60,3639
214,61,3639
214,62,3639
214,63,3639
214,64,3639
214,65,3639
214,66,3639
214,67,3639
214,68,3639
214,69,3639
214,70,3639
214,71,3639
214,72,3639
214,73,3639
214,74,3639
214,75,3639
214,76,3639
214,77,3639
214,78,3639
214,79,3639
214,80,3639
214,81,3639
214,82,3639
214,120,3639
214,121,3639
214,123,3639
214,124,3639
214,125,3639
214,130,3639
214,131,3639
214,132,3639
214,133,3639
214,135,3639
214,138,3639
214,141,3639
214,142,3639
214,144,3639
214,147,3639
215,1,3639
215,2,3639
215,3,3639
215,4,3639
215,5,3639
215,6,3639
215,7,3639
215,8,3639
215,9,3639
215,10,3639
215,11,3639
215,12,3639
215,13,3639
215,14,3639
215,15,3639
215,16,3639
215,17,3639
215,30,3639
215,31,3639
215,32,3639
215,33,3639
215,34,3639
215,35,3639
215,36,3639
215,37,3639
215,38,3639
215,39,3639
215,40,3639
215,41,3639
215,42,3639
215,43,3639
215,44,3639
215,45,3639
215,46,3639
215,47,3639
215,48,3639
215,49,3639
215,50,3639
215,51,3639
215,52,3639
215,53,3639
215,54,3639
215,55,3639
215,56,3639
215,57,3639
215,58,3639
215,59,3639
215,60,3639
215,61,3639
215,62,3639
215,63,3639
215,64,3639
215,65,3639
215,66,3639
215,67,3639
215,68,3639
215,69,3639
215,70,3639
215,71,3639
215,72,3639
215,73,3639
215,74,3639
215,75,3639
215,76,3639
215,77,3639
215,78,3639
215,79,3639
215,80,3639
215,81,3639
215,82,3639
215,120,3639
215,121,3639
215,123,3639
215,124,3639
215,125,3639
215,130,3639
215,131,3639
215,132,3639
215,133,3639
215,135,3639
215,138,3639
215,141,3639
215,142,3639
215,144,3639
215,147,3639
239,71,3639
239,72,3639
239,74,3639
239,75,3639
239,76,3639
239,121,3639
239,124,3639
239,125,3639
240,1,3639
240,2,3639
240,3,3639
240,4,3639
240,5,3639
240,6,3639
240,7,3639
240,8,3639
240,9,3639
240,10,3639
240,11,3639
240,12,3639
240,13,3639
240,14,3639
240,15,3639
240,16,3639
240,17,3639
240,39,3639
240,42,3639
240,43,3639
240,44,3639
240,45,3639
240,59,3639
240,60,3639
240,61,3639
240,62,3639
240,63,3639
240,64,3639
240,65,3639
240,66,3639
240,67,3639
240,68,3639
240,69,3639
240,70,3639
240,71,3639
240,72,3639
240,73,3639
240,74,3639
240,75,3639
240,76,3639
240,77,3639
240,78,3639
240,79,3639
240,80,3639
240,81,3639
240,82,3639
240,120,3639
240,121,3639
240,123,3639
240,124,3639
240,125,3639
240,135,3639
240,138,3639
240,141,3639
240,142,3639
240,147,3639
261,1,3639
261,2,3639
261,3,3639
261,4,3639
261,5,3639
261,6,3639
261,7,3639
261,8,3639
261,9,3639
261,10,3639
261,11,3639
261,12,3639
261,13,3639
261,14,3639
261,15,3639
261,16,3639
261,17,3639
261,30,3639
261,31,3639
261,32,3639
261,33,3639
261,34,3639
261,35,3639
261,36,3639
261,37,3639
261,38,3639
261,39,3639
261,40,3639
261,41,3639
261,42,3639
261,43,3639
261,44,3639
261,45,3639
261,46,3639
261,47,3639
261,48,3639
261,49,3639
261,50,3639
261,51,3639
261,52,3639
261,53,3639
261,54,3639
261,55,3639
261,56,3639
261,57,3639
261,58,3639
261,59,3639
261,60,3639
261,61,3639
261,62,3639
261,63,3639
261,64,3639
261,65,3639
261,66,3639
261,67,3639
261,68,3639
261,69,3639
261,70,3639
261,71,3639
261,72,3639
261,73,3639
261,74,3639
261,75,3639
261,76,3639
261,77,3639
261,78,3639
261,79,3639
261,80,3639
261,81,3639
261,82,3639
261,120,3639
261,121,3639
261,123,3639
261,124,3639
261,125,3639
261,130,3639
261,131,3639
261,132,3639
261,133,3639
261,135,3639
261,138,3639
261,141,3639
261,142,3639
261,144,3639
261,147,3639
262,1,3639
262,2,3639
262,3,3639
262,4,3639
262,5,3639
262,6,3639
262,7,3639
262,8,3639
262,9,3639
262,10,3639
262,11,3639
262,12,3639
262,13,3639
262,14,3639
262,15,3639
262,16,3639
262,17,3639
262,30,3639
262,31,3639
262,32,3639
262,33,3639
262,34,3639
262,35,3639
262,36,3639
262,37,3639
262,38,3639
262,39,3639
262,40,3639
262,41,3639
262,42,3639
262,43,3639
262,44,3639
262,45,3639
262,46,3639
262,47,3639
262,48,3639
262,49,3639
262,50,3639
262,51,3639
262,52,3639
262,53,3639
262,54,3639
262,55,3639
262,56,3639
262,57,3639
262,58,3639
262,59,3639
262,60,3639
262,61,3639
262,62,3639
262,63,3639
262,64,3639
262,65,3639
262,66,3639
262,67,3639
262,68,3639
262,69,3639
262,70,3639
262,71,3639
262,72,3639
262,73,3639
262,74,3639
262,75,3639
262,76,3639
262,77,3639
262,78,3639
262,79,3639
262,80,3639
262,81,3639
262,82,3639
262,120,3639
262,121,3639
262,123,3639
262,124,3639
262,125,3639
262,130,3639
262,131,3639
262,132,3639
262,133,3639
262,135,3639
262,138,3639
262,141,3639
262,142,3639
262,144,3639
262,147,3639
273,1,3639
273,2,3639
273,3,3639
273,4,3639
273,5,3639
273,6,3639
273,7,3639
273,8,3639
273,9,3639
273,10,3639
273,11,3639
273,12,3639
273,13,3639
273,14,3639
273,15,3639
273,16,3639
273,17,3639
273,30,3639
273,31,3639
273,32,3639
273,33,3639
273,34,3639
273,35,3639
273,36,3639
273,37,3639
273,38,3639
273,39,3639
273,40,3639
273,41,3639
273,42,3639
273,43,3639
273,44,3639
273,45,3639
273,46,3639
273,47,3639
273,48,3639
273,49,3639
273,50,3639
273,51,3639
273,52,3639
273,53,3639
273,54,3639
273,55,3639
273,56,3639
273,57,3639
273,58,3639
273,59,3639
273,60,3639
273,61,3639
273,62,3639
273,63,3639
273,64,3639
273,65,3639
273,66,3639
273,67,3639
273,68,3639
273,69,3639
273,70,3639
273,71,3639
273,72,3639
273,73,3639
273,74,3639
273,75,3639
273,76,3639
273,77,3639
273,78,3639
273,79,3639
273,80,3639
273,81,3639
273,82,3639
273,120,3639
273,121,3639
273,123,3639
273,124,3639
273,125,3639
273,133,3639
273,135,3639
273,138,3639
273,141,3639
273,142,3639
273,147,3639
18,159,3640
18,160,3640
18,161,3640
18,162,3640
18,163,3640
18,164,3640
18,165,3640
18,181,3640
18,188,3640
18,189,3640
18,190,3640
18,209,3640
18,213,3640
18,214,3640
18,215,3640
18,240,3640
18,261,3640
18,262,3640
18,273,3640
19,159,3640
19,160,3640
19,161,3640
19,162,3640
19,163,3640
19,164,3640
19,165,3640
19,181,3640
19,188,3640
19,189,3640
19,190,3640
19,209,3640
19,213,3640
19,214,3640
19,215,3640
19,240,3640
19,261,3640
19,262,3640
19,273,3640
20,159,3640
20,160,3640
20,161,3640
20,162,3640
20,163,3640
20,164,3640
20,165,3640
20,181,3640
20,188,3640
20,189,3640
20,190,3640
20,209,3640
20,213,3640
20,214,3640
20,215,3640
20,240,3640
20,261,3640
20,262,3640
20,273,3640
21,159,3640
21,160,3640
21,161,3640
21,162,3640
21,163,3640
21,164,3640
21,165,3640
21,181,3640
21,188,3640
21,189,3640
21,190,3640
21,209,3640
21,213,3640
21,214,3640
21,215,3640
21,239,3640
21,240,3640
21,261,3640
21,262,3640
21,273,3640
22,159,3640
22,160,3640
22,161,3640
22,162,3640
22,163,3640
22,164,3640
22,165,3640
22,181,3640
22,188,3640
22,189,3640
22,190,3640
22,209,3640
22,213,3640
22,214,3640
22,215,3640
22,239,3640
22,240,3640
22,261,3640
22,262,3640
22,273,3640
23,159,3640
23,160,3640
23,161,3640
23,162,3640
23,163,3640
23,164,3640
23,165,3640
23,181,3640
23,188,3640
23,189,3640
23,190,3640
23,209,3640
23,213,3640
23,214,3640
23,215,3640
23,239,3640
23,240,3640
23,261,3640
23,262,3640
23,273,3640
24,159,3640
24,160,3640
24,161,3640
24,162,3640
24,163,3640
24,164,3640
24,165,3640
24,181,3640
24,188,3640
24,189,3640
24,190,3640
24,209,3640
24,213,3640
24,214,3640
24,215,3640
24,240,3640
24,261,3640
24,262,3640
24,273,3640
25,159,3640
25,160,3640
25,161,3640
25,162,3640
25,163,3640
25,164,3640
25,165,3640
25,181,3640
25,188,3640
25,189,3640
25,190,3640
25,209,3640
25,213,3640
25,214,3640
25,215,3640
25,239,3640
25,240,3640
25,261,3640
25,262,3640
25,273,3640
26,159,3640
26,160,3640
26,161,3640
26,162,3640
26,163,3640
26,164,3640
26,165,3640
26,181,3640
26,188,3640
26,189,3640
26,190,3640
26,209,3640
26,213,3640
26,214,3640
26,215,3640
26,239,3640
26,240,3640
26,261,3640
26,262,3640
26,273,3640
27,159,3640
27,160,3640
27,161,3640
27,162,3640
27,163,3640
27,164,3640
27,165,3640
27,181,3640
27,188,3640
27,189,3640
27,190,3640
27,209,3640
27,213,3640
27,214,3640
27,215,3640
27,239,3640
27,240,3640
27,261,3640
27,262,3640
27,273,3640
28,159,3640
28,160,3640
28,161,3640
28,162,3640
28,163,3640
28,164,3640
28,165,3640
28,181,3640
28,188,3640
28,189,3640
28,190,3640
28,209,3640
28,213,3640
28,214,3640
28,215,3640
28,239,3640
28,240,3640
28,261,3640
28,262,3640
28,273,3640
29,159,3640
29,160,3640
29,161,3640
29,162,3640
29,163,3640
29,164,3640
29,165,3640
29,181,3640
29,188,3640
29,189,3640
29,190,3640
29,209,3640
29,213,3640
29,214,3640
29,215,3640
29,239,3640
29,240,3640
29,261,3640
29,262,3640
29,273,3640
83,159,3640
83,160,3640
83,161,3640
83,162,3640
83,163,3640
83,164,3640
83,165,3640
83,181,3640
83,188,3640
83,189,3640
83,190,3640
83,209,3640
83,213,3640
83,214,3640
83,215,3640
83,239,3640
83,240,3640
83,261,3640
83,262,3640
83,273,3640
84,159,3640
84,160,3640
84,161,3640
84,162,3640
84,163,3640
84,164,3640
84,165,3640
84,181,3640
84,188,3640
84,189,3640
84,190,3640
84,209,3640
84,213,3640
84,214,3640
84,215,3640
84,239,3640
84,240,3640
84,261,3640
84,262,3640
84,273,3640
85,159,3640
85,160,3640
85,161,3640
85,162,3640
85,163,3640
85,164,3640
85,165,3640
85,181,3640
85,188,3640
85,189,3640
85,190,3640
85,209,3640
85,213,3640
85,214,3640
85,215,3640
85,239,3640
85,240,3640
85,261,3640
85,262,3640
85,273,3640
86,159,3640
86,160,3640
86,161,3640
86,162,3640
86,163,3640
86,164,3640
86,165,3640
86,181,3640
86,188,3640
86,189,3640
86,190,3640
86,209,3640
86,213,3640
86,214,3640
86,215,3640
86,239,3640
86,240,3640
86,261,3640
86,262,3640
86,273,3640
87,159,3640
87,160,3640
87,161,3640
87,162,3640
87,163,3640
87,164,3640
87,165,3640
87,181,3640
87,188,3640
87,189,3640
87,190,3640
87,209,3640
87,213,3640
87,214,3640
87,215,3640
87,239,3640
87,240,3640
87,261,3640
87,262,3640
87,273,3640
88,159,3640
88,160,3640
88,161,3640
88,162,3640
88,163,3640
88,164,3640
88,165,3640
88,181,3640
88,188,3640
88,189,3640
88,190,3640
88,209,3640
88,213,3640
88,214,3640
88,215,3640
88,239,3640
88,240,3640
88,261,3640
88,262,3640
88,273,3640
89,159,3640
89,160,3640
89,161,3640
89,162,3640
89,163,3640
89,164,3640
89,165,3640
89,181,3640
89,188,3640
89,189,3640
89,190,3640
89,209,3640
89,213,3640
89,214,3640
89,215,3640
89,239,3640
89,240,3640
89,261,3640
89,262,3640
89,273,3640
90,159,3640
90,160,3640
90,161,3640
90,162,3640
90,163,3640
90,164,3640
90,165,3640
90,181,3640
90,188,3640
90,189,3640
90,190,3640
90,209,3640
90,213,3640
90,214,3640
90,215,3640
90,239,3640
90,240,3640
90,261,3640
90,262,3640
90,273,3640
91,159,3640
91,160,3640
91,161,3640
91,162,3640
91,163,3640
91,164,3640
91,165,3640
91,181,3640
91,188,3640
91,189,3640
91,190,3640
91,209,3640
91,213,3640
91,214,3640
91,215,3640
91,239,3640
91,240,3640
91,261,3640
91,262,3640
91,273,3640
92,159,3640
92,160,3640
92,161,3640
92,162,3640
92,163,3640
92,164,3640
92,165,3640
92,181,3640
92,188,3640
92,189,3640
92,190,3640
92,209,3640
92,213,3640
92,214,3640
92,215,3640
92,239,3640
92,240,3640
92,261,3640
92,262,3640
92,273,3640
93,159,3640
93,160,3640
93,161,3640
93,162,3640
93,163,3640
93,164,3640
93,165,3640
93,181,3640
93,188,3640
93,189,3640
93,190,3640
93,209,3640
93,213,3640
93,214,3640
93,215,3640
93,239,3640
93,240,3640
93,261,3640
93,262,3640
93,273,3640
94,159,3640
94,160,3640
94,161,3640
94,162,3640
94,163,3640
94,164,3640
94,165,3640
94,181,3640
94,188,3640
94,189,3640
94,190,3640
94,209,3640
94,213,3640
94,214,3640
94,215,3640
94,239,3640
94,240,3640
94,261,3640
94,262,3640
94,273,3640
95,159,3640
95,160,3640
95,161,3640
95,162,3640
95,163,3640
95,164,3640
95,165,3640
95,181,3640
95,188,3640
95,189,3640
95,190,3640
95,209,3640
95,213,3640
95,214,3640
95,215,3640
95,239,3640
95,240,3640
95,261,3640
95,262,3640
95,273,3640
96,159,3640
96,160,3640
96,161,3640
96,162,3640
96,163,3640
96,164,3640
96,165,3640
96,181,3640
96,188,3640
96,213,3640
96,214,3640
96,215,3640
96,239,3640
96,240,3640
96,261,3640
96,262,3640
96,273,3640
97,159,3640
97,160,3640
97,161,3640
97,162,3640
97,163,3640
97,164,3640
97,165,3640
97,181,3640
97,188,3640
97,213,3640
97,214,3640
97,215,3640
97,239,3640
97,240,3640
97,261,3640
97,262,3640
97,273,3640
98,159,3640
98,160,3640
98,161,3640
98,162,3640
98,163,3640
98,164,3640
98,165,3640
98,181,3640
98,188,3640
98,189,3640
98,190,3640
98,209,3640
98,213,3640
98,214,3640
98,215,3640
98,239,3640
98,240,3640
98,261,3640
98,262,3640
98,273,3640
99,159,3640
99,160,3640
99,161,3640
99,162,3640
99,163,3640
99,164,3640
99,165,3640
99,181,3640
99,188,3640
99,213,3640
99,214,3640
99,215,3640
99,239,3640
99,240,3640
99,261,3640
99,262,3640
99,273,3640
100,159,3640
100,160,3640
100,161,3640
100,162,3640
100,163,3640
100,164,3640
100,165,3640
100,181,3640
100,188,3640
100,213,3640
100,214,3640
100,215,3640
100,239,3640
100,240,3640
100,261,3640
100,262,3640
100,273,3640
101,159,3640
101,160,3640
101,161,3640
101,162,3640
101,163,3640
101,164,3640
101,165,3640
101,181,3640
101,188,3640
101,213,3640
101,214,3640
101,215,3640
101,239,3640
101,240,3640
101,261,3640
101,262,3640
101,273,3640
102,159,3640
102,160,3640
102,161,3640
102,162,3640
102,163,3640
102,164,3640
102,165,3640
102,181,3640
102,188,3640
102,213,3640
102,214,3640
102,215,3640
102,239,3640
102,240,3640
102,261,3640
102,262,3640
102,273,3640
103,159,3640
103,160,3640
103,161,3640
103,162,3640
103,163,3640
103,164,3640
103,165,3640
103,181,3640
103,188,3640
103,213,3640
103,214,3640
103,215,3640
103,239,3640
103,240,3640
103,261,3640
103,262,3640
103,273,3640
104,159,3640
104,160,3640
104,161,3640
104,162,3640
104,163,3640
104,164,3640
104,165,3640
104,181,3640
104,188,3640
104,213,3640
104,214,3640
104,215,3640
104,239,3640
104,240,3640
104,261,3640
104,262,3640
104,273,3640
105,159,3640
105,160,3640
105,161,3640
105,162,3640
105,163,3640
105,164,3640
105,165,3640
105,181,3640
105,188,3640
105,213,3640
105,214,3640
105,215,3640
105,239,3640
105,240,3640
105,261,3640
105,262,3640
105,273,3640
106,159,3640
106,160,3640
106,161,3640
106,162,3640
106,163,3640
106,164,3640
106,165,3640
106,181,3640
106,188,3640
106,213,3640
106,214,3640
106,215,3640
106,239,3640
106,240,3640
106,261,3640
106,262,3640
106,273,3640
107,159,3640
107,160,3640
107,161,3640
107,162,3640
107,163,3640
107,164,3640
107,165,3640
107,181,3640
107,188,3640
107,213,3640
107,214,3640
107,215,3640
107,239,3640
107,240,3640
107,261,3640
107,262,3640
107,273,3640
108,159,3640
108,160,3640
108,161,3640
108,162,3640
108,163,3640
108,164,3640
108,165,3640
108,181,3640
108,188,3640
108,213,3640
108,214,3640
