Country,Commodity_NAICS6,FAFZONE,ctrycod,CBPZONE,USExpVal
TUNISIA,333991,805,214,337,4275
TUNISIA,333992,805,214,337,6050
TUNISIA,333993,805,214,337,436828
TUNISIA,333994,805,214,337,97740
TUNISIA,333995,805,214,337,201001
TUNISIA,333996,805,214,337,517996
TUNISIA,333997,805,214,337,12990
TUNISIA,333999,805,214,337,8869721
TUNISIA,334111,805,214,337,1301892
TUNISIA,334112,805,214,337,49930
TUNISIA,334118,805,214,337,738432
TUNISIA,334210,805,214,337,79425
TUNISIA,334220,805,214,337,4539209
TUNISIA,334290,805,214,337,129181
TUNISIA,334310,805,214,337,199058
TUNISIA,334412,805,214,337,79040
TUNISIA,334413,805,214,337,4064862
TUNISIA,334416,805,214,337,466823
TUNISIA,334417,805,214,337,316676
TUNISIA,334418,805,214,337,7000
TUNISIA,334419,805,214,337,333433
TUNISIA,334510,805,214,337,1525336
TUNISIA,334511,805,214,337,1243827
TUNISIA,334512,805,214,337,61637
TUNISIA,334513,805,214,337,2348700
TUNISIA,334514,805,214,337,116169
TUNISIA,334515,805,214,337,1215589
TUNISIA,334516,805,214,337,1819320
TUNISIA,334517,805,214,337,600671
TUNISIA,334519,805,214,337,2152176
TUNISIA,334613,805,214,337,24492
TUNISIA,334614,805,214,337,52346
TUNISIA,335110,805,214,337,3604
TUNISIA,335129,805,214,337,1863625
TUNISIA,335210,805,214,337,9007
TUNISIA,335220,805,214,337,61241
TUNISIA,335311,805,214,337,99990
TUNISIA,335312,805,214,337,1402401
TUNISIA,335313,805,214,337,319371
TUNISIA,335314,805,214,337,174177
TUNISIA,335911,805,214,337,605786
TUNISIA,335912,805,214,337,59643
TUNISIA,335921,805,214,337,12726
TUNISIA,335929,805,214,337,82151
TUNISIA,335931,805,214,337,433766
TUNISIA,335932,805,214,337,11171
TUNISIA,335991,805,214,337,22194
TUNISIA,335999,805,214,337,4603854
TUNISIA,336111,805,214,337,4286628
TUNISIA,336120,805,214,337,1492694
TUNISIA,336212,805,214,337,3443205
TUNISIA,336310,805,214,337,156271
TUNISIA,336320,805,214,337,434961
TUNISIA,336330,805,214,337,160047
TUNISIA,336340,805,214,337,81656
TUNISIA,336350,805,214,337,92187
TUNISIA,336360,805,214,337,45625
TUNISIA,336390,805,214,337,1391428
TUNISIA,336411,805,214,337,18077978.3864215
TUNISIA,336412,805,214,337,1739342
TUNISIA,336412,805,214,337,7375698.40026515
TUNISIA,336413,805,214,337,23595210
TUNISIA,336413,805,214,337,12815963.6500178
TUNISIA,336414,805,214,337,1907131.53697246
TUNISIA,336415,805,214,337,280890
TUNISIA,336415,805,214,337,943883.637538308
TUNISIA,336419,805,214,337,225916.388784813
TUNISIA,336510,805,214,337,115427
TUNISIA,336611,805,214,337,8620026
TUNISIA,336992,805,214,337,2353689
TUNISIA,336999,805,214,337,6484
TUNISIA,337121,805,214,337,17491
TUNISIA,337122,805,214,337,50000
TUNISIA,337125,805,214,337,15000
TUNISIA,337127,805,214,337,217920
TUNISIA,337215,805,214,337,43600
TUNISIA,339112,805,214,337,2493404
TUNISIA,339113,805,214,337,4635500
TUNISIA,339114,805,214,337,395966
TUNISIA,339115,805,214,337,752965
TUNISIA,339116,805,214,337,288316
TUNISIA,339920,805,214,337,34471
TUNISIA,339930,805,214,337,687095
TUNISIA,339940,805,214,337,30936
TUNISIA,339991,805,214,337,276727
TUNISIA,339992,805,214,337,45770
TUNISIA,339993,805,214,337,42869
TUNISIA,339999,805,214,337,459032
TURKEY,111110,806,215,338,120750170
TURKEY,111120,806,215,338,480584
TURKEY,111130,806,215,338,8983580
TURKEY,111140,806,215,338,29157416
TURKEY,111150,806,215,338,1258212
TURKEY,111211,806,215,338,3567
TURKEY,111219,806,215,338,4016630
TURKEY,111335,806,215,338,398468132
TURKEY,111339,806,215,338,430346
TURKEY,111421,806,215,338,7483
TURKEY,111422,806,215,338,1250450
TURKEY,111910,806,215,338,6958483
TURKEY,111920,806,215,338,1001531657
TURKEY,111998,806,215,338,3745585
TURKEY,112111,806,215,338,2797.30786536113
TURKEY,112112,806,215,338,99.5811282754483
TURKEY,112120,806,215,338,478.111006363422
TURKEY,112130,806,215,338,0
TURKEY,112210,806,215,338,98571
TURKEY,112310,806,215,338,2820101
TURKEY,112320,806,215,338,0
TURKEY,112330,806,215,338,0
TURKEY,112340,806,215,338,0
TURKEY,112390,806,215,338,0
TURKEY,112511,806,215,338,18882
TURKEY,112920,806,215,338,8528100
TURKEY,112930,806,215,338,31500
TURKEY,112990,806,215,338,10254
TURKEY,113210,806,215,338,790354
TURKEY,113310,806,215,338,15854363
TURKEY,114111,806,215,338,2475768
TURKEY,114112,806,215,338,1784343
TURKEY,114119,806,215,338,565321
TURKEY,211130,806,215,338,2808130067.19187
TURKEY,212112,806,215,338,479255409
TURKEY,212221,806,215,338,20068
TURKEY,212230,806,215,338,2941
TURKEY,212299,806,215,338,128154
TURKEY,212321,806,215,338,2561
TURKEY,212322,806,215,338,3835296
TURKEY,212324,806,215,338,8148189
TURKEY,212325,806,215,338,1467378
TURKEY,212393,806,215,338,157519
TURKEY,212399,806,215,338,1557613
TURKEY,311111,806,215,338,415884
TURKEY,311119,806,215,338,21263321
TURKEY,311211,806,215,338,35061
TURKEY,311212,806,215,338,107056
TURKEY,311221,806,215,338,3856196
TURKEY,311224,806,215,338,16469456
TURKEY,311225,806,215,338,106209
TURKEY,311313,806,215,338,0
TURKEY,311314,806,215,338,84708
TURKEY,311340,806,215,338,843786
TURKEY,311351,806,215,338,24971.5980767707
TURKEY,311352,806,215,338,165334.401923229
TURKEY,311411,806,215,338,991440
TURKEY,311412,806,215,338,372902
TURKEY,311421,806,215,338,7367374
TURKEY,311423,806,215,338,1971106
TURKEY,311511,806,215,338,486086
TURKEY,311513,806,215,338,1635192
TURKEY,311514,806,215,338,422166
TURKEY,311611,806,215,338,15826543
TURKEY,311612,806,215,338,16514
TURKEY,311613,806,215,338,161495
TURKEY,311615,806,215,338,11959006
TURKEY,311710,806,215,338,9193391
TURKEY,311811,806,215,338,190099.084310871
TURKEY,311812,806,215,338,178867.494972005
TURKEY,311813,806,215,338,10182.4207171241
TURKEY,311824,806,215,338,28363
TURKEY,311911,806,215,338,1709832
TURKEY,311919,806,215,338,239342
TURKEY,311920,806,215,338,249441
TURKEY,311930,806,215,338,169351
TURKEY,311941,806,215,338,2627434
TURKEY,311942,806,215,338,1557903
TURKEY,311999,806,215,338,34233884
TURKEY,312111,806,215,338,74759
TURKEY,312120,806,215,338,118384425
TURKEY,312130,806,215,338,84541
TURKEY,312140,806,215,338,11056074
TURKEY,312230,806,215,338,2446063
TURKEY,313110,806,215,338,4161386
TURKEY,313210,806,215,338,2227686
TURKEY,313220,806,215,338,4929741
TURKEY,313230,806,215,338,4388202
TURKEY,313240,806,215,338,1269506
TURKEY,313320,806,215,338,1529017
TURKEY,314110,806,215,338,2687684
TURKEY,314120,806,215,338,723396
TURKEY,314910,806,215,338,522056
TURKEY,314994,806,215,338,3489045
TURKEY,314999,806,215,338,6634114
TURKEY,315220,806,215,338,1216069
TURKEY,315240,806,215,338,11541785
TURKEY,315280,806,215,338,744351
TURKEY,315990,806,215,338,546052
TURKEY,316110,806,215,338,1163032.99883696
TURKEY,316210,806,215,338,4354252.99564574
TURKEY,316992,806,215,338,2364993.997635
TURKEY,316998,806,215,338,1000984.99899901
TURKEY,321113,806,215,338,46637900
TURKEY,321114,806,215,338,1155300
TURKEY,321211,806,215,338,6606722
TURKEY,321212,806,215,338,109400
TURKEY,321213,806,215,338,10772
TURKEY,321911,806,215,338,149648
TURKEY,321918,806,215,338,84824
TURKEY,321920,806,215,338,471375.999528624
TURKEY,321999,806,215,338,149476.999850523
TURKEY,322110,806,215,338,254643638
TURKEY,322121,806,215,338,11987374
TURKEY,322122,806,215,338,160998
TURKEY,322130,806,215,338,87182388
TURKEY,322211,806,215,338,63531
TURKEY,322212,806,215,338,77667
TURKEY,322219,806,215,338,200294
TURKEY,322220,806,215,338,12383317
TURKEY,322230,806,215,338,30000
TURKEY,322291,806,215,338,679260
TURKEY,322299,806,215,338,2184672
TURKEY,323111,806,215,338,3825943
TURKEY,323117,806,215,338,1563564
TURKEY,323120,806,215,338,595722
TURKEY,324110,806,215,338,397472453.602527
TURKEY,324121,806,215,338,334192
TURKEY,324122,806,215,338,564959
TURKEY,324191,806,215,338,3222848
TURKEY,324199,806,215,338,5347180
TURKEY,325110,806,215,338,35534145
TURKEY,325120,806,215,338,608745
TURKEY,325130,806,215,338,3765410
TURKEY,325180,806,215,338,71122227
TURKEY,325193,806,215,338,1839089
TURKEY,325194,806,215,338,27189746
TURKEY,325199,806,215,338,715876702
TURKEY,325211,806,215,338,631642428
TURKEY,325212,806,215,338,42688894
TURKEY,325220,806,215,338,14400818
TURKEY,325311,806,215,338,7196743
TURKEY,325312,806,215,338,30775546
TURKEY,325320,806,215,338,12859943
TURKEY,325411,806,215,338,13702448
TURKEY,325412,806,215,338,63887479
TURKEY,325413,806,215,338,36249530
TURKEY,325414,806,215,338,187031506
TURKEY,325510,806,215,338,9560836
TURKEY,325520,806,215,338,12996569
TURKEY,325611,806,215,338,1376989.99862301
TURKEY,325612,806,215,338,7605929.99239406
TURKEY,325613,806,215,338,14705296.9852947
TURKEY,325620,806,215,338,17736979
TURKEY,325910,806,215,338,1691844
TURKEY,325920,806,215,338,3201268
TURKEY,325992,806,215,338,832063
TURKEY,325998,806,215,338,27259281
TURKEY,326111,806,215,338,321459
TURKEY,326113,806,215,338,40780912
TURKEY,326121,806,215,338,811896
TURKEY,326122,806,215,338,6976880
TURKEY,326140,806,215,338,7280
TURKEY,326150,806,215,338,1290773
TURKEY,326160,806,215,338,139649
TURKEY,326191,806,215,338,146094
TURKEY,326199,806,215,338,19310151
TURKEY,326211,806,215,338,557049
TURKEY,326220,806,215,338,7926392
TURKEY,326291,806,215,338,303703
TURKEY,326299,806,215,338,14141427
TURKEY,327110,806,215,338,1420256
TURKEY,327120,806,215,338,4956762
TURKEY,327211,806,215,338,14006816
TURKEY,327212,806,215,338,9114553
TURKEY,327213,806,215,338,322973
TURKEY,327215,806,215,338,2085778
TURKEY,327332,806,215,338,40725
TURKEY,327420,806,215,338,249215
TURKEY,327910,806,215,338,10317450
TURKEY,327991,806,215,338,266455
TURKEY,327992,806,215,338,1857849
TURKEY,327993,806,215,338,1532698
TURKEY,327999,806,215,338,1348902
TURKEY,331110,806,215,338,79818962
TURKEY,331210,806,215,338,3579722
TURKEY,331221,806,215,338,409221
TURKEY,331222,806,215,338,795986
TURKEY,331313,806,215,338,1915659
TURKEY,331314,806,215,338,288064
TURKEY,331315,806,215,338,25991329
TURKEY,331318,806,215,338,4651545
TURKEY,331410,806,215,338,364116637
TURKEY,331420,806,215,338,3785177
TURKEY,331491,806,215,338,74826250
TURKEY,331492,806,215,338,1155529
TURKEY,331511,806,215,338,525795
TURKEY,331512,806,215,338,208468
TURKEY,331523,806,215,338,2235706
TURKEY,332111,806,215,338,2368599
TURKEY,332112,806,215,338,5977344
TURKEY,332119,806,215,338,1020141
TURKEY,332215,806,215,338,2867054.99713294
TURKEY,332216,806,215,338,8989184.99101081
TURKEY,332311,806,215,338,83549.99991645
TURKEY,332312,806,215,338,8094743.99190525
TURKEY,332313,806,215,338,19999.99998
TURKEY,332321,806,215,338,444494
TURKEY,332322,806,215,338,276011
TURKEY,332323,806,215,338,8900
TURKEY,332410,806,215,338,7365259
TURKEY,332420,806,215,338,2091514
TURKEY,332431,806,215,338,3400
TURKEY,332439,806,215,338,552667
TURKEY,332510,806,215,338,12139414
TURKEY,332613,806,215,338,1389060
TURKEY,332618,806,215,338,2223579
TURKEY,332721,806,215,338,957685
TURKEY,332722,806,215,338,31732531
TURKEY,332911,806,215,338,48444316
TURKEY,332912,806,215,338,7290696
TURKEY,332913,806,215,338,1151955
TURKEY,332919,806,215,338,956037
TURKEY,332991,806,215,338,20060552
TURKEY,332992,806,215,338,2372738.99762726
TURKEY,332993,806,215,338,2202703.99779729
TURKEY,332994,806,215,338,6410528.99358947
TURKEY,332996,806,215,338,7369379
TURKEY,332999,806,215,338,43233201
TURKEY,333111,806,215,338,19502628
TURKEY,333112,806,215,338,1084309
TURKEY,333120,806,215,338,27720257
TURKEY,333131,806,215,338,25779454
TURKEY,333132,806,215,338,15138033
TURKEY,333241,806,215,338,19775060
TURKEY,333242,806,215,338,7436899
TURKEY,333243,806,215,338,4423304
TURKEY,333244,806,215,338,2388742
TURKEY,333249,806,215,338,39942099
TURKEY,333314,806,215,338,32105457
TURKEY,333316,806,215,338,6936216
TURKEY,333318,806,215,338,23766565
TURKEY,333413,806,215,338,6941027
TURKEY,333414,806,215,338,2901627
TURKEY,333415,806,215,338,13049713
TURKEY,333511,806,215,338,361761
TURKEY,333514,806,215,338,2161959
TURKEY,333515,806,215,338,7949678
TURKEY,333517,806,215,338,25119510
TURKEY,333519,806,215,338,10941598
TURKEY,333611,806,215,338,30667648
TURKEY,333612,806,215,338,8175880
TURKEY,333613,806,215,338,5166000
TURKEY,333618,806,215,338,71441720
TURKEY,333912,806,215,338,15594884
TURKEY,333914,806,215,338,25695624
TURKEY,333921,806,215,338,54837
TURKEY,333922,806,215,338,3386182
TURKEY,333923,806,215,338,4742552
TURKEY,333924,806,215,338,6824027
TURKEY,333991,806,215,338,3762444
TURKEY,333992,806,215,338,2746713
TURKEY,333993,806,215,338,2343682
TURKEY,333994,806,215,338,5299538
TURKEY,333995,806,215,338,11081617
TURKEY,333996,806,215,338,13972215
TURKEY,333997,806,215,338,713824
TURKEY,333999,806,215,338,41389427
TURKEY,334111,806,215,338,51482382
TURKEY,334112,806,215,338,16637434
TURKEY,334118,806,215,338,39490726
TURKEY,334210,806,215,338,3041341
TURKEY,334220,806,215,338,82482654
TURKEY,334290,806,215,338,3047942
TURKEY,334310,806,215,338,8644898
TURKEY,334412,806,215,338,1000052
TURKEY,334413,806,215,338,70915199
TURKEY,334416,806,215,338,15270135
TURKEY,334417,806,215,338,32415371
TURKEY,334418,806,215,338,2345377
TURKEY,334419,806,215,338,21461266
TURKEY,334510,806,215,338,41285088
TURKEY,334511,806,215,338,41097163
TURKEY,334512,806,215,338,1928928
TURKEY,334513,806,215,338,38937955
TURKEY,334514,806,215,338,709054
TURKEY,334515,806,215,338,34051713
TURKEY,334516,806,215,338,33290357
TURKEY,334517,806,215,338,25942112
TURKEY,334519,806,215,338,19743897
TURKEY,334613,806,215,338,19589074
TURKEY,334614,806,215,338,3276706
TURKEY,335110,806,215,338,1074490
TURKEY,335121,806,215,338,122875
TURKEY,335122,806,215,338,2926902
TURKEY,335129,806,215,338,3376454
TURKEY,335210,806,215,338,2281394
TURKEY,335220,806,215,338,6551713
TURKEY,335311,806,215,338,2915973
TURKEY,335312,806,215,338,32067317
TURKEY,335313,806,215,338,18418326
TURKEY,335314,806,215,338,24641201
TURKEY,335911,806,215,338,10961212
TURKEY,335912,806,215,338,1952726
TURKEY,335921,806,215,338,7330602
TURKEY,335929,806,215,338,5662673
TURKEY,335931,806,215,338,25104230
TURKEY,335932,806,215,338,1891261
TURKEY,335991,806,215,338,32264824
TURKEY,335999,806,215,338,56469073
TURKEY,336111,806,215,338,24038133
TURKEY,336112,806,215,338,56519
TURKEY,336120,806,215,338,3725025
TURKEY,336211,806,215,338,2231384
TURKEY,336212,806,215,338,2457317
TURKEY,336214,806,215,338,112984
TURKEY,336310,806,215,338,70922493
TURKEY,336320,806,215,338,22318850
TURKEY,336330,806,215,338,215898836
TURKEY,336340,806,215,338,671640
TURKEY,336350,806,215,338,6715778
TURKEY,336360,806,215,338,1560011
TURKEY,336370,806,215,338,2663056
TURKEY,336390,806,215,338,27141115
TURKEY,336411,806,215,338,1707388066.08352
TURKEY,336412,806,215,338,79738697
TURKEY,336412,806,215,338,696603301.456697
TURKEY,336413,806,215,338,170353724
TURKEY,336413,806,215,338,1210413184.68641
TURKEY,336414,806,215,338,180120451.362198
TURKEY,336415,806,215,338,5745315
TURKEY,336415,806,215,338,89145789.6484086
TURKEY,336419,806,215,338,475092
TURKEY,336419,806,215,338,21336840.7627701
TURKEY,336510,806,215,338,2259253
TURKEY,336611,806,215,338,1501734
TURKEY,336612,806,215,338,29580310
TURKEY,336991,806,215,338,541155
TURKEY,336992,806,215,338,4045842
TURKEY,336999,806,215,338,3467618
TURKEY,337110,806,215,338,14836
TURKEY,337121,806,215,338,631020
TURKEY,337122,806,215,338,113404
TURKEY,337124,806,215,338,244295
TURKEY,337125,806,215,338,261019
TURKEY,337127,806,215,338,7105011
TURKEY,337211,806,215,338,81512
TURKEY,337214,806,215,338,24689
TURKEY,337215,806,215,338,340586
TURKEY,337910,806,215,338,10906
TURKEY,337920,806,215,338,2778
TURKEY,339112,806,215,338,74192608
TURKEY,339113,806,215,338,38412188
TURKEY,339114,806,215,338,2209462
TURKEY,339115,806,215,338,12145057
TURKEY,339116,806,215,338,8200155
TURKEY,339910,806,215,338,83692235
TURKEY,339920,806,215,338,3991434
TURKEY,339930,806,215,338,1322139
TURKEY,339940,806,215,338,1219595
TURKEY,339950,806,215,338,531295
TURKEY,339991,806,215,338,21831571
TURKEY,339992,806,215,338,1111320
TURKEY,339993,806,215,338,510646
TURKEY,339994,806,215,338,362808
TURKEY,339999,806,215,338,9104528
TURKMENISTAN,111120,806,216,339,6750
TURKMENISTAN,211130,806,216,339,13210.999986789
TURKMENISTAN,311615,806,216,339,20455069
TURKMENISTAN,313220,806,216,339,106469
TURKMENISTAN,322110,806,216,339,158422
TURKMENISTAN,324110,806,216,339,191733.999808266
TURKMENISTAN,324199,806,216,339,24069
TURKMENISTAN,325180,806,216,339,1483860
TURKMENISTAN,325199,806,216,339,2564613
TURKMENISTAN,325211,806,216,339,336748
TURKMENISTAN,325212,806,216,339,18387
TURKMENISTAN,325320,806,216,339,8981
TURKMENISTAN,325613,806,216,339,20714.999979285
TURKMENISTAN,325920,806,216,339,3038851
TURKMENISTAN,325998,806,216,339,2530237
TURKMENISTAN,326220,806,216,339,32739
TURKMENISTAN,326299,806,216,339,42927
TURKMENISTAN,327410,806,216,339,4275
TURKMENISTAN,327991,806,216,339,38057
TURKMENISTAN,331110,806,216,339,277521
TURKMENISTAN,331210,806,216,339,93177
TURKMENISTAN,331410,806,216,339,9243
TURKMENISTAN,331491,806,216,339,110139
TURKMENISTAN,331511,806,216,339,26591
TURKMENISTAN,332216,806,216,339,26132.999973867
TURKMENISTAN,332420,806,216,339,38287
TURKMENISTAN,332613,806,216,339,3800
TURKMENISTAN,332722,806,216,339,86636
TURKMENISTAN,332911,806,216,339,3498635
TURKMENISTAN,332913,806,216,339,3000
TURKMENISTAN,332919,806,216,339,5779
TURKMENISTAN,332991,806,216,339,225725
TURKMENISTAN,332994,806,216,339,452703.999547295
TURKMENISTAN,332996,806,216,339,30136
TURKMENISTAN,332999,806,216,339,65687
TURKMENISTAN,333111,806,216,339,5446189
TURKMENISTAN,333120,806,216,339,399767
TURKMENISTAN,333131,806,216,339,455592
TURKMENISTAN,333132,806,216,339,940650
TURKMENISTAN,333318,806,216,339,117332
TURKMENISTAN,333413,806,216,339,64289
TURKMENISTAN,333517,806,216,339,18300
TURKMENISTAN,333611,806,216,339,191206
TURKMENISTAN,333612,806,216,339,10122
TURKMENISTAN,333613,806,216,339,197334
TURKMENISTAN,333618,806,216,339,728353
TURKMENISTAN,333912,806,216,339,10463
TURKMENISTAN,333914,806,216,339,101248
TURKMENISTAN,333923,806,216,339,10610
TURKMENISTAN,333991,806,216,339,15499
TURKMENISTAN,333992,806,216,339,3728
TURKMENISTAN,333994,806,216,339,69650
TURKMENISTAN,333995,806,216,339,12064
TURKMENISTAN,333996,806,216,339,152236
TURKMENISTAN,333999,806,216,339,471452
TURKMENISTAN,334111,806,216,339,15916
TURKMENISTAN,334118,806,216,339,15200
TURKMENISTAN,334220,806,216,339,119340
TURKMENISTAN,334416,806,216,339,4587
TURKMENISTAN,334419,806,216,339,6450
TURKMENISTAN,334510,806,216,339,348340
TURKMENISTAN,334513,806,216,339,150808
TURKMENISTAN,334515,806,216,339,411826
TURKMENISTAN,334516,806,216,339,46041
TURKMENISTAN,334517,806,216,339,46621
TURKMENISTAN,334519,806,216,339,973266
TURKMENISTAN,334614,806,216,339,22900
TURKMENISTAN,335110,806,216,339,21903
TURKMENISTAN,335220,806,216,339,3553
TURKMENISTAN,335312,806,216,339,5800
TURKMENISTAN,335313,806,216,339,243170
TURKMENISTAN,335314,806,216,339,44526
TURKMENISTAN,335911,806,216,339,7703
TURKMENISTAN,335999,806,216,339,204475
TURKMENISTAN,336111,806,216,339,125055
TURKMENISTAN,336310,806,216,339,2609
TURKMENISTAN,336320,806,216,339,60522
TURKMENISTAN,336390,806,216,339,2712
TURKMENISTAN,336411,806,216,339,272543.200132576
TURKMENISTAN,336412,806,216,339,111195.86506038
TURKMENISTAN,336413,806,216,339,193213.18298412
TURKMENISTAN,336414,806,216,339,28751.8726402859
TURKMENISTAN,336415,806,216,339,14229.968729285
TURKMENISTAN,336419,806,216,339,3405.91045335332
TURKMENISTAN,337127,806,216,339,15000
TURKMENISTAN,339112,806,216,339,38274
TURKMENISTAN,339113,806,216,339,11008
TURKMENISTAN,339930,806,216,339,3200
TURKMENISTAN,339991,806,216,339,49526
TURKMENISTAN,339993,806,216,339,9362
TURKMENISTAN,339999,806,216,339,25085
TURKS AND CAICOS ISLANDS,111130,803,217,340,51813
TURKS AND CAICOS ISLANDS,111150,803,217,340,2707
TURKS AND CAICOS ISLANDS,111199,803,217,340,3131
TURKS AND CAICOS ISLANDS,111211,803,217,340,939123
TURKS AND CAICOS ISLANDS,111219,803,217,340,3919161
TURKS AND CAICOS ISLANDS,111310,803,217,340,437635
TURKS AND CAICOS ISLANDS,111320,803,217,340,549396
TURKS AND CAICOS ISLANDS,111331,803,217,340,377300
TURKS AND CAICOS ISLANDS,111332,803,217,340,484666
TURKS AND CAICOS ISLANDS,111333,803,217,340,434380
TURKS AND CAICOS ISLANDS,111334,803,217,340,326280
TURKS AND CAICOS ISLANDS,111335,803,217,340,16509
TURKS AND CAICOS ISLANDS,111339,803,217,340,3428852
TURKS AND CAICOS ISLANDS,111411,803,217,340,43299
TURKS AND CAICOS ISLANDS,111421,803,217,340,1775459
TURKS AND CAICOS ISLANDS,111992,803,217,340,18577
TURKS AND CAICOS ISLANDS,111998,803,217,340,8605
TURKS AND CAICOS ISLANDS,112310,803,217,340,3183697
TURKS AND CAICOS ISLANDS,112320,803,217,340,0
TURKS AND CAICOS ISLANDS,112330,803,217,340,0
TURKS AND CAICOS ISLANDS,112340,803,217,340,0
TURKS AND CAICOS ISLANDS,112390,803,217,340,0
TURKS AND CAICOS ISLANDS,112910,803,217,340,11150
TURKS AND CAICOS ISLANDS,113310,803,217,340,464106
TURKS AND CAICOS ISLANDS,114111,803,217,340,2815700
TURKS AND CAICOS ISLANDS,114112,803,217,340,1285736
TURKS AND CAICOS ISLANDS,211130,803,217,340,431781.999568218
TURKS AND CAICOS ISLANDS,212311,803,217,340,204694
TURKS AND CAICOS ISLANDS,212321,803,217,340,468411
TURKS AND CAICOS ISLANDS,212322,803,217,340,12803
TURKS AND CAICOS ISLANDS,212393,803,217,340,16216
TURKS AND CAICOS ISLANDS,212399,803,217,340,573455
TURKS AND CAICOS ISLANDS,311111,803,217,340,514810
TURKS AND CAICOS ISLANDS,311119,803,217,340,32215
TURKS AND CAICOS ISLANDS,311211,803,217,340,486808
TURKS AND CAICOS ISLANDS,311212,803,217,340,6255590
TURKS AND CAICOS ISLANDS,311213,803,217,340,62102
TURKS AND CAICOS ISLANDS,311221,803,217,340,31853
TURKS AND CAICOS ISLANDS,311224,803,217,340,178400
TURKS AND CAICOS ISLANDS,311225,803,217,340,1328508
TURKS AND CAICOS ISLANDS,311230,803,217,340,469432
